time,Detroit,pts.away,score,pts.home,New York
0:47.0,,,113-107,,Offensive rebound by Team
0:47.0,Personal foul by I. Smith (drawn by T. Williams),,113-107,,
0:47.0,,,113-108,1,T. Williams makes free throw 1 of 2
0:47.0,,,113-109,1,T. Williams makes free throw 2 of 2
0:38.0,,,113-109,,D. Dotson enters the game for T. Williams
0:38.0,L. Kennard enters the game for S. Johnson,,113-109,,
0:29.0,I. Smith misses 2-pt shot from 17 ft,,113-109,,
0:27.0,,,113-109,,Defensive rebound by M. Beasley
0:22.0,,,113-109,,M. Beasley misses 3-pt shot from 26 ft
0:20.0,Defensive rebound by I. Smith,,113-109,,
0:17.0,,,113-109,,Personal take foul by T. Burke (drawn by I. Smith)
0:08.0,,,113-109,,Personal take foul by T. Burke (drawn by L. Kennard)
0:08.0,L. Kennard makes free throw 1 of 2,1,114-109,,
0:08.0,L. Kennard makes free throw 2 of 2,1,115-109,,
0:08.0,,,115-109,,New York full timeout
0:08.0,S. Johnson enters the game for I. Smith,,115-109,,
0:01.0,,,115-109,,T. Burke misses 3-pt shot from 29 ft
0:01.0,,,115-109,,Offensive rebound by K. O'Quinn
