time,Washington,pts.away,score,pts.home,Atlanta
8:01.0,,,38-23,1,K. Bazemore makes free throw 1 of 2
8:01.0,M. Morris enters the game for I. Mahinmi,,38-23,,
8:01.0,,,38-23,,K. Bazemore misses free throw 2 of 2
7:59.0,Defensive rebound by K. Oubre,,38-23,,
7:44.0,M. Scott makes 2-pt shot from 17 ft,2,40-23,,
7:33.0,,,40-23,,M. Delaney misses 2-pt shot from 3 ft (block by T. Frazier)
7:30.0,,,40-23,,Offensive rebound by M. Muscala
7:30.0,,,40-23,,M. Muscala misses 2-pt shot from 11 ft
7:28.0,,,40-23,,Offensive rebound by M. Delaney
7:23.0,,,40-25,2,M. Delaney makes 2-pt shot from 20 ft
7:07.0,J. Meeks misses 3-pt shot from 25 ft,,40-25,,
7:07.0,,,40-25,,Defensive rebound by Team
7:07.0,,,40-25,,D. Schroder enters the game for M. Delaney
6:48.0,,,40-25,,K. Bazemore misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by K. Oubre,,40-25,,
6:28.0,,,40-25,,Personal foul by M. Muscala (drawn by K. Oubre)
6:28.0,B. Beal enters the game for K. Oubre,,40-25,,
6:19.0,M. Scott makes 3-pt shot from 23 ft (assist by T. Frazier),3,43-25,,
6:05.0,,,43-25,,Shooting foul by B. Beal (drawn by T. Dorsey)
6:05.0,,,43-26,1,T. Dorsey makes free throw 1 of 2
6:05.0,,,43-26,,J. Collins enters the game for M. Muscala
6:05.0,,,43-27,1,T. Dorsey makes free throw 2 of 2
5:50.0,T. Frazier misses 2-pt shot from 18 ft,,43-27,,
5:49.0,Offensive rebound by Team,,43-27,,
5:49.0,,,43-27,,Loose ball foul by J. Collins (drawn by M. Morris)
5:49.0,O. Porter enters the game for J. Meeks,,43-27,,
5:43.0,M. Scott makes 3-pt shot from 25 ft (assist by M. Morris),3,46-27,,
5:27.0,,,46-27,,K. Bazemore misses 2-pt shot from 2 ft
5:27.0,,,46-27,,Offensive rebound by E. Ilyasova
5:27.0,,,46-29,2,E. Ilyasova makes 2-pt shot from 2 ft
5:27.0,,,46-29,,Shooting foul by T. Frazier (drawn by E. Ilyasova)
5:27.0,,,46-30,1,E. Ilyasova makes free throw 1 of 1
5:05.0,O. Porter misses 2-pt shot from 13 ft,,46-30,,
5:02.0,Offensive rebound by T. Frazier,,46-30,,
5:01.0,B. Beal misses 3-pt shot from 25 ft,,46-30,,
4:56.0,Offensive rebound by B. Beal,,46-30,,
4:53.0,O. Porter makes 2-pt shot from 9 ft (assist by B. Beal),2,48-30,,
4:36.0,,,48-33,3,T. Dorsey makes 3-pt shot from 24 ft (assist by J. Collins)
4:27.0,,,48-33,,Personal foul by D. Schroder (drawn by T. Frazier)
4:27.0,,,48-33,,M. Belinelli enters the game for T. Dorsey
4:27.0,,,48-33,,T. Waller-Prince enters the game for E. Ilyasova
4:27.0,,,48-33,,D. Dedmon enters the game for K. Bazemore
4:27.0,T. Satoransky enters the game for T. Frazier,,48-33,,
4:20.0,M. Morris makes 2-pt shot from 14 ft (assist by B. Beal),2,50-33,,
4:04.0,,,50-33,,D. Schroder misses 2-pt shot from 11 ft
4:02.0,,,50-33,,Offensive rebound by D. Dedmon
4:01.0,,,50-35,2,D. Dedmon makes 2-pt shot from 2 ft
3:50.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Morris),2,52-35,,
3:32.0,,,52-38,3,T. Waller-Prince makes 3-pt shot from 23 ft (assist by M. Belinelli)
3:30.0,Washington full timeout,,52-38,,
3:19.0,M. Morris makes 3-pt shot from 25 ft (assist by B. Beal),3,55-38,,
3:01.0,,,55-40,2,D. Schroder makes 2-pt shot from 1 ft
2:40.0,M. Scott misses 3-pt shot from 25 ft,,55-40,,
2:38.0,Offensive rebound by M. Morris,,55-40,,
2:38.0,Turnover by O. Porter (step out of bounds),,55-40,,
2:27.0,,,55-43,3,T. Waller-Prince makes 3-pt shot from 23 ft (assist by D. Schroder)
2:15.0,T. Satoransky misses 2-pt shot from 9 ft (block by J. Collins),,55-43,,
2:15.0,Offensive rebound by Team,,55-43,,
2:14.0,K. Oubre enters the game for M. Scott,,55-43,,
2:03.0,Shooting foul by J. Collins (drawn by O. Porter),,55-43,,
2:03.0,O. Porter makes free throw 1 of 2,1,56-43,,
2:03.0,,,56-43,,E. Ilyasova enters the game for J. Collins
2:03.0,O. Porter makes free throw 2 of 2,1,57-43,,
1:43.0,,,57-43,,T. Waller-Prince misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by O. Porter,,57-43,,
1:28.0,O. Porter misses 3-pt shot from 25 ft,,57-43,,
1:25.0,,,57-43,,Defensive rebound by D. Dedmon
1:08.0,,,57-43,,Turnover by D. Schroder (bad pass)
0:55.0,,,57-43,,Personal block foul by D. Dedmon (drawn by T. Satoransky)
0:55.0,T. Satoransky makes free throw 1 of 2,1,58-43,,
0:55.0,T. Satoransky makes free throw 2 of 2,1,59-43,,
0:38.0,,,59-43,,T. Waller-Prince misses 3-pt shot from 22 ft
0:35.0,Defensive rebound by O. Porter,,59-43,,
0:30.0,O. Porter makes 2-pt shot at rim (assist by T. Satoransky),2,61-43,,
0:21.0,,,61-43,,Shooting foul by M. Morris (drawn by T. Waller-Prince)
0:21.0,,,61-44,1,T. Waller-Prince makes free throw 1 of 2
0:21.0,,,61-45,1,T. Waller-Prince makes free throw 2 of 2
0:00.0,K. Oubre misses 3-pt shot from 24 ft,,61-45,,
0:00.0,Offensive rebound by Team,,61-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,61-45,,E. Ilyasova misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by T. Satoransky,,61-45,,
11:30.0,B. Beal misses 3-pt shot from 25 ft,,61-45,,
11:27.0,,,61-45,,Defensive rebound by T. Waller-Prince
11:18.0,,,61-45,,M. Plumlee misses 2-pt shot at rim
11:18.0,,,61-45,,Offensive rebound by E. Ilyasova
11:14.0,,,61-47,2,E. Ilyasova makes 2-pt shot at rim
10:59.0,Turnover by B. Beal (bad pass; steal by E. Ilyasova),,61-47,,
10:54.0,,,61-49,2,K. Bazemore makes 2-pt shot at rim (assist by E. Ilyasova)
10:36.0,Shooting foul by M. Plumlee (drawn by B. Beal),,61-49,,
10:36.0,B. Beal makes free throw 1 of 2,1,62-49,,
10:36.0,B. Beal makes free throw 2 of 2,1,63-49,,
10:22.0,,,63-49,,K. Bazemore misses 2-pt shot from 4 ft (block by M. Gortat)
10:18.0,Defensive rebound by M. Gortat,,63-49,,
10:18.0,Offensive charge foul by T. Satoransky (drawn by E. Ilyasova),,63-49,,
10:18.0,Turnover by T. Satoransky (offensive foul),,63-49,,
10:07.0,,,63-51,2,E. Ilyasova makes 2-pt shot from 18 ft (assist by D. Schroder)
9:52.0,M. Gortat misses 2-pt shot from 1 ft,,63-51,,
9:49.0,,,63-51,,Defensive rebound by T. Waller-Prince
9:46.0,,,63-51,,T. Waller-Prince misses 2-pt shot from 9 ft
9:42.0,Defensive rebound by M. Gortat,,63-51,,
9:25.0,T. Satoransky makes 3-pt shot from 23 ft (assist by B. Beal),3,66-51,,
9:07.0,,,66-53,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Schroder)
8:43.0,O. Porter makes 2-pt shot from 9 ft,2,68-53,,
8:28.0,,,68-53,,D. Schroder misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by B. Beal,,68-53,,
8:14.0,O. Porter makes 3-pt shot from 23 ft (assist by M. Morris),3,71-53,,
7:59.0,,,71-53,,Turnover by K. Bazemore (lost ball; steal by M. Morris)
7:56.0,Shooting foul by M. Plumlee (drawn by M. Morris),,71-53,,
7:56.0,,,71-53,,Atlanta full timeout
7:56.0,M. Morris makes free throw 1 of 2,1,72-53,,
7:56.0,M. Morris misses free throw 2 of 2,,72-53,,
7:53.0,,,72-53,,Defensive rebound by E. Ilyasova
7:40.0,,,72-53,,Turnover by D. Schroder (bad pass; steal by O. Porter)
7:35.0,T. Satoransky makes 3-pt shot from 25 ft (assist by O. Porter),3,75-53,,
7:34.0,,,75-53,,Atlanta full timeout
7:34.0,,,75-53,,J. Collins enters the game for M. Plumlee
7:34.0,,,75-53,,M. Belinelli enters the game for K. Bazemore
7:22.0,,,75-53,,D. Schroder misses 2-pt shot at rim (block by M. Gortat)
7:19.0,Defensive rebound by T. Satoransky,,75-53,,
7:13.0,Turnover by M. Gortat (turnover),,75-53,,
7:03.0,,,75-53,,D. Schroder misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by M. Gortat,,75-53,,
6:40.0,M. Morris makes 2-pt shot from 18 ft (assist by T. Satoransky),2,77-53,,
6:25.0,,,77-56,3,E. Ilyasova makes 3-pt shot from 22 ft (assist by M. Belinelli)
6:09.0,B. Beal makes 2-pt shot from 20 ft (assist by T. Satoransky),2,79-56,,
5:52.0,,,79-59,3,J. Collins makes 3-pt shot from 23 ft (assist by M. Belinelli)
5:33.0,O. Porter makes 3-pt shot from 24 ft (assist by T. Satoransky),3,82-59,,
5:17.0,,,82-61,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by M. Belinelli)
5:01.0,M. Gortat makes 2-pt shot from 8 ft,2,84-61,,
4:43.0,,,84-61,,D. Schroder misses 3-pt shot from 24 ft
4:37.0,,,84-61,,Offensive rebound by T. Waller-Prince
4:37.0,,,84-61,,T. Waller-Prince misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by T. Satoransky,,84-61,,
4:18.0,,,84-61,,Shooting block foul by D. Schroder (drawn by B. Beal)
4:18.0,B. Beal makes free throw 1 of 2,1,85-61,,
4:18.0,,,85-61,,M. Delaney enters the game for T. Waller-Prince
4:18.0,B. Beal makes free throw 2 of 2,1,86-61,,
4:07.0,,,86-61,,Turnover by D. Schroder (bad pass; steal by O. Porter)
4:02.0,Turnover by O. Porter (bad pass),,86-61,,
3:54.0,,,86-63,2,M. Belinelli makes 2-pt shot from 16 ft (assist by D. Schroder)
3:37.0,Offensive foul by M. Gortat (drawn by M. Belinelli),,86-63,,
3:37.0,Turnover by M. Gortat (offensive foul),,86-63,,
3:37.0,T. Frazier enters the game for T. Satoransky,,86-63,,
3:30.0,,,86-63,,M. Belinelli misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by T. Frazier,,86-63,,
3:12.0,,,86-63,,Personal foul by D. Schroder (drawn by T. Frazier)
3:12.0,,,86-63,,D. Dedmon enters the game for E. Ilyasova
3:12.0,K. Oubre enters the game for O. Porter,,86-63,,
3:07.0,M. Morris misses 3-pt shot from 25 ft,,86-63,,
3:04.0,,,86-63,,Defensive rebound by D. Schroder
2:58.0,,,86-63,,D. Dedmon misses 2-pt shot from 20 ft
2:54.0,Defensive rebound by B. Beal,,86-63,,
2:50.0,B. Beal misses 2-pt shot from 22 ft,,86-63,,
2:47.0,Offensive rebound by Team,,86-63,,
2:47.0,M. Scott enters the game for M. Morris,,86-63,,
2:43.0,Turnover by B. Beal (lost ball; steal by M. Delaney),,86-63,,
2:39.0,,,86-63,,M. Delaney misses 3-pt shot from 25 ft
2:38.0,,,86-63,,Offensive rebound by J. Collins
2:38.0,,,86-65,2,J. Collins makes 2-pt shot at rim
2:38.0,,,86-65,,Shooting foul by M. Gortat (drawn by J. Collins)
2:38.0,I. Mahinmi enters the game for M. Gortat,,86-65,,
2:38.0,,,86-66,1,J. Collins makes free throw 1 of 1
2:27.0,K. Oubre makes 2-pt shot from 1 ft (assist by T. Frazier),2,88-66,,
2:13.0,,,88-68,2,J. Collins makes 2-pt shot at rim (assist by M. Delaney)
1:55.0,T. Frazier makes 2-pt shot from 18 ft (assist by M. Scott),2,90-68,,
1:30.0,,,90-68,,Shooting foul by B. Beal (drawn by D. Schroder)
1:30.0,,,90-68,,D. Schroder misses free throw 1 of 2
1:30.0,,,90-68,,Offensive rebound by Team
1:30.0,,,90-68,,T. Dorsey enters the game for M. Belinelli
1:30.0,,,90-68,,D. Schroder misses free throw 2 of 2
1:25.0,Defensive rebound by M. Scott,,90-68,,
1:10.0,I. Mahinmi misses 2-pt shot at rim,,90-68,,
1:07.0,,,90-68,,Defensive rebound by D. Schroder
1:04.0,Personal foul by M. Scott (drawn by D. Schroder),,90-68,,
1:04.0,,,90-68,,D. Schroder misses free throw 1 of 2
1:04.0,,,90-68,,Offensive rebound by Team
1:04.0,,,90-69,1,D. Schroder makes free throw 2 of 2
0:47.0,K. Oubre misses 3-pt shot from 26 ft,,90-69,,
0:43.0,,,90-69,,Defensive rebound by J. Collins
0:36.0,,,90-69,,Shooting foul by K. Oubre (drawn by T. Dorsey)
0:36.0,,,90-69,,M. Belinelli enters the game for D. Schroder
0:36.0,,,90-70,1,T. Dorsey makes free throw 1 of 2
0:36.0,,,90-71,1,T. Dorsey makes free throw 2 of 2
0:31.0,M. Scott misses 3-pt shot from 25 ft,,90-71,,
0:27.0,,,90-71,,Defensive rebound by M. Delaney
0:06.0,,,90-71,,T. Dorsey misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by I. Mahinmi,,90-71,,
0:00.0,B. Beal makes 2-pt shot from 1 ft (assist by I. Mahinmi),2,92-71,,
0:00.0,,,92-71,,J. Collins misses 3-pt shot from 41 ft
0:00.0,,,92-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,K. Oubre misses 2-pt shot from 13 ft,,92-71,,
11:43.0,Offensive rebound by K. Oubre,,92-71,,
11:42.0,K. Oubre makes 2-pt shot from 1 ft,2,94-71,,
11:18.0,,,94-73,2,D. Dedmon makes 2-pt shot from 1 ft (assist by M. Delaney)
10:54.0,M. Scott misses 2-pt shot from 3 ft,,94-73,,
10:44.0,Offensive rebound by I. Mahinmi,,94-73,,
10:44.0,I. Mahinmi makes 2-pt shot at rim,2,96-73,,
10:37.0,,,96-75,2,D. Dedmon makes 2-pt shot from 5 ft (assist by M. Delaney)
10:22.0,Turnover by I. Mahinmi (turnover),,96-75,,
10:06.0,,,96-75,,M. Belinelli misses 2-pt shot from 12 ft (block by T. Frazier)
10:06.0,,,96-75,,Offensive rebound by Team
9:59.0,,,96-78,3,M. Delaney makes 3-pt shot from 23 ft
9:45.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Scott),2,98-78,,
9:45.0,Shooting foul by D. Dedmon (drawn by I. Mahinmi),,98-78,,
9:45.0,I. Mahinmi makes free throw 1 of 1,1,99-78,,
9:33.0,,,99-80,2,M. Belinelli makes 2-pt shot from 19 ft (assist by T. Dorsey)
9:13.0,K. Oubre makes 3-pt shot from 25 ft (assist by T. Frazier),3,102-80,,
8:58.0,,,102-83,3,M. Muscala makes 3-pt shot from 23 ft (assist by D. Dedmon)
8:45.0,M. Scott makes 2-pt shot from 14 ft (assist by T. Frazier),2,104-83,,
8:24.0,,,104-83,,Turnover by M. Belinelli (bad pass; steal by T. Frazier)
8:21.0,Offensive charge foul by T. Frazier (drawn by M. Delaney),,104-83,,
8:21.0,Turnover by T. Frazier (offensive foul),,104-83,,
8:21.0,,,104-83,,T. Waller-Prince enters the game for M. Belinelli
8:09.0,,,104-83,,Shooting foul by M. Scott (drawn by T. Dorsey)
8:09.0,,,104-83,,T. Dorsey misses free throw 1 of 3
8:09.0,,,104-83,,Offensive rebound by Team
8:09.0,,,104-84,1,T. Dorsey makes free throw 2 of 3
8:09.0,,,104-85,1,T. Dorsey makes free throw 3 of 3
8:04.0,K. Oubre misses 3-pt shot from 25 ft,,104-85,,
8:00.0,,,104-85,,Defensive rebound by M. Muscala
7:42.0,,,104-87,2,D. Dedmon makes 2-pt shot from 17 ft (assist by T. Dorsey)
7:41.0,Washington full timeout,,104-87,,
7:21.0,M. Scott makes 2-pt shot from 16 ft (assist by T. Frazier),2,106-87,,
7:08.0,,,106-87,,Shooting foul by I. Mahinmi (drawn by M. Delaney)
7:08.0,,,106-88,1,M. Delaney makes free throw 1 of 2
7:08.0,,,106-89,1,M. Delaney makes free throw 2 of 2
6:59.0,,,106-89,,Personal foul by M. Delaney (drawn by T. Frazier)
6:59.0,,,106-89,,M. Belinelli enters the game for M. Delaney
6:59.0,M. Morris enters the game for I. Mahinmi,,106-89,,
6:52.0,M. Scott makes 2-pt shot from 16 ft (assist by K. Oubre),2,108-89,,
6:38.0,,,108-92,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by T. Dorsey)
6:17.0,K. Oubre misses 2-pt shot from 17 ft,,108-92,,
6:14.0,,,108-92,,Defensive rebound by M. Belinelli
5:53.0,,,108-94,2,D. Dedmon makes 2-pt shot at rim (assist by T. Waller-Prince)
5:37.0,M. Morris makes 2-pt shot from 13 ft (assist by T. Frazier),2,110-94,,
5:19.0,,,110-94,,M. Muscala misses 2-pt shot from 4 ft (block by T. Frazier)
5:19.0,Defensive rebound by T. Frazier,,110-94,,
5:12.0,O. Porter makes 2-pt shot from 2 ft (assist by T. Frazier),2,112-94,,
4:55.0,,,112-96,2,M. Muscala makes 2-pt shot from 11 ft (assist by T. Dorsey)
4:40.0,T. Frazier makes 2-pt shot at rim,2,114-96,,
4:39.0,,,114-96,,Atlanta full timeout
4:21.0,,,114-96,,T. Waller-Prince misses 3-pt shot from 24 ft
4:18.0,Defensive rebound by K. Oubre,,114-96,,
3:59.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Frazier),3,117-96,,
3:42.0,,,117-96,,T. Dorsey misses 3-pt shot from 24 ft
3:41.0,Defensive rebound by Team,,117-96,,
3:41.0,,,117-96,,L. Babbitt enters the game for D. Dedmon
3:41.0,Washington full timeout,,117-96,,
3:41.0,C. McCullough enters the game for M. Morris,,117-96,,
3:41.0,J. Smith enters the game for O. Porter,,117-96,,
3:41.0,J. Meeks enters the game for M. Scott,,117-96,,
3:19.0,J. Meeks misses 2-pt shot from 12 ft,,117-96,,
3:16.0,Offensive rebound by J. Meeks,,117-96,,
3:15.0,J. Meeks makes 2-pt shot from 1 ft,2,119-96,,
3:03.0,,,119-96,,M. Belinelli misses 2-pt shot from 18 ft
2:59.0,Defensive rebound by C. McCullough,,119-96,,
2:50.0,J. Smith misses 3-pt shot from 22 ft,,119-96,,
