time,San Antonio,pts.away,score,pts.home,Golden State
5:03.0,,,10-13,2,K. Thompson makes 2-pt shot from 1 ft (assist by J. McGee)
4:43.0,Turnover by R. Gay (lost ball; steal by K. Durant),,10-13,,
4:38.0,,,10-15,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
4:17.0,P. Mills makes 3-pt shot from 26 ft (assist by R. Gay),3,13-15,,
4:06.0,,,13-15,,Golden State full timeout
4:06.0,,,13-15,,S. Livingston enters the game for J. McGee
4:06.0,,,13-15,,K. Looney enters the game for A. Iguodala
4:06.0,,,13-15,,D. West enters the game for D. Green
4:06.0,K. Anderson enters the game for D. Murray,,13-15,,
4:06.0,P. Gasol enters the game for R. Gay,,13-15,,
3:58.0,,,13-15,,K. Thompson misses 3-pt shot from 22 ft
3:56.0,,,13-15,,Offensive rebound by D. West
3:54.0,,,13-15,,D. West misses 2-pt shot from 2 ft
3:52.0,Defensive rebound by M. Ginobili,,13-15,,
3:45.0,L. Aldridge makes 2-pt shot from 8 ft (assist by M. Ginobili),2,15-15,,
3:33.0,,,15-15,,Offensive foul by K. Thompson (drawn by M. Ginobili)
3:33.0,,,15-15,,Turnover by K. Thompson (offensive foul)
3:33.0,,,15-15,,Q. Cook enters the game for K. Thompson
3:17.0,L. Aldridge misses 2-pt shot from 4 ft (block by D. West),,15-15,,
3:12.0,Offensive rebound by L. Aldridge,,15-15,,
3:11.0,L. Aldridge misses 2-pt shot from 3 ft,,15-15,,
3:08.0,,,15-15,,Defensive rebound by K. Durant
3:00.0,T. Parker enters the game for P. Mills,,15-15,,
2:53.0,,,15-15,,Q. Cook misses 3-pt shot from 22 ft
2:51.0,Defensive rebound by Team,,15-15,,
2:51.0,,,15-15,,Loose ball foul by D. West (drawn by L. Aldridge)
2:29.0,L. Aldridge misses 2-pt shot from 16 ft,,15-15,,
2:28.0,Offensive rebound by K. Anderson,,15-15,,
2:26.0,Turnover by K. Anderson (bad pass; steal by D. West),,15-15,,
2:21.0,,,15-17,2,K. Durant makes 2-pt shot from 11 ft
1:58.0,M. Ginobili makes 3-pt shot from 25 ft (assist by L. Aldridge),3,18-17,,
1:45.0,,,18-17,,Turnover by K. Durant (bad pass; steal by K. Anderson)
1:37.0,L. Aldridge misses 2-pt shot from 4 ft,,18-17,,
1:35.0,,,18-17,,Defensive rebound by D. West
1:30.0,,,18-17,,Shooting foul by M. Ginobili (drawn by K. Durant)
1:30.0,,,18-18,1,K. Durant makes free throw 1 of 2
1:30.0,D. Bertans enters the game for L. Aldridge,,18-18,,
1:30.0,,,18-19,1,K. Durant makes free throw 2 of 2
1:11.0,P. Gasol misses 2-pt shot from 4 ft,,18-19,,
1:08.0,,,18-19,,Defensive rebound by K. Looney
1:05.0,,,18-19,,Shooting foul by M. Ginobili (drawn by K. Looney)
1:05.0,,,18-19,,K. Looney misses free throw 1 of 2
1:05.0,,,18-19,,Offensive rebound by Team
1:05.0,D. Green enters the game for M. Ginobili,,18-19,,
1:05.0,,,18-20,1,K. Looney makes free throw 2 of 2
0:50.0,T. Parker makes 2-pt shot from 8 ft,2,20-20,,
0:44.0,,,20-20,,K. Durant misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by P. Gasol,,20-20,,
0:34.0,T. Parker misses 2-pt shot from 19 ft,,20-20,,
0:32.0,Offensive rebound by D. Green,,20-20,,
0:12.0,T. Parker misses 2-pt shot from 21 ft,,20-20,,
0:10.0,,,20-20,,Defensive rebound by Team
0:10.0,Loose ball foul by D. Bertans (drawn by Q. Cook),,20-20,,
0:10.0,,,20-21,1,Q. Cook makes free throw 1 of 2
0:10.0,,,20-21,,D. Green enters the game for D. West
0:10.0,P. Mills enters the game for K. Anderson,,20-21,,
0:10.0,,,20-22,1,Q. Cook makes free throw 2 of 2
0:09.0,,,20-22,,Personal foul by Q. Cook (drawn by T. Parker)
0:09.0,,,20-22,,A. Iguodala enters the game for Q. Cook
0:04.0,D. Green misses 3-pt shot from 27 ft,,20-22,,
0:02.0,,,20-22,,Defensive rebound by D. Green
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by P. Gasol (turnover),,20-22,,
11:30.0,,,20-22,,Turnover by S. Livingston (bad pass)
11:13.0,R. Gay makes 3-pt shot from 28 ft (assist by P. Gasol),3,23-22,,
10:49.0,,,23-24,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. West)
10:31.0,D. Green misses 3-pt shot from 28 ft,,23-24,,
10:30.0,,,23-24,,Defensive rebound by D. Green
10:14.0,,,23-26,2,K. Thompson makes 2-pt shot from 9 ft
10:00.0,,,23-26,,Personal foul by D. West (drawn by P. Gasol)
9:53.0,Shooting foul by D. Green (drawn by P. Gasol),,23-26,,
9:53.0,P. Gasol misses free throw 1 of 2,,23-26,,
9:53.0,Offensive rebound by Team,,23-26,,
9:53.0,P. Gasol makes free throw 2 of 2,1,24-26,,
9:38.0,,,24-28,2,D. West makes 2-pt shot from 2 ft (assist by K. Thompson)
9:26.0,T. Parker makes 2-pt shot from 8 ft,2,26-28,,
9:13.0,,,26-28,,D. Green misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by D. Bertans,,26-28,,
8:54.0,D. Bertans misses 3-pt shot from 27 ft,,26-28,,
8:51.0,,,26-28,,Defensive rebound by D. West
8:45.0,,,26-31,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
8:29.0,T. Parker misses 2-pt shot from 16 ft,,26-31,,
8:27.0,Offensive rebound by P. Gasol,,26-31,,
8:27.0,P. Gasol misses 2-pt shot at rim,,26-31,,
8:25.0,,,26-31,,Defensive rebound by D. Green
8:22.0,,,26-31,,S. Livingston misses 2-pt shot from 12 ft
8:20.0,Defensive rebound by P. Gasol,,26-31,,
8:11.0,Turnover by R. Gay (bad pass; steal by D. West),,26-31,,
8:03.0,,,26-31,,Turnover by K. Thompson (bad pass; steal by D. Bertans)
7:57.0,T. Parker misses 3-pt shot from 27 ft,,26-31,,
7:50.0,,,26-31,,Defensive rebound by D. Green
7:50.0,,,26-31,,Golden State full timeout
7:50.0,,,26-31,,K. Durant enters the game for S. Livingston
7:50.0,,,26-31,,K. Looney enters the game for Q. Cook
7:50.0,,,26-31,,A. Iguodala enters the game for D. West
7:50.0,P. Mills enters the game for T. Parker,,26-31,,
7:50.0,D. Murray enters the game for P. Gasol,,26-31,,
7:50.0,L. Aldridge enters the game for D. Green,,26-31,,
7:50.0,M. Ginobili enters the game for D. Bertans,,26-31,,
7:47.0,,,26-31,,Turnover by K. Durant (out of bounds lost ball)
7:36.0,Turnover by L. Aldridge (lost ball; steal by A. Iguodala),,26-31,,
7:32.0,,,26-31,,K. Looney misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by D. Murray,,26-31,,
7:13.0,M. Ginobili misses 3-pt shot from 27 ft,,26-31,,
7:10.0,,,26-31,,Defensive rebound by D. Green
6:56.0,,,26-33,2,K. Thompson makes 2-pt shot from 15 ft
6:29.0,R. Gay misses 2-pt shot from 17 ft,,26-33,,
6:27.0,,,26-33,,Defensive rebound by K. Thompson
6:18.0,,,26-35,2,K. Looney makes 2-pt shot from 1 ft (assist by D. Green)
6:18.0,,,26-35,,Shooting foul by L. Aldridge (drawn by K. Looney)
6:18.0,San Antonio full timeout,,26-35,,
6:18.0,,,26-35,,K. Looney misses free throw 1 of 1
6:16.0,Defensive rebound by R. Gay,,26-35,,
6:06.0,,,26-35,,Personal foul by K. Looney (drawn by L. Aldridge)
5:54.0,R. Gay misses 3-pt shot from 25 ft,,26-35,,
5:50.0,,,26-35,,Defensive rebound by A. Iguodala
5:45.0,,,26-35,,K. Durant misses 3-pt shot from 26 ft
5:39.0,Defensive rebound by R. Gay,,26-35,,
5:35.0,R. Gay makes 2-pt shot from 1 ft (assist by M. Ginobili),2,28-35,,
5:14.0,,,28-35,,D. Green misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by D. Murray,,28-35,,
4:58.0,R. Gay misses 2-pt shot from 16 ft,,28-35,,
4:56.0,,,28-35,,Defensive rebound by K. Durant
4:50.0,,,28-37,2,A. Iguodala makes 2-pt shot from 2 ft (assist by K. Durant)
4:24.0,P. Mills misses 3-pt shot from 32 ft,,28-37,,
4:23.0,,,28-37,,Defensive rebound by Team
4:11.0,,,28-39,2,K. Looney makes 2-pt shot from 12 ft (assist by K. Durant)
3:55.0,D. Murray makes 2-pt shot from 10 ft,2,30-39,,
3:42.0,,,30-39,,A. Iguodala misses 2-pt shot from 17 ft
3:38.0,Defensive rebound by M. Ginobili,,30-39,,
3:33.0,P. Mills makes 3-pt shot from 27 ft (assist by M. Ginobili),3,33-39,,
3:17.0,,,33-39,,Shooting foul by D. Murray (drawn by K. Looney)
3:17.0,,,33-39,,K. Looney misses free throw 1 of 2
3:17.0,,,33-39,,Offensive rebound by Team
3:17.0,B. Forbes enters the game for R. Gay,,33-39,,
3:17.0,K. Anderson enters the game for D. Murray,,33-39,,
3:17.0,,,33-40,1,K. Looney makes free throw 2 of 2
2:54.0,Offensive charge foul by K. Anderson (drawn by K. Looney),,33-40,,
2:54.0,Turnover by K. Anderson (offensive foul),,33-40,,
2:43.0,,,33-42,2,K. Durant makes 2-pt shot from 15 ft (assist by D. Green)
2:19.0,Shooting foul by A. Iguodala (drawn by M. Ginobili),,33-42,,
2:19.0,M. Ginobili makes free throw 1 of 3,1,34-42,,
2:19.0,M. Ginobili makes free throw 2 of 3,1,35-42,,
2:19.0,M. Ginobili makes free throw 3 of 3,1,36-42,,
2:16.0,Personal take foul by B. Forbes (drawn by K. Looney),,36-42,,
2:07.0,,,36-42,,K. Durant misses 3-pt shot from 25 ft
2:04.0,,,36-42,,Offensive rebound by Team
1:52.0,,,36-45,3,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Durant)
1:32.0,P. Mills misses 3-pt shot from 26 ft (block by K. Thompson),,36-45,,
1:30.0,Offensive rebound by K. Anderson,,36-45,,
1:25.0,M. Ginobili misses 3-pt shot from 23 ft,,36-45,,
1:21.0,,,36-45,,Defensive rebound by K. Durant
1:18.0,,,36-47,2,K. Durant makes 2-pt shot from 1 ft
1:17.0,San Antonio full timeout,,36-47,,
1:02.0,L. Aldridge misses 2-pt shot from 7 ft,,36-47,,
1:00.0,Offensive rebound by K. Anderson,,36-47,,
1:00.0,K. Anderson makes 2-pt shot at rim,2,38-47,,
0:39.0,,,38-47,,A. Iguodala misses 3-pt shot from 25 ft
0:36.0,,,38-47,,Offensive rebound by D. Green
0:36.0,,,38-47,,D. Green misses 2-pt shot from 4 ft
0:33.0,Defensive rebound by K. Anderson,,38-47,,
0:31.0,M. Ginobili misses 3-pt shot from 28 ft,,38-47,,
0:30.0,,,38-47,,Defensive rebound by D. Green
0:12.0,,,38-47,,K. Durant misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by L. Aldridge,,38-47,,
0:06.0,Turnover by K. Anderson (out of bounds lost ball),,38-47,,
0:06.0,,,38-47,,N. Young enters the game for K. Looney
0:06.0,D. Murray enters the game for M. Ginobili,,38-47,,
0:06.0,D. Green enters the game for B. Forbes,,38-47,,
0:02.0,Personal foul by L. Aldridge (drawn by K. Durant),,38-47,,
0:01.0,,,38-49,2,K. Thompson makes 2-pt shot from 20 ft (assist by K. Durant)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Shooting foul by D. Green (drawn by D. Murray),,38-49,,
11:41.0,D. Murray makes free throw 1 of 3,1,39-49,,
11:41.0,D. Murray makes free throw 2 of 3,1,40-49,,
11:41.0,D. Murray misses free throw 3 of 3,,40-49,,
11:40.0,,,40-49,,Defensive rebound by D. Green
11:24.0,,,40-49,,A. Iguodala misses 3-pt shot from 26 ft
11:22.0,Defensive rebound by D. Murray,,40-49,,
11:07.0,R. Gay misses 2-pt shot from 12 ft,,40-49,,
11:05.0,Offensive rebound by D. Murray,,40-49,,
10:50.0,D. Murray makes 2-pt shot from 1 ft,2,42-49,,
10:36.0,,,42-51,2,D. Green makes 2-pt shot from 1 ft
10:11.0,D. Murray misses 2-pt shot from 18 ft,,42-51,,
10:09.0,,,42-51,,Defensive rebound by J. McGee
9:58.0,,,42-51,,J. McGee misses 2-pt shot from 9 ft
9:56.0,Defensive rebound by P. Mills,,42-51,,
9:54.0,P. Mills misses 3-pt shot from 24 ft,,42-51,,
9:52.0,,,42-51,,Defensive rebound by K. Thompson
9:35.0,,,42-54,3,D. Green makes 3-pt shot from 27 ft (assist by K. Thompson)
9:12.0,Shooting foul by A. Iguodala (drawn by L. Aldridge),,42-54,,
9:12.0,L. Aldridge makes free throw 1 of 2,1,43-54,,
9:12.0,L. Aldridge makes free throw 2 of 2,1,44-54,,
8:52.0,,,44-56,2,K. Thompson makes 2-pt shot from 18 ft
8:35.0,P. Mills makes 3-pt shot from 25 ft (assist by R. Gay),3,47-56,,
8:13.0,,,47-56,,Shooting foul by R. Gay (drawn by K. Durant)
8:13.0,,,47-57,1,K. Durant makes free throw 1 of 2
8:13.0,,,47-58,1,K. Durant makes free throw 2 of 2
7:57.0,,,47-58,,Personal foul by D. Green (drawn by L. Aldridge)
7:47.0,D. Green misses 2-pt shot from 2 ft (block by K. Durant),,47-58,,
7:45.0,,,47-58,,Defensive rebound by D. Green
7:33.0,,,47-58,,K. Durant misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by D. Murray,,47-58,,
7:25.0,D. Green misses 3-pt shot from 25 ft,,47-58,,
7:23.0,,,47-58,,Defensive rebound by J. McGee
7:16.0,,,47-58,,Shooting foul by D. Green (drawn by K. Durant)
7:16.0,,,47-59,1,K. Durant makes free throw 1 of 2
7:16.0,,,47-60,1,K. Durant makes free throw 2 of 2
7:16.0,San Antonio full timeout,,47-60,,
7:16.0,P. Gasol enters the game for D. Green,,47-60,,
6:56.0,L. Aldridge misses 2-pt shot from 3 ft (block by J. McGee),,47-60,,
6:53.0,,,47-60,,Defensive rebound by K. Thompson
6:50.0,,,47-60,,Shooting foul by P. Mills (drawn by D. Green)
6:50.0,,,47-61,1,D. Green makes free throw 1 of 2
6:50.0,,,47-62,1,D. Green makes free throw 2 of 2
6:30.0,D. Murray misses 3-pt shot from 23 ft,,47-62,,
6:25.0,Offensive rebound by P. Gasol,,47-62,,
6:21.0,D. Murray misses 2-pt shot from 18 ft,,47-62,,
6:19.0,,,47-62,,Defensive rebound by K. Durant
6:19.0,,,47-62,,Turnover by K. Durant (step out of bounds)
6:19.0,B. Forbes enters the game for D. Murray,,47-62,,
6:07.0,P. Mills makes 2-pt shot from 2 ft,2,49-62,,
5:50.0,,,49-62,,J. McGee misses 2-pt shot from 10 ft
5:48.0,Defensive rebound by L. Aldridge,,49-62,,
5:34.0,,,49-62,,Def 3 sec tech foul by A. Iguodala
5:34.0,,,49-62,,K. Looney enters the game for J. McGee
5:34.0,M. Ginobili enters the game for B. Forbes,,49-62,,
5:34.0,L. Aldridge makes technical free throw,1,50-62,,
5:23.0,L. Aldridge misses 2-pt shot from 16 ft,,50-62,,
5:21.0,,,50-62,,Defensive rebound by K. Durant
5:04.0,,,50-62,,D. Green misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by Team,,50-62,,
4:49.0,Shooting foul by K. Looney (drawn by L. Aldridge),,50-62,,
4:49.0,L. Aldridge makes free throw 1 of 2,1,51-62,,
4:49.0,,,51-62,,Golden State full timeout
4:49.0,L. Aldridge makes free throw 2 of 2,1,52-62,,
4:33.0,,,52-64,2,D. Green makes 2-pt shot from 13 ft (assist by K. Thompson)
4:16.0,L. Aldridge makes 2-pt shot from 7 ft (assist by M. Ginobili),2,54-64,,
4:16.0,Shooting foul by K. Thompson (drawn by L. Aldridge),,54-64,,
4:16.0,,,54-64,,S. Livingston enters the game for A. Iguodala
4:16.0,,,54-64,,D. West enters the game for D. Green
4:16.0,L. Aldridge makes free throw 1 of 1,1,55-64,,
4:05.0,,,55-66,2,S. Livingston makes 2-pt shot from 11 ft
3:54.0,Turnover by M. Ginobili (traveling),,55-66,,
3:41.0,,,55-68,2,D. West makes 2-pt shot from 2 ft (assist by S. Livingston)
3:24.0,P. Mills makes 2-pt shot from 1 ft (assist by P. Gasol),2,57-68,,
3:07.0,,,57-68,,K. Thompson misses 3-pt shot from 27 ft
3:04.0,Defensive rebound by P. Gasol,,57-68,,
2:58.0,,,57-68,,Personal foul by K. Looney (drawn by L. Aldridge)
2:58.0,L. Aldridge makes free throw 1 of 2,1,58-68,,
2:58.0,,,58-68,,N. Young enters the game for K. Thompson
2:58.0,K. Anderson enters the game for R. Gay,,58-68,,
2:58.0,L. Aldridge makes free throw 2 of 2,1,59-68,,
2:48.0,Personal foul by K. Anderson (drawn by K. Durant),,59-68,,
2:40.0,,,59-70,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. West)
2:28.0,P. Mills misses 3-pt shot from 29 ft,,59-70,,
2:25.0,,,59-70,,Defensive rebound by D. West
2:21.0,,,59-70,,K. Looney misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by M. Ginobili,,59-70,,
2:10.0,M. Ginobili makes 2-pt shot from 11 ft (assist by L. Aldridge),2,61-70,,
1:54.0,,,61-70,,Turnover by K. Durant (bad pass; steal by K. Anderson)
1:48.0,P. Mills misses 2-pt shot from 10 ft,,61-70,,
1:46.0,,,61-70,,Defensive rebound by D. West
1:43.0,,,61-72,2,S. Livingston makes 2-pt shot from 12 ft
1:21.0,L. Aldridge misses 2-pt shot from 16 ft,,61-72,,
1:19.0,,,61-72,,Defensive rebound by K. Looney
1:14.0,,,61-72,,K. Durant misses 2-pt shot from 3 ft
1:13.0,,,61-72,,Offensive rebound by Team
1:13.0,Loose ball foul by P. Mills (drawn by K. Looney),,61-72,,
1:13.0,T. Parker enters the game for P. Mills,,61-72,,
1:13.0,,,61-73,1,K. Looney makes free throw 1 of 2
1:13.0,,,61-74,1,K. Looney makes free throw 2 of 2
0:56.0,P. Gasol misses 2-pt shot from 9 ft (block by K. Durant),,61-74,,
0:53.0,,,61-74,,Defensive rebound by D. West
0:53.0,,,61-77,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Looney)
0:33.0,M. Ginobili makes 2-pt shot from 1 ft,2,63-77,,
0:23.0,,,63-79,2,S. Livingston makes 2-pt shot from 12 ft
0:01.0,L. Aldridge makes 2-pt shot from 15 ft (assist by T. Parker),2,65-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,65-79,,D. Green misses 3-pt shot from 25 ft
11:36.0,,,65-79,,Offensive rebound by K. Thompson
11:25.0,,,65-79,,K. Thompson misses 2-pt shot from 15 ft
11:23.0,,,65-79,,Offensive rebound by D. Green
11:10.0,,,65-79,,K. Thompson misses 2-pt shot from 23 ft
11:09.0,,,65-79,,Offensive rebound by S. Livingston
11:00.0,,,65-79,,K. Thompson misses 3-pt shot from 26 ft
10:58.0,Defensive rebound by P. Gasol,,65-79,,
10:50.0,,,65-79,,Personal foul by D. Green (drawn by P. Gasol)
10:36.0,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol),2,67-79,,
10:20.0,,,67-79,,K. Thompson misses 2-pt shot from 6 ft
10:18.0,,,67-79,,Offensive rebound by D. Green
10:15.0,,,67-79,,N. Young misses 3-pt shot from 27 ft
10:13.0,Defensive rebound by T. Parker,,67-79,,
10:04.0,B. Forbes misses 2-pt shot from 14 ft,,67-79,,
10:02.0,,,67-79,,Defensive rebound by D. Green
10:00.0,,,67-81,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
10:00.0,,,67-81,,Shooting foul by K. Anderson (drawn by K. Thompson)
10:00.0,L. Aldridge enters the game for P. Gasol,,67-81,,
10:00.0,D. Bertans enters the game for R. Gay,,67-81,,
10:00.0,,,67-82,1,K. Thompson makes free throw 1 of 1
9:42.0,K. Anderson makes 2-pt shot from 2 ft,2,69-82,,
9:30.0,,,69-82,,S. Livingston misses 2-pt shot from 12 ft
9:28.0,Defensive rebound by L. Aldridge,,69-82,,
9:15.0,B. Forbes misses 3-pt shot from 25 ft,,69-82,,
9:13.0,,,69-82,,Defensive rebound by D. Green
9:08.0,,,69-82,,S. Livingston misses 2-pt shot from 4 ft
9:06.0,Defensive rebound by L. Aldridge,,69-82,,
8:50.0,L. Aldridge makes 2-pt shot from 11 ft (assist by B. Forbes),2,71-82,,
8:40.0,,,71-82,,Golden State full timeout
8:40.0,,,71-82,,K. Durant enters the game for N. Young
8:40.0,P. Mills enters the game for B. Forbes,,71-82,,
8:36.0,,,71-82,,D. West misses 2-pt shot from 19 ft
8:32.0,Defensive rebound by L. Aldridge,,71-82,,
8:21.0,Turnover by L. Aldridge (out of bounds lost ball),,71-82,,
8:06.0,,,71-84,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. West)
7:46.0,P. Mills makes 2-pt shot from 4 ft (assist by L. Aldridge),2,73-84,,
7:27.0,,,73-84,,Shooting foul by T. Parker (drawn by D. Green)
7:27.0,,,73-84,,D. Green misses free throw 1 of 2
7:27.0,,,73-84,,Offensive rebound by Team
7:27.0,,,73-84,,A. Iguodala enters the game for S. Livingston
7:27.0,,,73-85,1,D. Green makes free throw 2 of 2
7:15.0,P. Mills misses 2-pt shot from 16 ft,,73-85,,
7:13.0,,,73-85,,Defensive rebound by K. Thompson
7:06.0,,,73-85,,Turnover by D. Green (lost ball; steal by K. Anderson)
7:01.0,T. Parker misses 2-pt shot from 1 ft,,73-85,,
6:59.0,,,73-85,,Defensive rebound by D. West
6:45.0,,,73-85,,Turnover by D. West (bad pass; steal by L. Aldridge)
6:36.0,K. Anderson makes 2-pt shot from 2 ft (assist by D. Bertans),2,75-85,,
6:12.0,,,75-85,,K. Durant misses 2-pt shot from 10 ft
6:10.0,Defensive rebound by D. Bertans,,75-85,,
6:07.0,Turnover by T. Parker (bad pass),,75-85,,
6:07.0,,,75-85,,K. Looney enters the game for D. West
6:07.0,M. Ginobili enters the game for T. Parker,,75-85,,
5:52.0,,,75-87,2,K. Durant makes 2-pt shot from 17 ft (assist by K. Thompson)
5:36.0,K. Anderson makes 2-pt shot from 5 ft (assist by D. Bertans),2,77-87,,
5:13.0,,,77-89,2,K. Durant makes 2-pt shot from 17 ft
5:12.0,San Antonio full timeout,,77-89,,
5:12.0,R. Gay enters the game for K. Anderson,,77-89,,
4:56.0,L. Aldridge makes 2-pt shot from 11 ft (assist by D. Bertans),2,79-89,,
4:33.0,,,79-89,,K. Durant misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by M. Ginobili,,79-89,,
4:23.0,M. Ginobili misses 2-pt shot from 6 ft,,79-89,,
4:23.0,,,79-89,,Defensive rebound by Team
4:23.0,Loose ball foul by L. Aldridge (drawn by K. Looney),,79-89,,
4:09.0,,,79-89,,K. Thompson misses 2-pt shot from 22 ft
4:07.0,Defensive rebound by P. Mills,,79-89,,
3:59.0,Shooting foul by K. Looney (drawn by L. Aldridge),,79-89,,
3:59.0,L. Aldridge makes free throw 1 of 2,1,80-89,,
3:59.0,L. Aldridge makes free throw 2 of 2,1,81-89,,
3:45.0,,,81-89,,Turnover by K. Durant (traveling)
3:26.0,Turnover by P. Mills (bad pass; steal by K. Looney),,81-89,,
3:21.0,,,81-89,,K. Thompson misses 2-pt shot from 20 ft
3:19.0,Defensive rebound by M. Ginobili,,81-89,,
3:07.0,R. Gay misses 2-pt shot from 6 ft,,81-89,,
3:05.0,,,81-89,,Defensive rebound by K. Looney
2:48.0,,,81-89,,A. Iguodala misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by L. Aldridge,,81-89,,
2:35.0,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili),2,83-89,,
2:35.0,,,83-89,,Golden State full timeout
2:19.0,,,83-91,2,K. Durant makes 2-pt shot from 2 ft
2:13.0,San Antonio full timeout,,83-91,,
1:59.0,D. Bertans makes 3-pt shot from 22 ft (assist by M. Ginobili),3,86-91,,
1:42.0,,,86-91,,K. Durant misses 2-pt shot from 18 ft
