time,Golden State,pts.away,score,pts.home,Houston
8:54.0,,,6-7,,Turnover by P. Tucker (bad pass; steal by S. Curry)
8:50.0,S. Curry makes 3-pt shot from 25 ft,3,9-7,,
8:36.0,Violation by D. Green (kicked ball),,9-7,,
8:35.0,,,9-7,,Offensive foul by J. Harden (drawn by S. Curry)
8:35.0,,,9-7,,Turnover by J. Harden (offensive foul)
8:28.0,Turnover by S. Curry (bad pass; steal by E. Gordon),,9-7,,
8:21.0,,,9-10,3,J. Harden makes 3-pt shot from 25 ft
8:21.0,,,9-10,,Shooting foul by K. Thompson (drawn by J. Harden)
8:21.0,S. Livingston enters the game for K. Thompson,,9-10,,
8:21.0,,,9-10,,J. Harden misses free throw 1 of 1
8:21.0,Defensive rebound by D. Green,,9-10,,
7:57.0,S. Curry misses 2-pt shot from 16 ft,,9-10,,
7:54.0,,,9-10,,Defensive rebound by T. Ariza
7:33.0,,,9-13,3,E. Gordon makes 3-pt shot from 29 ft (assist by J. Harden)
7:18.0,K. Durant misses 3-pt shot from 26 ft,,9-13,,
7:14.0,,,9-13,,Defensive rebound by E. Gordon
7:05.0,,,9-15,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
6:51.0,S. Curry misses 3-pt shot from 23 ft,,9-15,,
6:48.0,,,9-15,,Defensive rebound by C. Capela
6:36.0,,,9-15,,E. Gordon misses 3-pt shot from 28 ft (block by K. Durant)
6:35.0,,,9-15,,Offensive rebound by P. Tucker
6:35.0,,,9-15,,P. Tucker misses 2-pt shot at rim
6:34.0,Defensive rebound by D. Green,,9-15,,
6:30.0,Shooting foul by E. Gordon (drawn by K. Durant),,9-15,,
6:30.0,,,9-15,,Houston full timeout
6:30.0,,,9-15,,G. Green enters the game for E. Gordon
6:30.0,J. Bell enters the game for K. Looney,,9-15,,
6:30.0,K. Durant misses free throw 1 of 2,,9-15,,
6:30.0,Offensive rebound by Team,,9-15,,
6:30.0,Q. Cook enters the game for S. Livingston,,9-15,,
6:30.0,K. Durant misses free throw 2 of 2,,9-15,,
6:30.0,,,9-15,,Defensive rebound by J. Harden
6:28.0,Personal take foul by Q. Cook (drawn by C. Capela),,9-15,,
6:28.0,,,9-15,,C. Capela misses free throw 1 of 2
6:28.0,,,9-15,,Offensive rebound by Team
6:28.0,S. Livingston enters the game for Q. Cook,,9-15,,
6:28.0,,,9-15,,C. Capela misses free throw 2 of 2
6:27.0,Defensive rebound by K. Durant,,9-15,,
6:11.0,S. Curry misses 2-pt shot from 3 ft,,9-15,,
6:10.0,Offensive rebound by J. Bell,,9-15,,
6:09.0,J. Bell misses 2-pt shot at rim,,9-15,,
6:08.0,Offensive rebound by J. Bell,,9-15,,
6:07.0,Turnover by J. Bell (lost ball; steal by J. Harden),,9-15,,
5:51.0,,,9-15,,T. Ariza misses 3-pt shot from 23 ft
5:48.0,,,9-15,,Offensive rebound by C. Capela
5:47.0,,,9-15,,G. Green misses 3-pt shot from 25 ft
5:47.0,,,9-15,,Offensive rebound by P. Tucker
5:36.0,,,9-15,,G. Green misses 2-pt shot from 12 ft
5:33.0,Defensive rebound by K. Durant,,9-15,,
5:28.0,K. Durant misses 3-pt shot from 25 ft,,9-15,,
5:23.0,Offensive rebound by S. Livingston,,9-15,,
5:16.0,D. Green misses 3-pt shot from 26 ft,,9-15,,
5:13.0,,,9-15,,Defensive rebound by T. Ariza
5:04.0,,,9-15,,G. Green misses 3-pt shot from 22 ft
5:01.0,,,9-15,,Offensive rebound by J. Harden
4:50.0,,,9-15,,T. Ariza misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by J. Bell,,9-15,,
4:38.0,S. Livingston makes 2-pt shot from 14 ft (assist by K. Durant),2,11-15,,
4:27.0,,,11-18,3,P. Tucker makes 3-pt shot from 23 ft (assist by T. Ariza)
4:05.0,K. Durant makes 3-pt shot from 26 ft (assist by J. Bell),3,14-18,,
4:03.0,,,14-18,,Houston full timeout
4:03.0,,,14-18,,R. Anderson enters the game for C. Capela
3:42.0,,,14-18,,Turnover by T. Ariza (lost ball; steal by J. Bell)
3:37.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,16-18,,
3:23.0,,,16-18,,G. Green misses 2-pt shot from 1 ft
3:21.0,Defensive rebound by J. Bell,,16-18,,
3:16.0,Turnover by K. Durant (lost ball; steal by P. Tucker),,16-18,,
2:59.0,,,16-20,2,J. Harden makes 2-pt shot from 1 ft
2:35.0,D. Green misses 3-pt shot from 27 ft,,16-20,,
2:32.0,,,16-20,,Defensive rebound by G. Green
2:22.0,,,16-22,2,J. Harden makes 2-pt shot from 1 ft
2:16.0,Shooting foul by R. Anderson (drawn by K. Durant),,16-22,,
2:16.0,K. Durant misses free throw 1 of 2,,16-22,,
2:16.0,Offensive rebound by Team,,16-22,,
2:16.0,,,16-22,,E. Gordon enters the game for P. Tucker
2:16.0,N. Young enters the game for D. Green,,16-22,,
2:16.0,K. Looney enters the game for S. Livingston,,16-22,,
2:16.0,K. Durant makes free throw 2 of 2,1,17-22,,
2:05.0,,,17-22,,J. Harden misses 2-pt shot from 1 ft
2:03.0,Defensive rebound by K. Looney,,17-22,,
1:45.0,K. Looney misses 2-pt shot from 2 ft,,17-22,,
1:44.0,Offensive rebound by J. Bell,,17-22,,
1:43.0,J. Bell misses 2-pt shot from 2 ft (block by G. Green),,17-22,,
1:43.0,,,17-22,,Defensive rebound by G. Green
1:30.0,,,17-22,,Shooting foul by J. Bell (drawn by J. Harden)
1:30.0,,,17-23,1,J. Harden makes free throw 1 of 2
1:30.0,,,17-23,,C. Capela enters the game for G. Green
1:30.0,Golden State full timeout,,17-23,,
1:30.0,Q. Cook enters the game for J. Bell,,17-23,,
1:30.0,,,17-24,1,J. Harden makes free throw 2 of 2
1:19.0,K. Looney makes 2-pt shot at rim (assist by S. Curry),2,19-24,,
0:52.0,,,19-24,,T. Ariza misses 2-pt shot from 1 ft
0:50.0,,,19-24,,Offensive rebound by C. Capela
0:50.0,,,19-24,,C. Capela misses 2-pt shot at rim
0:49.0,,,19-24,,Offensive rebound by T. Ariza
0:49.0,,,19-24,,T. Ariza misses 2-pt shot at rim
0:48.0,Defensive rebound by Team,,19-24,,
0:48.0,,,19-24,,J. Johnson enters the game for J. Harden
0:32.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,19-24,,
0:26.0,,,19-24,,E. Gordon misses 3-pt shot from 27 ft
0:25.0,Defensive rebound by K. Looney,,19-24,,
0:05.0,,,19-24,,Personal foul by R. Anderson (drawn by S. Curry)
0:05.0,,,19-24,,P. Tucker enters the game for R. Anderson
0:05.0,D. Green enters the game for K. Looney,,19-24,,
0:05.0,K. Thompson enters the game for Q. Cook,,19-24,,
0:00.0,D. Green misses 3-pt shot from 25 ft,,19-24,,
0:00.0,,,19-24,,Defensive rebound by J. Johnson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,19-24,,E. Gordon misses 2-pt shot from 8 ft
11:43.0,Defensive rebound by S. Livingston,,19-24,,
11:30.0,K. Thompson makes 2-pt shot from 3 ft (assist by K. Durant),2,21-24,,
11:30.0,,,21-24,,Violation by C. Capela (def goaltending)
11:12.0,,,21-26,2,P. Tucker makes 2-pt shot from 5 ft (assist by J. Johnson)
10:53.0,K. Durant misses 2-pt shot from 16 ft,,21-26,,
10:52.0,,,21-26,,Defensive rebound by J. Johnson
10:36.0,,,21-28,2,E. Gordon makes 2-pt shot at rim
10:21.0,D. Green misses 3-pt shot from 25 ft,,21-28,,
10:18.0,,,21-28,,Defensive rebound by C. Capela
10:13.0,,,21-30,2,E. Gordon makes 2-pt shot from 2 ft
9:55.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,23-30,,
9:28.0,,,23-30,,E. Gordon misses 2-pt shot from 21 ft
9:25.0,,,23-30,,Offensive rebound by P. Tucker
9:23.0,,,23-30,,P. Tucker misses 3-pt shot from 23 ft
9:21.0,,,23-30,,Offensive rebound by Team
9:21.0,,,23-30,,J. Harden enters the game for J. Johnson
9:21.0,S. Curry enters the game for K. Durant,,23-30,,
9:09.0,,,23-30,,J. Harden misses 2-pt shot from 1 ft
9:04.0,,,23-30,,Offensive rebound by P. Tucker
9:02.0,,,23-32,2,P. Tucker makes 2-pt shot from 1 ft
8:48.0,K. Thompson misses 3-pt shot from 26 ft,,23-32,,
8:45.0,,,23-32,,Defensive rebound by J. Harden
8:39.0,,,23-34,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
8:37.0,Golden State full timeout,,23-34,,
8:37.0,K. Durant enters the game for N. Young,,23-34,,
8:28.0,Turnover by D. Green (bad pass; steal by J. Harden),,23-34,,
8:15.0,,,23-34,,Turnover by J. Harden (bad pass; steal by K. Thompson)
8:10.0,S. Curry misses 2-pt shot from 6 ft,,23-34,,
8:09.0,Offensive rebound by Team,,23-34,,
8:04.0,S. Curry misses 3-pt shot from 28 ft,,23-34,,
8:01.0,,,23-34,,Defensive rebound by G. Green
7:54.0,,,23-36,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
7:36.0,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant),3,26-36,,
7:07.0,,,26-39,3,G. Green makes 3-pt shot from 24 ft (assist by E. Gordon)
6:59.0,S. Livingston makes 2-pt shot from 14 ft (assist by K. Durant),2,28-39,,
6:43.0,,,28-42,3,E. Gordon makes 3-pt shot from 28 ft
6:33.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,30-42,,
6:13.0,,,30-42,,J. Harden misses 3-pt shot from 27 ft
6:11.0,,,30-42,,Offensive rebound by C. Capela
6:08.0,,,30-44,2,C. Capela makes 2-pt shot from 2 ft
5:54.0,K. Durant makes 3-pt shot from 24 ft (assist by S. Curry),3,33-44,,
5:50.0,,,33-44,,Houston full timeout
5:50.0,,,33-44,,T. Ariza enters the game for G. Green
5:50.0,N. Young enters the game for S. Livingston,,33-44,,
5:32.0,Personal foul by S. Curry (drawn by J. Harden),,33-44,,
5:19.0,,,33-44,,J. Harden misses 3-pt shot from 25 ft (block by S. Curry)
5:19.0,,,33-44,,Offensive rebound by Team
5:17.0,,,33-44,,E. Gordon misses 3-pt shot from 26 ft
5:14.0,,,33-44,,Offensive rebound by P. Tucker
5:08.0,,,33-46,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
5:01.0,Shooting foul by P. Tucker (drawn by K. Thompson),,33-46,,
5:01.0,K. Thompson misses free throw 1 of 2,,33-46,,
5:01.0,Offensive rebound by Team,,33-46,,
5:01.0,J. Bell enters the game for N. Young,,33-46,,
5:01.0,K. Thompson misses free throw 2 of 2,,33-46,,
5:01.0,,,33-46,,R. Anderson enters the game for C. Capela
4:59.0,Defensive rebound by D. Green,,33-46,,
4:58.0,Turnover by D. Green (bad pass; steal by J. Harden),,33-46,,
4:54.0,,,33-48,2,J. Harden makes 2-pt shot from 1 ft
4:53.0,Golden State full timeout,,33-48,,
4:31.0,Turnover by K. Thompson (lost ball; steal by P. Tucker),,33-48,,
4:16.0,,,33-48,,E. Gordon misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by Team,,33-48,,
4:15.0,,,33-48,,Loose ball foul by R. Anderson (drawn by D. Green)
4:03.0,S. Curry makes 3-pt shot from 26 ft,3,36-48,,
3:50.0,Personal foul by J. Bell (drawn by R. Anderson),,36-48,,
3:50.0,,,36-48,,C. Capela enters the game for R. Anderson
3:36.0,,,36-48,,J. Harden misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by Team,,36-48,,
3:32.0,,,36-48,,Personal foul by T. Ariza (drawn by S. Curry)
3:14.0,Turnover by K. Thompson (bad pass; steal by T. Ariza),,36-48,,
3:02.0,,,36-48,,J. Harden misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by S. Curry,,36-48,,
2:56.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,39-48,,
2:35.0,,,39-48,,J. Harden misses 2-pt shot from 1 ft (block by J. Bell)
2:35.0,,,39-48,,Offensive rebound by Team
2:28.0,,,39-48,,P. Tucker misses 3-pt shot from 23 ft
2:25.0,Defensive rebound by Team,,39-48,,
2:19.0,K. Thompson misses 3-pt shot from 22 ft,,39-48,,
2:15.0,,,39-48,,Defensive rebound by C. Capela
2:08.0,,,39-50,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
1:49.0,K. Durant makes 2-pt shot from 20 ft,2,41-50,,
1:26.0,,,41-52,2,C. Capela makes 2-pt shot at rim (assist by E. Gordon)
1:16.0,K. Thompson misses 3-pt shot from 28 ft,,41-52,,
1:14.0,,,41-52,,Defensive rebound by J. Harden
1:06.0,,,41-52,,J. Harden misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by S. Curry,,41-52,,
0:59.0,S. Curry makes 2-pt shot at rim,2,43-52,,
0:38.0,,,43-52,,J. Harden misses 3-pt shot from 27 ft
0:36.0,Defensive rebound by Team,,43-52,,
0:36.0,S. Livingston enters the game for K. Thompson,,43-52,,
0:36.0,N. Young enters the game for J. Bell,,43-52,,
0:29.0,S. Curry misses 3-pt shot from 27 ft,,43-52,,
0:27.0,Offensive rebound by Team,,43-52,,
0:27.0,,,43-52,,Loose ball foul by C. Capela (drawn by D. Green)
0:06.0,K. Durant misses 3-pt shot from 25 ft,,43-52,,
0:04.0,,,43-52,,Defensive rebound by Team
0:00.0,,,43-54,2,E. Gordon makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,43-54,,J. Harden misses 3-pt shot from 26 ft
11:42.0,Defensive rebound by S. Curry,,43-54,,
11:26.0,K. Thompson misses 2-pt shot from 18 ft,,43-54,,
11:24.0,,,43-54,,Defensive rebound by P. Tucker
11:04.0,,,43-56,2,J. Harden makes 2-pt shot from 1 ft
10:48.0,K. Looney makes 2-pt shot at rim (assist by S. Curry),2,45-56,,
10:40.0,,,45-56,,Turnover by E. Gordon (lost ball; steal by S. Curry)
10:32.0,S. Curry misses 3-pt shot from 25 ft,,45-56,,
10:30.0,,,45-56,,Defensive rebound by E. Gordon
10:20.0,,,45-56,,T. Ariza misses 3-pt shot from 27 ft
10:18.0,Defensive rebound by Team,,45-56,,
10:18.0,,,45-56,,Loose ball foul by C. Capela (drawn by D. Green)
10:12.0,,,45-56,,Violation by T. Ariza (kicked ball)
10:03.0,K. Durant misses 3-pt shot from 24 ft,,45-56,,
9:59.0,,,45-56,,Defensive rebound by J. Harden
9:56.0,,,45-56,,E. Gordon misses 3-pt shot from 25 ft (block by K. Durant)
9:53.0,Defensive rebound by S. Curry,,45-56,,
9:47.0,D. Green misses 2-pt shot from 4 ft,,45-56,,
9:42.0,Offensive rebound by D. Green,,45-56,,
9:42.0,D. Green makes 2-pt shot at rim,2,47-56,,
9:31.0,Personal foul by K. Thompson (drawn by J. Harden),,47-56,,
9:18.0,,,47-58,2,J. Harden makes 2-pt shot from 10 ft
8:54.0,K. Thompson misses 3-pt shot from 27 ft,,47-58,,
8:50.0,Offensive rebound by K. Looney,,47-58,,
8:49.0,K. Looney misses 2-pt shot from 1 ft,,47-58,,
8:49.0,Offensive rebound by K. Looney,,47-58,,
8:49.0,K. Looney misses 2-pt shot from 1 ft,,47-58,,
8:49.0,Offensive rebound by D. Green,,47-58,,
8:42.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry),3,50-58,,
8:26.0,Personal foul by S. Curry (drawn by C. Capela),,50-58,,
8:26.0,N. Young enters the game for K. Thompson,,50-58,,
8:16.0,,,50-58,,J. Harden misses 3-pt shot from 26 ft
8:14.0,Defensive rebound by S. Curry,,50-58,,
8:13.0,Shooting foul by J. Harden (drawn by K. Looney),,50-58,,
8:13.0,K. Looney misses free throw 1 of 2,,50-58,,
8:13.0,Offensive rebound by Team,,50-58,,
8:13.0,K. Looney misses free throw 2 of 2,,50-58,,
8:13.0,,,50-58,,Defensive rebound by T. Ariza
8:05.0,,,50-58,,P. Tucker misses 3-pt shot from 23 ft
8:00.0,,,50-58,,Offensive rebound by C. Capela
7:55.0,,,50-58,,E. Gordon misses 3-pt shot from 26 ft
7:52.0,Defensive rebound by S. Curry,,50-58,,
7:48.0,N. Young makes 3-pt shot from 24 ft (assist by K. Durant),3,53-58,,
7:23.0,,,53-58,,T. Ariza misses 3-pt shot from 25 ft
7:20.0,,,53-58,,Offensive rebound by Team
7:20.0,,,53-58,,G. Green enters the game for C. Capela
7:20.0,J. Bell enters the game for K. Looney,,53-58,,
7:20.0,,,53-58,,Houston full timeout
7:13.0,,,53-58,,E. Gordon misses 2-pt shot from 1 ft (block by J. Bell)
7:12.0,Defensive rebound by D. Green,,53-58,,
7:05.0,D. Green misses 3-pt shot from 25 ft,,53-58,,
7:02.0,,,53-58,,Defensive rebound by E. Gordon
6:43.0,,,53-58,,T. Ariza misses 3-pt shot from 23 ft
6:41.0,,,53-58,,Offensive rebound by P. Tucker
6:41.0,,,53-58,,Shooting foul by N. Young (drawn by P. Tucker)
6:41.0,,,53-59,1,P. Tucker makes free throw 1 of 2
6:41.0,,,53-59,,C. Capela enters the game for E. Gordon
6:41.0,,,53-59,,P. Tucker misses free throw 2 of 2
6:41.0,Defensive rebound by D. Green,,53-59,,
6:19.0,Turnover by J. Bell (lost ball; steal by C. Capela),,53-59,,
6:13.0,,,53-59,,J. Harden misses 2-pt shot from 3 ft (block by D. Green)
6:13.0,,,53-59,,Offensive rebound by Team
6:02.0,,,53-59,,G. Green misses 2-pt shot at rim
6:01.0,Defensive rebound by Team,,53-59,,
5:54.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,55-59,,
5:38.0,,,55-61,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
5:21.0,S. Curry makes 3-pt shot from 23 ft (assist by J. Bell),3,58-61,,
5:04.0,,,58-61,,T. Ariza misses 2-pt shot from 3 ft (block by K. Durant)
5:01.0,Defensive rebound by K. Durant,,58-61,,
4:59.0,Turnover by S. Curry (lost ball; steal by P. Tucker),,58-61,,
4:48.0,,,58-61,,G. Green misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by K. Durant,,58-61,,
4:35.0,K. Durant misses 2-pt shot from 14 ft,,58-61,,
4:34.0,Offensive rebound by Team,,58-61,,
4:34.0,,,58-61,,Loose ball foul by P. Tucker (drawn by J. Bell)
4:34.0,Golden State full timeout,,58-61,,
4:34.0,,,58-61,,R. Anderson enters the game for P. Tucker
4:34.0,,,58-61,,E. Gordon enters the game for G. Green
4:29.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,61-61,,
4:10.0,,,61-61,,J. Harden misses 2-pt shot at rim
4:07.0,Defensive rebound by S. Curry,,61-61,,
3:58.0,S. Curry makes 3-pt shot from 22 ft (assist by J. Bell),3,64-61,,
3:48.0,Personal foul by N. Young (drawn by E. Gordon),,64-61,,
3:48.0,,,64-61,,P. Tucker enters the game for C. Capela
3:44.0,Personal foul by K. Durant (drawn by J. Harden),,64-61,,
3:44.0,,,64-62,1,J. Harden makes free throw 1 of 2
3:44.0,,,64-63,1,J. Harden makes free throw 2 of 2
3:29.0,S. Curry makes 2-pt shot from 1 ft,2,66-63,,
3:11.0,,,66-63,,T. Ariza misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by D. Green,,66-63,,
2:52.0,S. Curry makes 3-pt shot from 25 ft,3,69-63,,
2:26.0,,,69-63,,E. Gordon misses 3-pt shot from 27 ft
2:21.0,,,69-63,,Offensive rebound by R. Anderson
2:19.0,,,69-63,,T. Ariza misses 3-pt shot from 23 ft
2:14.0,Defensive rebound by D. Green,,69-63,,
2:11.0,S. Curry makes 3-pt shot from 27 ft (assist by D. Green),3,72-63,,
1:57.0,,,72-63,,J. Harden misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by S. Curry,,72-63,,
1:42.0,Offensive charge foul by S. Curry (drawn by P. Tucker),,72-63,,
1:42.0,Turnover by S. Curry (offensive foul),,72-63,,
1:42.0,,,72-63,,G. Green enters the game for J. Harden
1:42.0,,,72-63,,J. Johnson enters the game for R. Anderson
1:42.0,K. Looney enters the game for D. Green,,72-63,,
1:26.0,,,72-63,,J. Johnson misses 3-pt shot from 23 ft
1:22.0,,,72-63,,Offensive rebound by P. Tucker
1:22.0,,,72-65,2,P. Tucker makes 2-pt shot from 1 ft
0:58.0,Shooting foul by T. Ariza (drawn by K. Durant),,72-65,,
0:58.0,K. Durant makes free throw 1 of 2,1,73-65,,
0:58.0,S. Livingston enters the game for J. Bell,,73-65,,
0:58.0,P. McCaw enters the game for S. Curry,,73-65,,
0:58.0,K. Durant makes free throw 2 of 2,1,74-65,,
0:46.0,,,74-67,2,E. Gordon makes 2-pt shot from 1 ft
0:33.0,K. Durant makes 2-pt shot from 10 ft,2,76-67,,
0:24.0,,,76-69,2,E. Gordon makes 2-pt shot from 2 ft
0:03.0,K. Durant misses 3-pt shot from 25 ft,,76-69,,
0:01.0,Offensive rebound by K. Looney,,76-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,K. Thompson makes 2-pt shot from 22 ft (assist by D. Green),2,78-69,,
11:17.0,,,78-71,2,J. Harden makes 2-pt shot from 6 ft (assist by P. Tucker)
10:59.0,Turnover by D. Green (bad pass),,78-71,,
10:44.0,,,78-71,,Turnover by P. Tucker (step out of bounds)
10:23.0,S. Curry makes 2-pt shot from 2 ft,2,80-71,,
10:13.0,,,80-73,2,J. Harden makes 2-pt shot from 2 ft
10:13.0,,,80-73,,Shooting foul by D. Green (drawn by J. Harden)
10:13.0,,,80-73,,E. Gordon enters the game for G. Green
10:13.0,,,80-73,,J. Harden misses free throw 1 of 1
10:13.0,Defensive rebound by D. Green,,80-73,,
9:55.0,S. Curry misses 3-pt shot from 23 ft,,80-73,,
9:52.0,,,80-73,,Defensive rebound by T. Ariza
9:38.0,,,80-73,,Turnover by J. Harden (bad pass; steal by S. Curry)
9:33.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,83-73,,
9:17.0,,,83-73,,E. Gordon misses 3-pt shot from 25 ft
9:14.0,Defensive rebound by S. Curry,,83-73,,
9:06.0,D. Green misses 2-pt shot from 3 ft (block by J. Harden),,83-73,,
9:04.0,Offensive rebound by D. Green,,83-73,,
9:04.0,Turnover by S. Curry (step out of bounds),,83-73,,
9:04.0,K. Durant enters the game for K. Looney,,83-73,,
8:53.0,,,83-73,,T. Ariza misses 3-pt shot from 27 ft
8:50.0,Defensive rebound by K. Durant,,83-73,,
8:34.0,S. Livingston misses 2-pt shot from 8 ft,,83-73,,
8:32.0,,,83-73,,Defensive rebound by J. Harden
8:27.0,Personal block foul by K. Durant (drawn by E. Gordon),,83-73,,
8:27.0,,,83-73,,Houston full timeout
8:13.0,,,83-73,,E. Gordon misses 3-pt shot from 26 ft
8:10.0,,,83-73,,Offensive rebound by P. Tucker
8:06.0,,,83-75,2,C. Capela makes 2-pt shot from 3 ft (assist by E. Gordon)
7:40.0,K. Durant makes 3-pt shot from 30 ft,3,86-75,,
7:27.0,,,86-75,,Shooting foul by S. Curry (drawn by E. Gordon)
7:27.0,,,86-75,,E. Gordon misses free throw 1 of 2
7:27.0,,,86-75,,Offensive rebound by Team
7:27.0,N. Young enters the game for S. Livingston,,86-75,,
7:27.0,,,86-76,1,E. Gordon makes free throw 2 of 2
7:13.0,S. Curry makes 3-pt shot from 25 ft,3,89-76,,
7:02.0,,,89-76,,J. Harden misses 3-pt shot from 26 ft
6:59.0,Defensive rebound by K. Thompson,,89-76,,
6:59.0,,,89-76,,Personal foul by P. Tucker (drawn by K. Thompson)
6:41.0,S. Curry misses 2-pt shot from 1 ft,,89-76,,
6:39.0,,,89-76,,Defensive rebound by C. Capela
6:28.0,,,89-79,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Gordon)
6:08.0,K. Durant misses 2-pt shot from 2 ft (block by E. Gordon),,89-79,,
6:07.0,Offensive rebound by Team,,89-79,,
6:07.0,Golden State full timeout,,89-79,,
6:07.0,S. Livingston enters the game for N. Young,,89-79,,
6:05.0,D. Green misses 2-pt shot from 13 ft,,89-79,,
6:03.0,,,89-79,,Defensive rebound by C. Capela
5:53.0,,,89-81,2,E. Gordon makes 2-pt shot from 12 ft (assist by J. Harden)
5:27.0,K. Durant misses 2-pt shot from 11 ft,,89-81,,
5:25.0,,,89-81,,Defensive rebound by P. Tucker
5:07.0,,,89-83,2,E. Gordon makes 2-pt shot from 1 ft
4:47.0,K. Durant makes 2-pt shot from 16 ft,2,91-83,,
4:32.0,,,91-83,,Turnover by J. Harden (bad pass; steal by D. Green)
4:22.0,,,91-83,,Personal foul by T. Ariza (drawn by S. Curry)
4:16.0,K. Thompson makes 2-pt shot from 21 ft (assist by D. Green),2,93-83,,
3:54.0,Personal foul by K. Durant (drawn by E. Gordon),,93-83,,
3:54.0,Personal take foul by S. Livingston (drawn by C. Capela),,93-83,,
3:54.0,,,93-83,,C. Capela misses free throw 1 of 2
3:54.0,,,93-83,,Offensive rebound by Team
3:54.0,,,93-84,1,C. Capela makes free throw 2 of 2
3:34.0,K. Durant makes 2-pt shot from 20 ft,2,95-84,,
3:29.0,Personal take foul by D. Green (drawn by C. Capela),,95-84,,
3:29.0,,,95-85,1,C. Capela makes free throw 1 of 2
3:29.0,,,95-85,,C. Capela misses free throw 2 of 2
3:29.0,Defensive rebound by D. Green,,95-85,,
3:16.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,97-85,,
3:15.0,,,97-85,,Houston full timeout
3:15.0,,,97-85,,G. Green enters the game for C. Capela
2:58.0,,,97-87,2,J. Harden makes 2-pt shot from 15 ft
