time,LA Clippers,pts.away,score,pts.home,San Antonio
5:49.0,,,82-98,,B. Paul misses 2-pt shot from 3 ft
5:46.0,Defensive rebound by J. Evans,,82-98,,
5:33.0,D. Jordan makes 2-pt shot from 2 ft (assist by A. Rivers),2,84-98,,
5:14.0,,,84-100,2,L. Aldridge makes 2-pt shot from 18 ft (assist by B. Paul)
4:53.0,A. Rivers misses 3-pt shot from 26 ft,,84-100,,
4:48.0,,,84-100,,Defensive rebound by D. Murray
4:43.0,,,84-100,,D. Murray misses 2-pt shot from 4 ft
4:42.0,,,84-100,,Offensive rebound by Team
4:42.0,Personal foul by J. Wilson (drawn by L. Aldridge),,84-100,,
4:36.0,,,84-100,,D. Bertans enters the game for B. Forbes
4:32.0,,,84-100,,R. Gay misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by A. Rivers,,84-100,,
4:24.0,J. Evans misses 2-pt shot from 2 ft,,84-100,,
4:24.0,,,84-100,,Defensive rebound by D. Bertans
4:19.0,,,84-102,2,D. Murray makes 2-pt shot from 3 ft
3:52.0,,,84-102,,J. Lauvergne enters the game for L. Aldridge
3:52.0,S. Thornwell enters the game for D. Jordan,,84-102,,
3:52.0,B. Johnson enters the game for A. Rivers,,84-102,,
3:49.0,J. Wilson misses 3-pt shot from 25 ft,,84-102,,
3:45.0,,,84-102,,Defensive rebound by B. Paul
3:33.0,,,84-102,,D. Murray misses 2-pt shot from 16 ft
3:33.0,Defensive rebound by S. Thornwell,,84-102,,
3:27.0,S. Thornwell makes 2-pt shot from 8 ft,2,86-102,,
3:07.0,,,86-102,,Turnover by R. Gay (lost ball; steal by B. Johnson)
2:59.0,S. Thornwell makes 3-pt shot from 23 ft (assist by J. Evans),3,89-102,,
2:42.0,,,89-102,,B. Paul misses 2-pt shot from 3 ft
2:34.0,,,89-102,,Offensive rebound by J. Lauvergne
2:34.0,,,89-102,,J. Lauvergne misses 2-pt shot at rim
2:33.0,Defensive rebound by B. Johnson,,89-102,,
2:32.0,C. Williams misses 3-pt shot from 26 ft,,89-102,,
2:27.0,Offensive rebound by B. Johnson,,89-102,,
2:25.0,B. Johnson makes 2-pt shot from 1 ft,2,91-102,,
2:10.0,,,91-104,2,J. Lauvergne makes 2-pt shot from 2 ft
1:58.0,Turnover by J. Evans (bad pass; steal by D. Bertans),,91-104,,
1:52.0,,,91-107,3,D. Bertans makes 3-pt shot from 22 ft (assist by D. Murray)
1:51.0,LA Clippers full timeout,,91-107,,
1:51.0,,,91-107,,B. Forbes enters the game for R. Gay
1:39.0,Turnover by J. Evans (bad pass; steal by B. Paul),,91-107,,
1:38.0,,,91-109,2,B. Paul makes 2-pt shot from 3 ft
1:21.0,,,91-109,,Personal foul by B. Paul (drawn by C. Williams)
1:11.0,J. Wilson misses 3-pt shot from 26 ft,,91-109,,
1:08.0,,,91-109,,Defensive rebound by D. Murray
0:45.0,,,91-109,,J. Lauvergne misses 2-pt shot from 8 ft (block by B. Johnson)
0:45.0,,,91-109,,Offensive rebound by Team
0:45.0,,,91-109,,Turnover by Team (shot clock)
0:45.0,S. Dekker enters the game for J. Wilson,,91-109,,
0:37.0,J. Evans misses 2-pt shot from 3 ft,,91-109,,
0:37.0,,,91-109,,Defensive rebound by B. Paul
0:12.0,,,91-109,,Turnover by Team (shot clock)
