time,Atlanta,pts.away,score,pts.home,Washington
3:52.0,,,90-93,,B. Beal misses 2-pt shot from 9 ft (block by M. Muscala)
3:45.0,Defensive rebound by D. Dedmon,,90-93,,
3:35.0,T. Dorsey misses 3-pt shot from 25 ft,,90-93,,
3:32.0,,,90-93,,Defensive rebound by O. Porter
3:24.0,,,90-93,,O. Porter misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by D. Dedmon,,90-93,,
3:12.0,T. Waller-Prince misses 2-pt shot from 13 ft,,90-93,,
3:09.0,,,90-93,,Defensive rebound by O. Porter
2:56.0,,,90-93,,T. Satoransky enters the game for T. Frazier
2:50.0,,,90-93,,B. Beal misses 2-pt shot from 10 ft
2:46.0,Defensive rebound by M. Muscala,,90-93,,
2:42.0,Shooting foul by B. Beal (drawn by T. Waller-Prince),,90-93,,
2:42.0,T. Waller-Prince makes free throw 1 of 2,1,91-93,,
2:42.0,T. Waller-Prince makes free throw 2 of 2,1,92-93,,
2:26.0,,,92-93,,B. Beal misses 2-pt shot from 6 ft
2:23.0,Defensive rebound by D. Dedmon,,92-93,,
2:05.0,M. Muscala makes 3-pt shot from 24 ft (assist by D. Lee),3,95-93,,
2:04.0,,,95-93,,Washington full timeout
1:53.0,,,95-93,,Turnover by B. Beal (bad pass)
1:31.0,T. Waller-Prince makes 2-pt shot from 6 ft (assist by D. Dedmon),2,97-93,,
1:17.0,,,97-93,,B. Beal misses 2-pt shot from 2 ft
1:14.0,Defensive rebound by D. Dedmon,,97-93,,
0:54.0,T. Waller-Prince makes 2-pt shot from 11 ft,2,99-93,,
0:49.0,Personal foul by T. Waller-Prince (drawn by B. Beal),,99-93,,
0:49.0,D. Bembry enters the game for T. Dorsey,,99-93,,
0:43.0,,,99-95,2,T. Satoransky makes 2-pt shot from 1 ft
0:43.0,Atlanta full timeout,,99-95,,
0:43.0,T. Dorsey enters the game for D. Bembry,,99-95,,
0:22.0,D. Dedmon makes 2-pt shot at rim (assist by T. Waller-Prince),2,101-95,,
0:14.0,Personal foul by T. Waller-Prince (drawn by B. Beal),,101-95,,
0:14.0,,,101-95,,M. Scott enters the game for M. Gortat
0:14.0,I. Taylor enters the game for T. Waller-Prince,,101-95,,
0:14.0,,,101-96,1,B. Beal makes free throw 1 of 2
0:14.0,,,101-97,1,B. Beal makes free throw 2 of 2
0:13.0,,,101-97,,Personal take foul by T. Satoransky (drawn by T. Dorsey)
0:12.0,,,101-97,,Personal take foul by K. Oubre (drawn by T. Dorsey)
0:12.0,T. Dorsey makes free throw 1 of 2,1,102-97,,
0:12.0,D. Bembry enters the game for I. Taylor,,102-97,,
0:12.0,T. Dorsey makes free throw 2 of 2,1,103-97,,
0:04.0,,,103-97,,M. Scott misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. Lee,,103-97,,
