time,Portland,pts.away,score,pts.home,Dallas
1:38.0,,,99-105,,A. Harrison misses 3-pt shot from 23 ft
1:33.0,,,99-105,,Offensive rebound by S. Mejri
1:32.0,Personal foul by J. Nurkic (drawn by S. Mejri),,99-105,,
1:32.0,,,99-105,,S. Mejri misses free throw 1 of 2
1:32.0,,,99-105,,Offensive rebound by Team
1:32.0,Z. Collins enters the game for J. Nurkic,,99-105,,
1:32.0,,,99-105,,S. Mejri misses free throw 2 of 2
1:29.0,Defensive rebound by A. Aminu,,99-105,,
1:20.0,Turnover by C. McCollum (bad pass; steal by D. Smith),,99-105,,
1:19.0,,,99-107,2,D. Smith makes 2-pt shot at rim
1:09.0,Shooting foul by S. Mejri (drawn by D. Lillard),,99-107,,
1:09.0,D. Lillard makes free throw 1 of 3,1,100-107,,
1:09.0,D. Lillard makes free throw 2 of 3,1,101-107,,
1:09.0,E. Turner enters the game for Z. Collins,,101-107,,
1:09.0,D. Lillard makes free throw 3 of 3,1,102-107,,
0:49.0,,,102-109,2,D. Smith makes 2-pt shot from 1 ft
0:43.0,Shooting foul by M. Kleber (drawn by S. Napier),,102-109,,
0:43.0,S. Napier misses free throw 1 of 2,,102-109,,
0:43.0,Offensive rebound by Team,,102-109,,
0:43.0,S. Napier makes free throw 2 of 2,1,103-109,,
0:38.0,Personal take foul by E. Turner (drawn by M. Kleber),,103-109,,
0:38.0,,,103-109,,M. Kleber misses free throw 1 of 2
0:38.0,,,103-109,,Offensive rebound by Team
0:38.0,,,103-110,1,M. Kleber makes free throw 2 of 2
0:32.0,C. McCollum makes 2-pt shot from 8 ft,2,105-110,,
0:29.0,Personal take foul by D. Lillard (drawn by A. Harrison),,105-110,,
0:29.0,,,105-111,1,A. Harrison makes free throw 1 of 2
0:29.0,,,105-112,1,A. Harrison makes free throw 2 of 2
0:18.0,E. Turner makes 2-pt shot from 1 ft (assist by D. Lillard),2,107-112,,
0:13.0,,,107-112,,Turnover by A. Harrison (bad pass)
0:07.0,C. McCollum misses 3-pt shot from 24 ft,,107-112,,
0:06.0,,,107-112,,Defensive rebound by M. Kleber
0:06.0,Personal take foul by E. Turner (drawn by A. Harrison),,107-112,,
0:06.0,,,107-112,,A. Harrison misses free throw 1 of 2
0:06.0,,,107-112,,Offensive rebound by Team
0:06.0,,,107-113,1,A. Harrison makes free throw 2 of 2
0:06.0,Portland full timeout,,107-113,,
0:06.0,M. Leonard enters the game for A. Aminu,,107-113,,
0:03.0,D. Lillard makes 2-pt shot from 22 ft (assist by E. Turner),2,109-113,,
0:01.0,Personal take foul by S. Napier (drawn by D. McDermott),,109-113,,
0:01.0,,,109-114,1,D. McDermott makes free throw 1 of 2
0:01.0,,,109-115,1,D. McDermott makes free throw 2 of 2
