time,Boston,pts.away,score,pts.home,Brooklyn
5:03.0,,,12-15,,Offensive foul by S. Dinwiddie (drawn by A. Baynes)
5:03.0,,,12-15,,Turnover by S. Dinwiddie (offensive foul)
5:03.0,,,12-15,,J. Harris enters the game for R. Hollis-Jefferson
5:03.0,,,12-15,,J. Allen enters the game for A. Crabbe
5:03.0,,,12-15,,Q. Acy enters the game for T. Zeller
5:03.0,D. Theis enters the game for M. Morris,,12-15,,
5:03.0,T. Rozier enters the game for A. Baynes,,12-15,,
4:41.0,J. Brown misses 2-pt shot from 3 ft,,12-15,,
4:37.0,,,12-15,,Defensive rebound by J. Harris
4:23.0,,,12-15,,Turnover by J. Harris (bad pass; steal by D. Theis)
4:16.0,J. Brown makes 2-pt shot at rim,2,14-15,,
3:58.0,,,14-15,,Turnover by J. Allen (out of bounds lost ball)
3:58.0,,,14-15,,N. Stauskas enters the game for D. Carroll
3:37.0,K. Irving misses 2-pt shot from 13 ft,,14-15,,
3:33.0,,,14-15,,Defensive rebound by Q. Acy
3:21.0,,,14-18,3,Q. Acy makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
3:03.0,T. Rozier misses 2-pt shot from 18 ft,,14-18,,
3:00.0,,,14-18,,Defensive rebound by J. Harris
2:52.0,,,14-18,,N. Stauskas misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by D. Theis,,14-18,,
2:45.0,Shooting foul by Q. Acy (drawn by J. Brown),,14-18,,
2:45.0,,,14-18,,Brooklyn full timeout
2:45.0,,,14-18,,A. Crabbe enters the game for S. Dinwiddie
2:45.0,J. Tatum enters the game for K. Irving,,14-18,,
2:45.0,J. Brown misses free throw 1 of 2,,14-18,,
2:45.0,Offensive rebound by Team,,14-18,,
2:45.0,J. Brown misses free throw 2 of 2,,14-18,,
2:43.0,,,14-18,,Defensive rebound by J. Allen
2:24.0,,,14-20,2,J. Harris makes 2-pt shot from 1 ft
2:08.0,T. Rozier misses 3-pt shot from 22 ft,,14-20,,
2:04.0,,,14-20,,Defensive rebound by N. Stauskas
1:56.0,,,14-22,2,N. Stauskas makes 2-pt shot from 1 ft (assist by J. Harris)
1:40.0,M. Smart misses 3-pt shot from 22 ft,,14-22,,
1:37.0,,,14-22,,Defensive rebound by A. Crabbe
1:31.0,,,14-22,,Turnover by A. Crabbe (bad pass; steal by M. Smart)
1:31.0,Turnover by M. Smart (bad pass; steal by J. Allen),,14-22,,
1:31.0,,,14-22,,Turnover by J. Allen (bad pass; steal by M. Smart)
1:27.0,,,14-22,,Loose ball foul by J. Allen (drawn by M. Smart)
1:27.0,S. Larkin enters the game for J. Brown,,14-22,,
1:11.0,T. Rozier misses 2-pt shot from 7 ft,,14-22,,
1:07.0,,,14-22,,Defensive rebound by J. Allen
0:47.0,,,14-22,,N. Stauskas misses 3-pt shot from 30 ft
0:44.0,Defensive rebound by Team,,14-22,,
0:33.0,D. Theis makes 2-pt shot from 19 ft (assist by T. Rozier),2,16-22,,
0:18.0,,,16-22,,N. Stauskas misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by D. Theis,,16-22,,
0:00.0,T. Rozier misses 3-pt shot from 26 ft,,16-22,,
0:00.0,Offensive rebound by Team,,16-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,T. Rozier makes 2-pt shot from 13 ft,2,18-22,,
11:20.0,,,18-24,2,J. Okafor makes 2-pt shot from 7 ft
11:10.0,D. Theis misses 2-pt shot from 19 ft,,18-24,,
11:07.0,,,18-24,,Defensive rebound by J. Harris
10:59.0,,,18-24,,Turnover by A. Crabbe (bad pass; steal by J. Tatum)
10:53.0,J. Tatum misses 2-pt shot from 3 ft,,18-24,,
10:49.0,,,18-24,,Defensive rebound by J. Okafor
10:34.0,,,18-24,,J. Okafor misses 2-pt shot from 1 ft (block by J. Tatum)
10:34.0,A. Baynes enters the game for D. Theis,,18-24,,
10:34.0,K. Irving enters the game for M. Smart,,18-24,,
10:34.0,,,18-24,,Defensive rebound by Team
10:30.0,Jump ball: J. Okafor vs. J. Tatum (Q. Acy gains possession),,,,Jump ball: J. Okafor vs. J. Tatum (Q. Acy gains possession)
10:25.0,,,18-24,,J. Harris misses 3-pt shot from 22 ft
10:23.0,Defensive rebound by K. Irving,,18-24,,
10:18.0,T. Rozier misses 2-pt shot from 1 ft,,18-24,,
10:17.0,,,18-24,,Defensive rebound by Q. Acy
10:15.0,,,18-24,,Turnover by Q. Acy (bad pass; steal by J. Tatum)
10:06.0,S. Larkin makes 2-pt shot from 12 ft,2,20-24,,
9:47.0,,,20-24,,N. Stauskas misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by S. Larkin,,20-24,,
9:39.0,S. Larkin misses 2-pt shot from 20 ft,,20-24,,
9:37.0,Offensive rebound by S. Larkin,,20-24,,
9:36.0,S. Larkin makes 2-pt shot from 9 ft,2,22-24,,
9:25.0,,,22-24,,Turnover by A. Crabbe (bad pass)
9:25.0,,,22-24,,S. Dinwiddie enters the game for A. Crabbe
9:07.0,K. Irving makes 2-pt shot from 21 ft,2,24-24,,
9:07.0,,,24-24,,Brooklyn full timeout
8:49.0,,,24-26,2,J. Okafor makes 2-pt shot at rim (assist by S. Dinwiddie)
8:35.0,A. Baynes misses 2-pt shot at rim,,24-26,,
8:31.0,,,24-26,,Defensive rebound by J. Okafor
8:15.0,,,24-28,2,S. Dinwiddie makes 2-pt shot at rim
8:02.0,K. Irving makes 2-pt shot from 13 ft,2,26-28,,
7:52.0,,,26-28,,Turnover by J. Okafor (traveling)
7:52.0,M. Morris enters the game for J. Tatum,,26-28,,
7:42.0,K. Irving misses 2-pt shot from 19 ft,,26-28,,
7:39.0,,,26-28,,Defensive rebound by Q. Acy
7:32.0,,,26-28,,Q. Acy misses 3-pt shot from 25 ft
7:30.0,,,26-28,,Offensive rebound by Team
7:30.0,Loose ball foul by A. Baynes (drawn by J. Okafor),,26-28,,
7:14.0,,,26-30,2,S. Dinwiddie makes 2-pt shot from 1 ft
7:03.0,A. Baynes misses 2-pt shot from 1 ft,,26-30,,
7:02.0,Offensive rebound by A. Baynes,,26-30,,
7:00.0,A. Baynes misses 2-pt shot from 1 ft (block by J. Okafor),,26-30,,
7:00.0,,,26-30,,Defensive rebound by J. Okafor
6:49.0,,,26-30,,J. Okafor misses 2-pt shot from 11 ft
6:49.0,Defensive rebound by K. Irving,,26-30,,
6:39.0,K. Irving makes 3-pt shot from 22 ft,3,29-30,,
6:20.0,,,29-30,,Turnover by S. Dinwiddie (out of bounds lost ball)
6:20.0,,,29-30,,D. Carroll enters the game for J. Harris
6:20.0,,,29-30,,R. Hollis-Jefferson enters the game for Q. Acy
6:11.0,Shooting foul by S. Dinwiddie (drawn by K. Irving),,29-30,,
6:11.0,K. Irving misses free throw 1 of 2,,29-30,,
6:11.0,Offensive rebound by Team,,29-30,,
6:11.0,K. Irving makes free throw 2 of 2,1,30-30,,
5:49.0,,,30-32,2,D. Carroll makes 2-pt shot from 7 ft
5:37.0,A. Baynes makes 2-pt shot from 18 ft,2,32-32,,
5:25.0,,,32-32,,Shooting foul by A. Baynes (drawn by J. Okafor)
5:25.0,,,32-33,1,J. Okafor makes free throw 1 of 2
5:25.0,M. Smart enters the game for S. Larkin,,32-33,,
5:25.0,J. Brown enters the game for T. Rozier,,32-33,,
5:25.0,,,32-34,1,J. Okafor makes free throw 2 of 2
5:11.0,A. Baynes misses 2-pt shot from 7 ft,,32-34,,
5:07.0,,,32-34,,Defensive rebound by D. Carroll
5:00.0,,,32-34,,J. Okafor misses 2-pt shot from 1 ft
5:00.0,,,32-34,,Offensive rebound by Team
5:00.0,,,32-34,,T. Zeller enters the game for J. Okafor
5:00.0,D. Theis enters the game for A. Baynes,,32-34,,
4:53.0,,,32-34,,D. Carroll misses 2-pt shot from 14 ft
4:50.0,Defensive rebound by M. Morris,,32-34,,
4:39.0,M. Smart makes 2-pt shot from 8 ft,2,34-34,,
4:16.0,,,34-34,,D. Carroll misses 2-pt shot from 8 ft
4:13.0,Defensive rebound by K. Irving,,34-34,,
4:07.0,J. Brown misses 2-pt shot from 2 ft (block by T. Zeller),,34-34,,
4:05.0,,,34-34,,Defensive rebound by T. Zeller
3:58.0,,,34-36,2,R. Hollis-Jefferson makes 2-pt shot at rim
3:58.0,,,34-36,,Shooting foul by M. Morris (drawn by R. Hollis-Jefferson)
3:58.0,,,34-36,,J. Harris enters the game for N. Stauskas
3:58.0,,,34-37,1,R. Hollis-Jefferson makes free throw 1 of 1
3:44.0,J. Brown misses 2-pt shot from 2 ft,,34-37,,
3:41.0,Offensive rebound by D. Theis,,34-37,,
3:38.0,M. Morris misses 2-pt shot from 20 ft,,34-37,,
3:35.0,,,34-37,,Defensive rebound by J. Harris
3:20.0,,,34-37,,Shooting foul by D. Theis (drawn by T. Zeller)
3:20.0,,,34-37,,T. Zeller misses free throw 1 of 2
3:20.0,,,34-37,,Offensive rebound by Team
3:20.0,,,34-37,,M. Doyle enters the game for S. Dinwiddie
3:20.0,J. Tatum enters the game for D. Theis,,34-37,,
3:20.0,,,34-38,1,T. Zeller makes free throw 2 of 2
3:04.0,K. Irving misses 2-pt shot from 17 ft,,34-38,,
3:01.0,,,34-38,,Defensive rebound by J. Harris
2:46.0,,,34-38,,D. Carroll misses 2-pt shot from 1 ft (block by J. Tatum)
2:44.0,,,34-38,,Offensive rebound by D. Carroll
2:44.0,Boston full timeout,,34-38,,
2:44.0,,,34-38,,S. Dinwiddie enters the game for M. Doyle
2:40.0,,,34-38,,R. Hollis-Jefferson misses 2-pt shot from 9 ft (block by J. Tatum)
2:40.0,,,34-38,,Offensive rebound by Team
2:40.0,,,34-38,,A. Crabbe enters the game for T. Zeller
2:38.0,,,34-38,,Turnover by Team (shot clock)
2:17.0,M. Morris misses 2-pt shot from 9 ft,,34-38,,
2:14.0,,,34-38,,Defensive rebound by D. Carroll
2:09.0,,,34-38,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
2:04.0,,,34-38,,Offensive rebound by J. Harris
2:04.0,,,34-40,2,J. Harris makes 2-pt shot at rim
1:45.0,K. Irving misses 2-pt shot from 1 ft (block by D. Carroll),,34-40,,
1:42.0,,,34-40,,Defensive rebound by S. Dinwiddie
1:30.0,Jump ball: J. Harris vs. M. Morris (J. Tatum gains possession),,,,Jump ball: J. Harris vs. M. Morris (J. Tatum gains possession)
1:30.0,,,34-40,,Turnover by J. Harris (lost ball; steal by M. Smart)
1:21.0,J. Brown misses 2-pt shot from 2 ft,,34-40,,
1:18.0,,,34-40,,Defensive rebound by D. Carroll
1:13.0,,,34-40,,Shooting foul by M. Morris (drawn by R. Hollis-Jefferson)
1:13.0,,,34-40,,R. Hollis-Jefferson misses free throw 1 of 2
1:13.0,,,34-40,,Offensive rebound by Team
1:13.0,D. Theis enters the game for M. Morris,,34-40,,
1:13.0,,,34-41,1,R. Hollis-Jefferson makes free throw 2 of 2
0:58.0,J. Tatum makes 3-pt shot from 25 ft (assist by K. Irving),3,37-41,,
0:58.0,,,37-41,,D. Carroll misses 2-pt shot from 13 ft (block by D. Theis)
0:58.0,Defensive rebound by J. Brown,,37-41,,
0:39.0,J. Brown misses 2-pt shot from 4 ft,,37-41,,
0:37.0,Offensive rebound by J. Brown,,37-41,,
0:35.0,K. Irving misses 3-pt shot from 22 ft,,37-41,,
0:32.0,,,37-41,,Defensive rebound by R. Hollis-Jefferson
0:10.0,,,37-41,,S. Dinwiddie misses 3-pt shot from 23 ft
0:10.0,,,37-41,,Offensive rebound by Team
0:10.0,,,37-41,,Turnover by Team (shot clock)
0:01.0,M. Smart makes 2-pt shot from 1 ft (assist by K. Irving),2,39-41,,
0:00.0,,,39-41,,A. Crabbe misses 3-pt shot from 62 ft
0:00.0,,,39-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,A. Baynes misses 2-pt shot from 15 ft,,39-41,,
11:45.0,,,39-41,,Defensive rebound by R. Hollis-Jefferson
11:31.0,,,39-44,3,A. Crabbe makes 3-pt shot from 26 ft (assist by T. Zeller)
11:17.0,K. Irving misses 2-pt shot from 10 ft,,39-44,,
11:13.0,,,39-44,,Defensive rebound by R. Hollis-Jefferson
11:10.0,,,39-44,,A. Crabbe misses 3-pt shot from 23 ft
11:07.0,Defensive rebound by J. Brown,,39-44,,
11:04.0,K. Irving misses 3-pt shot from 24 ft,,39-44,,
11:00.0,,,39-44,,Defensive rebound by R. Hollis-Jefferson
10:54.0,,,39-44,,D. Carroll misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by A. Baynes,,39-44,,
10:43.0,,,39-44,,Personal foul by R. Hollis-Jefferson (drawn by M. Morris)
10:33.0,K. Irving makes 2-pt shot from 23 ft (assist by A. Baynes),2,41-44,,
10:17.0,,,41-47,3,S. Dinwiddie makes 3-pt shot from 25 ft
9:54.0,M. Morris makes 2-pt shot from 15 ft,2,43-47,,
9:34.0,,,43-47,,R. Hollis-Jefferson misses 2-pt shot from 8 ft
9:33.0,Defensive rebound by A. Baynes,,43-47,,
9:23.0,Offensive foul by A. Baynes (drawn by R. Hollis-Jefferson),,43-47,,
9:23.0,Turnover by A. Baynes (offensive foul),,43-47,,
9:12.0,,,43-47,,Shooting foul by K. Irving (drawn by S. Dinwiddie)
9:12.0,,,43-48,1,S. Dinwiddie makes free throw 1 of 3
9:12.0,,,43-49,1,S. Dinwiddie makes free throw 2 of 3
9:12.0,,,43-50,1,S. Dinwiddie makes free throw 3 of 3
8:59.0,M. Morris makes 2-pt shot from 19 ft,2,45-50,,
8:36.0,,,45-50,,A. Crabbe misses 3-pt shot from 24 ft
8:34.0,,,45-50,,Offensive rebound by Team
8:17.0,,,45-50,,R. Hollis-Jefferson misses 3-pt shot from 24 ft
8:13.0,Defensive rebound by J. Tatum,,45-50,,
8:01.0,A. Baynes misses 2-pt shot from 2 ft (block by T. Zeller),,45-50,,
8:01.0,Offensive rebound by Team,,45-50,,
7:59.0,A. Baynes makes 2-pt shot from 9 ft (assist by J. Brown),2,47-50,,
7:42.0,Personal foul by J. Tatum (drawn by T. Zeller),,47-50,,
7:38.0,,,47-50,,A. Crabbe misses 2-pt shot from 21 ft
7:32.0,Defensive rebound by J. Tatum,,47-50,,
7:27.0,J. Tatum makes 2-pt shot at rim,2,49-50,,
7:23.0,Personal foul by A. Baynes (drawn by T. Zeller),,49-50,,
7:18.0,,,49-50,,R. Hollis-Jefferson misses 2-pt shot from 15 ft
7:18.0,Defensive rebound by J. Brown,,49-50,,
7:08.0,A. Baynes misses 2-pt shot from 2 ft,,49-50,,
7:08.0,,,49-50,,Defensive rebound by T. Zeller
7:03.0,Personal foul by A. Baynes (drawn by T. Zeller),,49-50,,
7:03.0,D. Theis enters the game for A. Baynes,,49-50,,
6:48.0,,,49-50,,D. Carroll misses 2-pt shot from 4 ft (block by J. Tatum)
6:48.0,,,49-50,,Offensive rebound by Team
6:48.0,,,49-50,,Brooklyn full timeout
6:46.0,,,49-50,,T. Zeller misses 2-pt shot from 8 ft
6:43.0,,,49-50,,Offensive rebound by T. Zeller
6:41.0,,,49-50,,T. Zeller misses 2-pt shot from 4 ft
6:37.0,Defensive rebound by D. Theis,,49-50,,
6:36.0,J. Tatum misses 2-pt shot from 1 ft (block by R. Hollis-Jefferson),,49-50,,
6:36.0,Offensive rebound by Team,,49-50,,
6:31.0,K. Irving makes 2-pt shot from 13 ft,2,51-50,,
6:11.0,,,51-50,,A. Crabbe misses 2-pt shot from 6 ft (block by D. Theis)
6:09.0,Defensive rebound by D. Theis,,51-50,,
6:04.0,J. Tatum makes 2-pt shot at rim (assist by M. Morris),2,53-50,,
5:44.0,,,53-52,2,R. Hollis-Jefferson makes 2-pt shot from 5 ft
5:32.0,K. Irving makes 3-pt shot from 24 ft,3,56-52,,
5:30.0,,,56-52,,Brooklyn full timeout
5:30.0,,,56-52,,J. Harris enters the game for A. Crabbe
5:30.0,,,56-52,,J. Allen enters the game for T. Zeller
5:30.0,M. Smart enters the game for M. Morris,,56-52,,
5:09.0,,,56-52,,S. Dinwiddie misses 3-pt shot from 24 ft
5:05.0,Defensive rebound by D. Theis,,56-52,,
4:52.0,K. Irving makes 2-pt shot at rim,2,58-52,,
4:36.0,,,58-52,,Turnover by J. Allen (bad pass; steal by J. Tatum)
4:29.0,Turnover by J. Tatum (bad pass; steal by S. Dinwiddie),,58-52,,
4:22.0,,,58-55,3,D. Carroll makes 3-pt shot from 23 ft (assist by J. Harris)
4:04.0,,,58-55,,Personal foul by S. Dinwiddie (drawn by K. Irving)
4:04.0,,,58-55,,Q. Acy enters the game for D. Carroll
4:04.0,,,58-55,,N. Stauskas enters the game for R. Hollis-Jefferson
4:00.0,J. Tatum misses 2-pt shot from 6 ft (block by N. Stauskas),,58-55,,
4:00.0,Offensive rebound by Team,,58-55,,
3:58.0,J. Tatum misses 2-pt shot from 16 ft,,58-55,,
3:56.0,,,58-55,,Defensive rebound by J. Allen
3:46.0,,,58-55,,Offensive foul by J. Allen (drawn by M. Smart)
3:46.0,,,58-55,,Turnover by J. Allen (offensive foul)
3:27.0,K. Irving misses 2-pt shot from 7 ft,,58-55,,
3:24.0,Offensive rebound by D. Theis,,58-55,,
3:24.0,D. Theis makes 2-pt shot from 1 ft,2,60-55,,
3:14.0,,,60-55,,Shooting foul by M. Smart (drawn by S. Dinwiddie)
3:14.0,,,60-56,1,S. Dinwiddie makes free throw 1 of 2
3:14.0,,,60-57,1,S. Dinwiddie makes free throw 2 of 2
3:04.0,M. Smart misses 3-pt shot from 24 ft,,60-57,,
3:00.0,,,60-57,,Defensive rebound by N. Stauskas
2:48.0,,,60-57,,N. Stauskas misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by D. Theis,,60-57,,
2:31.0,J. Tatum misses 2-pt shot from 7 ft,,60-57,,
2:29.0,Offensive rebound by D. Theis,,60-57,,
2:26.0,M. Smart misses 3-pt shot from 25 ft,,60-57,,
2:24.0,Offensive rebound by J. Tatum,,60-57,,
2:24.0,J. Tatum misses 2-pt shot at rim,,60-57,,
2:24.0,Offensive rebound by Team,,60-57,,
2:24.0,,,60-57,,Loose ball foul by J. Harris (drawn by J. Tatum)
2:24.0,,,60-57,,M. Doyle enters the game for S. Dinwiddie
2:24.0,T. Rozier enters the game for K. Irving,,60-57,,
2:17.0,D. Theis makes 2-pt shot from 8 ft,2,62-57,,
2:01.0,,,62-57,,Shooting foul by J. Tatum (drawn by Q. Acy)
2:01.0,,,62-57,,Technical foul by Q. Acy
2:01.0,M. Smart misses technical free throw,,62-57,,
2:01.0,,,62-57,,Defensive rebound by Team
2:01.0,,,62-58,1,Q. Acy makes free throw 1 of 2
2:01.0,,,62-59,1,Q. Acy makes free throw 2 of 2
1:51.0,D. Theis misses 2-pt shot from 17 ft,,62-59,,
1:47.0,,,62-59,,Defensive rebound by Q. Acy
1:41.0,,,62-59,,Offensive foul by J. Allen (drawn by T. Rozier)
1:41.0,,,62-59,,Turnover by J. Allen (offensive foul)
1:41.0,M. Morris enters the game for J. Tatum,,62-59,,
1:21.0,T. Rozier misses 2-pt shot from 13 ft,,62-59,,
1:17.0,,,62-59,,Defensive rebound by J. Harris
1:06.0,,,62-59,,M. Doyle misses 3-pt shot from 26 ft
1:01.0,Defensive rebound by M. Morris,,62-59,,
0:50.0,J. Brown misses 3-pt shot from 23 ft,,62-59,,
0:48.0,,,62-59,,Defensive rebound by N. Stauskas
0:41.0,,,62-59,,J. Harris misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by M. Morris,,62-59,,
0:33.0,Turnover by M. Smart (bad pass),,62-59,,
0:33.0,,,62-59,,A. Crabbe enters the game for N. Stauskas
0:33.0,,,62-59,,S. Dinwiddie enters the game for M. Doyle
0:33.0,S. Larkin enters the game for J. Brown,,62-59,,
0:17.0,,,62-59,,Turnover by S. Dinwiddie (lost ball; steal by T. Rozier)
0:13.0,M. Smart misses 2-pt shot from 7 ft,,62-59,,
0:11.0,,,62-59,,Defensive rebound by Team
0:11.0,Loose ball foul by D. Theis (drawn by J. Harris),,62-59,,
0:11.0,,,62-60,1,J. Harris makes free throw 1 of 2
0:11.0,,,62-60,,R. Hollis-Jefferson enters the game for Q. Acy
0:11.0,K. Irving enters the game for S. Larkin,,62-60,,
0:11.0,,,62-60,,D. Carroll enters the game for A. Crabbe
0:11.0,,,62-61,1,J. Harris makes free throw 2 of 2
0:03.0,K. Irving misses 2-pt shot from 6 ft (block by J. Allen),,62-61,,
0:02.0,Offensive rebound by Team,,62-61,,
0:02.0,Boston full timeout,,62-61,,
0:00.0,M. Morris makes 2-pt shot from 21 ft (assist by M. Smart),2,64-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,64-61,,Q. Acy misses 2-pt shot from 2 ft
11:41.0,Defensive rebound by M. Smart,,64-61,,
11:37.0,M. Smart misses 2-pt shot from 2 ft (block by M. Doyle),,64-61,,
11:34.0,,,64-61,,Defensive rebound by A. Crabbe
11:31.0,Shooting block foul by D. Theis (drawn by A. Crabbe),,64-61,,
11:31.0,,,64-62,1,A. Crabbe makes free throw 1 of 2
11:31.0,,,64-62,,A. Crabbe misses free throw 2 of 2
11:27.0,Defensive rebound by D. Theis,,64-62,,
11:15.0,D. Theis makes 2-pt shot at rim (assist by M. Smart),2,66-62,,
11:04.0,,,66-62,,M. Doyle misses 3-pt shot from 24 ft
11:04.0,,,66-62,,Offensive rebound by Team
10:52.0,,,66-64,2,J. Okafor makes 2-pt shot from 5 ft
10:35.0,M. Morris misses 2-pt shot from 6 ft,,66-64,,
10:31.0,,,66-64,,Defensive rebound by J. Okafor
10:18.0,,,66-64,,A. Crabbe misses 2-pt shot from 13 ft
10:16.0,,,66-64,,Offensive rebound by Team
10:16.0,A. Baynes enters the game for D. Theis,,66-64,,
10:06.0,,,66-67,3,A. Crabbe makes 3-pt shot from 25 ft (assist by M. Doyle)
9:45.0,Shooting foul by J. Harris (drawn by M. Smart),,66-67,,
9:45.0,M. Smart makes free throw 1 of 2,1,67-67,,
9:45.0,M. Smart makes free throw 2 of 2,1,68-67,,
9:26.0,,,68-69,2,M. Doyle makes 2-pt shot from 1 ft
9:09.0,M. Smart misses 3-pt shot from 24 ft,,68-69,,
9:06.0,,,68-69,,Defensive rebound by Q. Acy
8:46.0,,,68-69,,J. Okafor misses 2-pt shot from 9 ft
8:44.0,Defensive rebound by T. Rozier,,68-69,,
8:38.0,S. Larkin makes 3-pt shot from 23 ft (assist by T. Rozier),3,71-69,,
8:21.0,,,71-69,,J. Okafor misses 2-pt shot from 5 ft
8:21.0,,,71-69,,Offensive rebound by Team
8:21.0,Loose ball foul by S. Larkin (drawn by J. Harris),,71-69,,
8:21.0,K. Irving enters the game for M. Smart,,71-69,,
8:21.0,,,71-69,,S. Dinwiddie enters the game for M. Doyle
8:21.0,,,71-69,,D. Carroll enters the game for A. Crabbe
8:13.0,,,71-71,2,J. Okafor makes 2-pt shot at rim (assist by S. Dinwiddie)
7:54.0,A. Baynes misses 2-pt shot from 3 ft (block by J. Okafor),,71-71,,
7:50.0,,,71-71,,Defensive rebound by D. Carroll
7:38.0,,,71-71,,S. Dinwiddie misses 2-pt shot from 1 ft
7:35.0,,,71-71,,J. Okafor misses 2-pt shot from 1 ft (block by A. Baynes)
7:35.0,,,71-71,,Offensive rebound by J. Okafor
7:34.0,,,71-71,,Offensive rebound by S. Dinwiddie
7:33.0,,,71-73,2,J. Okafor makes 2-pt shot from 2 ft
7:33.0,Boston full timeout,,71-73,,
7:33.0,,,71-73,,R. Hollis-Jefferson enters the game for Q. Acy
7:33.0,J. Tatum enters the game for T. Rozier,,71-73,,
7:33.0,J. Brown enters the game for M. Morris,,71-73,,
7:33.0,S. Ojeleye enters the game for A. Baynes,,71-73,,
