time,Boston,pts.away,score,pts.home,Cleveland
5:45.0,J. Tatum misses 2-pt shot from 1 ft,,10-14,,
5:42.0,,,10-14,,Defensive rebound by K. Love
5:38.0,,,10-16,2,L. James makes 2-pt shot from 1 ft
5:38.0,,,10-16,,Shooting foul by M. Morris (drawn by L. James)
5:38.0,,,10-16,,Cleveland full timeout
5:38.0,M. Smart enters the game for M. Morris,,10-16,,
5:38.0,S. Ojeleye enters the game for J. Tatum,,10-16,,
5:38.0,,,10-17,1,L. James makes free throw 1 of 1
5:27.0,,,10-17,,Personal foul by G. Hill (drawn by T. Rozier)
5:15.0,M. Smart misses 2-pt shot from 10 ft (block by T. Thompson),,10-17,,
5:10.0,,,10-17,,Defensive rebound by T. Thompson
4:53.0,,,10-19,2,L. James makes 2-pt shot from 14 ft
4:38.0,S. Ojeleye makes 3-pt shot from 23 ft (assist by T. Rozier),3,13-19,,
4:18.0,,,13-21,2,K. Love makes 2-pt shot from 10 ft (assist by G. Hill)
4:05.0,T. Rozier makes 2-pt shot from 18 ft,2,15-21,,
3:52.0,,,15-21,,Offensive charge foul by T. Thompson (drawn by T. Rozier)
3:52.0,,,15-21,,Turnover by T. Thompson (offensive foul)
3:33.0,M. Smart misses 3-pt shot from 26 ft,,15-21,,
3:31.0,,,15-21,,Defensive rebound by K. Love
3:27.0,,,15-23,2,L. James makes 2-pt shot at rim (assist by K. Love)
3:20.0,M. Smart misses 3-pt shot from 27 ft,,15-23,,
3:18.0,,,15-23,,Defensive rebound by K. Love
3:08.0,,,15-23,,J. Smith misses 2-pt shot from 23 ft
3:06.0,Defensive rebound by T. Rozier,,15-23,,
3:05.0,Boston full timeout,,15-23,,
3:05.0,A. Baynes enters the game for J. Brown,,15-23,,
3:05.0,J. Tatum enters the game for T. Rozier,,15-23,,
3:05.0,M. Morris enters the game for A. Horford,,15-23,,
2:47.0,J. Tatum misses 2-pt shot from 2 ft,,15-23,,
2:45.0,,,15-23,,Defensive rebound by L. James
2:45.0,Personal foul by S. Ojeleye (drawn by L. James),,15-23,,
2:45.0,,,15-24,1,L. James makes free throw 1 of 2
2:45.0,,,15-24,,L. Nance enters the game for J. Smith
2:45.0,,,15-24,,K. Korver enters the game for T. Thompson
2:45.0,J. Brown enters the game for S. Ojeleye,,15-24,,
2:45.0,,,15-25,1,L. James makes free throw 2 of 2
2:35.0,J. Brown misses 3-pt shot from 25 ft,,15-25,,
2:28.0,Offensive rebound by A. Baynes,,15-25,,
2:28.0,A. Baynes makes 2-pt shot at rim,2,17-25,,
2:23.0,Personal foul by M. Morris (drawn by L. Nance),,17-25,,
2:23.0,,,17-26,1,L. Nance makes free throw 1 of 2
2:23.0,,,17-26,,J. Green enters the game for L. James
2:23.0,,,17-26,,L. Nance misses free throw 2 of 2
2:21.0,Defensive rebound by J. Brown,,17-26,,
2:11.0,Turnover by M. Smart (lost ball; steal by L. Nance),,17-26,,
2:11.0,Personal foul by M. Smart (drawn by L. Nance),,17-26,,
2:11.0,,,17-27,1,L. Nance makes free throw 1 of 2
2:11.0,A. Horford enters the game for A. Baynes,,17-27,,
2:11.0,,,17-27,,T. Thompson enters the game for K. Love
2:11.0,,,17-27,,L. Nance misses free throw 2 of 2
2:08.0,Defensive rebound by M. Smart,,17-27,,
1:53.0,J. Brown misses 2-pt shot from 10 ft (block by K. Korver),,17-27,,
1:49.0,,,17-27,,Defensive rebound by K. Korver
1:45.0,,,17-30,3,G. Hill makes 3-pt shot from 26 ft
1:33.0,,,17-30,,Personal foul by J. Green (drawn by J. Tatum)
1:33.0,A. Baynes enters the game for A. Horford,,17-30,,
1:33.0,,,17-30,,K. Love enters the game for T. Thompson
1:16.0,M. Smart misses 3-pt shot from 26 ft,,17-30,,
1:14.0,,,17-30,,Defensive rebound by L. Nance
1:04.0,,,17-30,,Turnover by K. Love (lost ball; steal by J. Brown)
1:04.0,,,17-30,,Personal foul by K. Love (drawn by M. Smart)
1:04.0,M. Smart misses free throw 1 of 2,,17-30,,
1:04.0,Offensive rebound by Team,,17-30,,
1:04.0,,,17-30,,T. Thompson enters the game for K. Love
1:04.0,S. Ojeleye enters the game for M. Morris,,17-30,,
1:04.0,M. Smart makes free throw 2 of 2,1,18-30,,
0:52.0,,,18-32,2,K. Korver makes 2-pt shot from 19 ft (assist by L. Nance)
0:36.0,J. Tatum misses 2-pt shot from 12 ft,,18-32,,
0:33.0,,,18-32,,Defensive rebound by T. Thompson
0:30.0,,,18-34,2,J. Green makes 2-pt shot from 10 ft (assist by T. Thompson)
0:23.0,J. Brown misses 2-pt shot from 4 ft (block by L. Nance),,18-34,,
0:23.0,Offensive rebound by Team,,18-34,,
0:23.0,T. Rozier enters the game for S. Ojeleye,,18-34,,
0:13.0,J. Brown misses 2-pt shot at rim,,18-34,,
0:11.0,,,18-34,,Defensive rebound by J. Green
0:00.0,,,18-34,,J. Green misses 2-pt shot from 13 ft
0:00.0,,,18-34,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,18-34,,Offensive charge foul by L. James (drawn by M. Smart)
11:44.0,,,18-34,,Turnover by L. James (offensive foul)
11:23.0,J. Brown misses 2-pt shot from 12 ft,,18-34,,
11:21.0,Offensive rebound by J. Brown,,18-34,,
11:20.0,J. Brown misses 2-pt shot from 1 ft (block by K. Korver),,18-34,,
11:19.0,,,18-34,,Defensive rebound by Team
11:15.0,,,18-34,,Shooting foul by M. Smart (drawn by K. Korver)
11:15.0,,,18-35,1,K. Korver makes free throw 1 of 3
11:15.0,,,18-36,1,K. Korver makes free throw 2 of 3
11:15.0,,,18-36,,T. Thompson enters the game for L. Nance
11:15.0,A. Horford enters the game for J. Brown,,18-36,,
11:15.0,,,18-37,1,K. Korver makes free throw 3 of 3
11:08.0,,,18-37,,Personal foul by J. Green (drawn by J. Tatum)
11:02.0,Shooting foul by L. James (drawn by J. Tatum),,18-37,,
11:02.0,J. Tatum makes free throw 1 of 2,1,19-37,,
11:02.0,J. Tatum makes free throw 2 of 2,1,20-37,,
10:58.0,,,20-37,,Turnover by L. James (bad pass; steal by M. Smart)
10:51.0,A. Baynes makes 2-pt shot from 1 ft (assist by M. Smart),2,22-37,,
10:38.0,,,22-37,,J. Green misses 3-pt shot from 23 ft
10:35.0,Defensive rebound by T. Rozier,,22-37,,
10:23.0,A. Horford misses 2-pt shot from 11 ft,,22-37,,
10:20.0,,,22-37,,Defensive rebound by T. Thompson
10:10.0,,,22-37,,L. James misses 2-pt shot from 17 ft
10:02.0,,,22-37,,Offensive rebound by L. James
10:01.0,,,22-39,2,L. James makes 2-pt shot from 6 ft
9:53.0,A. Horford makes 2-pt shot at rim (assist by M. Smart),2,24-39,,
9:32.0,,,24-39,,Shooting foul by T. Rozier (drawn by L. James)
9:32.0,,,24-40,1,L. James makes free throw 1 of 2
9:32.0,,,24-40,,J. Smith enters the game for J. Green
9:32.0,,,24-40,,L. James misses free throw 2 of 2
9:30.0,Defensive rebound by A. Horford,,24-40,,
9:19.0,J. Tatum makes 2-pt shot from 16 ft (assist by T. Rozier),2,26-40,,
8:49.0,,,26-40,,L. James misses 2-pt shot from 16 ft
8:46.0,Defensive rebound by T. Rozier,,26-40,,
8:38.0,Shooting foul by K. Korver (drawn by A. Baynes),,26-40,,
8:38.0,A. Baynes makes free throw 1 of 2,1,27-40,,
8:38.0,A. Baynes misses free throw 2 of 2,,27-40,,
8:36.0,,,27-40,,Defensive rebound by T. Thompson
8:24.0,,,27-40,,Turnover by J. Clarkson (bad pass)
8:05.0,M. Smart misses 2-pt shot from 10 ft,,27-40,,
8:05.0,Offensive rebound by A. Baynes,,27-40,,
8:05.0,Shooting foul by K. Korver (drawn by A. Baynes),,27-40,,
8:05.0,A. Baynes makes free throw 1 of 2,1,28-40,,
8:05.0,,,28-40,,K. Love enters the game for J. Clarkson
8:05.0,A. Baynes makes free throw 2 of 2,1,29-40,,
7:51.0,,,29-43,3,K. Korver makes 3-pt shot from 24 ft (assist by L. James)
7:39.0,A. Horford misses 3-pt shot from 27 ft,,29-43,,
7:35.0,,,29-43,,Defensive rebound by K. Love
7:17.0,,,29-46,3,K. Korver makes 3-pt shot from 21 ft (assist by K. Love)
7:09.0,T. Rozier makes 3-pt shot from 25 ft,3,32-46,,
6:53.0,,,32-48,2,T. Thompson makes 2-pt shot from 2 ft (assist by J. Smith)
6:40.0,T. Rozier makes 3-pt shot from 28 ft (assist by M. Smart),3,35-48,,
6:17.0,,,35-48,,Shooting foul by J. Tatum (drawn by L. James)
6:17.0,,,35-48,,Cleveland full timeout
6:17.0,J. Brown enters the game for M. Smart,,35-48,,
6:17.0,M. Morris enters the game for A. Baynes,,35-48,,
6:17.0,,,35-49,1,L. James makes free throw 1 of 2
6:17.0,,,35-50,1,L. James makes free throw 2 of 2
6:03.0,T. Rozier misses 3-pt shot from 28 ft,,35-50,,
6:00.0,,,35-50,,Defensive rebound by K. Korver
5:46.0,,,35-50,,Offensive foul by K. Love (drawn by J. Brown)
5:46.0,,,35-50,,Turnover by K. Love (offensive foul)
5:46.0,,,35-50,,G. Hill enters the game for K. Love
5:35.0,J. Brown makes 3-pt shot from 26 ft (assist by T. Rozier),3,38-50,,
5:18.0,Def 3 sec tech foul by A. Horford,,38-50,,
5:18.0,,,38-51,1,K. Korver makes technical free throw
5:10.0,,,38-53,2,K. Korver makes 2-pt shot from 14 ft
4:54.0,J. Brown misses 2-pt shot from 9 ft (block by K. Korver),,38-53,,
4:54.0,Offensive rebound by Team,,38-53,,
4:46.0,M. Morris makes 2-pt shot from 1 ft (assist by T. Rozier),2,40-53,,
4:28.0,,,40-53,,T. Thompson misses 2-pt shot from 14 ft
4:26.0,Defensive rebound by A. Horford,,40-53,,
4:19.0,M. Morris makes 3-pt shot from 26 ft (assist by J. Brown),3,43-53,,
4:18.0,,,43-53,,Cleveland full timeout
3:57.0,,,43-55,2,T. Thompson makes 2-pt shot from 2 ft (assist by J. Smith)
3:37.0,J. Brown makes 3-pt shot from 23 ft (assist by T. Rozier),3,46-55,,
3:11.0,,,46-57,2,L. James makes 2-pt shot from 21 ft (assist by J. Smith)
2:54.0,T. Rozier misses 3-pt shot from 28 ft,,46-57,,
2:52.0,,,46-57,,Defensive rebound by L. James
2:34.0,,,46-59,2,L. James makes 2-pt shot from 13 ft
2:33.0,Boston full timeout,,46-59,,
2:33.0,,,46-59,,J. Green enters the game for K. Korver
2:33.0,M. Smart enters the game for T. Rozier,,46-59,,
2:26.0,,,46-59,,Loose ball foul by G. Hill (drawn by M. Smart)
2:26.0,M. Smart makes free throw 1 of 2,1,47-59,,
2:26.0,S. Ojeleye enters the game for M. Morris,,47-59,,
2:26.0,M. Smart makes free throw 2 of 2,1,48-59,,
2:09.0,,,48-62,3,J. Smith makes 3-pt shot from 22 ft (assist by T. Thompson)
1:55.0,J. Tatum misses 2-pt shot at rim,,48-62,,
1:47.0,,,48-62,,Defensive rebound by T. Thompson
1:47.0,,,48-62,,G. Hill misses 3-pt shot from 23 ft
1:43.0,Defensive rebound by M. Smart,,48-62,,
1:42.0,Turnover by M. Smart (bad pass; steal by G. Hill),,48-62,,
1:37.0,,,48-64,2,G. Hill makes 2-pt shot from 1 ft
1:25.0,S. Ojeleye misses 3-pt shot from 25 ft,,48-64,,
1:25.0,,,48-64,,Defensive rebound by J. Smith
1:00.0,,,48-66,2,L. James makes 2-pt shot from 14 ft
0:48.0,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart),3,51-66,,
0:37.0,,,51-66,,L. James misses 2-pt shot from 19 ft
0:35.0,Defensive rebound by A. Horford,,51-66,,
0:28.0,Turnover by M. Smart (bad pass; steal by T. Thompson),,51-66,,
0:24.0,,,51-68,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
0:06.0,,,51-68,,Personal foul by J. Green (drawn by J. Tatum)
0:06.0,J. Tatum makes free throw 1 of 2,1,52-68,,
0:06.0,,,52-68,,K. Korver enters the game for T. Thompson
0:06.0,,,52-68,,J. Clarkson enters the game for J. Green
0:06.0,J. Tatum makes free throw 2 of 2,1,53-68,,
0:03.0,Personal foul by S. Ojeleye (drawn by G. Hill),,53-68,,
0:00.0,,,53-68,,J. Smith misses 2-pt shot from 18 ft
0:00.0,,,53-68,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,53-68,,J. Smith misses 3-pt shot from 26 ft
11:37.0,Defensive rebound by J. Brown,,53-68,,
11:37.0,,,53-68,,Personal foul by G. Hill (drawn by J. Brown)
11:22.0,A. Horford makes 2-pt shot from 15 ft (assist by J. Tatum),2,55-68,,
11:05.0,,,55-68,,L. James misses 2-pt shot from 1 ft
11:05.0,,,55-68,,Offensive rebound by Team
10:53.0,,,55-68,,Turnover by J. Smith (bad pass)
10:34.0,A. Horford misses 2-pt shot from 11 ft,,55-68,,
10:31.0,,,55-68,,Defensive rebound by T. Thompson
10:27.0,,,55-68,,Shooting foul by J. Brown (drawn by L. James)
10:27.0,,,55-68,,L. James misses free throw 1 of 2
10:27.0,,,55-68,,Offensive rebound by Team
10:27.0,,,55-68,,L. James misses free throw 2 of 2
10:25.0,Defensive rebound by J. Tatum,,55-68,,
10:16.0,Offensive foul by M. Morris (drawn by K. Love),,55-68,,
10:16.0,Turnover by M. Morris (offensive foul),,55-68,,
9:54.0,,,55-68,,Turnover by K. Love (bad pass; steal by T. Rozier)
9:51.0,J. Brown makes 2-pt shot from 2 ft (assist by M. Morris),2,57-68,,
9:50.0,,,57-68,,Cleveland full timeout
9:27.0,,,57-68,,K. Love misses 3-pt shot from 24 ft
9:24.0,Defensive rebound by T. Rozier,,57-68,,
9:11.0,A. Horford makes 2-pt shot from 1 ft,2,59-68,,
8:58.0,,,59-70,2,L. James makes 2-pt shot at rim
8:46.0,Shooting foul by K. Love (drawn by M. Morris),,59-70,,
8:46.0,M. Morris misses free throw 1 of 2,,59-70,,
8:46.0,Offensive rebound by Team,,59-70,,
8:46.0,M. Morris makes free throw 2 of 2,1,60-70,,
8:29.0,,,60-72,2,L. James makes 2-pt shot from 1 ft
8:16.0,J. Tatum misses 3-pt shot from 25 ft,,60-72,,
8:13.0,,,60-72,,Defensive rebound by T. Thompson
8:02.0,Personal foul by J. Tatum (drawn by T. Thompson),,60-72,,
7:46.0,,,60-72,,K. Love misses 2-pt shot at rim
7:44.0,Defensive rebound by A. Horford,,60-72,,
7:40.0,Shooting foul by K. Love (drawn by J. Tatum),,60-72,,
7:40.0,J. Tatum makes free throw 1 of 2,1,61-72,,
7:40.0,,,61-72,,J. Green enters the game for K. Love
7:40.0,J. Tatum misses free throw 2 of 2,,61-72,,
7:40.0,Offensive rebound by J. Tatum,,61-72,,
7:40.0,Turnover by J. Tatum (lost ball; steal by L. James),,61-72,,
7:28.0,,,61-74,2,L. James makes 2-pt shot from 2 ft
7:18.0,J. Brown misses 3-pt shot from 28 ft,,61-74,,
7:17.0,,,61-74,,Defensive rebound by J. Green
7:11.0,Personal foul by T. Rozier (drawn by L. James),,61-74,,
7:03.0,,,61-74,,Turnover by J. Green (bad pass; steal by T. Rozier)
7:00.0,J. Tatum makes 2-pt shot at rim (assist by T. Rozier),2,63-74,,
6:43.0,,,63-76,2,G. Hill makes 2-pt shot from 2 ft
6:43.0,,,63-76,,Shooting foul by M. Morris (drawn by G. Hill)
6:43.0,M. Smart enters the game for M. Morris,,63-76,,
6:43.0,,,63-76,,G. Hill misses free throw 1 of 1
6:43.0,Defensive rebound by A. Horford,,63-76,,
6:23.0,T. Rozier makes 2-pt shot from 22 ft,2,65-76,,
6:10.0,,,65-76,,Turnover by L. James (lost ball; steal by J. Brown)
6:08.0,Shooting foul by J. Smith (drawn by T. Rozier),,65-76,,
6:08.0,T. Rozier misses free throw 1 of 3,,65-76,,
6:08.0,Offensive rebound by Team,,65-76,,
6:08.0,T. Rozier misses free throw 2 of 3,,65-76,,
6:08.0,Offensive rebound by Team,,65-76,,
6:08.0,T. Rozier makes free throw 3 of 3,1,66-76,,
5:47.0,,,66-76,,Turnover by L. James (bad pass; steal by M. Smart)
5:39.0,T. Rozier misses 2-pt shot from 3 ft (block by T. Thompson),,66-76,,
5:36.0,,,66-76,,Defensive rebound by G. Hill
5:33.0,,,66-78,2,L. James makes 2-pt shot from 1 ft
5:07.0,,,66-78,,Personal foul by J. Smith (drawn by A. Horford)
5:07.0,A. Horford makes free throw 1 of 2,1,67-78,,
5:07.0,S. Ojeleye enters the game for T. Rozier,,67-78,,
5:07.0,A. Horford makes free throw 2 of 2,1,68-78,,
4:51.0,Personal foul by J. Brown (drawn by L. James),,68-78,,
4:51.0,,,68-79,1,L. James makes free throw 1 of 2
4:51.0,,,68-79,,K. Korver enters the game for J. Smith
4:51.0,,,68-80,1,L. James makes free throw 2 of 2
4:37.0,J. Tatum makes 2-pt shot from 1 ft,2,70-80,,
4:16.0,,,70-80,,J. Green misses 2-pt shot from 14 ft
4:13.0,Defensive rebound by S. Ojeleye,,70-80,,
4:02.0,A. Horford misses 2-pt shot from 2 ft (block by J. Green),,70-80,,
3:57.0,,,70-80,,Defensive rebound by K. Korver
3:56.0,,,70-80,,Turnover by L. James (bad pass)
3:40.0,J. Tatum makes 2-pt shot from 2 ft,2,72-80,,
3:19.0,Personal foul by J. Brown (drawn by L. James),,72-80,,
3:19.0,,,72-81,1,L. James makes free throw 1 of 2
3:19.0,,,72-81,,L. James misses free throw 2 of 2
3:17.0,Defensive rebound by M. Smart,,72-81,,
3:09.0,Offensive foul by J. Tatum (drawn by G. Hill),,72-81,,
3:09.0,Turnover by J. Tatum (offensive foul),,72-81,,
2:59.0,Personal foul by M. Smart (drawn by T. Thompson),,72-81,,
2:59.0,Boston full timeout,,72-81,,
2:59.0,A. Baynes enters the game for J. Brown,,72-81,,
2:59.0,T. Rozier enters the game for A. Horford,,72-81,,
2:59.0,,,72-81,,T. Thompson misses free throw 1 of 2
2:59.0,,,72-81,,Offensive rebound by Team
2:59.0,,,72-82,1,T. Thompson makes free throw 2 of 2
2:38.0,J. Tatum misses 2-pt shot from 13 ft,,72-82,,
2:37.0,,,72-82,,Defensive rebound by T. Thompson
2:31.0,,,72-82,,K. Korver misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by Team,,72-82,,
2:29.0,,,72-82,,L. Nance enters the game for T. Thompson
2:19.0,,,72-82,,Personal foul by J. Green (drawn by J. Tatum)
2:19.0,J. Tatum makes free throw 1 of 2,1,73-82,,
2:19.0,J. Tatum makes free throw 2 of 2,1,74-82,,
2:00.0,,,74-82,,L. James misses 2-pt shot from 1 ft
2:00.0,,,74-82,,Offensive rebound by L. Nance
1:59.0,,,74-84,2,L. Nance makes 2-pt shot from 2 ft
1:59.0,,,74-84,,Shooting foul by A. Baynes (drawn by L. Nance)
1:59.0,,,74-85,1,L. Nance makes free throw 1 of 1
1:43.0,Turnover by M. Smart (lost ball; steal by G. Hill),,74-85,,
1:40.0,,,74-85,,G. Hill misses 2-pt shot from 3 ft
1:39.0,,,74-85,,Offensive rebound by Team
1:39.0,Personal foul by A. Baynes (drawn by L. Nance),,74-85,,
1:39.0,,,74-86,1,L. Nance makes free throw 1 of 2
1:39.0,M. Morris enters the game for S. Ojeleye,,74-86,,
1:39.0,,,74-87,1,L. Nance makes free throw 2 of 2
1:21.0,M. Smart misses 3-pt shot from 26 ft,,74-87,,
1:18.0,,,74-87,,Defensive rebound by J. Green
1:06.0,,,74-89,2,L. James makes 2-pt shot from 4 ft
0:52.0,J. Tatum misses 2-pt shot from 3 ft (block by L. Nance),,74-89,,
0:51.0,,,74-89,,Defensive rebound by Team
0:51.0,Jump ball: G. Hill vs. A. Baynes ( gains possession),,,,Jump ball: G. Hill vs. A. Baynes ( gains possession)
0:27.0,,,74-89,,L. James misses 3-pt shot from 25 ft
0:25.0,,,74-89,,Offensive rebound by G. Hill
0:04.0,,,74-89,,L. James misses 2-pt shot from 4 ft (block by M. Smart)
0:04.0,Defensive rebound by M. Smart,,74-89,,
0:01.0,J. Tatum makes 2-pt shot from 2 ft (assist by T. Rozier),2,76-89,,
0:00.0,,,76-89,,L. James misses 3-pt shot from 26 ft
0:00.0,,,76-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,T. Rozier makes 3-pt shot from 25 ft (assist by M. Smart),3,79-89,,
11:28.0,,,79-89,,K. Korver misses 3-pt shot from 27 ft
11:26.0,,,79-89,,Offensive rebound by L. Nance
11:26.0,Personal foul by A. Horford (drawn by K. Korver),,79-89,,
11:22.0,,,79-91,2,G. Hill makes 2-pt shot from 16 ft
11:08.0,J. Brown makes 2-pt shot at rim,2,81-91,,
10:56.0,,,81-94,3,K. Love makes 3-pt shot from 26 ft (assist by G. Hill)
10:31.0,T. Rozier misses 2-pt shot from 7 ft,,81-94,,
10:27.0,Offensive rebound by A. Baynes,,81-94,,
10:27.0,A. Baynes misses 2-pt shot at rim,,81-94,,
10:26.0,,,81-94,,Defensive rebound by G. Hill
10:24.0,,,81-94,,K. Love misses 3-pt shot from 26 ft
10:23.0,,,81-94,,Offensive rebound by J. Green
10:23.0,,,81-94,,Turnover by J. Green (traveling)
10:13.0,T. Rozier misses 3-pt shot from 26 ft,,81-94,,
10:08.0,,,81-94,,Defensive rebound by J. Green
9:53.0,,,81-96,2,G. Hill makes 2-pt shot from 1 ft
9:36.0,J. Brown makes 2-pt shot from 2 ft,2,83-96,,
9:13.0,,,83-96,,K. Love misses 2-pt shot from 15 ft
9:11.0,Defensive rebound by A. Horford,,83-96,,
8:59.0,J. Brown makes 2-pt shot from 3 ft (assist by T. Rozier),2,85-96,,
8:59.0,Shooting foul by K. Korver (drawn by J. Brown),,85-96,,
8:59.0,J. Brown makes free throw 1 of 1,1,86-96,,
8:36.0,,,86-96,,G. Hill misses 3-pt shot from 26 ft
8:34.0,Defensive rebound by A. Baynes,,86-96,,
8:28.0,A. Horford makes 2-pt shot at rim (assist by J. Brown),2,88-96,,
8:28.0,,,88-96,,Cleveland full timeout
8:28.0,,,88-96,,L. James enters the game for G. Hill
8:13.0,,,88-96,,L. James misses 2-pt shot from 16 ft
8:11.0,Defensive rebound by J. Brown,,88-96,,
8:01.0,A. Horford misses 3-pt shot from 27 ft,,88-96,,
7:58.0,,,88-96,,Defensive rebound by K. Love
7:37.0,,,88-96,,J. Green misses 2-pt shot from 8 ft
7:36.0,Defensive rebound by M. Smart,,88-96,,
7:36.0,Turnover by M. Smart (bad pass),,88-96,,
7:36.0,,,88-96,,T. Thompson enters the game for L. Nance
7:23.0,,,88-96,,K. Love misses 2-pt shot from 10 ft
7:20.0,Defensive rebound by A. Baynes,,88-96,,
7:15.0,J. Brown misses 2-pt shot at rim,,88-96,,
7:12.0,Offensive rebound by A. Baynes,,88-96,,
7:00.0,T. Rozier misses 3-pt shot from 24 ft,,88-96,,
6:55.0,Offensive rebound by A. Baynes,,88-96,,
6:55.0,Shooting foul by K. Korver (drawn by A. Baynes),,88-96,,
6:55.0,A. Baynes makes free throw 1 of 2,1,89-96,,
6:55.0,,,89-96,,J. Smith enters the game for J. Green
6:55.0,J. Tatum enters the game for M. Smart,,89-96,,
6:55.0,A. Baynes misses free throw 2 of 2,,89-96,,
6:52.0,,,89-96,,Defensive rebound by K. Korver
6:44.0,,,89-96,,K. Korver misses 3-pt shot from 26 ft (block by A. Baynes)
6:44.0,,,89-96,,Offensive rebound by Team
6:44.0,M. Morris enters the game for A. Baynes,,89-96,,
6:30.0,,,89-96,,J. Smith misses 2-pt shot from 17 ft
6:24.0,,,89-96,,Offensive rebound by K. Love
6:24.0,,,89-96,,K. Love misses 2-pt shot at rim
6:24.0,,,89-96,,Offensive rebound by K. Love
6:22.0,,,89-98,2,K. Love makes 2-pt shot at rim
6:17.0,J. Brown misses 3-pt shot from 27 ft,,89-98,,
6:15.0,,,89-98,,Defensive rebound by K. Love
6:09.0,,,89-100,2,L. James makes 2-pt shot at rim
6:01.0,Boston full timeout,,89-100,,
5:43.0,A. Horford misses 2-pt shot from 8 ft,,89-100,,
5:43.0,Offensive rebound by M. Morris,,89-100,,
5:43.0,Turnover by Team (shot clock),,89-100,,
5:19.0,,,89-100,,Turnover by K. Love (lost ball; steal by T. Rozier)
5:09.0,M. Morris misses 3-pt shot from 24 ft,,89-100,,
