time,Boston,pts.away,score,pts.home,Toronto
2:57.0,,,75-89,,F. VanVleet misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by T. Rozier,,75-89,,
2:39.0,A. Horford misses 3-pt shot from 24 ft,,75-89,,
2:36.0,,,75-89,,Defensive rebound by D. Wright
2:32.0,,,75-91,2,S. Ibaka makes 2-pt shot from 2 ft (assist by D. Wright)
2:25.0,Boston full timeout,,75-91,,
2:25.0,A. Nader enters the game for J. Brown,,75-91,,
2:25.0,G. Yabusele enters the game for T. Rozier,,75-91,,
2:25.0,K. Allen enters the game for M. Morris,,75-91,,
2:25.0,J. Bird enters the game for A. Horford,,75-91,,
2:25.0,X. Silas enters the game for J. Tatum,,75-91,,
2:18.0,,,75-91,,Personal foul by L. Nogueira (drawn by G. Yabusele)
2:18.0,G. Yabusele makes free throw 1 of 2,1,76-91,,
2:18.0,G. Yabusele makes free throw 2 of 2,1,77-91,,
2:05.0,,,77-94,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. Wright)
1:49.0,X. Silas misses 3-pt shot from 24 ft,,77-94,,
1:47.0,Offensive rebound by K. Allen,,77-94,,
1:45.0,K. Allen misses 2-pt shot from 2 ft,,77-94,,
1:43.0,,,77-94,,Defensive rebound by S. Ibaka
1:42.0,,,77-94,,Turnover by S. Ibaka (bad pass; steal by X. Silas)
1:38.0,X. Silas misses 2-pt shot from 15 ft,,77-94,,
1:36.0,,,77-94,,Defensive rebound by F. VanVleet
1:24.0,,,77-94,,L. Nogueira misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by X. Silas,,77-94,,
1:14.0,G. Yabusele misses 3-pt shot from 25 ft,,77-94,,
1:11.0,,,77-94,,Defensive rebound by S. Ibaka
0:59.0,,,77-94,,D. Wright misses 2-pt shot from 22 ft
0:57.0,Defensive rebound by A. Nader,,77-94,,
0:45.0,A. Nader misses 3-pt shot from 27 ft (block by D. Wright),,77-94,,
0:42.0,,,77-94,,Defensive rebound by F. VanVleet
0:23.0,,,77-94,,D. Wright misses 2-pt shot from 2 ft
0:22.0,,,77-94,,Offensive rebound by S. Ibaka
0:22.0,,,77-96,2,S. Ibaka makes 2-pt shot from 2 ft
0:16.0,Shooting foul by S. Ibaka (drawn by G. Yabusele),,77-96,,
0:16.0,G. Yabusele misses free throw 1 of 2,,77-96,,
0:16.0,Offensive rebound by Team,,77-96,,
0:16.0,,,77-96,,N. Powell enters the game for K. Lowry
0:16.0,,,77-96,,P. Siakam enters the game for S. Ibaka
0:16.0,G. Yabusele makes free throw 2 of 2,1,78-96,,
