time,Toronto,pts.away,score,pts.home,Washington
6:50.0,,,90-88,2,J. Wall makes 2-pt shot from 18 ft
6:47.0,Toronto full timeout,,90-88,,
6:47.0,D. DeRozan enters the game for C. Miles,,90-88,,
6:47.0,S. Ibaka enters the game for P. Siakam,,90-88,,
6:24.0,K. Lowry misses 3-pt shot from 24 ft,,90-88,,
6:21.0,,,90-88,,Defensive rebound by J. Wall
6:05.0,,,90-88,,Shooting foul by D. Wright (drawn by B. Beal)
6:05.0,,,90-89,1,B. Beal makes free throw 1 of 2
6:05.0,,,90-90,1,B. Beal makes free throw 2 of 2
5:50.0,D. DeRozan makes 2-pt shot from 21 ft,2,92-90,,
5:40.0,,,92-92,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
5:22.0,D. DeRozan misses 2-pt shot from 18 ft,,92-92,,
5:19.0,,,92-92,,Defensive rebound by J. Wall
5:16.0,,,92-92,,B. Beal misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by Team,,92-92,,
5:01.0,D. DeRozan misses 2-pt shot from 13 ft,,92-92,,
4:58.0,Offensive rebound by D. DeRozan,,92-92,,
4:58.0,,,92-92,,Personal foul by B. Beal (drawn by D. DeRozan)
4:58.0,,,92-92,,K. Oubre enters the game for B. Beal
4:37.0,J. Poeltl makes 2-pt shot from 15 ft (assist by K. Lowry),2,94-92,,
4:13.0,,,94-92,,J. Wall misses 2-pt shot from 17 ft
4:11.0,Defensive rebound by D. DeRozan,,94-92,,
3:55.0,D. DeRozan misses 2-pt shot from 4 ft,,94-92,,
3:54.0,,,94-92,,Defensive rebound by M. Gortat
3:50.0,,,94-94,2,J. Wall makes 2-pt shot from 1 ft
3:50.0,Violation by J. Poeltl (def goaltending),,94-94,,
3:50.0,Toronto full timeout,,94-94,,
3:30.0,Turnover by S. Ibaka (bad pass; steal by M. Morris),,94-94,,
3:21.0,,,94-96,2,M. Morris makes 2-pt shot from 3 ft (assist by J. Wall)
3:08.0,D. DeRozan misses 2-pt shot from 2 ft (block by M. Morris),,94-96,,
3:06.0,,,94-96,,Defensive rebound by O. Porter
3:04.0,,,94-96,,Shooting foul by S. Ibaka (drawn by K. Oubre)
3:04.0,,,94-96,,K. Oubre misses free throw 1 of 2
3:04.0,,,94-96,,Offensive rebound by Team
3:04.0,,,94-97,1,K. Oubre makes free throw 2 of 2
2:46.0,D. DeRozan misses 3-pt shot from 25 ft,,94-97,,
2:46.0,Offensive rebound by S. Ibaka,,94-97,,
2:38.0,D. DeRozan makes 2-pt shot from 3 ft (assist by D. Wright),2,96-97,,
2:19.0,,,96-97,,J. Wall misses 2-pt shot from 9 ft
2:14.0,Defensive rebound by K. Lowry,,96-97,,
2:03.0,K. Lowry misses 2-pt shot from 3 ft,,96-97,,
1:59.0,,,96-97,,Defensive rebound by K. Oubre
1:57.0,,,96-99,2,J. Wall makes 2-pt shot from 1 ft (assist by K. Oubre)
1:35.0,D. DeRozan misses 3-pt shot from 25 ft,,96-99,,
1:33.0,,,96-99,,Defensive rebound by Team
1:33.0,Loose ball foul by J. Poeltl (drawn by O. Porter),,96-99,,
1:33.0,P. Siakam enters the game for J. Poeltl,,96-99,,
1:33.0,,,96-99,,O. Porter misses free throw 1 of 2
1:33.0,,,96-99,,Offensive rebound by Team
1:33.0,Toronto full timeout,,96-99,,
1:33.0,C. Miles enters the game for P. Siakam,,96-99,,
1:33.0,,,96-100,1,O. Porter makes free throw 2 of 2
1:20.0,C. Miles misses 3-pt shot from 26 ft,,96-100,,
1:17.0,,,96-100,,Defensive rebound by O. Porter
0:58.0,,,96-102,2,J. Wall makes 2-pt shot from 15 ft
0:49.0,S. Ibaka misses 3-pt shot from 26 ft,,96-102,,
0:45.0,,,96-102,,Defensive rebound by J. Wall
0:22.0,,,96-102,,Shooting foul by K. Lowry (drawn by K. Oubre)
0:22.0,,,96-103,1,K. Oubre makes free throw 1 of 2
0:22.0,,,96-103,,T. Satoransky enters the game for M. Gortat
0:22.0,,,96-104,1,K. Oubre makes free throw 2 of 2
0:16.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,96-104,,
0:16.0,D. DeRozan makes free throw 1 of 2,1,97-104,,
0:16.0,,,97-104,,M. Gortat enters the game for T. Satoransky
0:16.0,D. DeRozan makes free throw 2 of 2,1,98-104,,
0:16.0,,,98-104,,Washington full timeout
0:16.0,,,98-104,,T. Satoransky enters the game for M. Gortat
0:16.0,P. Siakam enters the game for C. Miles,,98-104,,
0:15.0,Personal foul by S. Ibaka (drawn by J. Wall),,98-104,,
0:15.0,,,98-105,1,J. Wall makes free throw 1 of 2
0:15.0,,,98-106,1,J. Wall makes free throw 2 of 2
0:15.0,Toronto full timeout,,98-106,,
0:15.0,C. Miles enters the game for P. Siakam,,98-106,,
0:11.0,Turnover by K. Lowry (lost ball; steal by K. Oubre),,98-106,,
