time,LA Clippers,pts.away,score,pts.home,LA Lakers
7:29.0,,,103-90,2,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by L. Nance)
7:09.0,S. Dekker makes 2-pt shot from 2 ft (assist by M. Teodosic),2,105-90,,
6:58.0,,,105-92,2,K. Caldwell-Pope makes 2-pt shot from 16 ft
6:35.0,M. Teodosic makes 2-pt shot from 17 ft (assist by B. Griffin),2,107-92,,
6:23.0,,,107-94,2,K. Kuzma makes 2-pt shot from 2 ft (assist by J. Clarkson)
6:09.0,Turnover by B. Griffin (bad pass),,107-94,,
6:09.0,,,107-94,,J. Randle enters the game for L. Nance
5:52.0,,,107-94,,Turnover by J. Clarkson (bad pass; steal by S. Dekker)
5:51.0,Shooting foul by K. Caldwell-Pope (drawn by B. Griffin),,107-94,,
5:51.0,B. Griffin makes free throw 1 of 2,1,108-94,,
5:51.0,C. Williams enters the game for S. Dekker,,108-94,,
5:51.0,B. Griffin makes free throw 2 of 2,1,109-94,,
5:35.0,,,109-96,2,B. Ingram makes 2-pt shot from 14 ft
5:16.0,L. Williams makes 3-pt shot from 25 ft,3,112-96,,
5:07.0,Personal foul by D. Jordan (drawn by J. Randle),,112-96,,
4:57.0,Personal foul by D. Jordan (drawn by B. Ingram),,112-96,,
4:50.0,,,112-96,,B. Ingram misses 2-pt shot from 19 ft
4:46.0,Defensive rebound by B. Griffin,,112-96,,
4:43.0,C. Williams makes 2-pt shot from 15 ft (assist by M. Teodosic),2,114-96,,
4:30.0,,,114-98,2,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by J. Clarkson)
4:23.0,Turnover by M. Teodosic (bad pass; steal by K. Caldwell-Pope),,114-98,,
4:19.0,,,114-98,,J. Randle misses 2-pt shot from 2 ft
4:17.0,,,114-98,,Offensive rebound by J. Clarkson
4:17.0,,,114-100,2,J. Clarkson makes 2-pt shot at rim
3:57.0,,,114-100,,Personal foul by K. Kuzma (drawn by M. Teodosic)
3:57.0,M. Teodosic misses free throw 1 of 2,,114-100,,
3:57.0,Offensive rebound by Team,,114-100,,
3:57.0,M. Teodosic makes free throw 2 of 2,1,115-100,,
3:48.0,,,115-100,,K. Kuzma misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by D. Jordan,,115-100,,
3:30.0,M. Teodosic misses 3-pt shot from 25 ft,,115-100,,
3:28.0,Offensive rebound by B. Griffin,,115-100,,
3:28.0,B. Griffin makes 2-pt shot at rim,2,117-100,,
3:11.0,,,117-102,2,B. Ingram makes 2-pt shot from 14 ft
2:50.0,L. Williams misses 3-pt shot from 25 ft,,117-102,,
2:48.0,,,117-102,,Defensive rebound by K. Kuzma
2:47.0,Personal take foul by M. Teodosic (drawn by K. Kuzma),,117-102,,
2:47.0,LA Clippers full timeout,,117-102,,
2:31.0,,,117-102,,J. Randle misses 2-pt shot from 1 ft (block by C. Williams)
2:30.0,,,117-102,,Offensive rebound by J. Randle
2:30.0,,,117-102,,Shooting foul by C. Williams (drawn by J. Randle)
2:30.0,,,117-103,1,J. Randle makes free throw 1 of 2
2:30.0,,,117-103,,J. Randle misses free throw 2 of 2
2:14.0,Defensive rebound by B. Griffin,,117-103,,
2:07.0,C. Williams misses 3-pt shot from 26 ft,,117-103,,
2:03.0,Offensive rebound by M. Teodosic,,117-103,,
1:45.0,C. Williams makes 2-pt shot from 2 ft (assist by B. Griffin),2,119-103,,
1:34.0,,,119-103,,B. Ingram misses 2-pt shot from 15 ft
1:32.0,Defensive rebound by M. Teodosic,,119-103,,
1:19.0,Shooting foul by J. Randle (drawn by B. Griffin),,119-103,,
1:19.0,B. Griffin makes free throw 1 of 2,1,120-103,,
1:19.0,,,120-103,,T. Bryant enters the game for K. Kuzma
1:19.0,,,120-103,,I. Zubac enters the game for K. Caldwell-Pope
1:19.0,,,120-103,,A. Caruso enters the game for B. Ingram
1:19.0,,,120-103,,J. Hart enters the game for J. Randle
1:19.0,J. Evans enters the game for M. Teodosic,,120-103,,
1:19.0,M. Harrell enters the game for D. Jordan,,120-103,,
1:19.0,S. Thornwell enters the game for L. Williams,,120-103,,
1:19.0,B. Griffin makes free throw 2 of 2,1,121-103,,
1:03.0,,,121-106,3,J. Clarkson makes 3-pt shot from 27 ft
0:44.0,B. Griffin misses 2-pt shot from 17 ft,,121-106,,
0:42.0,,,121-106,,Defensive rebound by J. Clarkson
0:29.0,,,121-106,,T. Bryant misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by S. Thornwell,,121-106,,
0:05.0,Turnover by Team (shot clock),,121-106,,
0:00.0,,,121-106,,A. Caruso misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by M. Harrell,,121-106,,
