time,LA Clippers,pts.away,score,pts.home,Golden State
4:49.0,,,113-97,,Turnover by K. Durant (bad pass; steal by D. Jordan)
4:25.0,M. Harrell misses 2-pt shot from 8 ft,,113-97,,
4:22.0,,,113-97,,Defensive rebound by K. Durant
4:16.0,,,113-100,3,K. Durant makes 3-pt shot from 25 ft (assist by O. Casspi)
3:47.0,Shooting foul by J. Bell (drawn by L. Williams),,113-100,,
3:47.0,L. Williams makes free throw 1 of 2,1,114-100,,
3:47.0,L. Williams makes free throw 2 of 2,1,115-100,,
3:37.0,,,115-100,,Shooting foul by M. Harrell (drawn by S. Livingston)
3:37.0,,,115-101,1,S. Livingston makes free throw 1 of 2
3:37.0,,,115-101,,P. McCaw enters the game for A. Iguodala
3:37.0,,,115-102,1,S. Livingston makes free throw 2 of 2
3:17.0,Shooting foul by S. Livingston (drawn by T. Wallace),,115-102,,
3:17.0,T. Wallace makes free throw 1 of 2,1,116-102,,
3:17.0,T. Wallace makes free throw 2 of 2,1,117-102,,
3:10.0,,,117-102,,K. Durant misses 3-pt shot from 27 ft
3:05.0,Defensive rebound by T. Wallace,,117-102,,
3:03.0,M. Harrell makes 2-pt shot from 1 ft (assist by J. Evans),2,119-102,,
3:03.0,Shooting foul by K. Durant (drawn by M. Harrell),,119-102,,
3:03.0,,,119-102,,J. McGee enters the game for O. Casspi
3:03.0,,,119-102,,K. Looney enters the game for S. Livingston
3:03.0,,,119-102,,N. Young enters the game for K. Durant
3:03.0,M. Harrell misses free throw 1 of 1,,119-102,,
3:00.0,,,119-102,,Defensive rebound by J. Bell
2:50.0,,,119-102,,J. McGee misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by J. Evans,,119-102,,
2:36.0,L. Williams makes 3-pt shot from 28 ft,3,122-102,,
2:16.0,,,122-102,,N. Young misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by M. Harrell,,122-102,,
2:06.0,L. Williams misses 3-pt shot from 30 ft,,122-102,,
2:01.0,,,122-102,,Defensive rebound by P. McCaw
1:47.0,,,122-104,2,J. Bell makes 2-pt shot from 18 ft (assist by J. McGee)
1:33.0,L. Williams misses 3-pt shot from 25 ft,,122-104,,
1:27.0,,,122-104,,Defensive rebound by J. Bell
1:22.0,,,122-104,,P. McCaw misses 3-pt shot from 25 ft
1:17.0,,,122-104,,Offensive rebound by K. Looney
1:15.0,,,122-106,2,K. Looney makes 2-pt shot from 14 ft (assist by J. Bell)
0:58.0,J. Evans misses 2-pt shot from 16 ft,,122-106,,
0:56.0,,,122-106,,Defensive rebound by K. Looney
0:46.0,,,122-106,,N. Young misses 2-pt shot from 16 ft
0:41.0,Defensive rebound by T. Wallace,,122-106,,
0:29.0,L. Williams makes 3-pt shot from 29 ft,3,125-106,,
0:23.0,Personal take foul by T. Wallace (drawn by P. McCaw),,125-106,,
0:23.0,S. Dekker enters the game for D. Jordan,,125-106,,
0:23.0,W. Reed enters the game for L. Williams,,125-106,,
0:19.0,,,125-106,,K. Looney misses 2-pt shot from 8 ft
0:11.0,Defensive rebound by W. Reed,,125-106,,
