time,New Orleans,pts.away,score,pts.home,Golden State
7:50.0,,,10-11,,Offensive rebound by D. Green
7:50.0,,,10-11,,D. Green misses 2-pt shot at rim
7:48.0,Defensive rebound by R. Rondo,,10-11,,
7:44.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday),2,12-11,,
7:31.0,,,12-11,,Turnover by K. Durant (bad pass; steal by A. Davis)
7:27.0,Turnover by N. Mirotic (out of bounds lost ball),,12-11,,
7:15.0,,,12-14,2,N. Young makes 3-pt shot from 25 ft (assist by K. Durant)
6:59.0,E. Moore makes 2-pt shot from 17 ft,2,14-14,,
6:44.0,,,14-14,,Golden State full timeout
6:36.0,,,14-16,2,K. Durant makes 2-pt shot from 2 ft (assist by D. Green)
6:17.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,16-16,,
5:58.0,,,16-16,,K. Durant misses 2-pt shot from 9 ft
5:56.0,,,16-16,,Offensive rebound by D. Green
5:56.0,,,16-16,,D. Green misses 2-pt shot at rim (block by A. Davis)
5:55.0,,,16-16,,Offensive rebound by K. Durant
5:55.0,,,16-16,,K. Durant misses 2-pt shot at rim
5:54.0,,,16-16,,Offensive rebound by K. Durant
5:52.0,,,16-16,,K. Durant misses 2-pt shot at rim
5:52.0,Defensive rebound by A. Davis,,16-16,,
5:45.0,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo),2,18-16,,
5:26.0,,,18-16,,K. Thompson misses 2-pt shot from 12 ft
5:25.0,Defensive rebound by A. Davis,,18-16,,
5:25.0,,,18-16,,Personal foul by N. Young (drawn by A. Davis)
5:25.0,,,18-16,,K. Looney enters the game for N. Young
5:25.0,S. Hill enters the game for N. Mirotic,,18-16,,
5:05.0,S. Hill misses 3-pt shot from 22 ft,,18-16,,
5:03.0,,,18-16,,Defensive rebound by K. Thompson
4:52.0,,,18-16,,A. Iguodala misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by E. Moore,,18-16,,
4:41.0,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo),3,21-16,,
4:29.0,Personal foul by E. Moore (drawn by D. Green),,21-16,,
4:29.0,,,21-16,,S. Livingston enters the game for A. Iguodala
4:29.0,I. Clark enters the game for R. Rondo,,21-16,,
4:21.0,,,21-18,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
4:21.0,,,21-18,,Shooting foul by S. Hill (drawn by K. Thompson)
4:21.0,,,21-19,1,K. Thompson makes free throw 1 of 1
4:11.0,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday),2,23-19,,
4:05.0,,,23-22,2,K. Durant makes 3-pt shot from 26 ft
4:05.0,,,23-22,,Shooting foul by S. Hill (drawn by K. Durant)
4:05.0,,,23-22,,K. Durant misses free throw 1 of 1
4:03.0,Defensive rebound by J. Holiday,,23-22,,
3:54.0,A. Davis misses 2-pt shot from 11 ft,,23-22,,
3:52.0,,,23-22,,Defensive rebound by K. Thompson
3:43.0,,,23-22,,K. Thompson misses 2-pt shot from 4 ft
3:41.0,,,23-22,,Offensive rebound by D. Green
3:41.0,,,23-24,2,D. Green makes 2-pt shot from 3 ft
3:28.0,E. Moore misses 2-pt shot from 14 ft (block by D. Green),,23-24,,
3:28.0,,,23-24,,Defensive rebound by D. Green
3:27.0,Personal foul by E. Moore (drawn by D. Green),,23-24,,
3:27.0,New Orleans full timeout,,23-24,,
3:27.0,,,23-24,,Q. Cook enters the game for K. Thompson
3:27.0,D. Miller enters the game for E. Moore,,23-24,,
3:27.0,,,23-25,1,D. Green makes free throw 1 of 2
3:27.0,,,23-26,1,D. Green makes free throw 2 of 2
3:18.0,I. Clark misses 2-pt shot from 19 ft,,23-26,,
3:16.0,,,23-26,,Defensive rebound by K. Durant
3:02.0,,,23-28,2,K. Durant makes 2-pt shot from 18 ft (assist by S. Livingston)
2:52.0,Shooting foul by D. Green (drawn by J. Holiday),,23-28,,
2:52.0,J. Holiday makes free throw 1 of 2,1,24-28,,
2:52.0,,,24-28,,D. West enters the game for D. Green
2:52.0,J. Holiday makes free throw 2 of 2,1,25-28,,
2:39.0,,,25-30,2,D. West makes 2-pt shot from 1 ft (assist by S. Livingston)
2:27.0,I. Clark makes 2-pt shot from 3 ft (assist by D. Miller),2,27-30,,
2:18.0,,,27-30,,K. Durant misses 3-pt shot from 28 ft
2:16.0,,,27-30,,Offensive rebound by K. Looney
2:04.0,,,27-32,2,K. Looney makes 2-pt shot from 2 ft (assist by D. West)
1:52.0,S. Hill makes 2-pt shot from 2 ft (assist by J. Holiday),2,29-32,,
1:35.0,,,29-32,,Turnover by K. Durant (out of bounds lost ball)
1:35.0,,,29-32,,A. Iguodala enters the game for K. Looney
1:35.0,N. Mirotic enters the game for A. Davis,,29-32,,
1:23.0,D. Miller misses 3-pt shot from 23 ft,,29-32,,
1:21.0,,,29-32,,Defensive rebound by Team
1:21.0,Loose ball foul by I. Clark (drawn by Q. Cook),,29-32,,
1:21.0,,,29-32,,Q. Cook misses free throw 1 of 2
1:21.0,,,29-32,,Offensive rebound by Team
1:21.0,,,29-33,1,Q. Cook makes free throw 2 of 2
1:12.0,J. Holiday misses 3-pt shot from 25 ft,,29-33,,
1:11.0,,,29-33,,Defensive rebound by Team
0:56.0,,,29-33,,Offensive foul by D. West (drawn by S. Hill)
0:56.0,,,29-33,,Turnover by D. West (offensive foul)
0:48.0,J. Holiday makes 2-pt shot from 16 ft,2,31-33,,
0:36.0,,,31-33,,K. Durant misses 2-pt shot from 15 ft
0:34.0,,,31-33,,Offensive rebound by D. West
0:32.0,,,31-35,2,D. West makes 2-pt shot at rim
0:11.0,J. Holiday makes 3-pt shot from 22 ft (assist by D. Miller),3,34-35,,
0:01.0,,,34-35,,A. Iguodala misses 3-pt shot from 25 ft
0:00.0,,,34-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,34-37,2,D. Green makes 2-pt shot from 1 ft (assist by D. West)
11:30.0,D. Miller misses 2-pt shot from 15 ft (block by D. West),,34-37,,
11:28.0,,,34-37,,Defensive rebound by Q. Cook
11:19.0,,,34-37,,Shooting foul by I. Clark (drawn by S. Livingston)
11:19.0,,,34-38,1,S. Livingston makes free throw 1 of 2
11:19.0,,,34-39,1,S. Livingston makes free throw 2 of 2
11:10.0,,,34-39,,Personal foul by K. Thompson (drawn by N. Mirotic)
11:10.0,A. Davis enters the game for S. Hill,,34-39,,
11:05.0,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo),2,36-39,,
10:56.0,,,36-39,,Turnover by D. Green (bad pass; steal by N. Mirotic)
10:51.0,D. Miller makes 3-pt shot from 26 ft (assist by R. Rondo),3,39-39,,
10:42.0,,,39-39,,Golden State full timeout
10:42.0,,,39-39,,K. Looney enters the game for D. West
10:28.0,,,39-39,,K. Thompson misses 3-pt shot from 25 ft (block by R. Rondo)
10:26.0,Defensive rebound by A. Davis,,39-39,,
10:21.0,I. Clark misses 3-pt shot from 23 ft,,39-39,,
10:19.0,,,39-39,,Defensive rebound by D. Green
10:14.0,,,39-39,,Shooting foul by D. Miller (drawn by Q. Cook)
10:14.0,,,39-40,1,Q. Cook makes free throw 1 of 2
10:14.0,,,39-41,1,Q. Cook makes free throw 2 of 2
10:02.0,R. Rondo misses 2-pt shot from 2 ft (block by K. Looney),,39-41,,
10:00.0,,,39-41,,Defensive rebound by D. Green
9:57.0,,,39-43,2,Q. Cook makes 2-pt shot from 3 ft (assist by D. Green)
9:48.0,Turnover by I. Clark (bad pass; steal by K. Looney),,39-43,,
9:42.0,,,39-45,2,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green)
9:32.0,New Orleans full timeout,,39-45,,
9:32.0,J. Holiday enters the game for I. Clark,,39-45,,
9:32.0,E. Moore enters the game for D. Miller,,39-45,,
9:19.0,Turnover by N. Mirotic (lost ball; steal by D. Green),,39-45,,
9:08.0,,,39-47,2,K. Thompson makes 2-pt shot from 21 ft (assist by Q. Cook)
8:45.0,R. Rondo makes 2-pt shot from 2 ft (assist by J. Holiday),2,41-47,,
8:31.0,,,41-47,,Q. Cook misses 3-pt shot from 29 ft
8:29.0,Defensive rebound by N. Mirotic,,41-47,,
8:22.0,Offensive foul by E. Moore (drawn by Q. Cook),,41-47,,
8:22.0,Turnover by E. Moore (offensive foul),,41-47,,
8:22.0,,,41-47,,K. Durant enters the game for Q. Cook
8:22.0,I. Clark enters the game for E. Moore,,41-47,,
8:00.0,,,41-49,2,S. Livingston makes 2-pt shot from 2 ft
8:00.0,Violation by A. Davis (def goaltending),,41-49,,
7:51.0,N. Mirotic makes 3-pt shot from 27 ft (assist by R. Rondo),3,44-49,,
7:29.0,,,44-51,2,S. Livingston makes 2-pt shot from 13 ft
7:22.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo),2,46-51,,
7:06.0,,,46-51,,Shooting foul by J. Holiday (drawn by D. Green)
7:06.0,,,46-52,1,D. Green makes free throw 1 of 2
7:06.0,,,46-52,,A. Iguodala enters the game for S. Livingston
7:06.0,,,46-53,1,D. Green makes free throw 2 of 2
7:03.0,Turnover by R. Rondo (out of bounds lost ball),,46-53,,
6:46.0,,,46-55,2,K. Durant makes 2-pt shot from 17 ft
6:34.0,I. Clark misses 3-pt shot from 22 ft,,46-55,,
6:32.0,Offensive rebound by N. Mirotic,,46-55,,
6:29.0,N. Mirotic misses 2-pt shot from 3 ft,,46-55,,
6:28.0,,,46-55,,Defensive rebound by K. Durant
6:18.0,Personal foul by N. Mirotic (drawn by K. Durant),,46-55,,
6:14.0,,,46-55,,K. Thompson misses 2-pt shot from 11 ft
6:12.0,Defensive rebound by A. Davis,,46-55,,
6:03.0,,,46-55,,Personal foul by K. Durant (drawn by N. Mirotic)
5:59.0,,,46-55,,Personal foul by K. Looney (drawn by A. Davis)
5:53.0,A. Davis misses 2-pt shot from 11 ft,,46-55,,
5:51.0,,,46-55,,Defensive rebound by D. Green
5:42.0,,,46-58,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
5:36.0,New Orleans full timeout,,46-58,,
5:36.0,S. Hill enters the game for N. Mirotic,,46-58,,
5:27.0,J. Holiday misses 3-pt shot from 26 ft,,46-58,,
5:25.0,,,46-58,,Defensive rebound by K. Thompson
5:09.0,Personal foul by A. Davis (drawn by K. Looney),,46-58,,
5:09.0,,,46-58,,K. Looney misses free throw 1 of 2
5:09.0,,,46-58,,Offensive rebound by Team
5:09.0,,,46-58,,K. Looney misses free throw 2 of 2
5:08.0,Defensive rebound by R. Rondo,,46-58,,
5:01.0,S. Hill misses 2-pt shot from 8 ft (block by D. Green),,46-58,,
4:59.0,,,46-58,,Defensive rebound by K. Looney
4:54.0,,,46-58,,Shooting foul by J. Holiday (drawn by K. Durant)
4:54.0,,,46-59,1,K. Durant makes free throw 1 of 2
4:54.0,,,46-60,1,K. Durant makes free throw 2 of 2
4:41.0,Turnover by A. Davis (lost ball; steal by D. Green),,46-60,,
4:40.0,Personal foul by I. Clark (drawn by K. Thompson),,46-60,,
4:40.0,,,46-61,1,K. Thompson makes free throw 1 of 2
4:40.0,,,46-62,1,K. Thompson makes free throw 2 of 2
4:34.0,,,46-62,,Violation by K. Looney (kicked ball)
4:21.0,A. Davis misses 2-pt shot from 10 ft,,46-62,,
4:19.0,,,46-62,,Defensive rebound by A. Iguodala
4:02.0,,,46-65,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
3:52.0,R. Rondo makes 2-pt shot from 16 ft,2,48-65,,
3:38.0,,,48-67,2,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green)
3:25.0,R. Rondo misses 2-pt shot from 13 ft,,48-67,,
3:23.0,,,48-67,,Defensive rebound by D. Green
3:15.0,,,48-69,2,K. Durant makes 2-pt shot from 2 ft (assist by D. Green)
3:10.0,New Orleans full timeout,,48-69,,
3:10.0,N. Mirotic enters the game for S. Hill,,48-69,,
2:54.0,J. Holiday misses 2-pt shot from 12 ft,,48-69,,
2:52.0,,,48-69,,Defensive rebound by K. Thompson
2:35.0,,,48-69,,K. Durant misses 2-pt shot from 15 ft
2:33.0,Defensive rebound by J. Holiday,,48-69,,
2:13.0,N. Mirotic misses 2-pt shot from 1 ft,,48-69,,
2:11.0,,,48-69,,Defensive rebound by A. Iguodala
2:03.0,Personal foul by I. Clark (drawn by D. Green),,48-69,,
2:03.0,,,48-69,,D. Green misses free throw 1 of 2
2:03.0,,,48-69,,Offensive rebound by Team
2:03.0,D. Miller enters the game for I. Clark,,48-69,,
2:03.0,,,48-70,1,D. Green makes free throw 2 of 2
1:55.0,A. Davis misses 2-pt shot from 8 ft,,48-70,,
1:53.0,,,48-70,,Defensive rebound by K. Looney
1:45.0,,,48-70,,D. Green misses 3-pt shot from 27 ft
1:43.0,Defensive rebound by R. Rondo,,48-70,,
1:34.0,N. Mirotic misses 2-pt shot from 17 ft,,48-70,,
1:32.0,,,48-70,,Defensive rebound by A. Iguodala
1:25.0,,,48-73,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Looney)
1:09.0,J. Holiday misses 2-pt shot from 4 ft,,48-73,,
1:07.0,Offensive rebound by A. Davis,,48-73,,
1:04.0,A. Davis misses 2-pt shot from 3 ft (block by K. Durant),,48-73,,
1:02.0,,,48-73,,Defensive rebound by K. Durant
0:50.0,,,48-76,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
0:41.0,Shooting foul by K. Looney (drawn by N. Mirotic),,48-76,,
0:41.0,N. Mirotic makes free throw 1 of 2,1,49-76,,
0:41.0,,,49-76,,N. Young enters the game for K. Looney
0:41.0,N. Mirotic makes free throw 2 of 2,1,50-76,,
0:27.0,,,50-76,,K. Durant misses 2-pt shot from 18 ft
0:25.0,Defensive rebound by R. Rondo,,50-76,,
0:07.0,Shooting foul by D. Green (drawn by A. Davis),,50-76,,
0:07.0,A. Davis makes free throw 1 of 2,1,51-76,,
0:07.0,,,51-76,,J. McGee enters the game for D. Green
0:07.0,I. Clark enters the game for J. Holiday,,51-76,,
0:07.0,A. Davis makes free throw 2 of 2,1,52-76,,
0:03.0,,,52-76,,J. McGee misses 2-pt shot from 3 ft
0:01.0,Defensive rebound by D. Miller,,52-76,,
0:00.0,D. Miller makes 3-pt shot from 72 ft,3,55-76,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,55-76,,Turnover by K. Durant (bad pass; steal by A. Davis)
11:42.0,,,55-76,,Personal foul by N. Young (drawn by E. Moore)
11:32.0,J. Holiday misses 2-pt shot from 6 ft,,55-76,,
11:30.0,,,55-76,,Defensive rebound by K. Durant
11:23.0,,,55-76,,D. Green misses 2-pt shot from 2 ft
11:21.0,Defensive rebound by J. Holiday,,55-76,,
11:09.0,A. Davis makes 2-pt shot at rim (assist by N. Mirotic),2,57-76,,
10:47.0,,,57-76,,K. Durant misses 2-pt shot from 20 ft
10:45.0,Defensive rebound by R. Rondo,,57-76,,
10:37.0,J. Holiday misses 2-pt shot from 2 ft (block by K. Thompson),,57-76,,
10:37.0,Offensive rebound by Team,,57-76,,
10:29.0,A. Davis misses 2-pt shot from 8 ft,,57-76,,
10:27.0,Offensive rebound by A. Davis,,57-76,,
10:22.0,A. Davis makes 2-pt shot at rim,2,59-76,,
10:10.0,,,59-76,,K. Thompson misses 3-pt shot from 23 ft (block by A. Davis)
10:09.0,,,59-76,,Offensive rebound by D. Green
10:09.0,,,59-78,2,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green)
10:09.0,,,59-78,,Shooting foul by E. Moore (drawn by A. Iguodala)
10:09.0,,,59-78,,A. Iguodala misses free throw 1 of 1
10:07.0,Defensive rebound by R. Rondo,,59-78,,
10:02.0,R. Rondo misses 2-pt shot from 6 ft (block by K. Thompson),,59-78,,
10:00.0,,,59-78,,Defensive rebound by D. Green
9:59.0,Personal foul by J. Holiday (drawn by D. Green),,59-78,,
9:52.0,,,59-80,2,K. Durant makes 2-pt shot from 8 ft (assist by A. Iguodala)
9:37.0,J. Holiday makes 2-pt shot from 10 ft,2,61-80,,
9:19.0,Personal foul by N. Mirotic (drawn by K. Durant),,61-80,,
9:12.0,,,61-82,2,D. Green makes 2-pt shot from 2 ft
9:01.0,E. Moore misses 2-pt shot from 7 ft,,61-82,,
8:59.0,,,61-82,,Defensive rebound by A. Iguodala
8:56.0,,,61-82,,Shooting foul by A. Davis (drawn by A. Iguodala)
8:56.0,New Orleans full timeout,,61-82,,
8:56.0,,,61-82,,A. Iguodala misses free throw 1 of 2
8:56.0,,,61-82,,Offensive rebound by Team
8:56.0,,,61-83,1,A. Iguodala makes free throw 2 of 2
8:46.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,63-83,,
8:24.0,,,63-86,3,A. Iguodala makes 3-pt shot from 25 ft (assist by D. Green)
8:11.0,N. Mirotic misses 3-pt shot from 26 ft,,63-86,,
8:09.0,,,63-86,,Defensive rebound by N. Young
7:57.0,,,63-89,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
7:36.0,E. Moore misses 2-pt shot from 12 ft,,63-89,,
7:34.0,Offensive rebound by N. Mirotic,,63-89,,
7:34.0,N. Mirotic makes 2-pt shot at rim,2,65-89,,
7:17.0,,,65-91,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:09.0,,,65-91,,Personal foul by K. Durant (drawn by J. Holiday)
7:04.0,A. Davis misses 3-pt shot from 27 ft,,65-91,,
7:02.0,,,65-91,,Defensive rebound by D. Green
6:41.0,,,65-91,,Turnover by K. Thompson (bad pass; steal by A. Davis)
6:30.0,R. Rondo misses 3-pt shot from 26 ft,,65-91,,
6:28.0,,,65-91,,Defensive rebound by D. Green
6:08.0,,,65-91,,K. Thompson misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by A. Davis,,65-91,,
6:01.0,Shooting foul by A. Iguodala (drawn by A. Davis),,65-91,,
6:01.0,A. Davis misses free throw 1 of 2,,65-91,,
6:01.0,Offensive rebound by Team,,65-91,,
6:01.0,A. Davis makes free throw 2 of 2,1,66-91,,
5:40.0,,,66-91,,Turnover by K. Durant (out of bounds lost ball)
5:31.0,A. Davis misses 2-pt shot from 13 ft,,66-91,,
5:29.0,,,66-91,,Defensive rebound by K. Thompson
5:23.0,,,66-91,,Turnover by D. Green (out of bounds lost ball)
5:23.0,,,66-91,,K. Looney enters the game for N. Young
5:13.0,J. Holiday misses 2-pt shot from 19 ft,,66-91,,
5:11.0,,,66-91,,Defensive rebound by K. Durant
5:06.0,,,66-91,,K. Durant misses 3-pt shot from 27 ft
5:04.0,Defensive rebound by N. Mirotic,,66-91,,
4:50.0,E. Moore misses 2-pt shot from 17 ft,,66-91,,
4:48.0,,,66-91,,Defensive rebound by K. Durant
4:42.0,,,66-91,,Golden State full timeout
4:42.0,,,66-91,,S. Livingston enters the game for A. Iguodala
4:42.0,D. Miller enters the game for N. Mirotic,,66-91,,
4:30.0,,,66-91,,Turnover by K. Thompson (lost ball; steal by R. Rondo)
4:25.0,J. Holiday misses 3-pt shot from 23 ft,,66-91,,
4:23.0,Offensive rebound by E. Moore,,66-91,,
4:23.0,E. Moore makes 2-pt shot at rim,2,68-91,,
4:08.0,,,68-91,,K. Thompson misses 2-pt shot from 9 ft
4:06.0,Defensive rebound by A. Davis,,68-91,,
3:54.0,,,68-91,,Personal foul by K. Looney (drawn by A. Davis)
3:49.0,A. Davis misses 2-pt shot from 12 ft,,68-91,,
3:47.0,,,68-91,,Defensive rebound by D. Green
3:31.0,,,68-91,,Turnover by D. Green (bad pass; steal by E. Moore)
3:15.0,R. Rondo misses 2-pt shot from 14 ft,,68-91,,
3:13.0,,,68-91,,Defensive rebound by K. Durant
2:59.0,,,68-91,,S. Livingston misses 2-pt shot from 10 ft
2:57.0,Defensive rebound by A. Davis,,68-91,,
2:48.0,J. Holiday misses 2-pt shot from 5 ft,,68-91,,
2:46.0,,,68-91,,Defensive rebound by K. Durant
2:40.0,,,68-91,,Golden State full timeout
2:40.0,,,68-91,,D. West enters the game for K. Thompson
2:40.0,,,68-91,,Q. Cook enters the game for D. Green
2:40.0,C. Diallo enters the game for R. Rondo,,68-91,,
2:40.0,I. Clark enters the game for E. Moore,,68-91,,
2:31.0,Personal foul by J. Holiday (drawn by S. Livingston),,68-91,,
2:31.0,,,68-92,1,S. Livingston makes free throw 1 of 2
2:31.0,E. Moore enters the game for J. Holiday,,68-92,,
2:31.0,,,68-93,1,S. Livingston makes free throw 2 of 2
2:17.0,I. Clark misses 2-pt shot from 13 ft,,68-93,,
2:15.0,,,68-93,,Defensive rebound by K. Looney
2:01.0,,,68-95,2,D. West makes 2-pt shot from 18 ft (assist by S. Livingston)
1:45.0,A. Davis makes 2-pt shot from 18 ft (assist by D. Miller),2,70-95,,
1:26.0,,,70-97,2,Q. Cook makes 2-pt shot from 16 ft (assist by D. West)
1:14.0,A. Davis misses 2-pt shot from 20 ft,,70-97,,
1:12.0,,,70-97,,Defensive rebound by Q. Cook
1:04.0,,,70-97,,D. West misses 2-pt shot from 17 ft
1:02.0,Defensive rebound by A. Davis,,70-97,,
0:48.0,C. Diallo misses 2-pt shot from 11 ft,,70-97,,
0:46.0,,,70-97,,Defensive rebound by K. Durant
0:35.0,,,70-100,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Looney)
0:25.0,E. Moore makes 2-pt shot from 2 ft,2,72-100,,
0:04.0,,,72-103,3,K. Durant makes 3-pt shot from 26 ft
0:00.0,E. Moore makes 2-pt shot from 18 ft,2,74-103,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by N. Mirotic (bad pass; steal by D. West),,74-103,,
11:34.0,,,74-103,,S. Livingston misses 2-pt shot from 14 ft
11:33.0,Defensive rebound by N. Mirotic,,74-103,,
11:23.0,Shooting foul by S. Livingston (drawn by R. Rondo),,74-103,,
11:23.0,R. Rondo misses free throw 1 of 2,,74-103,,
11:23.0,Offensive rebound by Team,,74-103,,
11:23.0,R. Rondo makes free throw 2 of 2,1,75-103,,
11:08.0,,,75-103,,K. Thompson misses 3-pt shot from 24 ft
11:06.0,,,75-103,,Offensive rebound by Team
11:05.0,,,75-103,,Offensive foul by D. West (drawn by I. Clark)
11:05.0,,,75-103,,Turnover by D. West (offensive foul)
10:54.0,D. Miller makes 2-pt shot from 7 ft (assist by R. Rondo),2,77-103,,
10:54.0,Shooting foul by K. Thompson (drawn by D. Miller),,77-103,,
10:54.0,D. Miller makes free throw 1 of 1,1,78-103,,
10:39.0,,,78-103,,Turnover by K. Looney (lost ball; steal by D. Miller)
10:31.0,I. Clark makes 2-pt shot from 9 ft (assist by D. Miller),2,80-103,,
10:09.0,,,80-103,,D. West misses 2-pt shot from 20 ft
10:07.0,,,80-103,,Offensive rebound by K. Looney
9:52.0,,,80-105,2,K. Thompson makes 2-pt shot from 19 ft (assist by Q. Cook)
9:41.0,Turnover by D. Miller (bad pass; steal by D. West),,80-105,,
9:37.0,,,80-107,2,Q. Cook makes 2-pt shot from 1 ft (assist by K. Looney)
9:26.0,N. Mirotic misses 3-pt shot from 26 ft,,80-107,,
9:24.0,,,80-107,,Defensive rebound by K. Thompson
9:09.0,,,80-109,2,K. Thompson makes 2-pt shot from 2 ft
8:56.0,C. Diallo makes 2-pt shot from 1 ft (assist by D. Miller),2,82-109,,
8:39.0,,,82-109,,Q. Cook misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by N. Mirotic,,82-109,,
8:30.0,I. Clark misses 2-pt shot from 3 ft,,82-109,,
8:28.0,Offensive rebound by C. Diallo,,82-109,,
8:23.0,D. Miller misses 3-pt shot from 26 ft,,82-109,,
8:21.0,,,82-109,,Defensive rebound by Q. Cook
8:15.0,Personal foul by R. Rondo (drawn by K. Thompson),,82-109,,
8:15.0,,,82-109,,J. Bell enters the game for K. Looney
8:15.0,J. Crawford enters the game for N. Mirotic,,82-109,,
8:15.0,S. Hill enters the game for R. Rondo,,82-109,,
8:05.0,,,82-111,2,K. Thompson makes 2-pt shot from 19 ft (assist by D. West)
7:53.0,I. Clark misses 3-pt shot from 26 ft,,82-111,,
7:51.0,,,82-111,,Defensive rebound by S. Livingston
7:41.0,,,82-111,,K. Thompson misses 3-pt shot from 27 ft
7:39.0,,,82-111,,Offensive rebound by D. West
7:33.0,,,82-111,,D. West misses 2-pt shot at rim
7:31.0,Defensive rebound by J. Crawford,,82-111,,
7:27.0,J. Crawford makes 3-pt shot from 28 ft,3,85-111,,
7:04.0,,,85-111,,J. Bell misses 2-pt shot from 8 ft
7:02.0,Defensive rebound by J. Crawford,,85-111,,
6:52.0,J. Crawford misses 3-pt shot from 28 ft,,85-111,,
6:50.0,,,85-111,,Defensive rebound by S. Livingston
6:45.0,,,85-111,,Golden State full timeout
6:45.0,,,85-111,,N. Young enters the game for K. Thompson
6:37.0,,,85-113,2,D. West makes 2-pt shot from 16 ft (assist by J. Bell)
6:21.0,C. Diallo misses 2-pt shot from 6 ft (block by J. Bell),,85-113,,
6:19.0,,,85-113,,Defensive rebound by J. Bell
6:12.0,,,85-113,,Turnover by Q. Cook (bad pass)
6:12.0,,,85-113,,J. McGee enters the game for D. West
