time,Portland,pts.away,score,pts.home,Memphis
6:42.0,A. Aminu makes 2-pt shot at rim (assist by S. Napier),2,7-11,,
6:22.0,,,7-11,,M. Gasol misses 3-pt shot from 26 ft
6:20.0,Defensive rebound by J. Nurkic,,7-11,,
6:01.0,C. McCollum makes 2-pt shot from 19 ft (assist by J. Nurkic),2,9-11,,
5:37.0,,,9-11,,Shooting foul by J. Nurkic (drawn by M. Gasol)
5:37.0,,,9-11,,M. Gasol misses free throw 1 of 2
5:37.0,,,9-11,,Offensive rebound by Team
5:37.0,,,9-11,,W. Selden enters the game for J. Martin
5:37.0,E. Davis enters the game for E. Turner,,9-11,,
5:37.0,Z. Collins enters the game for J. Nurkic,,9-11,,
5:37.0,,,9-12,1,M. Gasol makes free throw 2 of 2
5:20.0,Z. Collins misses 2-pt shot from 1 ft,,9-12,,
5:18.0,,,9-12,,Defensive rebound by M. Gasol
5:13.0,,,9-12,,M. Gasol misses 2-pt shot from 4 ft
5:10.0,Defensive rebound by A. Aminu,,9-12,,
5:05.0,C. McCollum makes 3-pt shot from 25 ft,3,12-12,,
4:39.0,,,12-14,2,K. Simmons makes 2-pt shot from 9 ft (assist by M. Gasol)
4:11.0,Turnover by A. Aminu (bad pass; steal by M. Gasol),,12-14,,
4:00.0,,,12-14,,W. Selden misses 2-pt shot from 7 ft (block by E. Davis)
3:53.0,Defensive rebound by A. Aminu,,12-14,,
3:50.0,Turnover by S. Napier (bad pass),,12-14,,
3:50.0,,,12-14,,C. Parsons enters the game for J. Green
3:50.0,,,12-14,,D. Davis enters the game for M. Gasol
3:50.0,P. Connaughton enters the game for S. Napier,,12-14,,
3:50.0,W. Baldwin enters the game for A. Aminu,,12-14,,
3:42.0,Personal foul by P. Connaughton (drawn by D. Brooks),,12-14,,
3:33.0,,,12-14,,Turnover by W. Selden (bad pass; steal by C. McCollum)
3:25.0,E. Davis makes 2-pt shot at rim (assist by C. McCollum),2,14-14,,
3:09.0,,,14-14,,Shooting foul by Z. Collins (drawn by D. Brooks)
3:09.0,,,14-14,,D. Brooks misses free throw 1 of 2
3:09.0,,,14-14,,Offensive rebound by Team
3:09.0,,,14-14,,D. Brooks misses free throw 2 of 2
3:07.0,Defensive rebound by E. Davis,,14-14,,
2:59.0,W. Baldwin makes 2-pt shot from 8 ft,2,16-14,,
2:42.0,,,16-14,,K. Simmons misses 2-pt shot from 4 ft
2:42.0,,,16-14,,Offensive rebound by Team
2:42.0,Portland full timeout,,16-14,,
2:42.0,,,16-14,,M. Brooks enters the game for D. Brooks
2:32.0,,,16-14,,M. Brooks misses 2-pt shot from 19 ft
2:29.0,Defensive rebound by Z. Collins,,16-14,,
2:22.0,C. McCollum makes 2-pt shot from 9 ft,2,18-14,,
2:00.0,,,18-14,,D. Davis misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by E. Davis,,18-14,,
1:47.0,C. McCollum makes 2-pt shot at rim,2,20-14,,
1:28.0,,,20-14,,W. Selden misses 2-pt shot from 14 ft
1:26.0,Defensive rebound by W. Baldwin,,20-14,,
1:20.0,Z. Collins makes 2-pt shot from 1 ft (assist by C. McCollum),2,22-14,,
1:20.0,,,22-14,,Memphis full timeout
1:01.0,,,22-17,3,C. Parsons makes 3-pt shot from 25 ft
0:48.0,Z. Collins makes 3-pt shot from 22 ft (assist by C. McCollum),3,25-17,,
0:35.0,,,25-17,,Turnover by K. Simmons (traveling)
0:30.0,C. McCollum makes 2-pt shot at rim,2,27-17,,
0:08.0,,,27-20,3,W. Selden makes 3-pt shot from 25 ft
0:00.0,Shooting foul by C. Parsons (drawn by E. Davis),,27-20,,
0:00.0,E. Davis misses free throw 1 of 2,,27-20,,
0:00.0,Offensive rebound by Team,,27-20,,
0:00.0,E. Davis makes free throw 2 of 2,1,28-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-22,2,M. Brooks makes 2-pt shot from 5 ft
11:28.0,Shooting foul by C. Parsons (drawn by W. Baldwin),,28-22,,
11:28.0,W. Baldwin makes free throw 1 of 2,1,29-22,,
11:28.0,W. Baldwin misses free throw 2 of 2,,29-22,,
11:26.0,,,29-22,,Defensive rebound by C. Parsons
11:20.0,,,29-22,,Turnover by M. Chalmers (out of bounds lost ball)
11:07.0,Turnover by P. Connaughton (bad pass),,29-22,,
10:53.0,,,29-24,2,M. Brooks makes 2-pt shot from 15 ft
10:31.0,W. Baldwin misses 2-pt shot from 11 ft,,29-24,,
10:27.0,Offensive rebound by E. Davis,,29-24,,
10:19.0,,,29-24,,Personal foul by M. Chalmers (drawn by E. Turner)
10:13.0,P. Connaughton makes 3-pt shot from 24 ft (assist by W. Baldwin),3,32-24,,
9:53.0,,,32-27,3,C. Parsons makes 3-pt shot from 24 ft (assist by M. Brooks)
9:38.0,Z. Collins makes 2-pt shot at rim (assist by E. Davis),2,34-27,,
9:22.0,,,34-27,,C. Parsons misses 3-pt shot from 25 ft
9:17.0,,,34-27,,Offensive rebound by W. Selden
9:17.0,,,34-29,2,W. Selden makes 2-pt shot at rim
9:05.0,E. Turner misses 2-pt shot from 10 ft,,34-29,,
9:02.0,,,34-29,,Defensive rebound by D. Davis
8:55.0,,,34-32,3,C. Parsons makes 3-pt shot from 23 ft (assist by M. Brooks)
8:30.0,E. Turner misses 3-pt shot from 26 ft,,34-32,,
8:28.0,,,34-32,,Defensive rebound by M. Chalmers
8:23.0,Personal foul by W. Baldwin (drawn by M. Chalmers),,34-32,,
8:23.0,S. Napier enters the game for W. Baldwin,,34-32,,
8:16.0,,,34-32,,Shooting foul by E. Davis (drawn by D. Davis)
8:16.0,,,34-33,1,D. Davis makes free throw 1 of 2
8:16.0,A. Aminu enters the game for E. Davis,,34-33,,
8:16.0,J. Nurkic enters the game for Z. Collins,,34-33,,
8:16.0,,,34-33,,D. Davis misses free throw 2 of 2
8:14.0,Defensive rebound by A. Aminu,,34-33,,
8:06.0,Shooting foul by D. Davis (drawn by S. Napier),,34-33,,
8:06.0,S. Napier misses free throw 1 of 2,,34-33,,
8:06.0,Offensive rebound by Team,,34-33,,
8:06.0,S. Napier makes free throw 2 of 2,1,35-33,,
7:52.0,,,35-33,,M. Brooks misses 2-pt shot from 21 ft
7:49.0,Defensive rebound by J. Nurkic,,35-33,,
7:35.0,J. Nurkic makes 2-pt shot from 20 ft,2,37-33,,
7:24.0,,,37-35,2,C. Parsons makes 2-pt shot from 10 ft
7:00.0,A. Aminu misses 2-pt shot from 9 ft,,37-35,,
6:58.0,,,37-35,,Defensive rebound by D. Davis
6:51.0,,,37-37,2,M. Chalmers makes 2-pt shot at rim
6:37.0,,,37-37,,Personal foul by D. Davis (drawn by J. Nurkic)
6:37.0,,,37-37,,Memphis full timeout
6:37.0,,,37-37,,D. Brooks enters the game for W. Selden
6:37.0,,,37-37,,J. Martin enters the game for M. Brooks
6:29.0,A. Aminu misses 3-pt shot from 25 ft,,37-37,,
6:26.0,Offensive rebound by J. Nurkic,,37-37,,
6:26.0,Shooting foul by D. Davis (drawn by J. Nurkic),,37-37,,
6:26.0,J. Nurkic makes free throw 1 of 2,1,38-37,,
6:26.0,,,38-37,,M. Gasol enters the game for D. Davis
6:26.0,J. Nurkic makes free throw 2 of 2,1,39-37,,
6:12.0,,,39-37,,Turnover by D. Brooks (lost ball; steal by J. Nurkic)
6:07.0,J. Nurkic makes 2-pt shot from 9 ft,2,41-37,,
5:40.0,,,41-37,,C. Parsons misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by A. Aminu,,41-37,,
5:28.0,P. Connaughton misses 3-pt shot from 25 ft,,41-37,,
5:28.0,,,41-37,,Defensive rebound by Team
5:28.0,,,41-37,,J. Green enters the game for C. Parsons
5:16.0,,,41-37,,M. Gasol misses 2-pt shot from 20 ft
5:12.0,Defensive rebound by S. Napier,,41-37,,
5:02.0,A. Aminu misses 3-pt shot from 25 ft,,41-37,,
5:00.0,,,41-37,,Defensive rebound by D. Brooks
4:49.0,,,41-39,2,D. Brooks makes 2-pt shot from 1 ft (assist by M. Gasol)
4:49.0,Portland full timeout,,41-39,,
4:49.0,C. McCollum enters the game for P. Connaughton,,41-39,,
4:29.0,E. Turner misses 2-pt shot from 6 ft,,41-39,,
4:26.0,,,41-39,,Defensive rebound by J. Martin
4:11.0,,,41-42,3,M. Chalmers makes 3-pt shot from 24 ft (assist by M. Gasol)
3:58.0,S. Napier makes 3-pt shot from 23 ft (assist by J. Nurkic),3,44-42,,
3:45.0,Personal foul by J. Nurkic (drawn by M. Gasol),,44-42,,
3:45.0,,,44-42,,K. Simmons enters the game for M. Chalmers
3:33.0,,,44-45,3,D. Brooks makes 3-pt shot from 26 ft
3:20.0,Shooting foul by J. Green (drawn by A. Aminu),,44-45,,
3:20.0,A. Aminu misses free throw 1 of 2,,44-45,,
3:20.0,Offensive rebound by Team,,44-45,,
3:20.0,A. Aminu makes free throw 2 of 2,1,45-45,,
3:09.0,Personal foul by E. Turner (drawn by D. Brooks),,45-45,,
2:57.0,,,45-47,2,K. Simmons makes 2-pt shot from 1 ft (assist by J. Green)
2:39.0,C. McCollum misses 2-pt shot from 11 ft,,45-47,,
2:38.0,,,45-47,,Defensive rebound by M. Gasol
2:32.0,,,45-47,,D. Brooks misses 2-pt shot from 1 ft
2:29.0,Defensive rebound by C. McCollum,,45-47,,
2:26.0,,,45-47,,Personal foul by K. Simmons (drawn by C. McCollum)
2:26.0,C. McCollum makes free throw 1 of 2,1,46-47,,
2:26.0,C. McCollum makes free throw 2 of 2,1,47-47,,
2:11.0,,,47-49,2,M. Gasol makes 2-pt shot at rim (assist by D. Brooks)
2:02.0,Shooting foul by J. Martin (drawn by S. Napier),,47-49,,
2:02.0,S. Napier makes free throw 1 of 2,1,48-49,,
2:02.0,S. Napier makes free throw 2 of 2,1,49-49,,
1:46.0,,,49-49,,Offensive foul by M. Gasol (drawn by E. Turner)
1:46.0,,,49-49,,Turnover by M. Gasol (offensive foul)
1:39.0,C. McCollum makes 2-pt shot from 17 ft,2,51-49,,
1:28.0,,,51-49,,D. Brooks misses 2-pt shot from 8 ft (block by J. Nurkic)
1:28.0,,,51-49,,Offensive rebound by D. Brooks
1:28.0,Personal foul by E. Turner (drawn by D. Brooks),,51-49,,
1:28.0,,,51-49,,D. Brooks misses free throw 1 of 2
1:28.0,,,51-49,,Offensive rebound by Team
1:28.0,,,51-50,1,D. Brooks makes free throw 2 of 2
1:17.0,Shooting foul by D. Brooks (drawn by C. McCollum),,51-50,,
1:17.0,C. McCollum makes free throw 1 of 3,1,52-50,,
1:17.0,C. McCollum makes free throw 2 of 3,1,53-50,,
1:17.0,,,53-50,,W. Selden enters the game for D. Brooks
1:17.0,P. Connaughton enters the game for E. Turner,,53-50,,
1:17.0,C. McCollum makes free throw 3 of 3,1,54-50,,
1:00.0,,,54-50,,Shooting foul by A. Aminu (drawn by J. Green)
1:00.0,,,54-51,1,J. Green makes free throw 1 of 2
1:00.0,,,54-52,1,J. Green makes free throw 2 of 2
0:48.0,A. Aminu misses 3-pt shot from 23 ft,,54-52,,
0:43.0,Offensive rebound by P. Connaughton,,54-52,,
0:43.0,A. Aminu makes 2-pt shot at rim (assist by P. Connaughton),2,56-52,,
0:37.0,Personal foul by P. Connaughton (drawn by W. Selden),,56-52,,
0:37.0,,,56-52,,W. Selden misses free throw 1 of 2
0:37.0,,,56-52,,Offensive rebound by Team
0:37.0,,,56-53,1,W. Selden makes free throw 2 of 2
0:30.0,C. McCollum makes 2-pt shot at rim,2,58-53,,
0:07.0,,,58-53,,Turnover by W. Selden (lost ball; steal by S. Napier)
0:00.0,S. Napier misses 2-pt shot from 21 ft,,58-53,,
0:00.0,,,58-53,,Defensive rebound by J. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,58-55,2,D. Brooks makes 2-pt shot from 16 ft (assist by M. Gasol)
11:23.0,C. McCollum makes 2-pt shot from 21 ft,2,60-55,,
11:02.0,,,60-55,,M. Gasol misses 3-pt shot from 25 ft
10:57.0,,,60-55,,Offensive rebound by J. Martin
10:57.0,,,60-55,,J. Martin misses 2-pt shot at rim
10:57.0,Defensive rebound by A. Aminu,,60-55,,
10:44.0,S. Napier misses 3-pt shot from 28 ft,,60-55,,
10:42.0,,,60-55,,Defensive rebound by D. Brooks
10:29.0,,,60-58,3,M. Chalmers makes 3-pt shot from 23 ft (assist by J. Martin)
10:11.0,E. Turner misses 2-pt shot from 21 ft,,60-58,,
10:09.0,,,60-58,,Defensive rebound by M. Chalmers
9:53.0,,,60-60,2,J. Martin makes 2-pt shot from 21 ft (assist by M. Gasol)
9:32.0,J. Nurkic makes 2-pt shot from 5 ft (assist by S. Napier),2,62-60,,
9:21.0,,,62-60,,Shooting foul by E. Turner (drawn by D. Brooks)
9:21.0,,,62-61,1,D. Brooks makes free throw 1 of 2
9:21.0,,,62-62,1,D. Brooks makes free throw 2 of 2
9:05.0,A. Aminu misses 3-pt shot from 23 ft,,62-62,,
9:02.0,Offensive rebound by E. Turner,,62-62,,
9:01.0,E. Turner makes 2-pt shot from 1 ft,2,64-62,,
8:52.0,,,64-62,,Turnover by M. Chalmers (turnover)
8:52.0,,,64-62,,Loose ball foul by M. Chalmers (drawn by A. Aminu)
8:37.0,S. Napier misses 2-pt shot at rim,,64-62,,
8:34.0,,,64-62,,Defensive rebound by J. Green
8:28.0,,,64-62,,J. Green misses 2-pt shot from 1 ft (block by J. Nurkic)
8:25.0,,,64-62,,Offensive rebound by J. Green
8:22.0,,,64-62,,J. Green misses 3-pt shot from 22 ft
8:17.0,Defensive rebound by E. Turner,,64-62,,
8:13.0,C. McCollum misses 3-pt shot from 26 ft,,64-62,,
8:11.0,,,64-62,,Defensive rebound by J. Martin
8:03.0,,,64-64,2,M. Gasol makes 2-pt shot from 20 ft (assist by M. Chalmers)
7:48.0,,,64-64,,Personal foul by M. Chalmers (drawn by S. Napier)
7:39.0,C. McCollum misses 3-pt shot from 25 ft,,64-64,,
7:35.0,Offensive rebound by J. Nurkic,,64-64,,
7:33.0,J. Nurkic makes 2-pt shot from 3 ft,2,66-64,,
7:16.0,,,66-64,,Shooting foul by E. Turner (drawn by J. Martin)
7:16.0,,,66-65,1,J. Martin makes free throw 1 of 2
7:16.0,P. Connaughton enters the game for E. Turner,,66-65,,
7:16.0,,,66-65,,J. Martin misses free throw 2 of 2
7:12.0,Defensive rebound by A. Aminu,,66-65,,
6:59.0,Turnover by A. Aminu (bad pass),,66-65,,
6:59.0,,,66-65,,Memphis full timeout
6:35.0,,,66-65,,M. Chalmers misses 2-pt shot from 13 ft
6:32.0,Defensive rebound by J. Nurkic,,66-65,,
6:26.0,P. Connaughton misses 3-pt shot from 22 ft,,66-65,,
6:23.0,,,66-65,,Defensive rebound by M. Gasol
6:10.0,,,66-65,,Turnover by M. Gasol (bad pass; steal by P. Connaughton)
6:00.0,S. Napier makes 2-pt shot from 4 ft (assist by P. Connaughton),2,68-65,,
5:34.0,,,68-65,,Turnover by J. Green (bad pass; steal by J. Nurkic)
5:28.0,A. Aminu misses 3-pt shot from 25 ft,,68-65,,
5:23.0,,,68-65,,Defensive rebound by D. Brooks
5:20.0,,,68-65,,Memphis full timeout
5:20.0,,,68-65,,D. Davis enters the game for M. Chalmers
5:20.0,,,68-65,,K. Simmons enters the game for M. Gasol
5:20.0,W. Baldwin enters the game for S. Napier,,68-65,,
5:20.0,Z. Collins enters the game for A. Aminu,,68-65,,
5:10.0,,,68-67,2,D. Brooks makes 2-pt shot from 8 ft (assist by K. Simmons)
4:47.0,C. McCollum misses 2-pt shot from 9 ft,,68-67,,
4:43.0,Offensive rebound by J. Nurkic,,68-67,,
4:42.0,J. Nurkic makes 2-pt shot from 10 ft,2,70-67,,
4:37.0,,,70-67,,Turnover by K. Simmons (bad pass; steal by J. Nurkic)
4:31.0,C. McCollum misses 2-pt shot from 1 ft (block by J. Green),,70-67,,
4:28.0,,,70-67,,Defensive rebound by J. Martin
4:15.0,,,70-67,,J. Green misses 2-pt shot from 20 ft
4:11.0,Defensive rebound by P. Connaughton,,70-67,,
3:59.0,Z. Collins misses 3-pt shot from 23 ft,,70-67,,
3:57.0,,,70-67,,Defensive rebound by J. Martin
3:48.0,,,70-67,,D. Brooks misses 2-pt shot from 10 ft
3:46.0,Defensive rebound by W. Baldwin,,70-67,,
3:32.0,C. McCollum misses 3-pt shot from 25 ft,,70-67,,
3:31.0,,,70-67,,Defensive rebound by D. Davis
3:25.0,,,70-67,,J. Martin misses 2-pt shot at rim
3:21.0,Defensive rebound by W. Baldwin,,70-67,,
3:19.0,Shooting foul by D. Brooks (drawn by W. Baldwin),,70-67,,
3:19.0,W. Baldwin misses free throw 1 of 2,,70-67,,
3:19.0,Offensive rebound by Team,,70-67,,
3:19.0,,,70-67,,W. Selden enters the game for J. Green
3:19.0,,,70-67,,C. Parsons enters the game for J. Martin
3:19.0,E. Davis enters the game for J. Nurkic,,70-67,,
3:19.0,W. Baldwin makes free throw 2 of 2,1,71-67,,
3:01.0,,,71-67,,D. Davis misses 2-pt shot at rim
2:58.0,Defensive rebound by E. Davis,,71-67,,
2:44.0,W. Baldwin makes 3-pt shot from 25 ft (assist by Z. Collins),3,74-67,,
2:20.0,,,74-69,2,D. Davis makes 2-pt shot from 1 ft (assist by K. Simmons)
2:03.0,Turnover by C. McCollum (bad pass),,74-69,,
1:49.0,Personal foul by W. Baldwin (drawn by W. Selden),,74-69,,
1:42.0,,,74-71,2,C. Parsons makes 2-pt shot from 21 ft
1:26.0,E. Davis misses 2-pt shot from 11 ft,,74-71,,
1:24.0,,,74-71,,Defensive rebound by D. Davis
1:17.0,,,74-73,2,W. Selden makes 2-pt shot from 5 ft
1:17.0,Portland full timeout,,74-73,,
1:17.0,,,74-73,,M. Brooks enters the game for D. Brooks
1:02.0,C. McCollum makes 2-pt shot from 12 ft,2,76-73,,
0:44.0,,,76-73,,D. Davis misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by P. Connaughton,,76-73,,
0:33.0,C. McCollum makes 2-pt shot at rim,2,78-73,,
0:11.0,,,78-76,3,M. Brooks makes 3-pt shot from 25 ft
0:02.0,C. McCollum makes 3-pt shot from 25 ft,3,81-76,,
0:00.0,,,81-76,,K. Simmons misses 3-pt shot from 63 ft
0:00.0,,,81-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Shooting foul by W. Selden (drawn by W. Baldwin),,81-76,,
11:48.0,W. Baldwin makes free throw 1 of 2,1,82-76,,
11:48.0,W. Baldwin makes free throw 2 of 2,1,83-76,,
11:36.0,,,83-76,,C. Parsons misses 3-pt shot from 24 ft (block by Z. Collins)
11:35.0,,,83-76,,Offensive rebound by Team
11:32.0,,,83-76,,W. Selden misses 2-pt shot from 20 ft (block by P. Connaughton)
11:29.0,,,83-76,,Offensive rebound by M. Brooks
11:27.0,,,83-76,,C. Parsons misses 2-pt shot from 9 ft
11:24.0,,,83-76,,Offensive rebound by C. Parsons
11:24.0,,,83-78,2,C. Parsons makes 2-pt shot at rim
11:15.0,Turnover by E. Davis (lost ball; steal by C. Parsons),,83-78,,
11:10.0,,,83-80,2,K. Simmons makes 2-pt shot from 1 ft (assist by C. Parsons)
10:54.0,S. Napier misses 3-pt shot from 26 ft,,83-80,,
10:52.0,,,83-80,,Defensive rebound by C. Parsons
10:44.0,,,83-82,2,D. Davis makes 2-pt shot at rim (assist by C. Parsons)
10:19.0,S. Napier misses 2-pt shot from 2 ft,,83-82,,
10:17.0,,,83-82,,Defensive rebound by D. Davis
10:13.0,,,83-82,,K. Simmons misses 2-pt shot from 3 ft (block by P. Connaughton)
10:13.0,Defensive rebound by Team,,83-82,,
10:13.0,,,83-82,,Loose ball foul by D. Davis (drawn by E. Davis)
9:59.0,W. Baldwin makes 2-pt shot at rim,2,85-82,,
9:34.0,,,85-82,,M. Brooks misses 2-pt shot from 10 ft
9:32.0,Defensive rebound by E. Davis,,85-82,,
9:31.0,W. Baldwin makes 2-pt shot at rim,2,87-82,,
9:31.0,Shooting foul by D. Davis (drawn by W. Baldwin),,87-82,,
9:31.0,W. Baldwin misses free throw 1 of 1,,87-82,,
9:31.0,,,87-82,,Defensive rebound by D. Davis
9:14.0,,,87-82,,C. Parsons misses 2-pt shot from 19 ft
9:11.0,Defensive rebound by W. Baldwin,,87-82,,
8:48.0,W. Baldwin makes 2-pt shot from 7 ft,2,89-82,,
8:29.0,,,89-84,2,D. Davis makes 2-pt shot at rim (assist by W. Selden)
8:14.0,S. Napier misses 3-pt shot from 25 ft,,89-84,,
8:10.0,Offensive rebound by Z. Collins,,89-84,,
8:09.0,Turnover by Z. Collins (bad pass),,89-84,,
8:09.0,Loose ball foul by S. Napier (drawn by K. Simmons),,89-84,,
8:09.0,,,89-84,,J. Martin enters the game for D. Davis
8:09.0,E. Turner enters the game for P. Connaughton,,89-84,,
8:09.0,C. McCollum enters the game for S. Napier,,89-84,,
7:51.0,,,89-84,,W. Selden misses 2-pt shot from 4 ft
7:49.0,Defensive rebound by E. Davis,,89-84,,
7:43.0,C. McCollum makes 2-pt shot from 11 ft,2,91-84,,
7:24.0,,,91-84,,C. Parsons misses 3-pt shot from 24 ft
7:20.0,,,91-84,,Offensive rebound by J. Martin
7:18.0,,,91-86,2,J. Martin makes 2-pt shot from 19 ft (assist by W. Selden)
7:00.0,E. Turner makes 2-pt shot from 12 ft (assist by C. McCollum),2,93-86,,
6:44.0,,,93-86,,Turnover by K. Simmons (bad pass)
6:44.0,,,93-86,,Memphis full timeout
6:44.0,,,93-86,,J. Green enters the game for C. Parsons
6:28.0,Turnover by Z. Collins (bad pass; steal by W. Selden),,93-86,,
6:27.0,,,93-88,2,W. Selden makes 2-pt shot from 6 ft
6:27.0,,,93-88,,Shooting foul by C. McCollum (drawn by W. Selden)
6:27.0,,,93-88,,W. Selden misses free throw 1 of 1
6:27.0,Defensive rebound by E. Turner,,93-88,,
6:10.0,E. Turner misses 3-pt shot from 24 ft,,93-88,,
6:08.0,,,93-88,,Defensive rebound by J. Martin
5:56.0,,,93-91,3,M. Brooks makes 3-pt shot from 25 ft
5:36.0,C. McCollum makes 2-pt shot at rim (assist by W. Baldwin),2,95-91,,
5:23.0,,,95-94,3,M. Brooks makes 3-pt shot from 25 ft
5:21.0,Portland full timeout,,95-94,,
5:21.0,A. Aminu enters the game for E. Davis,,95-94,,
5:21.0,J. Nurkic enters the game for Z. Collins,,95-94,,
5:05.0,Turnover by A. Aminu (lost ball; steal by M. Brooks),,95-94,,
4:45.0,,,95-94,,J. Green misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by C. McCollum,,95-94,,
4:34.0,,,95-94,,Personal foul by J. Martin (drawn by C. McCollum)
4:34.0,,,95-94,,D. Brooks enters the game for W. Selden
4:27.0,C. McCollum misses 3-pt shot from 25 ft,,95-94,,
4:25.0,,,95-94,,Defensive rebound by J. Martin
4:14.0,,,95-94,,Turnover by M. Brooks (step out of bounds)
4:14.0,P. Connaughton enters the game for W. Baldwin,,95-94,,
4:01.0,J. Nurkic misses 2-pt shot from 4 ft,,95-94,,
3:56.0,,,95-94,,Defensive rebound by J. Martin
3:46.0,,,95-94,,Turnover by D. Brooks (traveling)
3:36.0,Shooting foul by D. Brooks (drawn by C. McCollum),,95-94,,
3:36.0,C. McCollum makes free throw 1 of 2,1,96-94,,
3:36.0,C. McCollum misses free throw 2 of 2,,96-94,,
3:33.0,,,96-94,,Defensive rebound by J. Martin
3:18.0,,,96-97,3,M. Brooks makes 3-pt shot from 26 ft (assist by K. Simmons)
2:59.0,Turnover by E. Turner (bad pass; steal by D. Brooks),,96-97,,
2:55.0,,,96-97,,M. Brooks misses 2-pt shot at rim
2:53.0,,,96-97,,Offensive rebound by J. Martin
2:52.0,,,96-99,2,J. Martin makes 2-pt shot from 1 ft
2:36.0,,,96-99,,Personal foul by J. Green (drawn by C. McCollum)
2:36.0,C. McCollum misses free throw 1 of 2,,96-99,,
2:36.0,Offensive rebound by Team,,96-99,,
2:36.0,C. McCollum makes free throw 2 of 2,1,97-99,,
2:16.0,,,97-99,,D. Brooks misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by Team,,97-99,,
2:05.0,C. McCollum makes 2-pt shot from 3 ft,2,99-99,,
1:45.0,,,99-102,3,M. Brooks makes 3-pt shot from 25 ft
1:35.0,Jump ball: J. Green vs. C. McCollum (J. Nurkic gains possession),,,,Jump ball: J. Green vs. C. McCollum (J. Nurkic gains possession)
