time,Charlotte,pts.away,score,pts.home,Miami
3:41.0,,,92-92,2,J. Johnson makes 2-pt shot from 9 ft
3:20.0,N. Batum misses 3-pt shot from 24 ft,,92-92,,
3:10.0,Offensive rebound by M. Carter-Williams,,92-92,,
3:07.0,M. Carter-Williams misses 2-pt shot from 8 ft,,92-92,,
3:06.0,Offensive rebound by C. Zeller,,92-92,,
3:04.0,C. Zeller misses 2-pt shot at rim,,92-92,,
3:04.0,Offensive rebound by C. Zeller,,92-92,,
3:02.0,C. Zeller makes 2-pt shot from 1 ft,2,94-92,,
2:49.0,,,94-92,,J. Richardson misses 2-pt shot from 3 ft
2:48.0,,,94-92,,Offensive rebound by J. Richardson
2:47.0,,,94-94,2,J. Richardson makes 2-pt shot at rim
2:47.0,,,94-94,,Shooting foul by M. Carter-Williams (drawn by J. Richardson)
2:47.0,,,94-95,1,J. Richardson makes free throw 1 of 1
2:36.0,,,94-95,,Personal foul by G. Dragic (drawn by M. Carter-Williams)
2:36.0,M. Carter-Williams makes free throw 1 of 2,1,95-95,,
2:36.0,M. Carter-Williams makes free throw 2 of 2,1,96-95,,
2:23.0,,,96-97,2,G. Dragic makes 2-pt shot from 13 ft
2:04.0,M. Kidd-Gilchrist misses 2-pt shot from 12 ft,,96-97,,
2:01.0,,,96-97,,Defensive rebound by G. Dragic
1:46.0,,,96-99,2,J. Johnson makes 2-pt shot at rim (assist by G. Dragic)
1:46.0,Charlotte full timeout,,96-99,,
1:46.0,J. Lamb enters the game for M. Kidd-Gilchrist,,96-99,,
1:26.0,M. Carter-Williams misses 2-pt shot from 1 ft,,96-99,,
1:24.0,,,96-99,,Defensive rebound by J. Johnson
1:09.0,,,96-102,3,D. Waiters makes 3-pt shot from 23 ft (assist by K. Olynyk)
0:59.0,Offensive charge foul by N. Batum (drawn by K. Olynyk),,96-102,,
0:59.0,Turnover by N. Batum (offensive foul),,96-102,,
0:59.0,M. Kidd-Gilchrist enters the game for J. Lamb,,96-102,,
0:46.0,,,96-104,2,J. Richardson makes 2-pt shot from 14 ft (assist by D. Waiters)
0:46.0,Charlotte full timeout,,96-104,,
0:46.0,J. Lamb enters the game for M. Williams,,96-104,,
0:46.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,96-104,,
0:42.0,J. Lamb makes 2-pt shot from 10 ft,2,98-104,,
0:38.0,Jump ball: G. Dragic vs. M. Carter-Williams (K. Olynyk gains possession),,,,Jump ball: G. Dragic vs. M. Carter-Williams (K. Olynyk gains possession)
0:29.0,Personal foul by F. Kaminsky (drawn by D. Waiters),,98-104,,
0:29.0,,,98-104,,D. Waiters misses free throw 1 of 2
0:29.0,,,98-104,,Offensive rebound by Team
0:29.0,,,98-104,,D. Waiters misses free throw 2 of 2
0:26.0,Defensive rebound by N. Batum,,98-104,,
0:21.0,N. Batum misses 3-pt shot from 24 ft,,98-104,,
0:18.0,Offensive rebound by J. Lamb,,98-104,,
0:17.0,F. Kaminsky makes 2-pt shot at rim (assist by M. Carter-Williams),2,100-104,,
0:17.0,,,100-104,,Miami full timeout
0:11.0,Personal foul by N. Batum (drawn by J. Richardson),,100-104,,
0:11.0,,,100-105,1,J. Richardson makes free throw 1 of 2
0:11.0,,,100-105,,J. Richardson misses free throw 2 of 2
0:09.0,Defensive rebound by N. Batum,,100-105,,
0:05.0,J. Lamb misses 3-pt shot from 24 ft,,100-105,,
0:02.0,,,100-105,,Defensive rebound by J. Johnson
