time,Milwaukee,pts.away,score,pts.home,Boston
2:36.0,,,13-17,,Shooting foul by T. Snell (drawn by M. Smart)
2:36.0,,,13-18,1,M. Smart makes free throw 1 of 1
2:20.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by M. Smart),,13-18,,
2:20.0,,,13-18,,Defensive rebound by M. Morris
2:11.0,Personal foul by M. Dellavedova (drawn by M. Morris),,13-18,,
2:11.0,K. Middleton enters the game for G. Antetokounmpo,,13-18,,
2:08.0,,,13-18,,Turnover by M. Smart (bad pass; steal by M. Dellavedova)
1:57.0,K. Middleton makes 2-pt shot from 11 ft,2,15-18,,
1:44.0,,,15-21,3,T. Rozier makes 3-pt shot from 24 ft (assist by M. Smart)
1:22.0,J. Parker misses 3-pt shot from 26 ft,,15-21,,
1:21.0,,,15-21,,Defensive rebound by J. Brown
1:13.0,,,15-21,,Offensive foul by M. Smart (drawn by M. Dellavedova)
1:13.0,,,15-21,,Turnover by M. Smart (offensive foul)
1:13.0,,,15-21,,J. Tatum enters the game for J. Brown
1:13.0,,,15-21,,S. Larkin enters the game for T. Rozier
1:06.0,Turnover by M. Dellavedova (lost ball; steal by S. Larkin),,15-21,,
0:56.0,,,15-21,,Turnover by M. Smart (out of bounds lost ball)
0:51.0,,,15-21,,Personal foul by S. Larkin (drawn by M. Dellavedova)
0:42.0,T. Snell misses 3-pt shot from 23 ft,,15-21,,
0:39.0,,,15-21,,Defensive rebound by M. Morris
0:32.0,,,15-23,2,M. Morris makes 2-pt shot from 12 ft (assist by M. Smart)
0:07.0,M. Dellavedova misses 3-pt shot from 26 ft,,15-23,,
0:04.0,Offensive rebound by M. Dellavedova,,15-23,,
0:01.0,K. Middleton misses 2-pt shot from 13 ft,,15-23,,
0:01.0,Offensive rebound by Team,,15-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,K. Middleton makes 2-pt shot from 2 ft (assist by J. Parker),2,17-23,,
11:14.0,,,17-23,,Shooting foul by K. Middleton (drawn by M. Morris)
11:14.0,,,17-23,,M. Morris misses free throw 1 of 2
11:14.0,,,17-23,,Offensive rebound by Team
11:14.0,,,17-24,1,M. Morris makes free throw 2 of 2
10:55.0,K. Middleton makes 2-pt shot from 7 ft (assist by E. Bledsoe),2,19-24,,
10:39.0,,,19-24,,Turnover by S. Larkin (bad pass; steal by T. Snell)
10:33.0,E. Bledsoe makes 3-pt shot from 26 ft,3,22-24,,
10:20.0,,,22-26,2,A. Baynes makes 2-pt shot from 11 ft (assist by M. Morris)
9:54.0,Shooting foul by M. Smart (drawn by E. Bledsoe),,22-26,,
9:54.0,E. Bledsoe makes free throw 1 of 2,1,23-26,,
9:54.0,E. Bledsoe misses free throw 2 of 2,,23-26,,
9:54.0,,,23-26,,Defensive rebound by M. Morris
9:38.0,,,23-29,3,M. Morris makes 3-pt shot from 22 ft (assist by J. Tatum)
9:27.0,K. Middleton misses 2-pt shot from 11 ft (block by M. Smart),,23-29,,
9:23.0,,,23-29,,Defensive rebound by M. Smart
9:21.0,,,23-29,,M. Morris misses 2-pt shot from 1 ft (block by E. Bledsoe)
9:20.0,Defensive rebound by T. Snell,,23-29,,
9:12.0,T. Snell misses 3-pt shot from 25 ft,,23-29,,
9:11.0,Offensive rebound by Team,,23-29,,
9:11.0,,,23-29,,Personal foul by S. Larkin (drawn by T. Maker)
8:52.0,K. Middleton makes 2-pt shot from 15 ft,2,25-29,,
8:32.0,,,25-31,2,S. Larkin makes 2-pt shot at rim (assist by J. Tatum)
8:27.0,Offensive foul by K. Middleton (drawn by M. Smart),,25-31,,
8:27.0,Turnover by K. Middleton (offensive foul),,25-31,,
8:11.0,,,25-31,,J. Tatum misses 2-pt shot from 12 ft
8:09.0,,,25-31,,Offensive rebound by Team
8:09.0,Loose ball foul by T. Maker (drawn by A. Baynes),,25-31,,
7:55.0,,,25-31,,M. Smart misses 2-pt shot from 14 ft
7:51.0,,,25-31,,Offensive rebound by M. Morris
7:51.0,,,25-33,2,M. Morris makes 2-pt shot from 1 ft
7:40.0,Milwaukee full timeout,,25-33,,
7:40.0,,,25-33,,J. Brown enters the game for M. Smart
7:40.0,G. Antetokounmpo enters the game for J. Parker,,25-33,,
7:21.0,T. Maker misses 2-pt shot from 20 ft,,25-33,,
7:18.0,,,25-33,,Defensive rebound by S. Larkin
7:09.0,,,25-35,2,A. Baynes makes 2-pt shot from 13 ft (assist by S. Larkin)
6:57.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,27-35,,
6:57.0,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),,27-35,,
6:57.0,,,27-35,,A. Horford enters the game for M. Morris
6:57.0,,,27-35,,S. Ojeleye enters the game for A. Baynes
6:57.0,T. Zeller enters the game for T. Maker,,27-35,,
6:57.0,G. Antetokounmpo misses free throw 1 of 1,,27-35,,
6:57.0,,,27-35,,Defensive rebound by S. Ojeleye
6:45.0,,,27-35,,A. Horford misses 3-pt shot from 24 ft
6:41.0,Defensive rebound by G. Antetokounmpo,,27-35,,
6:32.0,E. Bledsoe misses 2-pt shot from 17 ft,,27-35,,
6:30.0,Offensive rebound by T. Zeller,,27-35,,
6:26.0,K. Middleton misses 2-pt shot from 6 ft,,27-35,,
6:22.0,,,27-35,,Defensive rebound by A. Horford
6:09.0,,,27-35,,Turnover by A. Horford (bad pass; steal by G. Antetokounmpo)
6:04.0,T. Snell misses 3-pt shot from 26 ft,,27-35,,
6:00.0,,,27-35,,Defensive rebound by J. Brown
5:39.0,,,27-37,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Tatum)
5:28.0,E. Bledsoe makes 2-pt shot from 18 ft (assist by G. Antetokounmpo),2,29-37,,
5:03.0,,,29-40,3,J. Brown makes 3-pt shot from 25 ft (assist by S. Larkin)
4:50.0,,,29-40,,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo)
4:50.0,,,29-40,,T. Rozier enters the game for S. Larkin
4:50.0,M. Dellavedova enters the game for E. Bledsoe,,29-40,,
4:50.0,M. Brogdon enters the game for T. Snell,,29-40,,
4:35.0,K. Middleton misses 2-pt shot from 11 ft,,29-40,,
4:33.0,,,29-40,,Defensive rebound by T. Rozier
4:23.0,,,29-43,3,J. Tatum makes 3-pt shot from 25 ft (assist by J. Brown)
4:22.0,Milwaukee full timeout,,29-43,,
4:22.0,J. Parker enters the game for T. Zeller,,29-43,,
4:10.0,M. Brogdon misses 3-pt shot from 22 ft,,29-43,,
4:07.0,,,29-43,,Defensive rebound by A. Horford
3:46.0,,,29-43,,Shooting foul by G. Antetokounmpo (drawn by A. Horford)
3:46.0,,,29-43,,A. Horford misses free throw 1 of 2
3:46.0,,,29-43,,Offensive rebound by Team
3:46.0,,,29-44,1,A. Horford makes free throw 2 of 2
3:36.0,M. Dellavedova misses 3-pt shot from 26 ft,,29-44,,
3:33.0,,,29-44,,Defensive rebound by J. Tatum
3:17.0,,,29-44,,T. Rozier misses 2-pt shot from 14 ft
3:16.0,Defensive rebound by Team,,29-44,,
3:16.0,,,29-44,,M. Smart enters the game for J. Tatum
2:51.0,J. Parker misses 2-pt shot from 8 ft,,29-44,,
2:48.0,,,29-44,,Defensive rebound by M. Smart
2:42.0,,,29-44,,T. Rozier misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by G. Antetokounmpo,,29-44,,
2:35.0,,,29-44,,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo)
2:35.0,G. Antetokounmpo misses free throw 1 of 2,,29-44,,
2:35.0,Offensive rebound by Team,,29-44,,
2:35.0,G. Antetokounmpo makes free throw 2 of 2,1,30-44,,
2:18.0,,,30-44,,S. Ojeleye misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by K. Middleton,,30-44,,
2:11.0,J. Parker misses 2-pt shot from 1 ft,,30-44,,
2:11.0,,,30-44,,Defensive rebound by A. Horford
1:53.0,,,30-44,,Shooting foul by J. Parker (drawn by S. Ojeleye)
1:53.0,,,30-45,1,S. Ojeleye makes free throw 1 of 2
1:53.0,,,30-46,1,S. Ojeleye makes free throw 2 of 2
1:31.0,J. Parker makes 2-pt shot from 1 ft (assist by M. Brogdon),2,32-46,,
1:13.0,,,32-46,,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo)
1:08.0,M. Brogdon misses 3-pt shot from 27 ft,,32-46,,
1:05.0,,,32-46,,Defensive rebound by A. Horford
0:58.0,,,32-46,,J. Brown misses 2-pt shot from 6 ft
0:57.0,Defensive rebound by G. Antetokounmpo,,32-46,,
0:52.0,J. Parker makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,35-46,,
0:33.0,,,35-46,,A. Horford misses 2-pt shot from 8 ft
0:32.0,Defensive rebound by G. Antetokounmpo,,35-46,,
0:24.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,37-46,,
0:03.0,,,37-46,,Shooting foul by J. Parker (drawn by M. Smart)
0:03.0,,,37-47,1,M. Smart makes free throw 1 of 2
0:03.0,,,37-48,1,M. Smart makes free throw 2 of 2
0:03.0,Turnover by J. Parker (bad pass; steal by J. Brown),,37-48,,
0:00.0,,,37-48,,J. Brown misses 3-pt shot from 36 ft (block by G. Antetokounmpo)
0:00.0,,,37-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,E. Bledsoe misses 2-pt shot from 6 ft,,37-48,,
11:43.0,,,37-48,,Defensive rebound by S. Ojeleye
11:27.0,,,37-48,,Turnover by A. Horford (bad pass)
11:07.0,Shooting foul by J. Brown (drawn by E. Bledsoe),,37-48,,
11:07.0,E. Bledsoe makes free throw 1 of 2,1,38-48,,
11:07.0,E. Bledsoe makes free throw 2 of 2,1,39-48,,
10:54.0,,,39-48,,Turnover by T. Rozier (bad pass; steal by E. Bledsoe)
10:33.0,K. Middleton misses 2-pt shot from 21 ft,,39-48,,
10:29.0,,,39-48,,Defensive rebound by A. Horford
10:19.0,,,39-51,3,A. Horford makes 3-pt shot from 26 ft (assist by J. Brown)
10:03.0,E. Bledsoe misses 3-pt shot from 26 ft,,39-51,,
10:01.0,,,39-51,,Defensive rebound by A. Horford
9:55.0,,,39-51,,Shooting foul by T. Maker (drawn by T. Rozier)
9:55.0,,,39-51,,T. Rozier misses free throw 1 of 2
9:55.0,,,39-51,,Offensive rebound by Team
9:55.0,,,39-52,1,T. Rozier makes free throw 2 of 2
9:43.0,Turnover by M. Brogdon (bad pass),,39-52,,
9:33.0,Technical foul by E. Bledsoe,,39-52,,
9:33.0,,,39-52,,Technical foul by T. Rozier
9:33.0,K. Middleton makes technical free throw,1,40-52,,
9:33.0,,,40-52,,T. Rozier misses flagrant free throw 1 of 2
9:33.0,,,40-52,,Offensive rebound by Team
9:33.0,,,40-53,1,T. Rozier makes flagrant free throw 2 of 2
9:14.0,,,40-56,3,T. Rozier makes 3-pt shot from 25 ft (assist by A. Horford)
8:55.0,K. Middleton makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,42-56,,
8:55.0,Shooting foul by J. Brown (drawn by K. Middleton),,42-56,,
8:55.0,K. Middleton makes free throw 1 of 1,1,43-56,,
8:33.0,,,43-56,,T. Rozier misses 3-pt shot from 26 ft
8:32.0,Defensive rebound by Team,,43-56,,
8:16.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier),,43-56,,
7:53.0,,,43-56,,Turnover by T. Rozier (lost ball; steal by E. Bledsoe)
7:40.0,G. Antetokounmpo misses 2-pt shot from 12 ft,,43-56,,
7:39.0,,,43-56,,Defensive rebound by A. Horford
7:39.0,,,43-56,,Boston full timeout
7:39.0,S. Muhammad enters the game for M. Brogdon,,43-56,,
7:22.0,,,43-56,,J. Tatum misses 2-pt shot from 3 ft
7:22.0,Defensive rebound by Team,,43-56,,
7:22.0,,,43-56,,Loose ball foul by J. Tatum (drawn by K. Middleton)
7:03.0,S. Muhammad makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,46-56,,
6:36.0,,,46-56,,Shooting foul by T. Maker (drawn by J. Tatum)
6:36.0,,,46-57,1,J. Tatum makes free throw 1 of 2
6:36.0,M. Dellavedova enters the game for E. Bledsoe,,46-57,,
6:36.0,,,46-58,1,J. Tatum makes free throw 2 of 2
6:26.0,S. Muhammad makes 2-pt shot at rim (assist by G. Antetokounmpo),2,48-58,,
6:26.0,Shooting foul by S. Ojeleye (drawn by S. Muhammad),,48-58,,
6:26.0,,,48-58,,M. Morris enters the game for J. Tatum
6:26.0,S. Muhammad makes free throw 1 of 1,1,49-58,,
6:10.0,,,49-58,,Turnover by A. Horford (offensive goaltending)
5:58.0,Jump ball: S. Ojeleye vs. G. Antetokounmpo (M. Dellavedova gains possession),,,,Jump ball: S. Ojeleye vs. G. Antetokounmpo (M. Dellavedova gains possession)
5:53.0,S. Muhammad misses 2-pt shot from 13 ft,,49-58,,
5:49.0,,,49-58,,Defensive rebound by M. Morris
5:39.0,Personal foul by G. Antetokounmpo (drawn by M. Morris),,49-58,,
5:39.0,J. Parker enters the game for T. Maker,,49-58,,
5:30.0,,,49-58,,J. Brown misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by G. Antetokounmpo,,49-58,,
5:13.0,J. Parker makes 3-pt shot from 22 ft (assist by M. Dellavedova),3,52-58,,
4:52.0,,,52-58,,Turnover by M. Morris (turnover)
4:52.0,,,52-58,,M. Smart enters the game for S. Ojeleye
4:43.0,K. Middleton misses 3-pt shot from 24 ft,,52-58,,
4:39.0,,,52-58,,Defensive rebound by M. Morris
4:26.0,,,52-61,3,J. Brown makes 3-pt shot from 22 ft (assist by T. Rozier)
4:07.0,S. Muhammad makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,54-61,,
3:56.0,,,54-61,,J. Brown misses 3-pt shot from 26 ft
3:53.0,Defensive rebound by J. Parker,,54-61,,
3:46.0,S. Muhammad makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,57-61,,
3:26.0,Personal foul by K. Middleton (drawn by A. Horford),,57-61,,
3:26.0,,,57-62,1,A. Horford makes free throw 1 of 2
3:26.0,,,57-63,1,A. Horford makes free throw 2 of 2
3:11.0,S. Muhammad misses 2-pt shot from 10 ft,,57-63,,
3:09.0,,,57-63,,Defensive rebound by A. Horford
3:03.0,,,57-63,,Shooting foul by K. Middleton (drawn by M. Smart)
3:03.0,,,57-64,1,M. Smart makes free throw 1 of 2
3:03.0,,,57-65,1,M. Smart makes free throw 2 of 2
3:03.0,T. Snell enters the game for K. Middleton,,57-65,,
3:03.0,,,57-65,,S. Larkin enters the game for T. Rozier
2:41.0,J. Parker misses 3-pt shot from 25 ft,,57-65,,
2:39.0,,,57-65,,Defensive rebound by J. Brown
2:25.0,,,57-68,3,J. Brown makes 3-pt shot from 26 ft (assist by A. Horford)
2:24.0,Milwaukee full timeout,,57-68,,
2:10.0,S. Muhammad misses 2-pt shot from 2 ft,,57-68,,
2:08.0,,,57-68,,Defensive rebound by M. Smart
2:03.0,,,57-68,,J. Brown misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by J. Parker,,57-68,,
1:56.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,57-68,,
1:56.0,G. Antetokounmpo makes free throw 1 of 2,1,58-68,,
1:56.0,E. Bledsoe enters the game for S. Muhammad,,58-68,,
1:56.0,G. Antetokounmpo makes free throw 2 of 2,1,59-68,,
1:44.0,,,59-68,,M. Smart misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by G. Antetokounmpo,,59-68,,
1:37.0,T. Snell misses 3-pt shot from 22 ft,,59-68,,
1:32.0,Offensive rebound by E. Bledsoe,,59-68,,
1:30.0,T. Snell misses 3-pt shot from 23 ft,,59-68,,
1:27.0,,,59-68,,Defensive rebound by M. Smart
1:10.0,,,59-68,,Boston full timeout
1:09.0,,,59-68,,Offensive foul by A. Horford (drawn by E. Bledsoe)
1:09.0,,,59-68,,Turnover by A. Horford (offensive foul)
1:01.0,Turnover by G. Antetokounmpo (lost ball; steal by S. Larkin),,59-68,,
1:00.0,,,59-70,2,S. Larkin makes 2-pt shot from 1 ft
1:00.0,Violation by G. Antetokounmpo (def goaltending),,59-70,,
0:40.0,E. Bledsoe makes 2-pt shot from 1 ft,2,61-70,,
0:30.0,,,61-72,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
0:08.0,J. Parker misses 3-pt shot from 24 ft,,61-72,,
0:06.0,,,61-72,,Defensive rebound by J. Brown
0:02.0,,,61-72,,M. Smart misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by J. Parker,,61-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,61-72,,J. Tatum misses 3-pt shot from 25 ft
11:36.0,,,61-72,,Offensive rebound by S. Larkin
11:34.0,,,61-72,,M. Morris misses 3-pt shot from 25 ft
11:31.0,Defensive rebound by T. Maker,,61-72,,
11:17.0,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,63-72,,
10:48.0,,,63-72,,M. Smart misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by T. Maker,,63-72,,
10:22.0,K. Middleton misses 2-pt shot from 11 ft,,63-72,,
10:18.0,,,63-72,,Defensive rebound by J. Tatum
9:56.0,,,63-72,,M. Morris misses 2-pt shot from 2 ft
9:54.0,Defensive rebound by E. Bledsoe,,63-72,,
9:47.0,E. Bledsoe misses 3-pt shot from 22 ft,,63-72,,
9:45.0,Offensive rebound by J. Parker,,63-72,,
9:33.0,T. Maker misses 3-pt shot from 25 ft,,63-72,,
9:28.0,Offensive rebound by J. Parker,,63-72,,
9:27.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,63-72,,
9:26.0,,,63-72,,Defensive rebound by A. Baynes
9:23.0,,,63-72,,J. Tatum misses 2-pt shot from 1 ft
9:21.0,,,63-72,,Offensive rebound by A. Baynes
9:20.0,,,63-72,,Turnover by A. Baynes (bad pass; steal by J. Parker)
9:13.0,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,65-72,,
9:13.0,Shooting foul by A. Baynes (drawn by J. Parker),,65-72,,
9:13.0,,,65-72,,T. Rozier enters the game for S. Larkin
9:13.0,,,65-72,,A. Horford enters the game for M. Morris
9:13.0,,,65-72,,S. Ojeleye enters the game for A. Baynes
9:13.0,J. Parker makes free throw 1 of 1,1,66-72,,
9:00.0,,,66-72,,A. Horford misses 2-pt shot from 16 ft
8:58.0,Defensive rebound by G. Antetokounmpo,,66-72,,
8:47.0,E. Bledsoe misses 3-pt shot from 25 ft,,66-72,,
8:45.0,Offensive rebound by J. Parker,,66-72,,
8:45.0,J. Parker makes 2-pt shot from 1 ft,2,68-72,,
8:44.0,,,68-72,,Boston full timeout
8:44.0,,,68-72,,M. Morris enters the game for J. Tatum
8:18.0,,,68-74,2,M. Smart makes 2-pt shot from 2 ft
7:58.0,Shooting foul by T. Rozier (drawn by E. Bledsoe),,68-74,,
7:58.0,E. Bledsoe misses free throw 1 of 2,,68-74,,
7:58.0,Offensive rebound by Team,,68-74,,
7:58.0,E. Bledsoe makes free throw 2 of 2,1,69-74,,
7:37.0,,,69-74,,Turnover by M. Smart (bad pass; steal by E. Bledsoe)
7:33.0,Shooting foul by S. Ojeleye (drawn by G. Antetokounmpo),,69-74,,
7:33.0,G. Antetokounmpo misses free throw 1 of 2,,69-74,,
7:33.0,Offensive rebound by Team,,69-74,,
7:33.0,,,69-74,,J. Brown enters the game for M. Smart
7:33.0,G. Antetokounmpo makes free throw 2 of 2,1,70-74,,
7:13.0,,,70-77,3,A. Horford makes 3-pt shot from 22 ft (assist by T. Rozier)
6:52.0,J. Parker misses 3-pt shot from 24 ft,,70-77,,
6:48.0,,,70-77,,Defensive rebound by M. Morris
6:26.0,,,70-77,,Turnover by Team (shot clock)
6:06.0,K. Middleton misses 2-pt shot from 13 ft,,70-77,,
6:04.0,,,70-77,,Defensive rebound by S. Ojeleye
5:48.0,,,70-79,2,M. Morris makes 2-pt shot from 1 ft (assist by T. Rozier)
5:46.0,Milwaukee full timeout,,70-79,,
5:46.0,S. Muhammad enters the game for T. Maker,,70-79,,
5:33.0,J. Parker misses 2-pt shot from 1 ft (block by A. Horford),,70-79,,
5:32.0,Offensive rebound by Team,,70-79,,
5:27.0,J. Parker makes 2-pt shot from 17 ft (assist by K. Middleton),2,72-79,,
5:04.0,,,72-79,,A. Horford misses 3-pt shot from 23 ft
5:03.0,Defensive rebound by S. Muhammad,,72-79,,
4:57.0,E. Bledsoe misses 2-pt shot from 5 ft (block by J. Brown),,72-79,,
4:57.0,Offensive rebound by Team,,72-79,,
4:49.0,S. Muhammad misses 3-pt shot from 22 ft,,72-79,,
4:46.0,,,72-79,,Defensive rebound by T. Rozier
4:26.0,,,72-79,,A. Horford misses 2-pt shot from 8 ft
4:23.0,Defensive rebound by S. Muhammad,,72-79,,
4:13.0,G. Antetokounmpo makes 2-pt shot from 14 ft,2,74-79,,
3:52.0,Personal foul by G. Antetokounmpo (drawn by T. Rozier),,74-79,,
3:52.0,,,74-79,,M. Smart enters the game for M. Morris
3:46.0,,,74-81,2,T. Rozier makes 2-pt shot from 13 ft
3:29.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by M. Smart),,74-81,,
3:26.0,Offensive rebound by J. Parker,,74-81,,
3:24.0,E. Bledsoe makes 3-pt shot from 23 ft (assist by J. Parker),3,77-81,,
2:59.0,,,77-81,,M. Smart misses 2-pt shot from 5 ft
2:57.0,Defensive rebound by G. Antetokounmpo,,77-81,,
2:44.0,E. Bledsoe misses 2-pt shot from 18 ft,,77-81,,
2:43.0,,,77-81,,Defensive rebound by S. Ojeleye
