time,LA Lakers,pts.away,score,pts.home,Dallas
4:34.0,,,118-117,,D. McDermott misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by K. Kuzma,,118-117,,
4:16.0,J. Randle misses 2-pt shot from 3 ft (block by S. Mejri),,118-117,,
4:14.0,,,118-117,,Defensive rebound by S. Mejri
4:03.0,,,118-117,,M. Kleber misses 3-pt shot from 23 ft
3:58.0,,,118-117,,Offensive rebound by Y. Ferrell
3:54.0,,,118-117,,D. Smith misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by K. Caldwell-Pope,,118-117,,
3:37.0,I. Thomas misses 3-pt shot from 25 ft,,118-117,,
3:34.0,,,118-117,,Defensive rebound by D. Smith
3:29.0,,,118-117,,D. Smith misses 2-pt shot from 3 ft
3:27.0,Defensive rebound by K. Caldwell-Pope,,118-117,,
3:23.0,,,118-117,,Personal foul by M. Kleber (drawn by I. Thomas)
3:23.0,LA Lakers full timeout,,118-117,,
3:14.0,B. Ingram misses 2-pt shot from 2 ft (block by S. Mejri),,118-117,,
3:10.0,,,118-117,,Defensive rebound by D. Smith
3:09.0,,,118-119,2,D. Smith makes 2-pt shot at rim
2:50.0,Turnover by K. Kuzma (step out of bounds),,118-119,,
2:34.0,,,118-121,2,D. McDermott makes 2-pt shot from 18 ft (assist by S. Mejri)
2:20.0,Offensive charge foul by J. Randle (drawn by S. Mejri),,118-121,,
2:20.0,Turnover by J. Randle (offensive foul),,118-121,,
2:00.0,,,118-121,,D. McDermott misses 2-pt shot from 12 ft
2:00.0,Defensive rebound by Team,,118-121,,
2:00.0,,,118-121,,Loose ball foul by S. Mejri (drawn by K. Caldwell-Pope)
2:00.0,K. Caldwell-Pope makes free throw 1 of 2,1,119-121,,
2:00.0,K. Caldwell-Pope misses free throw 2 of 2,,119-121,,
1:57.0,,,119-121,,Defensive rebound by D. McDermott
1:45.0,Shooting block foul by I. Thomas (drawn by S. Mejri),,119-121,,
1:45.0,,,119-122,1,S. Mejri makes free throw 1 of 2
1:45.0,,,119-123,1,S. Mejri makes free throw 2 of 2
1:37.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,119-123,,
1:33.0,Offensive rebound by K. Kuzma,,119-123,,
1:30.0,K. Kuzma makes 2-pt shot from 12 ft,2,121-123,,
1:19.0,,,121-125,2,M. Kleber makes 2-pt shot from 1 ft (assist by D. Smith)
1:03.0,Turnover by I. Thomas (bad pass; steal by D. Smith),,121-125,,
0:53.0,,,121-127,2,S. Mejri makes 2-pt shot at rim (assist by D. McDermott)
0:53.0,LA Lakers full timeout,,121-127,,
0:48.0,J. Randle makes 2-pt shot from 2 ft,2,123-127,,
0:31.0,,,123-127,,M. Kleber misses 2-pt shot from 13 ft
0:28.0,,,123-127,,Offensive rebound by S. Mejri
0:25.0,Personal take foul by I. Thomas (drawn by Y. Ferrell),,123-127,,
0:25.0,,,123-128,1,Y. Ferrell makes free throw 1 of 2
0:25.0,,,123-129,1,Y. Ferrell makes free throw 2 of 2
0:20.0,K. Kuzma misses 3-pt shot from 27 ft,,123-129,,
0:17.0,,,123-129,,Defensive rebound by D. Smith
0:17.0,Personal take foul by J. Randle (drawn by D. Smith),,123-129,,
0:17.0,J. Hart enters the game for J. Randle,,123-129,,
0:17.0,,,123-129,,D. Smith misses free throw 1 of 2
0:17.0,,,123-129,,Offensive rebound by Team
0:17.0,,,123-130,1,D. Smith makes free throw 2 of 2
0:08.0,K. Caldwell-Pope misses 3-pt shot from 22 ft,,123-130,,
0:03.0,,,123-130,,Defensive rebound by M. Kleber
