time,San Antonio,pts.away,score,pts.home,Golden State
4:47.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills),3,11-15,,
4:21.0,,,11-17,2,K. Thompson makes 2-pt shot from 18 ft (assist by A. Iguodala)
3:57.0,L. Aldridge misses 2-pt shot from 4 ft (block by J. McGee),,11-17,,
3:57.0,,,11-17,,Defensive rebound by K. Durant
3:49.0,,,11-20,3,K. Durant makes 3-pt shot from 25 ft
3:33.0,P. Mills misses 2-pt shot from 18 ft,,11-20,,
3:31.0,,,11-20,,Defensive rebound by A. Iguodala
3:16.0,,,11-20,,D. Green misses 2-pt shot from 8 ft
3:14.0,Defensive rebound by M. Ginobili,,11-20,,
3:08.0,B. Forbes misses 3-pt shot from 27 ft,,11-20,,
3:06.0,,,11-20,,Defensive rebound by K. Durant
3:01.0,,,11-20,,Golden State full timeout
3:01.0,,,11-20,,K. Looney enters the game for J. McGee
3:01.0,,,11-20,,Q. Cook enters the game for A. Iguodala
3:01.0,,,11-20,,S. Livingston enters the game for K. Thompson
3:01.0,,,11-20,,D. West enters the game for D. Green
3:01.0,T. Parker enters the game for P. Mills,,11-20,,
3:01.0,P. Gasol enters the game for L. Aldridge,,11-20,,
2:49.0,,,11-20,,Turnover by K. Durant (bad pass)
2:33.0,R. Gay makes 3-pt shot from 23 ft (assist by P. Gasol),3,14-20,,
2:15.0,,,14-22,2,K. Durant makes 2-pt shot from 17 ft (assist by K. Looney)
2:03.0,R. Gay misses 2-pt shot from 20 ft,,14-22,,
1:58.0,,,14-22,,Defensive rebound by K. Durant
1:50.0,,,14-24,2,Q. Cook makes 2-pt shot from 16 ft (assist by K. Durant)
1:23.0,M. Ginobili misses 2-pt shot from 2 ft,,14-24,,
1:21.0,,,14-24,,Defensive rebound by S. Livingston
1:05.0,,,14-24,,Q. Cook misses 3-pt shot from 22 ft
1:03.0,,,14-24,,Offensive rebound by Team
1:03.0,Loose ball foul by R. Gay (drawn by D. West),,14-24,,
0:55.0,,,14-26,2,K. Durant makes 2-pt shot from 17 ft
0:44.0,Turnover by P. Gasol (out of bounds lost ball),,14-26,,
0:37.0,,,14-28,2,S. Livingston makes 2-pt shot from 11 ft
0:20.0,R. Gay misses 2-pt shot from 7 ft,,14-28,,
0:14.0,,,14-28,,Defensive rebound by D. West
0:04.0,,,14-28,,Turnover by K. Looney (lost ball; steal by M. Ginobili)
0:01.0,M. Ginobili makes 3-pt shot from 30 ft,3,17-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,T. Parker misses 2-pt shot from 13 ft,,17-28,,
11:42.0,,,17-28,,Defensive rebound by D. Green
11:25.0,,,17-28,,Turnover by D. Green (bad pass; steal by R. Gay)
11:20.0,T. Parker misses 2-pt shot from 3 ft (block by Q. Cook),,17-28,,
11:19.0,Offensive rebound by Team,,17-28,,
11:14.0,R. Gay misses 2-pt shot from 18 ft,,17-28,,
11:09.0,,,17-28,,Defensive rebound by S. Livingston
11:05.0,,,17-28,,S. Livingston misses 2-pt shot from 5 ft
10:59.0,Defensive rebound by M. Ginobili,,17-28,,
10:52.0,D. Bertans misses 2-pt shot from 6 ft,,17-28,,
10:52.0,Offensive rebound by Team,,17-28,,
10:52.0,Turnover by P. Gasol (turnover),,17-28,,
10:52.0,D. Green enters the game for M. Ginobili,,17-28,,
10:41.0,,,17-28,,D. West misses 2-pt shot from 16 ft
10:37.0,Defensive rebound by R. Gay,,17-28,,
10:27.0,P. Gasol makes 2-pt shot from 3 ft (assist by R. Gay),2,19-28,,
10:10.0,,,19-30,2,D. Green makes 2-pt shot from 3 ft (assist by D. West)
10:10.0,,,19-30,,Shooting foul by D. Green (drawn by D. Green)
10:10.0,,,19-30,,D. Green misses free throw 1 of 1
10:07.0,Defensive rebound by R. Gay,,19-30,,
9:58.0,,,19-30,,Personal foul by D. West (drawn by T. Parker)
9:53.0,T. Parker makes 2-pt shot from 19 ft,2,21-30,,
9:42.0,,,21-30,,D. Green misses 3-pt shot from 24 ft
9:40.0,Defensive rebound by T. Parker,,21-30,,
9:31.0,R. Gay makes 3-pt shot from 27 ft (assist by P. Gasol),3,24-30,,
9:10.0,,,24-33,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
8:52.0,R. Gay makes 2-pt shot from 8 ft (assist by T. Parker),2,26-33,,
8:41.0,,,26-35,2,Q. Cook makes 2-pt shot from 15 ft
8:31.0,T. Parker misses 2-pt shot from 16 ft,,26-35,,
8:29.0,,,26-35,,Defensive rebound by D. West
8:19.0,Personal foul by D. Bertans (drawn by K. Thompson),,26-35,,
8:19.0,D. Murray enters the game for T. Parker,,26-35,,
8:19.0,K. Anderson enters the game for R. Gay,,26-35,,
8:10.0,,,26-37,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
8:09.0,San Antonio full timeout,,26-37,,
8:09.0,P. Mills enters the game for D. Bertans,,26-37,,
7:49.0,D. Green misses 3-pt shot from 26 ft,,26-37,,
7:45.0,,,26-37,,Defensive rebound by D. Green
7:36.0,,,26-37,,Shooting foul by P. Mills (drawn by S. Livingston)
7:36.0,,,26-38,1,S. Livingston makes free throw 1 of 2
7:36.0,L. Aldridge enters the game for K. Anderson,,26-38,,
7:36.0,,,26-38,,K. Durant enters the game for Q. Cook
7:36.0,,,26-39,1,S. Livingston makes free throw 2 of 2
7:22.0,Shooting foul by S. Livingston (drawn by D. Murray),,26-39,,
7:22.0,D. Murray makes free throw 1 of 2,1,27-39,,
7:22.0,,,27-39,,A. Iguodala enters the game for S. Livingston
7:22.0,D. Murray makes free throw 2 of 2,1,28-39,,
7:13.0,,,28-41,2,K. Thompson makes 2-pt shot from 20 ft (assist by K. Durant)
6:55.0,L. Aldridge makes 2-pt shot from 16 ft,2,30-41,,
6:39.0,,,30-41,,A. Iguodala misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by P. Gasol,,30-41,,
6:19.0,D. Green makes 3-pt shot from 26 ft (assist by P. Gasol),3,33-41,,
6:02.0,,,33-41,,K. Durant misses 2-pt shot from 14 ft
6:00.0,Defensive rebound by D. Murray,,33-41,,
5:43.0,Shooting foul by K. Thompson (drawn by L. Aldridge),,33-41,,
5:43.0,L. Aldridge makes free throw 1 of 2,1,34-41,,
5:43.0,,,34-41,,J. McGee enters the game for D. West
5:43.0,L. Aldridge makes free throw 2 of 2,1,35-41,,
5:32.0,,,35-41,,Shooting foul by L. Aldridge (drawn by J. McGee)
5:32.0,,,35-42,1,J. McGee makes free throw 1 of 2
5:32.0,R. Gay enters the game for P. Gasol,,35-42,,
5:32.0,,,35-43,1,J. McGee makes free throw 2 of 2
5:18.0,L. Aldridge misses 2-pt shot from 11 ft,,35-43,,
5:16.0,,,35-43,,Defensive rebound by K. Durant
5:12.0,T. Parker enters the game for D. Murray,,35-43,,
5:09.0,,,35-45,2,D. Green makes 2-pt shot from 15 ft (assist by A. Iguodala)
4:45.0,T. Parker misses 2-pt shot from 21 ft,,35-45,,
4:44.0,Offensive rebound by Team,,35-45,,
4:44.0,,,35-45,,Loose ball foul by J. McGee (drawn by L. Aldridge)
4:29.0,M. Ginobili enters the game for D. Green,,35-45,,
4:24.0,,,35-45,,Violation by J. McGee (kicked ball)
4:16.0,Turnover by P. Mills (bad pass; steal by K. Thompson),,35-45,,
4:12.0,,,35-47,2,K. Durant makes 2-pt shot from 1 ft (assist by K. Thompson)
3:58.0,Shooting foul by J. McGee (drawn by M. Ginobili),,35-47,,
3:58.0,M. Ginobili makes free throw 1 of 2,1,36-47,,
3:58.0,,,36-47,,K. Looney enters the game for J. McGee
3:58.0,M. Ginobili misses free throw 2 of 2,,36-47,,
3:56.0,,,36-47,,Defensive rebound by D. Green
3:49.0,,,36-49,2,K. Thompson makes 2-pt shot from 11 ft (assist by D. Green)
3:34.0,Turnover by M. Ginobili (bad pass),,36-49,,
3:16.0,,,36-52,3,A. Iguodala makes 3-pt shot from 27 ft (assist by K. Thompson)
2:56.0,R. Gay misses 3-pt shot from 27 ft,,36-52,,
2:54.0,,,36-52,,Defensive rebound by A. Iguodala
2:47.0,,,36-52,,D. Green misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by R. Gay,,36-52,,
2:26.0,T. Parker misses 2-pt shot from 6 ft,,36-52,,
2:24.0,Offensive rebound by R. Gay,,36-52,,
2:20.0,R. Gay misses 2-pt shot from 12 ft,,36-52,,
2:18.0,,,36-52,,Defensive rebound by D. Green
2:18.0,,,36-52,,Turnover by K. Durant (bad pass)
2:18.0,,,36-52,,Golden State full timeout
2:18.0,,,36-52,,Q. Cook enters the game for D. Green
2:18.0,,,36-52,,J. McGee enters the game for K. Looney
2:18.0,D. Green enters the game for T. Parker,,36-52,,
2:03.0,L. Aldridge misses 2-pt shot from 19 ft,,36-52,,
2:00.0,,,36-52,,Defensive rebound by K. Thompson
1:45.0,,,36-52,,Shooting foul by L. Aldridge (drawn by A. Iguodala)
1:45.0,,,36-52,,A. Iguodala misses free throw 1 of 2
1:45.0,,,36-52,,Offensive rebound by Team
1:45.0,,,36-52,,K. Looney enters the game for J. McGee
1:45.0,P. Gasol enters the game for L. Aldridge,,36-52,,
1:45.0,,,36-52,,A. Iguodala misses free throw 2 of 2
1:43.0,Defensive rebound by R. Gay,,36-52,,
1:22.0,P. Gasol misses 2-pt shot from 9 ft (block by A. Iguodala),,36-52,,
1:22.0,,,36-52,,Defensive rebound by A. Iguodala
1:17.0,,,36-52,,K. Durant misses 2-pt shot from 2 ft
1:06.0,,,36-52,,Offensive rebound by K. Looney
1:06.0,,,36-54,2,K. Looney makes 2-pt shot at rim
1:00.0,P. Mills makes 3-pt shot from 26 ft (assist by M. Ginobili),3,39-54,,
0:46.0,,,39-54,,K. Durant misses 2-pt shot from 17 ft
0:44.0,Defensive rebound by D. Green,,39-54,,
0:30.0,P. Gasol misses 2-pt shot from 3 ft,,39-54,,
0:26.0,,,39-54,,Defensive rebound by K. Durant
0:08.0,,,39-54,,K. Thompson misses 2-pt shot from 18 ft
0:05.0,,,39-54,,Offensive rebound by A. Iguodala
0:04.0,,,39-54,,Shooting foul by D. Green (drawn by K. Durant)
0:04.0,,,39-55,1,K. Durant makes free throw 1 of 3
0:04.0,,,39-56,1,K. Durant makes free throw 2 of 3
0:04.0,,,39-56,,D. Green enters the game for Q. Cook
0:04.0,,,39-56,,S. Livingston enters the game for A. Iguodala
0:04.0,,,39-57,1,K. Durant makes free throw 3 of 3
0:00.0,Shooting foul by K. Looney (drawn by R. Gay),,39-57,,
0:00.0,R. Gay makes free throw 1 of 2,1,40-57,,
0:00.0,,,40-57,,Q. Cook enters the game for K. Looney
0:00.0,R. Gay makes free throw 2 of 2,1,41-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,D. Green makes 3-pt shot from 25 ft (assist by R. Gay),3,44-57,,
11:33.0,,,44-57,,Turnover by A. Iguodala (bad pass)
11:24.0,R. Gay makes 2-pt shot from 18 ft,2,46-57,,
11:09.0,Personal foul by D. Murray (drawn by K. Thompson),,46-57,,
11:08.0,Personal foul by D. Murray (drawn by K. Thompson),,46-57,,
11:08.0,T. Parker enters the game for D. Murray,,46-57,,
10:53.0,,,46-59,2,K. Thompson makes 2-pt shot from 11 ft
10:36.0,R. Gay makes 2-pt shot from 21 ft,2,48-59,,
10:26.0,Personal foul by D. Green (drawn by D. Green),,48-59,,
10:26.0,D. Murray enters the game for T. Parker,,48-59,,
10:20.0,,,48-59,,J. McGee misses 2-pt shot from 12 ft
10:17.0,Defensive rebound by D. Murray,,48-59,,
10:07.0,D. Murray makes 2-pt shot from 5 ft,2,50-59,,
9:57.0,Personal foul by D. Murray (drawn by A. Iguodala),,50-59,,
9:57.0,T. Parker enters the game for D. Murray,,50-59,,
9:54.0,,,50-62,3,K. Thompson makes 3-pt shot from 30 ft (assist by K. Durant)
9:51.0,San Antonio full timeout,,50-62,,
9:32.0,R. Gay misses 3-pt shot from 24 ft,,50-62,,
9:26.0,,,50-62,,Defensive rebound by D. Green
9:15.0,,,50-62,,K. Durant misses 3-pt shot from 28 ft
9:10.0,Defensive rebound by L. Aldridge,,50-62,,
9:05.0,T. Parker misses 2-pt shot from 15 ft,,50-62,,
9:03.0,Offensive rebound by Team,,50-62,,
9:01.0,T. Parker misses 3-pt shot from 23 ft,,50-62,,
8:58.0,,,50-62,,Defensive rebound by K. Durant
8:54.0,,,50-62,,A. Iguodala misses 2-pt shot from 2 ft
8:54.0,,,50-62,,Offensive rebound by J. McGee
8:54.0,,,50-64,2,J. McGee makes 2-pt shot at rim
8:34.0,R. Gay misses 2-pt shot from 16 ft,,50-64,,
8:31.0,,,50-64,,Defensive rebound by A. Iguodala
8:22.0,,,50-66,2,K. Thompson makes 2-pt shot from 17 ft (assist by D. Green)
8:01.0,L. Aldridge makes 2-pt shot from 14 ft (assist by P. Mills),2,52-66,,
7:51.0,,,52-69,3,D. Green makes 3-pt shot from 28 ft (assist by K. Durant)
7:34.0,,,52-69,,Personal foul by J. McGee (drawn by L. Aldridge)
7:24.0,L. Aldridge misses 2-pt shot from 13 ft,,52-69,,
7:18.0,,,52-69,,Defensive rebound by D. Green
7:14.0,Personal foul by R. Gay (drawn by J. McGee),,52-69,,
7:14.0,,,52-70,1,J. McGee makes free throw 1 of 2
7:14.0,,,52-71,1,J. McGee makes free throw 2 of 2
6:54.0,Shooting foul by J. McGee (drawn by R. Gay),,52-71,,
6:54.0,R. Gay misses free throw 1 of 2,,52-71,,
6:54.0,Offensive rebound by Team,,52-71,,
6:54.0,,,52-71,,K. Looney enters the game for J. McGee
6:54.0,B. Forbes enters the game for T. Parker,,52-71,,
6:54.0,R. Gay makes free throw 2 of 2,1,53-71,,
6:42.0,,,53-71,,K. Thompson misses 3-pt shot from 28 ft
6:39.0,Defensive rebound by B. Forbes,,53-71,,
6:20.0,Turnover by L. Aldridge (bad pass),,53-71,,
6:04.0,,,53-71,,Turnover by K. Durant (bad pass)
5:49.0,,,53-71,,Personal foul by K. Durant (drawn by L. Aldridge)
5:38.0,Turnover by D. Green (lost ball; steal by K. Durant),,53-71,,
5:36.0,,,53-71,,A. Iguodala misses 2-pt shot from 2 ft (block by D. Green)
5:34.0,Defensive rebound by D. Green,,53-71,,
5:26.0,D. Green misses 2-pt shot from 1 ft,,53-71,,
5:24.0,Offensive rebound by R. Gay,,53-71,,
5:21.0,Turnover by R. Gay (lost ball; steal by K. Durant),,53-71,,
5:21.0,M. Ginobili enters the game for D. Green,,53-71,,
5:11.0,Jump ball: K. Looney vs. R. Gay (D. Green gains possession),,,,Jump ball: K. Looney vs. R. Gay (D. Green gains possession)
5:08.0,,,53-71,,D. Green misses 2-pt shot from 11 ft
5:05.0,Defensive rebound by M. Ginobili,,53-71,,
5:00.0,Shooting foul by D. Green (drawn by L. Aldridge),,53-71,,
5:00.0,L. Aldridge makes free throw 1 of 2,1,54-71,,
5:00.0,,,54-71,,Golden State full timeout
5:00.0,,,54-71,,S. Livingston enters the game for A. Iguodala
5:00.0,K. Anderson enters the game for R. Gay,,54-71,,
5:00.0,L. Aldridge makes free throw 2 of 2,1,55-71,,
4:45.0,,,55-73,2,K. Durant makes 2-pt shot from 15 ft (assist by D. Green)
4:26.0,L. Aldridge makes 2-pt shot from 11 ft (assist by K. Anderson),2,57-73,,
4:04.0,,,57-73,,Turnover by K. Thompson (lost ball; steal by M. Ginobili)
3:52.0,Turnover by L. Aldridge (lost ball; steal by D. Green),,57-73,,
3:44.0,,,57-73,,Turnover by S. Livingston (bad pass; steal by M. Ginobili)
3:34.0,K. Anderson misses 2-pt shot from 8 ft (block by K. Looney),,57-73,,
3:29.0,,,57-73,,Defensive rebound by K. Looney
3:27.0,,,57-76,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
3:25.0,San Antonio full timeout,,57-76,,
3:25.0,,,57-76,,D. West enters the game for K. Thompson
3:25.0,,,57-76,,Q. Cook enters the game for D. Green
3:14.0,M. Ginobili makes 2-pt shot from 4 ft,2,59-76,,
2:55.0,,,59-76,,K. Looney misses 2-pt shot from 3 ft
2:51.0,Defensive rebound by K. Anderson,,59-76,,
2:42.0,L. Aldridge misses 2-pt shot from 7 ft,,59-76,,
2:38.0,,,59-76,,Defensive rebound by K. Looney
2:28.0,P. Gasol enters the game for P. Mills,,59-76,,
2:28.0,D. Bertans enters the game for L. Aldridge,,59-76,,
2:22.0,,,59-76,,K. Durant misses 2-pt shot from 16 ft
2:18.0,Defensive rebound by B. Forbes,,59-76,,
2:18.0,,,59-76,,Personal foul by K. Looney (drawn by B. Forbes)
2:18.0,B. Forbes makes free throw 1 of 2,1,60-76,,
2:18.0,B. Forbes makes free throw 2 of 2,1,61-76,,
2:07.0,Personal foul by K. Anderson (drawn by K. Durant),,61-76,,
2:07.0,,,61-77,1,K. Durant makes free throw 1 of 2
2:07.0,,,61-78,1,K. Durant makes free throw 2 of 2
1:52.0,M. Ginobili misses 2-pt shot from 1 ft,,61-78,,
1:48.0,,,61-78,,Defensive rebound by K. Looney
1:44.0,,,61-80,2,K. Durant makes 2-pt shot from 12 ft (assist by S. Livingston)
1:30.0,M. Ginobili misses 2-pt shot from 18 ft,,61-80,,
1:26.0,,,61-80,,Defensive rebound by S. Livingston
1:14.0,,,61-80,,K. Durant misses 3-pt shot from 27 ft
1:10.0,,,61-80,,Offensive rebound by D. West
1:04.0,Personal foul by K. Anderson (drawn by S. Livingston),,61-80,,
1:04.0,,,61-80,,S. Livingston misses free throw 1 of 2
1:04.0,,,61-80,,Offensive rebound by Team
1:04.0,,,61-80,,D. Green enters the game for D. West
1:04.0,D. White enters the game for K. Anderson,,61-80,,
1:04.0,,,61-81,1,S. Livingston makes free throw 2 of 2
0:47.0,D. White makes 2-pt shot from 11 ft (assist by P. Gasol),2,63-81,,
0:33.0,,,63-84,3,D. Green makes 3-pt shot from 26 ft (assist by K. Looney)
0:25.0,Offensive foul by M. Ginobili (drawn by S. Livingston),,63-84,,
0:25.0,Turnover by M. Ginobili (offensive foul),,63-84,,
0:25.0,,,63-84,,K. Thompson enters the game for K. Looney
0:07.0,,,63-84,,K. Durant misses 2-pt shot from 17 ft
0:05.0,,,63-84,,Offensive rebound by K. Durant
0:04.0,,,63-86,2,K. Durant makes 2-pt shot from 6 ft
0:01.0,B. Forbes misses 3-pt shot from 49 ft,,63-86,,
0:00.0,Offensive rebound by Team,,63-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,63-88,2,S. Livingston makes 2-pt shot from 12 ft (assist by D. Green)
11:27.0,B. Forbes makes 3-pt shot from 26 ft (assist by D. Murray),3,66-88,,
11:00.0,,,66-90,2,D. West makes 2-pt shot from 19 ft (assist by D. Green)
10:40.0,Shooting foul by K. Thompson (drawn by B. Forbes),,66-90,,
10:40.0,,,66-90,,Technical foul by K. Thompson
10:40.0,B. Forbes makes technical free throw,1,67-90,,
10:40.0,B. Forbes misses free throw 1 of 2,,67-90,,
10:40.0,Offensive rebound by Team,,67-90,,
10:40.0,B. Forbes misses free throw 2 of 2,,67-90,,
10:35.0,,,67-90,,Defensive rebound by D. Green
10:21.0,,,67-93,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
10:06.0,D. Murray makes 2-pt shot from 10 ft,2,69-93,,
9:50.0,,,69-93,,Q. Cook misses 2-pt shot from 11 ft
9:45.0,Defensive rebound by D. Bertans,,69-93,,
9:40.0,P. Gasol makes 2-pt shot from 1 ft (assist by D. White),2,71-93,,
9:40.0,,,71-93,,Golden State full timeout
9:27.0,,,71-95,2,D. West makes 2-pt shot from 10 ft (assist by D. Green)
9:08.0,P. Gasol makes 2-pt shot from 2 ft (assist by B. Forbes),2,73-95,,
8:48.0,,,73-95,,D. Green misses 3-pt shot from 27 ft
8:44.0,,,73-95,,Offensive rebound by S. Livingston
8:41.0,,,73-95,,Turnover by D. West (bad pass; steal by D. Murray)
8:35.0,B. Forbes makes 2-pt shot from 15 ft (assist by D. Bertans),2,75-95,,
8:22.0,,,75-98,3,K. Thompson makes 3-pt shot from 29 ft (assist by D. Green)
8:06.0,D. Bertans misses 3-pt shot from 25 ft,,75-98,,
8:02.0,,,75-98,,Defensive rebound by Q. Cook
7:58.0,,,75-98,,Q. Cook misses 2-pt shot from 1 ft (block by D. White)
7:55.0,Defensive rebound by P. Gasol,,75-98,,
7:55.0,,,75-98,,Personal foul by D. West (drawn by D. Murray)
7:55.0,,,75-98,,N. Young enters the game for S. Livingston
7:43.0,D. White misses 2-pt shot from 17 ft,,75-98,,
7:38.0,,,75-98,,Defensive rebound by Q. Cook
7:35.0,Personal foul by D. Bertans (drawn by D. West),,75-98,,
7:29.0,,,75-100,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
7:28.0,San Antonio full timeout,,75-100,,
7:28.0,,,75-100,,K. Looney enters the game for D. West
7:13.0,D. White misses 2-pt shot from 9 ft,,75-100,,
7:09.0,,,75-100,,Defensive rebound by D. Green
6:59.0,,,75-103,3,N. Young makes 3-pt shot from 22 ft (assist by K. Looney)
6:40.0,Shooting foul by K. Thompson (drawn by D. Bertans),,75-103,,
6:40.0,D. Bertans misses free throw 1 of 3,,75-103,,
6:40.0,Offensive rebound by Team,,75-103,,
6:40.0,D. Bertans makes free throw 2 of 3,1,76-103,,
6:40.0,,,76-103,,S. Livingston enters the game for K. Thompson
6:40.0,,,76-103,,J. Bell enters the game for D. Green
6:40.0,D. Bertans makes free throw 3 of 3,1,77-103,,
6:26.0,,,77-103,,Turnover by K. Looney (traveling)
6:14.0,B. Forbes makes 2-pt shot from 5 ft,2,79-103,,
5:52.0,,,79-103,,J. Bell misses 2-pt shot from 4 ft (block by D. Murray)
5:52.0,,,79-103,,Offensive rebound by Team
5:52.0,J. Lauvergne enters the game for P. Gasol,,79-103,,
5:49.0,,,79-103,,S. Livingston misses 2-pt shot from 15 ft
5:46.0,Defensive rebound by J. Lauvergne,,79-103,,
5:38.0,D. Murray misses 2-pt shot from 7 ft,,79-103,,
5:34.0,,,79-103,,Defensive rebound by S. Livingston
5:23.0,,,79-103,,N. Young misses 2-pt shot from 4 ft
5:19.0,,,79-103,,Offensive rebound by K. Looney
5:18.0,,,79-105,2,K. Looney makes 2-pt shot from 2 ft
5:05.0,B. Forbes makes 2-pt shot from 20 ft,2,81-105,,
4:48.0,,,81-107,2,S. Livingston makes 2-pt shot from 1 ft (assist by Q. Cook)
4:35.0,D. White makes 3-pt shot from 25 ft (assist by D. Murray),3,84-107,,
4:17.0,,,84-109,2,K. Looney makes 2-pt shot from 16 ft (assist by Q. Cook)
4:01.0,,,84-109,,Personal foul by N. Young (drawn by J. Lauvergne)
4:01.0,,,84-109,,D. Jones enters the game for S. Livingston
3:53.0,B. Forbes misses 2-pt shot from 9 ft,,84-109,,
3:44.0,Offensive rebound by B. Forbes,,84-109,,
3:44.0,D. Bertans misses 3-pt shot from 25 ft,,84-109,,
3:41.0,,,84-109,,Defensive rebound by K. Looney
3:33.0,,,84-109,,Turnover by D. Jones (bad pass; steal by D. White)
3:30.0,D. White makes 2-pt shot from 2 ft,2,86-109,,
3:17.0,,,86-109,,Q. Cook misses 3-pt shot from 27 ft
3:08.0,,,86-109,,Offensive rebound by J. Bell
3:08.0,,,86-109,,J. Bell misses 2-pt shot at rim
3:07.0,Defensive rebound by D. Murray,,86-109,,
3:05.0,D. Murray misses 2-pt shot from 1 ft,,86-109,,
3:03.0,,,86-109,,Defensive rebound by Q. Cook
2:48.0,,,86-109,,K. Looney misses 2-pt shot from 15 ft
2:46.0,Defensive rebound by D. Bertans,,86-109,,
2:33.0,Shooting foul by D. Jones (drawn by B. Forbes),,86-109,,
2:33.0,B. Forbes makes free throw 1 of 2,1,87-109,,
