time,Golden State,pts.away,score,pts.home,Oklahoma City
5:54.0,,,11-11,,A. Roberson misses 2-pt shot at rim
5:49.0,,,11-11,,Offensive rebound by P. George
5:49.0,,,11-13,2,P. George makes 2-pt shot at rim
5:40.0,Shooting foul by R. Westbrook (drawn by K. Looney),,11-13,,
5:40.0,K. Looney makes free throw 1 of 2,1,12-13,,
5:40.0,,,12-13,,A. Abrines enters the game for P. George
5:40.0,A. Iguodala enters the game for D. Green,,12-13,,
5:40.0,K. Looney misses free throw 2 of 2,,12-13,,
5:39.0,,,12-13,,Defensive rebound by R. Westbrook
5:26.0,,,12-13,,R. Westbrook misses 2-pt shot from 4 ft
5:22.0,,,12-13,,Offensive rebound by J. Grant
5:22.0,,,12-15,2,J. Grant makes 2-pt shot at rim
5:16.0,K. Durant misses 2-pt shot from 2 ft (block by J. Grant),,12-15,,
5:14.0,,,12-15,,Defensive rebound by J. Grant
5:11.0,,,12-18,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:49.0,S. Curry makes 2-pt shot at rim,2,14-18,,
4:49.0,Shooting foul by A. Abrines (drawn by S. Curry),,14-18,,
4:49.0,N. Young enters the game for K. Thompson,,14-18,,
4:49.0,,,14-18,,S. Adams enters the game for J. Grant
4:49.0,S. Curry makes free throw 1 of 1,1,15-18,,
4:40.0,Personal foul by K. Durant (drawn by C. Anthony),,15-18,,
4:40.0,D. Green enters the game for K. Durant,,15-18,,
4:33.0,,,15-20,2,C. Anthony makes 2-pt shot from 12 ft (assist by R. Westbrook)
4:25.0,Turnover by S. Curry (lost ball; steal by C. Anthony),,15-20,,
4:20.0,,,15-22,2,C. Anthony makes 2-pt shot from 22 ft
4:07.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,18-22,,
3:48.0,,,18-24,2,C. Anthony makes 2-pt shot from 2 ft
3:42.0,Turnover by K. Looney (bad pass),,18-24,,
3:26.0,,,18-24,,C. Anthony misses 2-pt shot from 11 ft (block by D. Green)
3:25.0,,,18-24,,Offensive rebound by Team
3:25.0,Loose ball foul by K. Looney (drawn by S. Adams),,18-24,,
3:25.0,,,18-24,,P. George enters the game for A. Roberson
3:18.0,,,18-26,2,R. Westbrook makes 2-pt shot at rim
3:03.0,S. Curry makes 2-pt shot from 13 ft,2,20-26,,
2:53.0,,,20-28,2,R. Westbrook makes 2-pt shot at rim
2:53.0,,,20-28,,Shooting foul by K. Looney (drawn by R. Westbrook)
2:53.0,,,20-28,,Oklahoma City full timeout
2:53.0,,,20-28,,J. Grant enters the game for C. Anthony
2:53.0,J. McGee enters the game for K. Looney,,20-28,,
2:53.0,,,20-29,1,R. Westbrook makes free throw 1 of 1
2:43.0,S. Curry misses 2-pt shot from 20 ft,,20-29,,
2:40.0,,,20-29,,Defensive rebound by R. Westbrook
2:35.0,,,20-31,2,R. Westbrook makes 2-pt shot at rim
2:21.0,N. Young makes 2-pt shot from 1 ft (assist by S. Curry),2,22-31,,
2:21.0,,,22-31,,Violation by J. Grant (def goaltending)
2:11.0,,,22-31,,Turnover by J. Grant (traveling)
1:58.0,J. McGee misses 2-pt shot from 1 ft,,22-31,,
1:54.0,,,22-31,,Defensive rebound by S. Adams
1:48.0,,,22-33,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook)
1:32.0,,,22-33,,Personal foul by A. Abrines (drawn by J. McGee)
1:32.0,,,22-33,,R. Felton enters the game for R. Westbrook
1:27.0,Shooting foul by R. Felton (drawn by N. Young),,22-33,,
1:27.0,N. Young makes free throw 1 of 3,1,23-33,,
1:27.0,N. Young misses free throw 2 of 3,,23-33,,
1:27.0,Offensive rebound by Team,,23-33,,
1:27.0,N. Young makes free throw 3 of 3,1,24-33,,
1:13.0,,,24-33,,A. Abrines misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by N. Young,,24-33,,
1:09.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,26-33,,
1:03.0,,,26-33,,Oklahoma City full timeout
1:03.0,,,26-33,,J. Huestis enters the game for A. Abrines
0:58.0,,,26-33,,P. George misses 2-pt shot from 18 ft
0:55.0,Defensive rebound by S. Curry,,26-33,,
0:47.0,N. Young misses 3-pt shot from 22 ft,,26-33,,
0:44.0,,,26-33,,Defensive rebound by J. Huestis
0:25.0,,,26-33,,J. Huestis misses 3-pt shot from 23 ft (block by A. Iguodala)
0:20.0,Defensive rebound by J. McGee,,26-33,,
0:01.0,D. Green misses 3-pt shot from 31 ft,,26-33,,
0:01.0,Offensive rebound by Team,,26-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,26-33,,Personal foul by C. Anthony (drawn by K. Thompson)
11:35.0,K. Thompson misses 3-pt shot from 24 ft,,26-33,,
11:31.0,,,26-33,,Defensive rebound by S. Adams
11:28.0,,,26-35,2,P. George makes 2-pt shot from 18 ft
11:13.0,K. Thompson misses 2-pt shot from 2 ft,,26-35,,
11:11.0,,,26-35,,Defensive rebound by R. Felton
10:55.0,,,26-35,,Shooting foul by S. Livingston (drawn by C. Anthony)
10:55.0,,,26-36,1,C. Anthony makes free throw 1 of 2
10:55.0,,,26-37,1,C. Anthony makes free throw 2 of 2
10:37.0,K. Durant misses 2-pt shot from 1 ft (block by P. George),,26-37,,
10:36.0,,,26-37,,Defensive rebound by R. Felton
10:31.0,,,26-37,,R. Felton misses 2-pt shot from 13 ft
10:29.0,Defensive rebound by S. Livingston,,26-37,,
10:12.0,D. West makes 2-pt shot from 19 ft (assist by K. Thompson),2,28-37,,
9:53.0,,,28-37,,S. Adams misses 2-pt shot at rim
9:51.0,,,28-37,,Offensive rebound by S. Adams
9:50.0,,,28-37,,C. Anthony misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by K. Thompson,,28-37,,
9:41.0,D. West misses 2-pt shot from 17 ft,,28-37,,
9:37.0,,,28-37,,Defensive rebound by J. Huestis
9:23.0,,,28-39,2,R. Felton makes 2-pt shot from 19 ft
9:09.0,K. Durant misses 2-pt shot from 16 ft,,28-39,,
9:07.0,,,28-39,,Defensive rebound by J. Huestis
8:58.0,,,28-39,,J. Huestis misses 3-pt shot from 25 ft
8:56.0,,,28-39,,Offensive rebound by S. Adams
8:55.0,,,28-39,,Shooting foul by K. Thompson (drawn by S. Adams)
8:55.0,,,28-40,1,S. Adams makes free throw 1 of 2
8:55.0,,,28-41,1,S. Adams makes free throw 2 of 2
8:39.0,S. Livingston makes 2-pt shot from 4 ft (assist by K. Durant),2,30-41,,
8:18.0,,,30-43,2,C. Anthony makes 2-pt shot from 15 ft (assist by R. Felton)
7:55.0,S. Livingston makes 2-pt shot at rim (assist by K. Thompson),2,32-43,,
7:49.0,,,32-43,,Oklahoma City full timeout
7:49.0,,,32-43,,A. Roberson enters the game for R. Felton
7:49.0,,,32-43,,R. Westbrook enters the game for S. Adams
7:49.0,,,32-43,,P. Patterson enters the game for P. George
7:49.0,,,32-43,,J. Grant enters the game for C. Anthony
7:35.0,,,32-43,,Shooting foul by S. Livingston (drawn by J. Huestis)
7:35.0,,,32-43,,J. Huestis misses free throw 1 of 2
7:35.0,,,32-43,,Offensive rebound by Team
7:35.0,,,32-44,1,J. Huestis makes free throw 2 of 2
7:19.0,Shooting foul by J. Grant (drawn by D. West),,32-44,,
7:19.0,D. West misses free throw 1 of 2,,32-44,,
7:19.0,Offensive rebound by Team,,32-44,,
7:19.0,O. Casspi enters the game for A. Iguodala,,32-44,,
7:19.0,D. West makes free throw 2 of 2,1,33-44,,
7:08.0,,,33-46,2,R. Westbrook makes 2-pt shot from 1 ft
6:49.0,Offensive foul by O. Casspi (drawn by J. Grant),,33-46,,
6:49.0,Turnover by O. Casspi (offensive foul),,33-46,,
6:49.0,S. Curry enters the game for D. West,,33-46,,
6:49.0,D. Green enters the game for K. Thompson,,33-46,,
6:41.0,,,33-46,,R. Westbrook misses 2-pt shot from 19 ft
6:39.0,Defensive rebound by K. Durant,,33-46,,
6:32.0,K. Durant makes 2-pt shot from 1 ft,2,35-46,,
6:08.0,,,35-48,2,R. Westbrook makes 2-pt shot at rim
5:55.0,Offensive charge foul by D. Green (drawn by J. Huestis),,35-48,,
5:55.0,Turnover by D. Green (offensive foul),,35-48,,
5:55.0,,,35-48,,S. Adams enters the game for J. Grant
5:55.0,,,35-48,,P. George enters the game for J. Huestis
5:55.0,,,35-48,,C. Anthony enters the game for P. Patterson
5:44.0,,,35-48,,R. Westbrook misses 2-pt shot from 13 ft
5:40.0,Defensive rebound by S. Livingston,,35-48,,
5:26.0,K. Durant makes 2-pt shot from 13 ft,2,37-48,,
5:06.0,,,37-48,,C. Anthony misses 2-pt shot from 20 ft
5:04.0,Defensive rebound by O. Casspi,,37-48,,
4:59.0,S. Curry misses 3-pt shot from 27 ft,,37-48,,
4:55.0,,,37-48,,Defensive rebound by P. George
4:37.0,,,37-48,,R. Westbrook misses 3-pt shot from 23 ft
4:34.0,Defensive rebound by Team,,37-48,,
4:18.0,K. Durant makes 2-pt shot from 13 ft,2,39-48,,
4:04.0,,,39-51,3,P. George makes 3-pt shot from 25 ft (assist by A. Roberson)
3:47.0,O. Casspi makes 2-pt shot from 1 ft (assist by S. Livingston),2,41-51,,
3:37.0,,,41-51,,Offensive foul by A. Roberson (drawn by D. Green)
3:37.0,,,41-51,,Turnover by A. Roberson (offensive foul)
3:37.0,Golden State full timeout,,41-51,,
3:37.0,K. Thompson enters the game for O. Casspi,,41-51,,
3:37.0,A. Iguodala enters the game for S. Livingston,,41-51,,
3:27.0,,,41-51,,Personal foul by P. George (drawn by K. Durant)
3:21.0,Turnover by S. Curry (lost ball; steal by P. George),,41-51,,
3:14.0,,,41-54,3,C. Anthony makes 3-pt shot from 23 ft (assist by P. George)
3:02.0,S. Curry misses 3-pt shot from 24 ft,,41-54,,
2:58.0,Offensive rebound by A. Iguodala,,41-54,,
2:57.0,K. Durant misses 3-pt shot from 28 ft,,41-54,,
2:55.0,,,41-54,,Defensive rebound by R. Westbrook
2:49.0,,,41-54,,C. Anthony misses 3-pt shot from 24 ft
2:43.0,,,41-54,,Offensive rebound by R. Westbrook
2:43.0,,,41-54,,Turnover by R. Westbrook (bad pass; steal by K. Durant)
2:38.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,44-54,,
2:18.0,,,44-54,,Turnover by P. George (bad pass; steal by D. Green)
2:07.0,D. Green misses 3-pt shot from 26 ft,,44-54,,
2:05.0,,,44-54,,Defensive rebound by P. George
1:55.0,,,44-54,,Shooting foul by A. Iguodala (drawn by S. Adams)
1:55.0,,,44-55,1,S. Adams makes free throw 1 of 2
1:55.0,,,44-56,1,S. Adams makes free throw 2 of 2
1:47.0,Turnover by D. Green (bad pass),,44-56,,
1:42.0,Personal foul by D. Green (drawn by R. Westbrook),,44-56,,
1:42.0,,,44-57,1,R. Westbrook makes free throw 1 of 2
1:42.0,,,44-58,1,R. Westbrook makes free throw 2 of 2
1:36.0,D. Green misses 2-pt shot from 9 ft,,44-58,,
1:33.0,,,44-58,,Defensive rebound by S. Adams
1:30.0,,,44-60,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
1:20.0,S. Curry makes 2-pt shot from 1 ft,2,46-60,,
0:59.0,,,46-60,,P. George misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by S. Curry,,46-60,,
0:55.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,48-60,,
0:36.0,,,48-63,3,R. Westbrook makes 3-pt shot from 25 ft
0:21.0,K. Thompson misses 3-pt shot from 25 ft,,48-63,,
0:18.0,,,48-63,,Defensive rebound by P. George
0:00.0,,,48-65,2,P. George makes 2-pt shot from 14 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Thompson misses 2-pt shot from 12 ft,,48-65,,
11:43.0,,,48-65,,Defensive rebound by P. George
11:34.0,,,48-65,,R. Westbrook misses 2-pt shot from 14 ft (block by Z. Pachulia)
11:32.0,,,48-65,,Offensive rebound by Team
11:32.0,,,48-65,,Turnover by R. Westbrook (turnover)
11:26.0,,,48-65,,Personal foul by R. Westbrook (drawn by Z. Pachulia)
11:20.0,K. Thompson misses 3-pt shot from 25 ft,,48-65,,
11:16.0,Offensive rebound by S. Curry,,48-65,,
11:14.0,S. Curry makes 2-pt shot from 1 ft,2,50-65,,
10:48.0,,,50-65,,R. Westbrook misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by S. Curry,,50-65,,
10:40.0,S. Curry misses 2-pt shot from 1 ft,,50-65,,
10:40.0,,,50-65,,Defensive rebound by C. Anthony
10:34.0,,,50-65,,P. George misses 3-pt shot from 24 ft
10:34.0,Defensive rebound by D. Green,,50-65,,
10:13.0,K. Thompson misses 3-pt shot from 24 ft,,50-65,,
10:11.0,,,50-65,,Defensive rebound by R. Westbrook
10:05.0,Personal foul by K. Durant (drawn by R. Westbrook),,50-65,,
10:00.0,,,50-65,,R. Westbrook misses 2-pt shot at rim
9:59.0,Defensive rebound by Z. Pachulia,,50-65,,
9:55.0,S. Curry misses 3-pt shot from 24 ft,,50-65,,
9:53.0,,,50-65,,Defensive rebound by P. George
9:53.0,,,50-65,,Oklahoma City full timeout
9:33.0,,,50-65,,C. Anthony misses 2-pt shot from 16 ft
9:29.0,,,50-65,,Offensive rebound by S. Adams
9:21.0,,,50-67,2,R. Westbrook makes 2-pt shot from 19 ft
9:04.0,Shooting foul by C. Anthony (drawn by Z. Pachulia),,50-67,,
9:04.0,Z. Pachulia makes free throw 1 of 2,1,51-67,,
9:04.0,Z. Pachulia makes free throw 2 of 2,1,52-67,,
8:52.0,,,52-67,,Turnover by R. Westbrook (bad pass; steal by K. Durant)
8:47.0,Turnover by K. Durant (bad pass; steal by R. Westbrook),,52-67,,
8:43.0,,,52-69,2,R. Westbrook makes 2-pt shot from 1 ft
8:25.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,52-69,,
8:25.0,,,52-71,2,R. Westbrook makes 2-pt shot at rim
8:25.0,,,52-71,,Shooting foul by S. Curry (drawn by R. Westbrook)
8:25.0,,,52-72,1,R. Westbrook makes free throw 1 of 1
8:15.0,K. Durant makes 2-pt shot at rim,2,54-72,,
8:06.0,,,54-72,,Offensive foul by S. Adams (drawn by K. Durant)
8:06.0,,,54-72,,Turnover by S. Adams (offensive foul)
7:55.0,S. Curry misses 3-pt shot from 25 ft (block by P. George),,54-72,,
7:50.0,,,54-72,,Defensive rebound by C. Anthony
7:44.0,,,54-72,,Shooting foul by D. Green (drawn by C. Anthony)
7:44.0,,,54-72,,C. Anthony misses free throw 1 of 2
7:44.0,,,54-72,,Offensive rebound by Team
7:44.0,,,54-73,1,C. Anthony makes free throw 2 of 2
7:32.0,,,54-73,,Personal foul by A. Roberson (drawn by Z. Pachulia)
7:26.0,K. Durant misses 3-pt shot from 24 ft,,54-73,,
7:22.0,,,54-73,,Defensive rebound by A. Roberson
7:21.0,,,54-73,,Turnover by A. Roberson (lost ball; steal by D. Green)
7:18.0,S. Curry makes 2-pt shot at rim (assist by D. Green),2,56-73,,
7:01.0,,,56-73,,P. George misses 3-pt shot from 25 ft
6:59.0,,,56-73,,Offensive rebound by S. Adams
6:57.0,,,56-73,,C. Anthony misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by D. Green,,56-73,,
6:47.0,K. Durant misses 2-pt shot from 1 ft,,56-73,,
6:47.0,,,56-73,,Defensive rebound by C. Anthony
6:43.0,,,56-76,3,P. George makes 3-pt shot from 25 ft (assist by C. Anthony)
6:41.0,Golden State full timeout,,56-76,,
6:28.0,,,56-76,,Personal foul by P. George (drawn by K. Durant)
6:23.0,Turnover by K. Durant (out of bounds lost ball),,56-76,,
6:02.0,,,56-78,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
5:59.0,,,56-78,,Technical foul by Team
5:59.0,,,56-79,1,R. Westbrook makes technical free throw
5:51.0,S. Curry makes 2-pt shot from 20 ft,2,58-79,,
5:34.0,,,58-79,,Turnover by R. Westbrook (bad pass; steal by Z. Pachulia)
5:24.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,61-79,,
5:06.0,Personal foul by D. Green,,61-79,,
5:06.0,Technical foul by D. Green,,61-79,,
5:06.0,,,61-79,,J. Huestis enters the game for P. George
5:06.0,,,61-80,1,R. Westbrook makes technical free throw
5:06.0,J. McGee enters the game for D. Green,,61-80,,
5:06.0,A. Iguodala enters the game for Z. Pachulia,,61-80,,
4:54.0,,,61-80,,R. Westbrook misses 2-pt shot from 15 ft
4:51.0,Defensive rebound by K. Durant,,61-80,,
4:42.0,K. Thompson misses 2-pt shot from 13 ft,,61-80,,
4:40.0,,,61-80,,Defensive rebound by R. Westbrook
4:34.0,,,61-83,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
4:33.0,Golden State full timeout,,61-83,,
4:21.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,64-83,,
4:03.0,,,64-83,,Shooting foul by J. McGee (drawn by S. Adams)
4:03.0,,,64-84,1,S. Adams makes free throw 1 of 2
4:03.0,,,64-85,1,S. Adams makes free throw 2 of 2
3:54.0,Turnover by A. Iguodala (traveling),,64-85,,
3:41.0,,,64-87,2,S. Adams makes 2-pt shot from 1 ft (assist by A. Roberson)
3:29.0,Shooting foul by A. Roberson (drawn by K. Durant),,64-87,,
3:29.0,K. Durant makes free throw 1 of 2,1,65-87,,
3:29.0,N. Young enters the game for K. Thompson,,65-87,,
3:29.0,K. Durant makes free throw 2 of 2,1,66-87,,
3:05.0,,,66-87,,Turnover by Team (shot clock)
2:51.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,66-87,,
2:46.0,,,66-89,2,R. Westbrook makes 2-pt shot at rim
2:30.0,Shooting foul by A. Roberson (drawn by S. Curry),,66-89,,
2:30.0,S. Curry makes free throw 1 of 2,1,67-89,,
2:30.0,,,67-89,,P. George enters the game for S. Adams
2:30.0,,,67-89,,J. Grant enters the game for A. Roberson
2:30.0,D. Green enters the game for K. Durant,,67-89,,
2:30.0,S. Curry makes free throw 2 of 2,1,68-89,,
2:18.0,,,68-89,,R. Westbrook misses 2-pt shot from 1 ft (block by J. McGee)
2:18.0,,,68-89,,Offensive rebound by Team
2:18.0,O. Casspi enters the game for J. McGee,,68-89,,
2:07.0,Personal foul by O. Casspi (drawn by J. Huestis),,68-89,,
2:07.0,,,68-89,,J. Huestis misses free throw 1 of 2
2:07.0,,,68-89,,Offensive rebound by Team
2:07.0,,,68-89,,P. Patterson enters the game for C. Anthony
2:07.0,,,68-90,1,J. Huestis makes free throw 2 of 2
1:50.0,S. Curry misses 2-pt shot from 13 ft,,68-90,,
1:47.0,,,68-90,,Defensive rebound by P. George
1:37.0,,,68-90,,P. George misses 2-pt shot from 1 ft
1:35.0,Defensive rebound by D. Green,,68-90,,
1:26.0,N. Young misses 3-pt shot from 26 ft,,68-90,,
1:24.0,,,68-90,,Defensive rebound by P. George
1:11.0,,,68-92,2,R. Westbrook makes 2-pt shot from 15 ft
0:58.0,Turnover by S. Curry (bad pass; steal by P. Patterson),,68-92,,
0:54.0,,,68-94,2,P. Patterson makes 2-pt shot at rim
0:36.0,N. Young misses 2-pt shot from 7 ft (block by J. Huestis),,68-94,,
0:33.0,,,68-94,,Defensive rebound by P. Patterson
0:28.0,,,68-94,,P. George misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by O. Casspi,,68-94,,
0:05.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala),3,71-94,,
0:01.0,,,71-94,,R. Westbrook misses 3-pt shot from 42 ft
0:01.0,,,71-94,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,71-94,,P. George misses 2-pt shot from 12 ft (block by D. Green)
11:39.0,Defensive rebound by Team,,71-94,,
11:39.0,,,71-94,,Loose ball foul by P. George (drawn by K. Thompson)
11:36.0,,,71-94,,Personal foul by R. Felton (drawn by S. Livingston)
11:16.0,K. Durant misses 2-pt shot from 10 ft,,71-94,,
11:13.0,Offensive rebound by A. Iguodala,,71-94,,
11:13.0,A. Iguodala makes 2-pt shot at rim,2,73-94,,
10:51.0,,,73-96,2,R. Felton makes 2-pt shot from 22 ft
10:37.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,75-96,,
10:20.0,,,75-96,,J. Grant misses 2-pt shot from 1 ft (block by A. Iguodala)
10:18.0,Defensive rebound by A. Iguodala,,75-96,,
10:13.0,Turnover by A. Iguodala (lost ball; steal by R. Felton),,75-96,,
9:53.0,,,75-98,2,R. Felton makes 2-pt shot from 18 ft
9:40.0,Shooting foul by J. Grant (drawn by A. Iguodala),,75-98,,
9:40.0,A. Iguodala makes free throw 1 of 2,1,76-98,,
9:40.0,,,76-98,,S. Adams enters the game for P. Patterson
9:40.0,A. Iguodala makes free throw 2 of 2,1,77-98,,
9:25.0,,,77-98,,P. George misses 2-pt shot from 8 ft
9:21.0,,,77-98,,Offensive rebound by P. George
8:59.0,,,77-98,,R. Felton misses 3-pt shot from 27 ft
8:57.0,,,77-98,,Offensive rebound by S. Adams
8:57.0,,,77-100,2,S. Adams makes 2-pt shot at rim
8:46.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,80-100,,
8:21.0,,,80-100,,J. Grant misses 2-pt shot from 2 ft (block by A. Iguodala)
8:21.0,Defensive rebound by K. Thompson,,80-100,,
8:15.0,Turnover by A. Iguodala (lost ball; steal by P. George),,80-100,,
8:11.0,,,80-103,3,P. George makes 3-pt shot from 25 ft
8:09.0,Golden State full timeout,,80-103,,
8:09.0,,,80-103,,C. Anthony enters the game for J. Grant
8:09.0,,,80-103,,R. Westbrook enters the game for J. Huestis
8:09.0,K. Looney enters the game for A. Iguodala,,80-103,,
8:09.0,N. Young enters the game for K. Thompson,,80-103,,
8:09.0,O. Casspi enters the game for D. Green,,80-103,,
8:09.0,D. West enters the game for S. Livingston,,80-103,,
8:09.0,P. McCaw enters the game for K. Durant,,80-103,,
7:49.0,O. Casspi misses 2-pt shot from 6 ft,,80-103,,
7:45.0,Offensive rebound by K. Looney,,80-103,,
7:45.0,K. Looney misses 2-pt shot at rim,,80-103,,
7:45.0,Offensive rebound by O. Casspi,,80-103,,
7:44.0,O. Casspi makes 2-pt shot at rim,2,82-103,,
7:26.0,,,82-103,,P. George misses 3-pt shot from 22 ft
7:24.0,Defensive rebound by K. Looney,,82-103,,
7:11.0,,,82-103,,Personal foul by P. George (drawn by O. Casspi)
7:00.0,N. Young misses 2-pt shot from 15 ft,,82-103,,
6:57.0,,,82-103,,Defensive rebound by R. Felton
6:50.0,,,82-103,,R. Westbrook misses 2-pt shot from 1 ft
6:48.0,Defensive rebound by D. West,,82-103,,
6:39.0,K. Looney makes 2-pt shot at rim (assist by D. West),2,84-103,,
6:38.0,,,84-103,,Oklahoma City full timeout
6:28.0,,,84-103,,Offensive foul by S. Adams (drawn by N. Young)
6:28.0,,,84-103,,Turnover by S. Adams (offensive foul)
6:23.0,Offensive foul by P. McCaw (drawn by P. George),,84-103,,
6:23.0,Turnover by P. McCaw (offensive foul),,84-103,,
6:23.0,,,84-103,,A. Roberson enters the game for R. Felton
