time,Milwaukee,pts.away,score,pts.home,Toronto
5:16.0,,,101-102,2,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet)
5:15.0,Milwaukee full timeout,,101-102,,
4:50.0,Turnover by J. Henson (bad pass; steal by K. Lowry),,101-102,,
4:42.0,,,101-104,2,D. DeRozan makes 2-pt shot from 2 ft
4:23.0,J. Henson misses 2-pt shot from 9 ft,,101-104,,
4:18.0,Offensive rebound by G. Antetokounmpo,,101-104,,
4:18.0,G. Antetokounmpo makes 2-pt shot at rim,2,103-104,,
4:06.0,,,103-104,,Turnover by J. Poeltl (out of bounds lost ball)
4:06.0,J. Terry enters the game for T. Snell,,103-104,,
3:50.0,K. Middleton misses 2-pt shot from 14 ft,,103-104,,
3:47.0,,,103-104,,Defensive rebound by P. Siakam
3:41.0,,,103-104,,Turnover by F. VanVleet (bad pass)
3:27.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,105-104,,
3:25.0,,,105-104,,Toronto full timeout
3:25.0,,,105-104,,S. Ibaka enters the game for J. Poeltl
3:03.0,,,105-104,,F. VanVleet misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by E. Bledsoe,,105-104,,
2:48.0,E. Bledsoe misses 2-pt shot from 19 ft,,105-104,,
2:46.0,,,105-104,,Defensive rebound by S. Ibaka
2:35.0,,,105-104,,D. DeRozan misses 2-pt shot from 2 ft
2:32.0,Defensive rebound by G. Antetokounmpo,,105-104,,
2:25.0,J. Henson misses 2-pt shot from 7 ft,,105-104,,
2:23.0,,,105-104,,Defensive rebound by D. DeRozan
2:14.0,Personal foul by E. Bledsoe (drawn by D. DeRozan),,105-104,,
2:00.0,,,105-106,2,P. Siakam makes 2-pt shot from 16 ft
1:49.0,E. Bledsoe makes 2-pt shot from 2 ft,2,107-106,,
1:29.0,,,107-106,,D. DeRozan misses 2-pt shot from 1 ft
1:27.0,Defensive rebound by K. Middleton,,107-106,,
1:05.0,G. Antetokounmpo makes 2-pt shot from 12 ft,2,109-106,,
1:05.0,,,109-106,,Toronto full timeout
1:05.0,,,109-106,,J. Valanciunas enters the game for F. VanVleet
1:05.0,,,109-106,,C. Miles enters the game for P. Siakam
0:58.0,,,109-108,2,D. DeRozan makes 2-pt shot from 1 ft
0:44.0,E. Bledsoe misses 2-pt shot from 14 ft,,109-108,,
0:42.0,,,109-108,,Defensive rebound by D. DeRozan
0:35.0,,,109-108,,D. DeRozan misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by E. Bledsoe,,109-108,,
0:12.0,K. Middleton misses 2-pt shot from 17 ft,,109-108,,
0:09.0,Offensive rebound by J. Henson,,109-108,,
0:04.0,,,109-108,,Personal foul by K. Lowry (drawn by G. Antetokounmpo)
0:04.0,,,109-108,,F. VanVleet enters the game for J. Valanciunas
0:04.0,,,109-108,,P. Siakam enters the game for C. Miles
0:03.0,,,109-108,,Personal take foul by P. Siakam (drawn by K. Middleton)
0:03.0,K. Middleton misses free throw 1 of 2,,109-108,,
0:03.0,Offensive rebound by Team,,109-108,,
0:03.0,,,109-108,,J. Valanciunas enters the game for F. VanVleet
0:03.0,K. Middleton makes free throw 2 of 2,1,110-108,,
0:03.0,,,110-108,,Toronto full timeout
0:03.0,,,110-108,,C. Miles enters the game for P. Siakam
0:00.0,,,110-110,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by C. Miles)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: J. Valanciunas vs. J. Henson,,,,Jump ball: J. Valanciunas vs. J. Henson
4:42.0,,,110-113,3,K. Lowry makes 3-pt shot from 22 ft (assist by S. Ibaka)
4:18.0,E. Bledsoe misses 2-pt shot from 2 ft,,110-113,,
4:14.0,,,110-113,,Defensive rebound by J. Valanciunas
3:56.0,,,110-115,2,S. Ibaka makes 2-pt shot from 12 ft
3:35.0,,,110-115,,Personal foul by S. Ibaka (drawn by G. Antetokounmpo)
3:28.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,112-115,,
2:58.0,,,112-115,,S. Ibaka misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by K. Middleton,,112-115,,
2:36.0,J. Terry makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),2,115-115,,
2:11.0,,,115-115,,D. DeRozan misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by E. Bledsoe,,115-115,,
1:58.0,K. Middleton makes 3-pt shot from 25 ft (assist by J. Terry),3,118-115,,
1:45.0,,,118-115,,K. Lowry misses 3-pt shot from 22 ft
1:43.0,Defensive rebound by G. Antetokounmpo,,118-115,,
1:28.0,,,118-115,,Violation by D. DeRozan (kicked ball)
1:24.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,118-115,,
1:21.0,,,118-115,,Defensive rebound by D. DeRozan
1:16.0,Violation by K. Middleton (kicked ball),,118-115,,
1:06.0,,,118-115,,S. Ibaka misses 3-pt shot from 23 ft
1:03.0,Defensive rebound by K. Middleton,,118-115,,
0:41.0,E. Bledsoe misses 3-pt shot from 25 ft,,118-115,,
0:40.0,Offensive rebound by Team,,118-115,,
0:40.0,Turnover by Team (shot clock),,118-115,,
0:40.0,,,118-115,,Toronto full timeout
0:40.0,,,118-115,,C. Miles enters the game for F. VanVleet
0:36.0,,,118-117,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan)
0:13.0,G. Antetokounmpo makes 2-pt shot from 16 ft,2,120-117,,
0:12.0,,,120-117,,Toronto full timeout
0:12.0,T. Snell enters the game for J. Henson,,120-117,,
0:05.0,,,120-117,,D. DeRozan misses 3-pt shot from 22 ft
0:01.0,,,120-117,,Offensive rebound by D. DeRozan
0:01.0,,,120-119,2,D. DeRozan makes 2-pt shot at rim
0:00.0,,,120-119,,Personal take foul by K. Lowry (drawn by G. Antetokounmpo)
0:00.0,Milwaukee full timeout,,120-119,,
0:00.0,,,120-119,,P. Siakam enters the game for C. Miles
0:00.0,,,120-119,,Personal take foul by K. Lowry (drawn by J. Terry)
0:00.0,J. Terry makes free throw 1 of 2,1,121-119,,
0:00.0,J. Terry makes free throw 2 of 2,1,122-119,,
0:00.0,,,122-119,,F. VanVleet enters the game for K. Lowry
0:00.0,,,122-119,,C. Miles enters the game for P. Siakam
