time,Golden State,pts.away,score,pts.home,Houston
2:58.0,S. Livingston makes free throw 1 of 2,1,94-121,,
2:58.0,S. Livingston misses free throw 2 of 2,,94-121,,
2:58.0,,,94-121,,Defensive rebound by T. Black
2:46.0,,,94-123,2,A. Jackson makes 2-pt shot from 1 ft
2:34.0,N. Young misses 3-pt shot from 25 ft,,94-123,,
2:33.0,,,94-123,,Defensive rebound by J. Johnson
2:15.0,,,94-123,,Turnover by A. Jackson (lost ball; steal by Z. Pachulia)
2:09.0,Q. Cook makes 2-pt shot from 16 ft,2,96-123,,
1:53.0,,,96-123,,L. Mbah a Moute misses 2-pt shot from 1 ft (block by J. Bell)
1:50.0,Defensive rebound by Q. Cook,,96-123,,
1:48.0,S. Livingston misses 2-pt shot from 14 ft,,96-123,,
1:47.0,Offensive rebound by Team,,96-123,,
1:47.0,,,96-123,,Loose ball foul by T. Black (drawn by Z. Pachulia)
1:47.0,Z. Pachulia misses free throw 1 of 2,,96-123,,
1:47.0,Offensive rebound by Team,,96-123,,
1:47.0,Z. Pachulia makes free throw 2 of 2,1,97-123,,
1:31.0,,,97-123,,T. Black misses 2-pt shot from 1 ft
1:29.0,,,97-123,,Offensive rebound by A. Jackson
1:28.0,,,97-125,2,A. Jackson makes 2-pt shot from 2 ft
1:20.0,,,97-125,,Personal foul by A. Jackson (drawn by Q. Cook)
1:20.0,Q. Cook makes free throw 1 of 2,1,98-125,,
1:20.0,Q. Cook makes free throw 2 of 2,1,99-125,,
0:59.0,,,99-125,,J. Johnson misses 3-pt shot from 24 ft
0:57.0,,,99-125,,Offensive rebound by T. Black
0:56.0,,,99-127,2,T. Black makes 2-pt shot from 1 ft
0:37.0,Z. Pachulia makes 2-pt shot at rim (assist by N. Young),2,101-127,,
0:14.0,,,101-127,,A. Jackson misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by J. Bell,,101-127,,
0:05.0,Shooting foul by T. Black (drawn by J. Bell),,101-127,,
0:05.0,J. Bell makes free throw 1 of 2,1,102-127,,
0:05.0,J. Bell misses free throw 2 of 2,,102-127,,
0:02.0,Offensive rebound by Z. Pachulia,,102-127,,
0:01.0,Q. Cook makes 3-pt shot from 22 ft (assist by Z. Pachulia),3,105-127,,
