time,Minnesota,pts.away,score,pts.home,San Antonio
3:50.0,,,92-95,2,R. Gay makes 2-pt shot from 8 ft
3:47.0,Minnesota full timeout,,92-95,,
3:29.0,Turnover by J. Crawford (bad pass; steal by D. Green),,92-95,,
3:12.0,,,92-98,3,D. Green makes 3-pt shot from 22 ft (assist by R. Gay)
3:10.0,Minnesota full timeout,,92-98,,
2:54.0,J. Butler misses 2-pt shot from 2 ft,,92-98,,
2:50.0,Offensive rebound by A. Wiggins,,92-98,,
2:47.0,J. Butler misses 3-pt shot from 23 ft,,92-98,,
2:47.0,,,92-98,,Defensive rebound by R. Gay
2:29.0,,,92-98,,Offensive charge foul by L. Aldridge (drawn by J. Butler)
2:29.0,,,92-98,,Turnover by L. Aldridge (offensive foul)
2:12.0,T. Jones misses 2-pt shot from 13 ft,,92-98,,
2:09.0,,,92-98,,Defensive rebound by D. Green
1:52.0,Personal foul by K. Towns (drawn by M. Ginobili),,92-98,,
1:42.0,,,92-100,2,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili)
1:42.0,Minnesota full timeout,,92-100,,
1:37.0,Shooting foul by R. Gay (drawn by A. Wiggins),,92-100,,
1:37.0,A. Wiggins makes free throw 1 of 2,1,93-100,,
1:37.0,A. Wiggins misses free throw 2 of 2,,93-100,,
1:34.0,,,93-100,,Defensive rebound by L. Aldridge
1:17.0,,,93-100,,L. Aldridge misses 2-pt shot from 1 ft (block by K. Towns)
1:15.0,,,93-100,,Offensive rebound by R. Gay
1:15.0,,,93-100,,Shooting foul by K. Towns (drawn by R. Gay)
1:15.0,,,93-101,1,R. Gay makes free throw 1 of 2
1:15.0,,,93-102,1,R. Gay makes free throw 2 of 2
1:09.0,A. Wiggins makes 2-pt shot from 1 ft,2,95-102,,
0:46.0,,,95-105,3,D. Green makes 3-pt shot from 24 ft (assist by R. Gay)
0:42.0,A. Wiggins misses 3-pt shot from 27 ft,,95-105,,
0:42.0,Offensive rebound by J. Crawford,,95-105,,
0:35.0,K. Towns makes 2-pt shot from 5 ft (assist by J. Crawford),2,97-105,,
0:13.0,,,97-105,,P. Mills misses 2-pt shot from 14 ft
0:13.0,,,97-105,,Offensive rebound by L. Aldridge
0:10.0,,,97-107,2,L. Aldridge makes 2-pt shot from 8 ft
0:10.0,Minnesota full timeout,,97-107,,
0:10.0,,,97-107,,D. White enters the game for L. Aldridge
0:10.0,,,97-107,,B. Paul enters the game for D. Green
0:10.0,,,97-107,,D. Bertans enters the game for R. Gay
0:10.0,,,97-107,,J. Lauvergne enters the game for P. Mills
0:10.0,,,97-107,,B. Forbes enters the game for M. Ginobili
0:06.0,K. Towns makes 2-pt shot from 1 ft,2,99-107,,
