time,New Orleans,pts.away,score,pts.home,Golden State
1:31.0,J. Holiday misses 3-pt shot from 25 ft,,100-109,,
1:29.0,,,100-109,,Defensive rebound by K. Thompson
1:20.0,,,100-109,,D. Green misses 2-pt shot from 4 ft
1:19.0,,,100-109,,Offensive rebound by K. Looney
1:19.0,,,100-111,2,K. Looney makes 2-pt shot at rim
1:11.0,,,100-111,,Personal foul by K. Looney (drawn by N. Mirotic)
1:11.0,,,100-111,,J. Bell enters the game for K. Looney
1:11.0,N. Mirotic misses free throw 1 of 2,,100-111,,
1:11.0,Offensive rebound by Team,,100-111,,
1:11.0,N. Mirotic makes free throw 2 of 2,1,101-111,,
1:00.0,,,101-113,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
0:49.0,I. Clark makes 2-pt shot from 7 ft,2,103-113,,
0:37.0,,,103-113,,K. Durant misses 2-pt shot from 11 ft
0:32.0,Defensive rebound by I. Clark,,103-113,,
0:29.0,,,103-113,,Personal foul by S. Curry (drawn by E. Moore)
0:29.0,E. Moore misses free throw 1 of 2,,103-113,,
0:29.0,Offensive rebound by Team,,103-113,,
0:29.0,E. Moore makes free throw 2 of 2,1,104-113,,
0:05.0,,,104-113,,Turnover by Team (shot clock)
