time,Milwaukee,pts.away,score,pts.home,Washington
6:03.0,E. Bledsoe makes 2-pt shot from 16 ft (assist by M. Brogdon),2,91-92,,
5:55.0,Personal foul by J. Henson (drawn by K. Oubre),,91-92,,
5:55.0,,,91-93,1,K. Oubre makes free throw 1 of 2
5:55.0,,,91-93,,K. Oubre misses free throw 2 of 2
5:53.0,Defensive rebound by G. Antetokounmpo,,91-93,,
5:41.0,K. Middleton misses 3-pt shot from 23 ft,,91-93,,
5:31.0,,,91-93,,Defensive rebound by J. Wall
5:30.0,,,91-93,,Turnover by J. Wall (lost ball; steal by K. Middleton)
5:24.0,K. Middleton misses 2-pt shot from 3 ft,,91-93,,
5:17.0,Offensive rebound by E. Bledsoe,,91-93,,
5:17.0,E. Bledsoe makes 2-pt shot at rim,2,93-93,,
5:06.0,,,93-93,,M. Morris misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by Team,,93-93,,
4:50.0,Turnover by E. Bledsoe (lost ball; steal by O. Porter),,93-93,,
4:47.0,,,93-93,,O. Porter misses 3-pt shot from 25 ft
4:44.0,,,93-93,,M. Gortat enters the game for O. Porter
4:44.0,Defensive rebound by K. Middleton,,93-93,,
4:42.0,Jump ball: B. Beal vs. G. Antetokounmpo (K. Middleton gains possession),,,,Jump ball: B. Beal vs. G. Antetokounmpo (K. Middleton gains possession)
4:23.0,Turnover by J. Henson (turnover),,93-93,,
3:59.0,,,93-93,,M. Gortat misses 2-pt shot from 1 ft (block by J. Henson)
3:59.0,Defensive rebound by K. Middleton,,93-93,,
3:54.0,Shooting foul by M. Gortat (drawn by K. Middleton),,93-93,,
3:54.0,K. Middleton makes free throw 1 of 2,1,94-93,,
3:54.0,K. Middleton misses free throw 2 of 2,,94-93,,
3:52.0,,,94-93,,Defensive rebound by M. Gortat
3:41.0,,,94-93,,B. Beal misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by G. Antetokounmpo,,94-93,,
3:39.0,Milwaukee full timeout,,94-93,,
3:28.0,Milwaukee full timeout,,94-93,,
3:28.0,,,94-93,,Washington full timeout
3:19.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,96-93,,
3:00.0,,,96-93,,J. Wall misses 2-pt shot from 15 ft
2:57.0,Defensive rebound by G. Antetokounmpo,,96-93,,
2:36.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,96-93,,
2:36.0,,,96-93,,Defensive rebound by Team
2:36.0,Personal foul by J. Henson (drawn by M. Gortat),,96-93,,
2:36.0,,,96-93,,M. Gortat misses free throw 1 of 2
2:36.0,,,96-93,,Offensive rebound by Team
2:36.0,,,96-93,,M. Gortat misses free throw 2 of 2
2:36.0,Defensive rebound by Team,,96-93,,
2:36.0,,,96-93,,Loose ball foul by M. Morris (drawn by M. Brogdon)
2:21.0,E. Bledsoe makes 2-pt shot from 2 ft,2,98-93,,
2:06.0,,,98-93,,M. Gortat misses 2-pt shot from 3 ft
2:02.0,,,98-93,,Offensive rebound by B. Beal
1:58.0,,,98-93,,Turnover by M. Morris (bad pass; steal by K. Middleton)
1:55.0,K. Middleton makes 2-pt shot from 1 ft,2,100-93,,
1:55.0,,,100-93,,Washington full timeout
1:55.0,,,100-93,,O. Porter enters the game for M. Gortat
1:49.0,,,100-93,,J. Wall misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by G. Antetokounmpo,,100-93,,
1:30.0,,,100-93,,Personal foul by O. Porter (drawn by G. Antetokounmpo)
1:30.0,G. Antetokounmpo misses free throw 1 of 2,,100-93,,
1:30.0,Offensive rebound by Team,,100-93,,
1:30.0,G. Antetokounmpo misses free throw 2 of 2,,100-93,,
1:23.0,Offensive rebound by E. Bledsoe,,100-93,,
1:10.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,102-93,,
1:04.0,Personal foul by G. Antetokounmpo (drawn by M. Morris),,102-93,,
1:04.0,,,102-93,,M. Morris misses free throw 1 of 2
1:04.0,,,102-93,,Offensive rebound by Team
1:04.0,,,102-93,,M. Morris misses free throw 2 of 2
1:01.0,Defensive rebound by J. Henson,,102-93,,
0:38.0,G. Antetokounmpo misses 2-pt shot from 22 ft,,102-93,,
0:36.0,,,102-93,,Defensive rebound by Team
0:32.0,,,102-95,2,O. Porter makes 2-pt shot from 21 ft (assist by M. Morris)
0:30.0,,,102-95,,Personal foul by K. Oubre (drawn by M. Brogdon)
0:30.0,M. Brogdon makes free throw 1 of 2,1,103-95,,
0:30.0,M. Brogdon makes free throw 2 of 2,1,104-95,,
0:21.0,,,104-95,,B. Beal misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by G. Antetokounmpo,,104-95,,
