time,Milwaukee,pts.away,score,pts.home,Boston
3:08.0,K. Middleton makes 3-pt shot from 25 ft (assist by M. Brogdon),3,89-103,,
3:07.0,,,89-103,,Boston full timeout
3:01.0,Personal foul by J. Parker (drawn by T. Rozier),,89-103,,
2:42.0,,,89-103,,J. Tatum misses 2-pt shot from 20 ft
2:37.0,Defensive rebound by M. Brogdon,,89-103,,
2:30.0,Turnover by J. Parker (step out of bounds),,89-103,,
2:11.0,,,89-103,,T. Rozier misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by J. Parker,,89-103,,
2:00.0,K. Middleton makes 2-pt shot from 1 ft,2,91-103,,
1:47.0,,,91-105,2,T. Rozier makes 2-pt shot from 1 ft (assist by A. Horford)
1:43.0,,,91-105,,Personal foul by M. Smart (drawn by K. Middleton)
1:43.0,K. Middleton makes free throw 1 of 2,1,92-105,,
1:43.0,,,92-105,,M. Morris enters the game for S. Ojeleye
1:43.0,K. Middleton makes free throw 2 of 2,1,93-105,,
1:20.0,,,93-107,2,A. Horford makes 2-pt shot from 17 ft
1:20.0,Milwaukee full timeout,,93-107,,
1:20.0,,,93-107,,S. Larkin enters the game for M. Smart
1:20.0,,,93-107,,S. Ojeleye enters the game for M. Morris
1:14.0,K. Middleton makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,96-107,,
0:51.0,,,96-110,3,S. Larkin makes 3-pt shot from 25 ft (assist by J. Tatum)
0:48.0,K. Middleton misses 3-pt shot from 25 ft,,96-110,,
0:44.0,,,96-110,,Defensive rebound by S. Ojeleye
0:41.0,Personal take foul by K. Middleton (drawn by T. Rozier),,96-110,,
0:41.0,,,96-110,,A. Baynes enters the game for J. Tatum
0:41.0,,,96-110,,A. Nader enters the game for T. Rozier
0:41.0,,,96-110,,G. Yabusele enters the game for A. Horford
0:41.0,Personal take foul by J. Parker (drawn by A. Nader),,96-110,,
0:41.0,,,96-111,1,A. Nader makes free throw 1 of 2
0:41.0,,,96-112,1,A. Nader makes free throw 2 of 2
0:31.0,J. Terry misses 3-pt shot from 26 ft,,96-112,,
0:28.0,Offensive rebound by G. Antetokounmpo,,96-112,,
0:26.0,J. Terry misses 3-pt shot from 27 ft,,96-112,,
0:23.0,,,96-112,,Defensive rebound by S. Ojeleye
0:00.0,,,96-112,,Turnover by Team (shot clock)
0:00.0,G. Antetokounmpo misses 3-pt shot from 63 ft,,96-112,,
0:00.0,Offensive rebound by Team,,96-112,,
