time,Minnesota,pts.away,score,pts.home,Oklahoma City
0:26.0,J. Crawford enters the game for T. Gibson,,102-107,,
0:21.0,J. Butler makes 2-pt shot at rim,2,104-107,,
0:17.0,Personal foul by J. Crawford (drawn by P. George),,104-107,,
0:17.0,,,104-108,1,P. George makes free throw 1 of 2
0:17.0,,,104-109,1,P. George makes free throw 2 of 2
0:12.0,A. Wiggins makes 3-pt shot from 25 ft,3,107-109,,
0:09.0,,,107-109,,Oklahoma City full timeout
0:09.0,,,107-109,,Oklahoma City full timeout
0:09.0,,,107-109,,R. Felton enters the game for S. Adams
0:09.0,,,107-109,,J. Grant enters the game for A. Roberson
0:05.0,Personal foul by A. Wiggins (drawn by P. George),,107-109,,
0:05.0,,,107-110,1,P. George makes free throw 1 of 2
0:05.0,,,107-110,,S. Adams enters the game for C. Anthony
0:05.0,,,107-110,,A. Roberson enters the game for R. Felton
0:05.0,,,107-111,1,P. George makes free throw 2 of 2
0:00.0,A. Wiggins misses 3-pt shot from 25 ft,,107-111,,
0:00.0,Offensive rebound by Team,,107-111,,
