time,New Orleans,pts.away,score,pts.home,Denver
5:44.0,Defensive rebound by E. Moore,,14-14,,
5:38.0,,,14-14,,Personal foul by W. Chandler (drawn by D. Cousins)
5:38.0,,,14-14,,T. Lyles enters the game for W. Chandler
5:38.0,,,14-14,,W. Barton enters the game for T. Craig
5:34.0,Turnover by D. Cousins (bad pass; steal by T. Lyles),,14-14,,
5:32.0,,,14-14,,Shooting foul by D. Cousins (drawn by T. Lyles)
5:32.0,,,14-15,1,T. Lyles makes free throw 1 of 2
5:32.0,J. Nelson enters the game for D. Cousins,,14-15,,
5:32.0,D. Cunningham enters the game for R. Rondo,,14-15,,
5:32.0,,,14-15,,N. Jokic enters the game for M. Plumlee
5:32.0,D. Miller enters the game for E. Moore,,14-15,,
5:32.0,,,14-15,,T. Lyles misses free throw 2 of 2
5:30.0,Defensive rebound by J. Nelson,,14-15,,
5:19.0,A. Davis makes 2-pt shot from 2 ft,2,16-15,,
5:19.0,Shooting foul by N. Jokic (drawn by A. Davis),,16-15,,
5:19.0,A. Davis makes free throw 1 of 1,1,17-15,,
5:00.0,,,17-15,,T. Lyles misses 2-pt shot from 8 ft
4:58.0,Defensive rebound by A. Davis,,17-15,,
4:51.0,J. Holiday makes 2-pt shot from 3 ft (assist by J. Nelson),2,19-15,,
4:34.0,,,19-17,2,N. Jokic makes 2-pt shot from 4 ft
4:17.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Nelson),2,21-17,,
4:03.0,,,21-17,,N. Jokic misses 2-pt shot from 23 ft
4:01.0,Defensive rebound by D. Cunningham,,21-17,,
3:54.0,A. Davis makes 2-pt shot from 22 ft,2,23-17,,
3:52.0,,,23-17,,Denver full timeout
3:30.0,,,23-17,,G. Harris misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by J. Holiday,,23-17,,
3:13.0,A. Davis misses 2-pt shot from 11 ft,,23-17,,
3:10.0,,,23-17,,Defensive rebound by J. Murray
3:07.0,,,23-17,,T. Lyles misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by J. Holiday,,23-17,,
2:58.0,J. Holiday makes 2-pt shot from 11 ft,2,25-17,,
2:40.0,,,25-17,,W. Barton misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by D. Cunningham,,25-17,,
2:31.0,J. Holiday makes 2-pt shot from 1 ft (assist by J. Nelson),2,27-17,,
2:05.0,,,27-17,,N. Jokic misses 2-pt shot from 7 ft
2:03.0,Defensive rebound by A. Davis,,27-17,,
1:56.0,J. Nelson makes 3-pt shot from 24 ft,3,30-17,,
1:55.0,,,30-17,,Denver full timeout
1:55.0,,,30-17,,E. Mudiay enters the game for G. Harris
1:55.0,,,30-17,,M. Beasley enters the game for J. Murray
1:40.0,,,30-17,,N. Jokic misses 2-pt shot from 4 ft (block by A. Davis)
1:37.0,Defensive rebound by A. Davis,,30-17,,
1:28.0,Turnover by D. Miller (traveling),,30-17,,
1:07.0,,,30-17,,N. Jokic misses 2-pt shot from 3 ft
1:07.0,,,30-17,,Offensive rebound by Team
0:58.0,,,30-20,3,T. Lyles makes 3-pt shot from 24 ft (assist by E. Mudiay)
0:49.0,A. Davis makes 2-pt shot from 6 ft (assist by J. Holiday),2,32-20,,
0:49.0,Shooting foul by T. Lyles (drawn by A. Davis),,32-20,,
0:49.0,E. Moore enters the game for J. Holiday,,32-20,,
0:49.0,A. Davis makes free throw 1 of 1,1,33-20,,
0:37.0,,,33-20,,T. Lyles misses 2-pt shot from 5 ft
0:35.0,,,33-20,,Offensive rebound by N. Jokic
0:33.0,,,33-20,,E. Mudiay misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by J. Nelson,,33-20,,
0:26.0,J. Nelson misses 3-pt shot from 25 ft,,33-20,,
0:22.0,,,33-20,,Defensive rebound by T. Lyles
0:05.0,,,33-20,,E. Mudiay misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Nelson,,33-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,J. Nelson misses 3-pt shot from 23 ft,,33-20,,
11:35.0,Offensive rebound by D. Cunningham,,33-20,,
11:26.0,Turnover by D. Cousins (traveling),,33-20,,
11:09.0,,,33-22,2,W. Barton makes 2-pt shot from 8 ft (assist by E. Mudiay)
10:50.0,E. Moore misses 2-pt shot from 5 ft,,33-22,,
10:47.0,,,33-22,,Defensive rebound by M. Plumlee
10:43.0,,,33-24,2,W. Barton makes 2-pt shot from 3 ft (assist by E. Mudiay)
10:26.0,D. Cousins misses 2-pt shot from 1 ft,,33-24,,
10:24.0,Offensive rebound by D. Cousins,,33-24,,
10:24.0,Offensive foul by D. Cousins (drawn by M. Plumlee),,33-24,,
10:24.0,Turnover by D. Cousins (offensive foul),,33-24,,
10:14.0,,,33-24,,W. Barton misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by D. Cunningham,,33-24,,
10:01.0,D. Cousins makes 2-pt shot from 1 ft,2,35-24,,
9:43.0,Personal foul by D. Miller (drawn by T. Lyles),,35-24,,
9:35.0,,,35-26,2,E. Mudiay makes 2-pt shot from 13 ft
9:21.0,D. Miller makes 3-pt shot from 24 ft (assist by D. Cousins),3,38-26,,
9:09.0,,,38-26,,Turnover by E. Mudiay (bad pass; steal by D. Cousins)
9:00.0,D. Miller makes 3-pt shot from 24 ft (assist by D. Cunningham),3,41-26,,
8:59.0,,,41-26,,Denver full timeout
8:43.0,,,41-28,2,T. Lyles makes 2-pt shot from 7 ft
8:24.0,D. Miller makes 2-pt shot from 21 ft (assist by D. Cousins),2,43-28,,
8:10.0,,,43-28,,W. Barton misses 2-pt shot from 7 ft
8:07.0,Defensive rebound by E. Moore,,43-28,,
8:03.0,D. Cousins misses 2-pt shot from 1 ft,,43-28,,
8:03.0,Offensive rebound by D. Cousins,,43-28,,
8:03.0,Shooting foul by M. Plumlee (drawn by D. Cousins),,43-28,,
8:03.0,D. Cousins makes free throw 1 of 2,1,44-28,,
8:03.0,,,44-28,,G. Harris enters the game for W. Barton
8:03.0,,,44-28,,W. Chandler enters the game for M. Beasley
8:03.0,D. Cousins makes free throw 2 of 2,1,45-28,,
7:44.0,,,45-30,2,E. Mudiay makes 2-pt shot from 2 ft
7:34.0,D. Cousins misses 3-pt shot from 25 ft,,45-30,,
7:31.0,,,45-30,,Defensive rebound by M. Plumlee
7:23.0,,,45-32,2,G. Harris makes 2-pt shot from 13 ft (assist by T. Lyles)
6:59.0,D. Cousins makes 2-pt shot from 4 ft,2,47-32,,
6:49.0,,,47-32,,Shooting foul by D. Cousins (drawn by M. Plumlee)
6:49.0,,,47-32,,M. Plumlee misses free throw 1 of 2
6:49.0,,,47-32,,Offensive rebound by Team
6:49.0,A. Davis enters the game for D. Cousins,,47-32,,
6:49.0,,,47-33,1,M. Plumlee makes free throw 2 of 2
6:35.0,,,47-33,,Personal foul by E. Mudiay (drawn by J. Nelson)
6:20.0,D. Miller misses 2-pt shot from 19 ft,,47-33,,
6:18.0,,,47-33,,Defensive rebound by T. Lyles
6:14.0,,,47-33,,Turnover by E. Mudiay (turnover)
6:14.0,J. Holiday enters the game for D. Miller,,47-33,,
6:02.0,A. Davis misses 2-pt shot from 4 ft,,47-33,,
5:59.0,,,47-33,,Defensive rebound by M. Plumlee
5:54.0,,,47-33,,M. Plumlee misses 2-pt shot from 3 ft
5:51.0,,,47-33,,Offensive rebound by W. Chandler
5:50.0,,,47-33,,Turnover by W. Chandler (lost ball; steal by J. Nelson)
5:48.0,Turnover by J. Nelson (bad pass),,47-33,,
5:48.0,R. Rondo enters the game for J. Nelson,,47-33,,
5:35.0,,,47-33,,W. Chandler misses 2-pt shot from 11 ft
5:32.0,,,47-33,,Offensive rebound by W. Chandler
5:30.0,,,47-33,,W. Chandler misses 2-pt shot from 2 ft
5:30.0,Defensive rebound by Team,,47-33,,
5:30.0,,,47-33,,K. Faried enters the game for E. Mudiay
5:30.0,,,47-33,,N. Jokic enters the game for T. Lyles
5:30.0,,,47-33,,J. Murray enters the game for M. Plumlee
5:11.0,D. Cunningham misses 2-pt shot from 11 ft,,47-33,,
5:09.0,,,47-33,,Defensive rebound by N. Jokic
5:02.0,,,47-35,2,N. Jokic makes 2-pt shot from 6 ft (assist by J. Murray)
4:43.0,,,47-35,,Personal foul by K. Faried (drawn by J. Holiday)
4:33.0,A. Davis misses 2-pt shot from 16 ft,,47-35,,
4:30.0,,,47-35,,Defensive rebound by G. Harris
4:24.0,,,47-35,,G. Harris misses 2-pt shot from 1 ft (block by A. Davis)
4:20.0,Defensive rebound by E. Moore,,47-35,,
4:17.0,J. Holiday misses 2-pt shot from 8 ft,,47-35,,
4:14.0,,,47-35,,Defensive rebound by G. Harris
4:05.0,,,47-38,3,N. Jokic makes 3-pt shot from 25 ft (assist by G. Harris)
3:48.0,Turnover by A. Davis (lost ball; steal by J. Murray),,47-38,,
3:47.0,Personal foul by E. Moore (drawn by G. Harris),,47-38,,
3:47.0,D. Miller enters the game for E. Moore,,47-38,,
3:41.0,,,47-38,,N. Jokic misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by R. Rondo,,47-38,,
3:35.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,49-38,,
3:18.0,,,49-40,2,J. Murray makes 2-pt shot from 2 ft (assist by N. Jokic)
3:03.0,D. Cunningham misses 3-pt shot from 24 ft,,49-40,,
3:01.0,Offensive rebound by R. Rondo,,49-40,,
2:59.0,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo),3,52-40,,
2:42.0,,,52-40,,J. Murray misses 2-pt shot from 3 ft
2:39.0,Defensive rebound by A. Davis,,52-40,,
2:27.0,D. Cunningham makes 3-pt shot from 23 ft (assist by R. Rondo),3,55-40,,
2:12.0,,,55-40,,G. Harris misses 2-pt shot from 23 ft
2:09.0,Defensive rebound by D. Cunningham,,55-40,,
2:02.0,J. Holiday misses 2-pt shot from 2 ft,,55-40,,
2:01.0,Offensive rebound by J. Holiday,,55-40,,
1:58.0,J. Holiday makes 3-pt shot from 22 ft,3,58-40,,
1:57.0,,,58-40,,Denver full timeout
1:41.0,,,58-40,,W. Chandler misses 2-pt shot from 5 ft
1:35.0,,,58-40,,Offensive rebound by K. Faried
1:35.0,,,58-40,,K. Faried misses 2-pt shot at rim
1:34.0,Defensive rebound by A. Davis,,58-40,,
1:24.0,D. Miller misses 3-pt shot from 24 ft,,58-40,,
1:21.0,,,58-40,,Defensive rebound by N. Jokic
1:06.0,,,58-40,,J. Murray misses 3-pt shot from 25 ft
1:01.0,,,58-40,,Offensive rebound by N. Jokic
1:01.0,,,58-42,2,N. Jokic makes 2-pt shot from 2 ft
0:42.0,A. Davis misses 2-pt shot from 14 ft,,58-42,,
0:39.0,,,58-42,,Defensive rebound by W. Chandler
0:30.0,,,58-44,2,G. Harris makes 2-pt shot from 2 ft (assist by K. Faried)
0:10.0,J. Holiday misses 3-pt shot from 24 ft,,58-44,,
0:08.0,,,58-44,,Defensive rebound by N. Jokic
0:03.0,,,58-46,2,K. Faried makes 2-pt shot from 4 ft (assist by N. Jokic)
0:00.0,A. Davis misses 3-pt shot from 57 ft,,58-46,,
0:00.0,Offensive rebound by Team,,58-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,Turnover by D. Cousins (bad pass; steal by J. Murray),,58-46,,
11:28.0,,,58-49,3,J. Murray makes 3-pt shot from 23 ft (assist by W. Chandler)
11:05.0,D. Cousins makes 3-pt shot from 25 ft (assist by J. Holiday),3,61-49,,
10:42.0,,,61-52,3,W. Chandler makes 3-pt shot from 26 ft (assist by T. Craig)
10:32.0,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo),3,64-52,,
10:02.0,,,64-52,,T. Craig misses 3-pt shot from 23 ft
10:01.0,Defensive rebound by A. Davis,,64-52,,
9:54.0,A. Davis misses 2-pt shot from 2 ft,,64-52,,
9:52.0,,,64-52,,Defensive rebound by T. Craig
9:48.0,,,64-52,,Offensive charge foul by T. Craig (drawn by D. Cousins)
9:48.0,,,64-52,,Turnover by T. Craig (offensive foul)
9:35.0,J. Holiday misses 3-pt shot from 24 ft,,64-52,,
9:32.0,,,64-52,,Defensive rebound by M. Plumlee
9:12.0,,,64-52,,J. Murray misses 2-pt shot from 15 ft
9:10.0,Defensive rebound by A. Davis,,64-52,,
8:57.0,R. Rondo makes 2-pt shot from 14 ft,2,66-52,,
8:37.0,,,66-54,2,G. Harris makes 2-pt shot from 4 ft
8:27.0,,,66-54,,Violation by W. Chandler (kicked ball)
8:20.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins),2,68-54,,
8:01.0,,,68-54,,T. Craig misses 2-pt shot from 4 ft (block by A. Davis)
8:01.0,Defensive rebound by Team,,68-54,,
7:36.0,D. Cousins misses 3-pt shot from 36 ft,,68-54,,
7:36.0,Offensive rebound by Team,,68-54,,
7:36.0,Turnover by Team (shot clock),,68-54,,
7:23.0,,,68-56,2,G. Harris makes 2-pt shot from 1 ft (assist by M. Plumlee)
7:12.0,J. Holiday misses 2-pt shot from 2 ft (block by T. Craig),,68-56,,
7:10.0,,,68-56,,Defensive rebound by W. Chandler
6:52.0,,,68-58,2,J. Murray makes 2-pt shot from 14 ft
6:43.0,R. Rondo makes 2-pt shot from 1 ft,2,70-58,,
6:43.0,,,70-58,,Violation by M. Plumlee (def goaltending)
6:25.0,,,70-60,2,G. Harris makes 2-pt shot from 19 ft
6:16.0,E. Moore misses 3-pt shot from 25 ft,,70-60,,
6:13.0,,,70-60,,Defensive rebound by M. Plumlee
6:01.0,,,70-60,,J. Murray misses 2-pt shot from 5 ft
6:00.0,Defensive rebound by J. Holiday,,70-60,,
5:40.0,R. Rondo makes 3-pt shot from 24 ft,3,73-60,,
5:39.0,,,73-60,,Denver full timeout
5:39.0,,,73-60,,W. Barton enters the game for M. Plumlee
5:39.0,,,73-60,,N. Jokic enters the game for T. Craig
5:39.0,J. Nelson enters the game for R. Rondo,,73-60,,
5:39.0,D. Cunningham enters the game for E. Moore,,73-60,,
5:39.0,D. Miller enters the game for D. Cousins,,73-60,,
5:30.0,,,73-60,,Turnover by W. Chandler (traveling)
5:21.0,J. Holiday makes 3-pt shot from 25 ft (assist by A. Davis),3,76-60,,
5:03.0,,,76-63,3,W. Chandler makes 3-pt shot from 23 ft (assist by W. Barton)
4:46.0,D. Cunningham misses 3-pt shot from 23 ft,,76-63,,
4:44.0,,,76-63,,Defensive rebound by N. Jokic
4:28.0,,,76-65,2,N. Jokic makes 2-pt shot from 1 ft
4:18.0,J. Holiday makes 3-pt shot from 24 ft (assist by J. Nelson),3,79-65,,
3:58.0,,,79-65,,Shooting foul by D. Miller (drawn by G. Harris)
3:58.0,,,79-66,1,G. Harris makes free throw 1 of 2
3:58.0,,,79-66,,G. Harris misses free throw 2 of 2
3:57.0,Defensive rebound by Team,,79-66,,
3:41.0,J. Holiday makes 2-pt shot from 7 ft,2,81-66,,
3:25.0,,,81-66,,N. Jokic misses 2-pt shot from 4 ft
3:21.0,,,81-66,,Offensive rebound by N. Jokic
3:21.0,,,81-68,2,N. Jokic makes 2-pt shot at rim
3:13.0,Turnover by J. Holiday (bad pass; steal by W. Barton),,81-68,,
3:10.0,,,81-70,2,W. Barton makes 2-pt shot from 1 ft
2:48.0,A. Davis misses 2-pt shot from 16 ft,,81-70,,
2:45.0,,,81-70,,Defensive rebound by J. Murray
2:26.0,,,81-70,,N. Jokic misses 2-pt shot from 17 ft
2:24.0,,,81-70,,Offensive rebound by W. Barton
2:22.0,,,81-70,,J. Murray misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by J. Holiday,,81-70,,
2:08.0,J. Holiday makes 2-pt shot from 2 ft,2,83-70,,
1:46.0,,,83-73,3,J. Murray makes 3-pt shot from 22 ft (assist by N. Jokic)
1:28.0,D. Miller misses 3-pt shot from 24 ft,,83-73,,
1:26.0,,,83-73,,Defensive rebound by W. Chandler
1:18.0,,,83-73,,W. Chandler misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by D. Miller,,83-73,,
1:01.0,D. Cunningham misses 2-pt shot from 2 ft,,83-73,,
0:59.0,,,83-73,,Defensive rebound by N. Jokic
0:51.0,,,83-73,,J. Murray misses 2-pt shot from 3 ft (block by D. Cunningham)
0:51.0,,,83-73,,Offensive rebound by Team
0:51.0,New Orleans full timeout,,83-73,,
0:51.0,,,83-73,,M. Beasley enters the game for G. Harris
0:51.0,,,83-73,,T. Lyles enters the game for W. Chandler
0:51.0,,,83-73,,T. Craig enters the game for J. Murray
0:51.0,E. Moore enters the game for J. Holiday,,83-73,,
0:51.0,D. Cousins enters the game for A. Davis,,83-73,,
0:49.0,,,83-76,3,T. Craig makes 3-pt shot from 25 ft (assist by W. Barton)
0:41.0,New Orleans full timeout,,83-76,,
0:33.0,Shooting foul by T. Craig (drawn by D. Cousins),,83-76,,
0:33.0,D. Cousins misses free throw 1 of 2,,83-76,,
0:33.0,Offensive rebound by Team,,83-76,,
0:33.0,D. Cousins makes free throw 2 of 2,1,84-76,,
0:22.0,Personal foul by D. Cousins (drawn by N. Jokic),,84-76,,
0:10.0,,,84-76,,W. Barton misses 2-pt shot from 6 ft
0:09.0,Defensive rebound by Team,,84-76,,
0:00.0,D. Cunningham makes 2-pt shot from 3 ft (assist by J. Nelson),2,86-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,86-76,,Shooting foul by D. Cousins (drawn by T. Lyles)
11:47.0,,,86-77,1,T. Lyles makes free throw 1 of 2
11:47.0,A. Davis enters the game for D. Cousins,,86-77,,
11:47.0,,,86-78,1,T. Lyles makes free throw 2 of 2
11:33.0,A. Davis makes 2-pt shot from 16 ft (assist by D. Miller),2,88-78,,
11:15.0,,,88-78,,T. Lyles misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by Team,,88-78,,
10:52.0,A. Davis misses 2-pt shot from 12 ft,,88-78,,
10:49.0,,,88-78,,Defensive rebound by T. Craig
10:35.0,,,88-81,3,T. Lyles makes 3-pt shot from 25 ft (assist by N. Jokic)
10:14.0,D. Cunningham misses 3-pt shot from 22 ft,,88-81,,
10:11.0,,,88-81,,Defensive rebound by N. Jokic
10:07.0,,,88-83,2,T. Craig makes 2-pt shot from 2 ft (assist by W. Barton)
10:07.0,New Orleans full timeout,,88-83,,
9:52.0,E. Moore misses 2-pt shot from 5 ft,,88-83,,
9:48.0,,,88-83,,Defensive rebound by N. Jokic
9:46.0,,,88-83,,M. Beasley misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by D. Cunningham,,88-83,,
9:34.0,J. Nelson misses 2-pt shot from 11 ft,,88-83,,
9:32.0,,,88-83,,Defensive rebound by W. Barton
9:32.0,Personal foul by D. Cunningham (drawn by W. Barton),,88-83,,
9:32.0,D. Cousins enters the game for D. Miller,,88-83,,
9:32.0,J. Holiday enters the game for D. Cunningham,,88-83,,
9:12.0,,,88-83,,M. Beasley misses 2-pt shot from 3 ft
9:10.0,Defensive rebound by D. Cousins,,88-83,,
8:59.0,D. Cousins makes 2-pt shot from 2 ft,2,90-83,,
8:43.0,,,90-86,3,T. Lyles makes 3-pt shot from 24 ft (assist by W. Barton)
8:29.0,E. Moore misses 2-pt shot from 2 ft,,90-86,,
8:26.0,,,90-86,,Defensive rebound by N. Jokic
8:17.0,,,90-86,,W. Barton misses 2-pt shot from 8 ft
8:17.0,,,90-86,,Offensive rebound by Team
8:17.0,,,90-86,,G. Harris enters the game for M. Beasley
8:09.0,,,90-86,,Turnover by W. Barton (turnover)
7:58.0,D. Cousins makes 3-pt shot from 25 ft (assist by J. Nelson),3,93-86,,
7:40.0,,,93-86,,T. Craig misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by A. Davis,,93-86,,
7:38.0,,,93-86,,Loose ball foul by N. Jokic (drawn by D. Cousins)
7:38.0,,,93-86,,J. Murray enters the game for T. Craig
7:25.0,A. Davis misses 2-pt shot from 3 ft,,93-86,,
7:23.0,,,93-86,,Defensive rebound by T. Lyles
7:20.0,,,93-88,2,W. Barton makes 2-pt shot from 2 ft (assist by T. Lyles)
7:06.0,D. Cousins makes 3-pt shot from 25 ft (assist by J. Nelson),3,96-88,,
6:40.0,,,96-88,,Turnover by N. Jokic (turnover)
6:40.0,,,96-88,,M. Plumlee enters the game for N. Jokic
6:27.0,Turnover by J. Holiday (bad pass; steal by T. Lyles),,96-88,,
6:12.0,,,96-91,3,T. Lyles makes 3-pt shot from 23 ft (assist by W. Barton)
5:56.0,D. Cousins misses 2-pt shot from 3 ft (block by M. Plumlee),,96-91,,
5:54.0,,,96-91,,Defensive rebound by J. Murray
5:54.0,Personal take foul by J. Nelson (drawn by J. Murray),,96-91,,
5:54.0,D. Cunningham enters the game for A. Davis,,96-91,,
5:40.0,,,96-91,,G. Harris misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by D. Cousins,,96-91,,
5:36.0,,,96-91,,Loose ball foul by M. Plumlee (drawn by D. Cousins)
5:36.0,R. Rondo enters the game for J. Nelson,,96-91,,
5:20.0,J. Holiday misses 2-pt shot from 5 ft,,96-91,,
5:18.0,,,96-91,,Defensive rebound by M. Plumlee
5:02.0,Personal foul by E. Moore (drawn by T. Lyles),,96-91,,
4:55.0,,,96-91,,G. Harris misses 2-pt shot from 2 ft
4:53.0,,,96-91,,Offensive rebound by M. Plumlee
4:51.0,,,96-91,,M. Plumlee misses 2-pt shot from 2 ft (block by R. Rondo)
4:51.0,Defensive rebound by R. Rondo,,96-91,,
4:49.0,Turnover by E. Moore (traveling),,96-91,,
4:29.0,,,96-91,,M. Plumlee misses 2-pt shot from 4 ft
4:27.0,Defensive rebound by J. Holiday,,96-91,,
4:10.0,Turnover by D. Cousins (bad pass; steal by W. Barton),,96-91,,
4:03.0,,,96-91,,W. Barton misses 2-pt shot from 1 ft
3:59.0,,,96-91,,Offensive rebound by T. Lyles
3:59.0,,,96-93,2,T. Lyles makes 2-pt shot at rim
3:42.0,Turnover by D. Cousins (lost ball; steal by G. Harris),,96-93,,
3:35.0,,,96-96,3,G. Harris makes 3-pt shot from 24 ft (assist by W. Barton)
3:33.0,New Orleans full timeout,,96-96,,
3:33.0,A. Davis enters the game for D. Cunningham,,96-96,,
3:21.0,Turnover by A. Davis (lost ball; steal by M. Plumlee),,96-96,,
3:13.0,,,96-98,2,M. Plumlee makes 2-pt shot from 2 ft
3:11.0,New Orleans full timeout,,96-98,,
2:59.0,Turnover by D. Cousins (turnover),,96-98,,
2:47.0,,,96-100,2,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Harris)
2:33.0,D. Cousins misses 2-pt shot from 2 ft,,96-100,,
2:31.0,,,96-100,,Defensive rebound by W. Barton
2:28.0,,,96-100,,Turnover by J. Murray (lost ball; steal by J. Holiday)
2:20.0,A. Davis makes 2-pt shot from 2 ft (assist by D. Cousins),2,98-100,,
2:01.0,,,98-100,,T. Lyles misses 2-pt shot from 5 ft (block by A. Davis)
2:01.0,,,98-100,,Offensive rebound by Team
1:59.0,,,98-100,,G. Harris misses 3-pt shot from 25 ft
1:53.0,,,98-100,,Offensive rebound by W. Barton
1:50.0,,,98-100,,Turnover by W. Barton (bad pass; steal by E. Moore)
1:39.0,J. Holiday misses 3-pt shot from 25 ft,,98-100,,
1:38.0,,,98-100,,Defensive rebound by Team
1:26.0,,,98-100,,Turnover by G. Harris (lost ball; steal by J. Holiday)
1:21.0,J. Holiday misses 2-pt shot from 6 ft,,98-100,,
1:19.0,Offensive rebound by A. Davis,,98-100,,
1:19.0,A. Davis makes 2-pt shot from 1 ft,2,100-100,,
1:04.0,,,100-100,,Turnover by W. Barton (lost ball; steal by R. Rondo)
0:53.0,Shooting foul by M. Plumlee (drawn by D. Cousins),,100-100,,
0:53.0,D. Cousins misses free throw 1 of 2,,100-100,,
0:53.0,Offensive rebound by Team,,100-100,,
0:53.0,D. Cunningham enters the game for A. Davis,,100-100,,
0:53.0,D. Cousins makes free throw 2 of 2,1,101-100,,
0:53.0,,,101-100,,Denver full timeout
0:46.0,,,101-102,2,G. Harris makes 2-pt shot from 2 ft (assist by J. Murray)
0:29.0,D. Cousins makes 2-pt shot from 2 ft,2,103-102,,
0:29.0,Shooting foul by M. Plumlee (drawn by D. Cousins),,103-102,,
