time,Golden State,pts.away,score,pts.home,Houston
6:03.0,D. Green makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,12-18,,
5:55.0,,,12-18,,Shooting foul by Z. Pachulia (drawn by E. Gordon)
5:55.0,,,12-18,,E. Gordon misses free throw 1 of 2
5:55.0,,,12-18,,Offensive rebound by Team
5:55.0,,,12-18,,C. Paul enters the game for L. Mbah a Moute
5:55.0,,,12-18,,P. Tucker enters the game for R. Anderson
5:55.0,P. McCaw enters the game for D. Green,,12-18,,
5:55.0,,,12-19,1,E. Gordon makes free throw 2 of 2
5:43.0,K. Durant makes 3-pt shot from 23 ft (assist by P. McCaw),3,15-19,,
5:21.0,,,15-19,,J. Harden misses 2-pt shot from 2 ft
5:20.0,,,15-19,,Offensive rebound by N. Hilario
5:18.0,,,15-21,2,N. Hilario makes 2-pt shot from 1 ft
5:08.0,S. Curry misses 2-pt shot at rim (block by J. Harden),,15-21,,
5:05.0,,,15-21,,Defensive rebound by P. Tucker
5:01.0,,,15-21,,E. Gordon misses 3-pt shot from 23 ft
4:59.0,Defensive rebound by K. Durant,,15-21,,
4:45.0,K. Durant makes 3-pt shot from 25 ft,3,18-21,,
4:23.0,,,18-21,,N. Hilario misses 2-pt shot from 2 ft (block by P. McCaw)
4:20.0,,,18-21,,Offensive rebound by C. Paul
4:12.0,,,18-23,2,N. Hilario makes 2-pt shot from 1 ft
4:08.0,,,18-23,,Personal foul by P. Tucker (drawn by K. Durant)
4:08.0,,,18-23,,L. Mbah a Moute enters the game for J. Harden
4:08.0,K. Looney enters the game for K. Thompson,,18-23,,
4:08.0,N. Young enters the game for Z. Pachulia,,18-23,,
3:57.0,N. Young makes 3-pt shot from 22 ft (assist by P. McCaw),3,21-23,,
3:37.0,,,21-25,2,C. Paul makes 2-pt shot from 1 ft
3:19.0,P. McCaw makes 2-pt shot from 20 ft (assist by K. Durant),2,23-25,,
3:08.0,,,23-25,,L. Mbah a Moute misses 3-pt shot from 25 ft
3:05.0,,,23-25,,Offensive rebound by E. Gordon
3:01.0,,,23-25,,Shooting foul by K. Looney (drawn by E. Gordon)
3:01.0,,,23-26,1,E. Gordon makes free throw 1 of 2
3:01.0,,,23-26,,E. Gordon misses free throw 2 of 2
3:01.0,Defensive rebound by K. Durant,,23-26,,
2:52.0,P. McCaw misses 2-pt shot at rim,,23-26,,
2:48.0,,,23-26,,Defensive rebound by C. Paul
2:44.0,,,23-29,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by E. Gordon)
2:21.0,K. Durant misses 2-pt shot from 19 ft,,23-29,,
2:19.0,,,23-29,,Defensive rebound by C. Paul
2:19.0,,,23-29,,Turnover by C. Paul (out of bounds lost ball)
2:19.0,,,23-29,,Houston full timeout
2:19.0,D. Green enters the game for K. Durant,,23-29,,
2:13.0,D. Green makes 2-pt shot at rim (assist by K. Looney),2,25-29,,
2:13.0,Shooting foul by N. Hilario (drawn by D. Green),,25-29,,
2:13.0,D. Green makes free throw 1 of 1,1,26-29,,
1:56.0,,,26-31,2,E. Gordon makes 2-pt shot from 1 ft (assist by C. Paul)
1:36.0,D. Green misses 3-pt shot from 27 ft,,26-31,,
1:33.0,,,26-31,,Defensive rebound by C. Paul
1:28.0,,,26-34,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by C. Paul)
1:17.0,S. Curry misses 3-pt shot from 25 ft,,26-34,,
1:15.0,,,26-34,,Defensive rebound by C. Paul
1:07.0,,,26-37,3,C. Paul makes 3-pt shot from 25 ft
0:54.0,P. McCaw misses 2-pt shot from 11 ft,,26-37,,
0:52.0,Offensive rebound by K. Looney,,26-37,,
0:52.0,K. Looney makes 2-pt shot at rim,2,28-37,,
0:37.0,,,28-40,3,C. Paul makes 3-pt shot from 25 ft
0:25.0,S. Curry misses 3-pt shot from 25 ft,,28-40,,
0:23.0,,,28-40,,Defensive rebound by C. Paul
0:06.0,Personal block foul by N. Young (drawn by C. Paul),,28-40,,
0:06.0,,,28-40,,C. Capela enters the game for N. Hilario
0:06.0,K. Thompson enters the game for S. Curry,,28-40,,
0:00.0,,,28-40,,C. Paul misses 3-pt shot from 26 ft
0:00.0,,,28-40,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-40,,C. Capela misses 2-pt shot from 3 ft
11:42.0,Defensive rebound by S. Livingston,,28-40,,
11:29.0,N. Young makes 2-pt shot from 16 ft,2,30-40,,
11:17.0,,,30-42,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
11:17.0,,,30-42,,Shooting foul by N. Young (drawn by C. Capela)
11:17.0,,,30-43,1,C. Capela makes free throw 1 of 1
11:04.0,D. West makes 2-pt shot at rim (assist by K. Thompson),2,32-43,,
10:51.0,,,32-43,,P. Tucker misses 3-pt shot from 23 ft (block by S. Livingston)
10:46.0,Defensive rebound by D. Green,,32-43,,
10:41.0,N. Young makes 3-pt shot from 23 ft (assist by D. Green),3,35-43,,
10:23.0,,,35-43,,C. Paul misses 3-pt shot from 26 ft
10:21.0,,,35-43,,Offensive rebound by Team
10:21.0,,,35-43,,E. Gordon enters the game for P. Tucker
10:19.0,,,35-43,,E. Gordon misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by D. West,,35-43,,
10:01.0,Shooting foul by R. Anderson (drawn by D. Green),,35-43,,
10:01.0,D. Green makes free throw 1 of 2,1,36-43,,
10:01.0,,,36-43,,P. Tucker enters the game for C. Paul
10:01.0,D. Green misses free throw 2 of 2,,36-43,,
10:01.0,,,36-43,,Defensive rebound by R. Anderson
9:47.0,,,36-43,,C. Capela misses 2-pt shot from 6 ft
9:45.0,,,36-43,,Offensive rebound by P. Tucker
9:43.0,,,36-43,,E. Gordon misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by D. West,,36-43,,
9:35.0,Turnover by D. Green (bad pass; steal by E. Gordon),,36-43,,
9:29.0,,,36-43,,E. Gordon misses 2-pt shot from 2 ft (block by D. West)
9:29.0,,,36-43,,Offensive rebound by Team
9:28.0,,,36-43,,Shooting foul by S. Livingston (drawn by C. Capela)
9:28.0,,,36-43,,C. Capela misses free throw 1 of 2
9:28.0,,,36-43,,Offensive rebound by Team
9:28.0,,,36-44,1,C. Capela makes free throw 2 of 2
9:11.0,N. Young misses 2-pt shot from 20 ft,,36-44,,
9:08.0,Offensive rebound by D. West,,36-44,,
9:06.0,D. West makes 2-pt shot at rim,2,38-44,,
8:55.0,,,38-44,,E. Gordon misses 2-pt shot from 1 ft (block by S. Livingston)
8:55.0,,,38-44,,Offensive rebound by Team
8:48.0,,,38-44,,J. Harden misses 2-pt shot from 3 ft
8:46.0,,,38-44,,Offensive rebound by C. Capela
8:44.0,Personal foul by N. Young (drawn by J. Harden),,38-44,,
8:44.0,P. McCaw enters the game for N. Young,,38-44,,
8:34.0,,,38-44,,P. Tucker misses 2-pt shot from 5 ft
8:33.0,,,38-44,,Offensive rebound by P. Tucker
8:32.0,Personal foul by S. Livingston (drawn by P. Tucker),,38-44,,
8:26.0,,,38-46,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
8:17.0,Turnover by D. Green (bad pass; steal by C. Capela),,38-46,,
8:13.0,,,38-48,2,P. Tucker makes 2-pt shot from 1 ft (assist by J. Harden)
8:13.0,Golden State full timeout,,38-48,,
8:13.0,K. Durant enters the game for D. Green,,38-48,,
7:56.0,D. West makes 2-pt shot from 11 ft (assist by S. Livingston),2,40-48,,
7:32.0,,,40-48,,J. Harden misses 3-pt shot from 25 ft
7:30.0,,,40-48,,Offensive rebound by P. Tucker
7:09.0,,,40-50,2,J. Harden makes 2-pt shot from 1 ft
6:47.0,K. Durant misses 2-pt shot from 18 ft,,40-50,,
6:43.0,,,40-50,,Defensive rebound by R. Anderson
6:28.0,Personal block foul by P. McCaw (drawn by J. Harden),,40-50,,
6:28.0,,,40-50,,J. Harden misses free throw 1 of 2
6:28.0,,,40-50,,Offensive rebound by Team
6:28.0,,,40-50,,L. Mbah a Moute enters the game for P. Tucker
6:28.0,S. Curry enters the game for K. Thompson,,40-50,,
6:28.0,,,40-51,1,J. Harden makes free throw 2 of 2
6:13.0,D. West makes 2-pt shot from 6 ft,2,42-51,,
6:01.0,,,42-51,,C. Paul enters the game for J. Harden
5:50.0,,,42-51,,C. Capela misses 2-pt shot from 3 ft
5:47.0,,,42-51,,Offensive rebound by R. Anderson
5:47.0,,,42-53,2,R. Anderson makes 2-pt shot at rim
5:41.0,D. West misses 2-pt shot from 2 ft (block by C. Capela),,42-53,,
5:39.0,,,42-53,,Defensive rebound by E. Gordon
5:25.0,,,42-53,,C. Paul misses 3-pt shot from 26 ft
5:18.0,Defensive rebound by S. Livingston,,42-53,,
5:14.0,S. Livingston misses 2-pt shot from 8 ft,,42-53,,
5:12.0,,,42-53,,Defensive rebound by L. Mbah a Moute
5:12.0,Personal foul by D. West (drawn by L. Mbah a Moute),,42-53,,
5:12.0,,,42-54,1,L. Mbah a Moute makes free throw 1 of 2
5:12.0,,,42-54,,N. Hilario enters the game for C. Capela
5:12.0,D. Green enters the game for P. McCaw,,42-54,,
5:12.0,K. Looney enters the game for D. West,,42-54,,
5:12.0,,,42-55,1,L. Mbah a Moute makes free throw 2 of 2
5:01.0,S. Curry makes 2-pt shot from 19 ft,2,44-55,,
4:56.0,Personal foul by S. Livingston (drawn by C. Paul),,44-55,,
4:56.0,,,44-56,1,C. Paul makes free throw 1 of 2
4:56.0,K. Thompson enters the game for S. Livingston,,44-56,,
4:56.0,,,44-57,1,C. Paul makes free throw 2 of 2
4:44.0,S. Curry misses 2-pt shot at rim,,44-57,,
4:44.0,Offensive rebound by Team,,44-57,,
4:44.0,,,44-57,,Loose ball foul by N. Hilario (drawn by D. Green)
4:35.0,Turnover by D. Green (bad pass; steal by L. Mbah a Moute),,44-57,,
4:33.0,,,44-57,,Shooting foul by K. Durant (drawn by L. Mbah a Moute)
4:33.0,,,44-58,1,L. Mbah a Moute makes free throw 1 of 2
4:33.0,,,44-59,1,L. Mbah a Moute makes free throw 2 of 2
4:19.0,,,44-59,,Def 3 sec tech foul by N. Hilario
4:19.0,S. Curry makes technical free throw,1,45-59,,
4:14.0,S. Curry misses 3-pt shot from 24 ft,,45-59,,
4:11.0,,,45-59,,Defensive rebound by R. Anderson
4:03.0,,,45-59,,R. Anderson misses 3-pt shot from 27 ft
3:57.0,Defensive rebound by K. Thompson,,45-59,,
3:54.0,K. Durant misses 2-pt shot from 15 ft,,45-59,,
3:53.0,Offensive rebound by Team,,45-59,,
3:50.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,47-59,,
3:30.0,,,47-61,2,C. Paul makes 2-pt shot from 16 ft
3:20.0,Turnover by S. Curry (bad pass; steal by C. Paul),,47-61,,
3:09.0,,,47-61,,Turnover by L. Mbah a Moute (bad pass; steal by S. Curry)
3:06.0,Turnover by S. Curry (bad pass; steal by R. Anderson),,47-61,,
2:58.0,,,47-64,3,C. Paul makes 3-pt shot from 25 ft
2:44.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,49-64,,
2:44.0,,,49-64,,Houston full timeout
2:44.0,,,49-64,,C. Capela enters the game for L. Mbah a Moute
2:44.0,,,49-64,,J. Harden enters the game for R. Anderson
2:44.0,,,49-64,,P. Tucker enters the game for N. Hilario
2:32.0,,,49-64,,E. Gordon misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by Team,,49-64,,
2:25.0,Shooting foul by E. Gordon (drawn by D. Green),,49-64,,
2:25.0,D. Green makes free throw 1 of 2,1,50-64,,
2:25.0,D. Green makes free throw 2 of 2,1,51-64,,
2:11.0,,,51-64,,Turnover by J. Harden (bad pass; steal by K. Thompson)
2:00.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,54-64,,
1:42.0,,,54-64,,P. Tucker misses 2-pt shot from 21 ft
1:42.0,Defensive rebound by Team,,54-64,,
1:42.0,,,54-64,,Loose ball foul by J. Harden (drawn by K. Thompson)
1:29.0,K. Durant misses 2-pt shot from 3 ft,,54-64,,
1:25.0,,,54-64,,Defensive rebound by C. Paul
1:12.0,,,54-64,,Turnover by C. Paul (bad pass; steal by D. Green)
1:02.0,Shooting foul by P. Tucker (drawn by K. Durant),,54-64,,
1:02.0,K. Durant misses free throw 1 of 2,,54-64,,
1:02.0,Offensive rebound by Team,,54-64,,
1:02.0,K. Durant makes free throw 2 of 2,1,55-64,,
0:53.0,Personal foul by S. Curry (drawn by C. Paul),,55-64,,
0:53.0,,,55-65,1,C. Paul makes free throw 1 of 2
0:53.0,,,55-65,,L. Mbah a Moute enters the game for E. Gordon
0:53.0,,,55-65,,C. Paul misses free throw 2 of 2
0:53.0,Defensive rebound by D. Green,,55-65,,
0:41.0,K. Durant misses 2-pt shot from 9 ft,,55-65,,
0:40.0,,,55-65,,Defensive rebound by Team
0:31.0,,,55-65,,J. Harden misses 2-pt shot from 1 ft (block by D. Green)
0:29.0,Defensive rebound by K. Looney,,55-65,,
0:26.0,K. Thompson makes 3-pt shot from 24 ft (assist by K. Durant),3,58-65,,
0:02.0,,,58-65,,C. Paul misses 3-pt shot from 25 ft
0:02.0,,,58-65,,Offensive rebound by Team
0:02.0,,,58-65,,Turnover by Team (shot clock)
0:00.0,S. Curry misses 3-pt shot from 57 ft,,58-65,,
0:00.0,Offensive rebound by Team,,58-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,58-65,,Shooting foul by Z. Pachulia (drawn by R. Anderson)
11:49.0,,,58-66,1,R. Anderson makes free throw 1 of 2
11:49.0,,,58-66,,R. Anderson misses free throw 2 of 2
11:49.0,Defensive rebound by D. Green,,58-66,,
11:31.0,,,58-66,,Personal foul by C. Paul (drawn by Z. Pachulia)
11:22.0,K. Durant makes 2-pt shot from 10 ft (assist by Z. Pachulia),2,60-66,,
10:57.0,,,60-66,,J. Harden misses 3-pt shot from 25 ft (block by K. Durant)
10:55.0,Defensive rebound by Z. Pachulia,,60-66,,
10:53.0,Turnover by D. Green (bad pass),,60-66,,
10:39.0,,,60-68,2,C. Paul makes 2-pt shot from 18 ft
10:24.0,K. Durant makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,63-68,,
10:24.0,Shooting foul by R. Anderson (drawn by K. Durant),,63-68,,
10:24.0,K. Durant makes free throw 1 of 1,1,64-68,,
10:05.0,,,64-68,,C. Paul misses 2-pt shot from 18 ft
10:01.0,Defensive rebound by D. Green,,64-68,,
9:57.0,K. Thompson misses 3-pt shot from 25 ft,,64-68,,
9:57.0,,,64-68,,Defensive rebound by C. Capela
9:44.0,,,64-71,3,C. Paul makes 3-pt shot from 25 ft (assist by J. Harden)
9:14.0,Turnover by K. Durant (bad pass; steal by C. Capela),,64-71,,
9:08.0,,,64-71,,L. Mbah a Moute misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by K. Durant,,64-71,,
8:59.0,S. Curry misses 2-pt shot from 1 ft,,64-71,,
8:59.0,,,64-71,,Defensive rebound by L. Mbah a Moute
8:50.0,,,64-71,,C. Paul misses 2-pt shot from 2 ft
8:50.0,Defensive rebound by Z. Pachulia,,64-71,,
8:42.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant),3,67-71,,
8:15.0,,,67-71,,C. Capela misses 2-pt shot at rim
8:11.0,,,67-71,,Offensive rebound by C. Capela
8:11.0,,,67-73,2,C. Capela makes 2-pt shot at rim
7:57.0,Turnover by K. Durant (bad pass; steal by C. Paul),,67-73,,
7:45.0,,,67-73,,C. Capela misses 2-pt shot at rim
7:42.0,,,67-73,,Offensive rebound by R. Anderson
7:42.0,,,67-75,2,R. Anderson makes 2-pt shot at rim
7:25.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Durant),2,69-75,,
7:07.0,,,69-75,,Turnover by J. Harden (bad pass)
7:07.0,,,69-75,,E. Gordon enters the game for C. Paul
6:54.0,Turnover by D. Green (bad pass; steal by C. Capela),,69-75,,
6:48.0,,,69-78,3,J. Harden makes 3-pt shot from 24 ft (assist by R. Anderson)
6:35.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,71-78,,
6:10.0,,,71-78,,J. Harden misses 3-pt shot from 25 ft
6:07.0,,,71-78,,Offensive rebound by R. Anderson
6:01.0,,,71-78,,E. Gordon misses 3-pt shot from 25 ft
5:59.0,Defensive rebound by S. Curry,,71-78,,
5:56.0,D. Green makes 2-pt shot from 2 ft (assist by K. Durant),2,73-78,,
5:56.0,Shooting foul by L. Mbah a Moute (drawn by D. Green),,73-78,,
5:56.0,,,73-78,,Houston full timeout
5:56.0,,,73-78,,N. Hilario enters the game for C. Capela
5:56.0,,,73-78,,P. Tucker enters the game for R. Anderson
5:56.0,D. Green makes free throw 1 of 1,1,74-78,,
5:40.0,,,74-78,,P. Tucker misses 2-pt shot from 21 ft
5:38.0,Defensive rebound by K. Durant,,74-78,,
5:23.0,K. Thompson misses 2-pt shot from 18 ft,,74-78,,
5:20.0,,,74-78,,Defensive rebound by E. Gordon
5:03.0,,,74-78,,Turnover by L. Mbah a Moute (step out of bounds)
5:03.0,P. McCaw enters the game for D. Green,,74-78,,
4:41.0,K. Durant misses 3-pt shot from 25 ft,,74-78,,
4:41.0,Offensive rebound by P. McCaw,,74-78,,
4:30.0,,,74-78,,Personal foul by N. Hilario (drawn by K. Durant)
4:23.0,S. Curry makes 3-pt shot from 26 ft,3,77-78,,
4:06.0,,,77-80,2,N. Hilario makes 2-pt shot at rim (assist by J. Harden)
3:55.0,Turnover by P. McCaw (bad pass; steal by P. Tucker),,77-80,,
3:52.0,,,77-82,2,P. Tucker makes 2-pt shot at rim
3:39.0,Turnover by S. Curry (out of bounds lost ball),,77-82,,
3:39.0,,,77-82,,C. Paul enters the game for J. Harden
3:39.0,,,77-82,,R. Anderson enters the game for N. Hilario
3:39.0,K. Looney enters the game for K. Thompson,,77-82,,
3:39.0,N. Young enters the game for Z. Pachulia,,77-82,,
3:26.0,,,77-82,,E. Gordon misses 3-pt shot from 25 ft
3:22.0,,,77-82,,Offensive rebound by R. Anderson
3:19.0,,,77-82,,E. Gordon misses 2-pt shot at rim
3:18.0,Defensive rebound by K. Durant,,77-82,,
3:18.0,,,77-82,,Personal foul by E. Gordon (drawn by K. Durant)
3:18.0,K. Durant makes free throw 1 of 2,1,78-82,,
3:18.0,K. Durant makes free throw 2 of 2,1,79-82,,
3:01.0,,,79-84,2,P. Tucker makes 2-pt shot at rim (assist by C. Paul)
3:01.0,,,79-84,,Shooting foul by P. McCaw (drawn by P. Tucker)
3:01.0,,,79-85,1,P. Tucker makes free throw 1 of 1
2:51.0,Shooting foul by R. Anderson (drawn by S. Curry),,79-85,,
2:51.0,Golden State full timeout,,79-85,,
2:51.0,,,79-85,,C. Capela enters the game for L. Mbah a Moute
2:51.0,S. Curry misses free throw 1 of 3,,79-85,,
2:51.0,Offensive rebound by Team,,79-85,,
2:51.0,S. Curry makes free throw 2 of 3,1,80-85,,
2:51.0,S. Curry misses free throw 3 of 3,,80-85,,
2:51.0,,,80-85,,Defensive rebound by P. Tucker
2:35.0,,,80-87,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
2:35.0,,,80-87,,Shooting foul by K. Looney (drawn by C. Capela)
2:35.0,,,80-87,,C. Capela misses free throw 1 of 1
2:35.0,Defensive rebound by K. Looney,,80-87,,
2:20.0,P. McCaw makes 2-pt shot from 8 ft (assist by S. Curry),2,82-87,,
2:12.0,,,82-87,,Houston full timeout
2:12.0,D. Green enters the game for K. Durant,,82-87,,
1:56.0,,,82-90,3,C. Paul makes 3-pt shot from 25 ft
1:35.0,N. Young misses 3-pt shot from 26 ft,,82-90,,
1:30.0,,,82-90,,Defensive rebound by P. Tucker
1:27.0,,,82-90,,Turnover by P. Tucker (bad pass)
1:21.0,S. Curry makes 3-pt shot from 25 ft,3,85-90,,
0:53.0,,,85-92,2,C. Paul makes 2-pt shot from 6 ft
0:48.0,N. Young makes 3-pt shot from 24 ft (assist by S. Curry),3,88-92,,
0:34.0,,,88-92,,P. Tucker misses 2-pt shot at rim (block by K. Looney)
0:34.0,,,88-92,,Offensive rebound by Team
0:29.0,,,88-92,,C. Paul misses 2-pt shot from 13 ft
0:27.0,Defensive rebound by D. Green,,88-92,,
0:21.0,N. Young makes 3-pt shot from 25 ft (assist by D. Green),3,91-92,,
0:03.0,,,91-92,,Turnover by C. Paul (bad pass)
0:03.0,K. Durant enters the game for P. McCaw,,91-92,,
0:03.0,K. Thompson enters the game for K. Looney,,91-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Turnover by D. West (bad pass; steal by C. Paul),,91-92,,
11:40.0,,,91-92,,Turnover by L. Mbah a Moute (step out of bounds)
11:25.0,D. West misses 2-pt shot from 14 ft,,91-92,,
11:23.0,,,91-92,,Defensive rebound by J. Harden
11:11.0,,,91-94,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden)
10:49.0,D. Green makes 3-pt shot from 27 ft (assist by D. West),3,94-94,,
10:28.0,,,94-94,,C. Paul misses 3-pt shot from 23 ft
10:26.0,Defensive rebound by S. Livingston,,94-94,,
10:17.0,N. Young makes 2-pt shot from 1 ft (assist by S. Livingston),2,96-94,,
9:55.0,,,96-96,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
9:42.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,99-96,,
9:20.0,Personal foul by K. Thompson (drawn by J. Harden),,99-96,,
9:20.0,,,99-96,,E. Gordon enters the game for C. Paul
9:20.0,,,99-96,,N. Hilario enters the game for C. Capela
9:14.0,,,99-96,,Turnover by J. Harden (bad pass; steal by D. West)
9:09.0,Turnover by D. West (lost ball; steal by J. Harden),,99-96,,
9:05.0,,,99-96,,Turnover by R. Anderson (lost ball; steal by N. Young)
9:01.0,N. Young misses 3-pt shot from 25 ft,,99-96,,
9:01.0,,,99-96,,Defensive rebound by Team
9:01.0,Loose ball foul by D. West (drawn by J. Harden),,99-96,,
8:45.0,,,99-98,2,J. Harden makes 2-pt shot from 16 ft
8:23.0,K. Thompson misses 2-pt shot from 16 ft,,99-98,,
8:21.0,,,99-98,,Defensive rebound by R. Anderson
8:02.0,,,99-98,,E. Gordon misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by D. Green,,99-98,,
7:47.0,D. Green misses 2-pt shot from 2 ft,,99-98,,
7:45.0,,,99-98,,Defensive rebound by L. Mbah a Moute
7:41.0,Personal foul by D. Green (drawn by J. Harden),,99-98,,
7:41.0,P. McCaw enters the game for N. Young,,99-98,,
7:41.0,K. Durant enters the game for D. Green,,99-98,,
7:33.0,,,99-100,2,E. Gordon makes 2-pt shot at rim
7:25.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Livingston),3,102-100,,
7:09.0,Personal foul by K. Thompson (drawn by J. Harden),,102-100,,
7:00.0,,,102-100,,J. Harden misses 3-pt shot from 25 ft (block by D. West)
6:55.0,Defensive rebound by K. Durant,,102-100,,
6:47.0,K. Durant makes 2-pt shot from 20 ft,2,104-100,,
6:45.0,,,104-100,,Houston full timeout
6:45.0,,,104-100,,C. Paul enters the game for R. Anderson
6:45.0,,,104-100,,P. Tucker enters the game for J. Harden
6:25.0,,,104-103,3,C. Paul makes 3-pt shot from 24 ft
5:56.0,Turnover by K. Thompson (bad pass; steal by P. Tucker),,104-103,,
5:49.0,,,104-103,,N. Hilario misses 2-pt shot from 3 ft (block by K. Durant)
5:49.0,Defensive rebound by P. McCaw,,104-103,,
5:49.0,,,104-103,,Personal foul by P. Tucker (drawn by P. McCaw)
5:49.0,S. Curry enters the game for K. Thompson,,104-103,,
5:43.0,,,104-103,,Personal foul by N. Hilario (drawn by D. West)
5:33.0,S. Curry misses 3-pt shot from 24 ft,,104-103,,
5:30.0,,,104-103,,Defensive rebound by C. Paul
5:23.0,,,104-103,,E. Gordon misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by D. West,,104-103,,
5:07.0,Offensive charge foul by K. Durant (drawn by C. Paul),,104-103,,
5:07.0,Turnover by K. Durant (offensive foul),,104-103,,
5:07.0,,,104-103,,C. Capela enters the game for N. Hilario
5:07.0,D. Green enters the game for D. West,,104-103,,
