time,Cleveland,pts.away,score,pts.home,Boston
2:39.0,,,81-101,,A. Nader enters the game for T. Rozier
2:39.0,,,81-101,,G. Yabusele enters the game for A. Baynes
2:39.0,,,81-101,,M. Morris misses free throw 2 of 2
2:39.0,Defensive rebound by T. Thompson,,81-101,,
2:29.0,J. Calderon makes 2-pt shot from 3 ft (assist by C. Osman),2,83-101,,
2:29.0,Shooting foul by S. Larkin (drawn by J. Calderon),,83-101,,
2:29.0,J. Calderon makes free throw 1 of 1,1,84-101,,
2:18.0,,,84-101,,G. Yabusele misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by T. Thompson,,84-101,,
2:07.0,J. Crowder misses 2-pt shot from 2 ft,,84-101,,
2:04.0,,,84-101,,Defensive rebound by S. Ojeleye
2:01.0,,,84-101,,M. Morris misses 3-pt shot from 22 ft
1:56.0,Defensive rebound by C. Frye,,84-101,,
1:48.0,Turnover by J. Calderon (bad pass; steal by S. Ojeleye),,84-101,,
1:39.0,,,84-101,,Shooting foul by J. Calderon (drawn by A. Nader)
1:39.0,,,84-101,,A. Nader misses free throw 1 of 2
1:39.0,,,84-101,,Offensive rebound by Team
1:39.0,,,84-101,,D. Theis enters the game for M. Morris
1:39.0,,,84-102,1,A. Nader makes free throw 2 of 2
1:27.0,,,84-102,,Personal foul by S. Ojeleye (drawn by T. Thompson)
1:21.0,Shooting foul by A. Nader (drawn by J. Crowder),,84-102,,
1:21.0,J. Crowder makes free throw 1 of 2,1,85-102,,
1:21.0,J. Crowder makes free throw 2 of 2,1,86-102,,
1:08.0,,,86-102,,A. Nader misses 2-pt shot from 20 ft
1:04.0,Defensive rebound by J. Crowder,,86-102,,
0:53.0,T. Thompson makes 2-pt shot from 1 ft (assist by C. Frye),2,88-102,,
0:36.0,,,88-102,,A. Nader misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by J. Crowder,,88-102,,
0:25.0,J. Crowder misses 3-pt shot from 25 ft,,88-102,,
0:22.0,,,88-102,,Defensive rebound by G. Yabusele
0:01.0,,,88-102,,Turnover by Team (shot clock)
