time,San Antonio,pts.away,score,pts.home,Portland
1:36.0,,,49-40,,E. Davis misses 2-pt shot from 2 ft (block by K. Anderson)
1:33.0,Defensive rebound by D. Bertans,,49-40,,
1:26.0,M. Ginobili misses 3-pt shot from 23 ft,,49-40,,
1:24.0,,,49-40,,Defensive rebound by E. Davis
1:19.0,,,49-40,,S. Napier misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by L. Aldridge,,49-40,,
0:59.0,Turnover by M. Ginobili (bad pass; steal by S. Napier),,49-40,,
0:59.0,Personal foul by P. Mills (drawn by S. Napier),,49-40,,
0:44.0,,,49-40,,D. Lillard misses 2-pt shot from 15 ft (block by L. Aldridge)
0:41.0,,,49-40,,Offensive rebound by S. Napier
0:39.0,,,49-43,3,A. Aminu makes 3-pt shot from 25 ft (assist by S. Napier)
0:34.0,M. Ginobili makes 3-pt shot from 24 ft,3,52-43,,
0:30.0,,,52-46,3,D. Lillard makes 3-pt shot from 25 ft
0:08.0,L. Aldridge makes 2-pt shot from 20 ft,2,54-46,,
0:02.0,,,54-46,,D. Lillard misses 3-pt shot from 26 ft (block by D. Bertans)
0:02.0,Defensive rebound by L. Aldridge,,54-46,,
0:02.0,L. Aldridge misses 3-pt shot from 67 ft,,54-46,,
0:02.0,Offensive rebound by Team,,54-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,54-46,,E. Turner misses 2-pt shot from 13 ft
11:43.0,Defensive rebound by P. Gasol,,54-46,,
11:33.0,L. Aldridge misses 2-pt shot from 21 ft,,54-46,,
11:30.0,,,54-46,,Defensive rebound by J. Nurkic
11:19.0,,,54-46,,A. Aminu misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by D. Green,,54-46,,
11:05.0,Turnover by D. Green (bad pass; steal by A. Aminu),,54-46,,
10:57.0,,,54-48,2,E. Turner makes 2-pt shot from 13 ft (assist by C. McCollum)
10:40.0,Turnover by P. Gasol (turnover),,54-48,,
10:26.0,,,54-48,,C. McCollum misses 2-pt shot from 15 ft
10:22.0,Defensive rebound by P. Gasol,,54-48,,
10:16.0,B. Forbes misses 2-pt shot from 21 ft,,54-48,,
10:13.0,,,54-48,,Defensive rebound by D. Lillard
10:11.0,,,54-48,,D. Lillard misses 2-pt shot from 2 ft (block by D. Green)
10:11.0,,,54-48,,Offensive rebound by Team
10:04.0,,,54-48,,D. Lillard misses 3-pt shot from 24 ft
10:04.0,Defensive rebound by D. Murray,,54-48,,
9:44.0,P. Gasol misses 2-pt shot from 19 ft,,54-48,,
9:43.0,,,54-48,,Defensive rebound by D. Lillard
9:37.0,,,54-48,,D. Lillard misses 2-pt shot from 1 ft
9:34.0,Defensive rebound by P. Gasol,,54-48,,
9:33.0,San Antonio full timeout,,54-48,,
9:15.0,D. Green makes 3-pt shot from 24 ft (assist by B. Forbes),3,57-48,,
8:58.0,,,57-50,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
8:58.0,,,57-50,,Shooting foul by B. Forbes (drawn by J. Nurkic)
8:58.0,,,57-50,,J. Nurkic misses free throw 1 of 1
8:55.0,Defensive rebound by P. Gasol,,57-50,,
8:45.0,B. Forbes misses 3-pt shot from 24 ft,,57-50,,
8:43.0,,,57-50,,Defensive rebound by C. McCollum
8:34.0,,,57-52,2,J. Nurkic makes 2-pt shot from 4 ft (assist by C. McCollum)
8:23.0,Offensive foul by D. Murray (drawn by D. Lillard),,57-52,,
8:23.0,Turnover by D. Murray (offensive foul),,57-52,,
8:15.0,,,57-54,2,J. Nurkic makes 2-pt shot from 22 ft (assist by C. McCollum)
7:53.0,P. Gasol makes 2-pt shot from 15 ft (assist by B. Forbes),2,59-54,,
7:38.0,,,59-54,,J. Nurkic misses 2-pt shot from 1 ft (block by P. Gasol)
7:37.0,Defensive rebound by P. Gasol,,59-54,,
7:34.0,Turnover by D. Murray (bad pass; steal by A. Aminu),,59-54,,
7:21.0,,,59-56,2,J. Nurkic makes 2-pt shot at rim (assist by C. McCollum)
7:09.0,,,59-56,,Personal take foul by D. Lillard (drawn by D. Murray)
7:09.0,,,59-56,,P. Connaughton enters the game for D. Lillard
7:09.0,M. Ginobili enters the game for B. Forbes,,59-56,,
7:09.0,K. Anderson enters the game for D. Green,,59-56,,
6:52.0,P. Gasol misses 2-pt shot from 1 ft (block by J. Nurkic),,59-56,,
6:45.0,Offensive rebound by L. Aldridge,,59-56,,
6:45.0,L. Aldridge misses 2-pt shot at rim,,59-56,,
6:45.0,,,59-56,,Defensive rebound by J. Nurkic
6:33.0,,,59-58,2,J. Nurkic makes 2-pt shot from 21 ft (assist by E. Turner)
6:21.0,D. Murray makes 2-pt shot from 14 ft,2,61-58,,
6:03.0,,,61-61,3,A. Aminu makes 3-pt shot from 25 ft (assist by P. Connaughton)
5:47.0,Turnover by P. Gasol (lost ball; steal by E. Turner),,61-61,,
5:43.0,,,61-61,,C. McCollum misses 3-pt shot from 25 ft
5:41.0,,,61-61,,Offensive rebound by J. Nurkic
5:41.0,Personal foul by M. Ginobili (drawn by J. Nurkic),,61-61,,
5:41.0,R. Gay enters the game for D. Murray,,61-61,,
5:41.0,P. Mills enters the game for P. Gasol,,61-61,,
5:33.0,,,61-63,2,C. McCollum makes 2-pt shot from 14 ft
5:13.0,Turnover by K. Anderson (traveling),,61-63,,
4:57.0,,,61-63,,C. McCollum misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by K. Anderson,,61-63,,
4:45.0,R. Gay misses 2-pt shot from 8 ft (block by A. Aminu),,61-63,,
4:42.0,,,61-63,,Defensive rebound by A. Aminu
4:41.0,,,61-63,,Shooting foul by P. Mills (drawn by J. Nurkic)
4:41.0,,,61-64,1,J. Nurkic makes free throw 1 of 2
4:41.0,J. Lauvergne enters the game for L. Aldridge,,61-64,,
4:41.0,,,61-64,,J. Nurkic misses free throw 2 of 2
4:39.0,Defensive rebound by J. Lauvergne,,61-64,,
4:25.0,M. Ginobili misses 2-pt shot from 12 ft,,61-64,,
4:22.0,Offensive rebound by J. Lauvergne,,61-64,,
4:20.0,K. Anderson makes 2-pt shot from 3 ft (assist by J. Lauvergne),2,63-64,,
4:06.0,,,63-64,,J. Nurkic misses 2-pt shot from 1 ft
4:06.0,Defensive rebound by M. Ginobili,,63-64,,
4:06.0,,,63-64,,Personal foul by J. Nurkic (drawn by M. Ginobili)
3:50.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by K. Anderson),2,65-64,,
3:38.0,,,65-66,2,C. McCollum makes 2-pt shot from 4 ft
3:38.0,,,65-66,,Shooting foul by P. Mills (drawn by C. McCollum)
3:38.0,,,65-66,,Z. Collins enters the game for A. Aminu
3:38.0,,,65-66,,E. Davis enters the game for J. Nurkic
3:38.0,,,65-67,1,C. McCollum makes free throw 1 of 1
3:29.0,,,65-67,,Personal foul by P. Connaughton (drawn by P. Mills)
3:29.0,,,65-67,,S. Napier enters the game for E. Turner
3:24.0,Turnover by P. Mills (bad pass; steal by E. Davis),,65-67,,
3:13.0,,,65-67,,P. Connaughton misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by J. Lauvergne,,65-67,,
2:50.0,R. Gay makes 2-pt shot from 19 ft,2,67-67,,
2:48.0,,,67-67,,Portland full timeout
2:33.0,,,67-67,,P. Connaughton misses 2-pt shot from 2 ft
2:31.0,Defensive rebound by K. Anderson,,67-67,,
2:16.0,P. Mills misses 2-pt shot at rim,,67-67,,
2:11.0,,,67-67,,Defensive rebound by E. Davis
2:11.0,,,67-67,,Shooting foul by R. Gay (drawn by P. Connaughton)
2:11.0,,,67-68,1,P. Connaughton makes free throw 1 of 2
2:11.0,,,67-68,,P. Connaughton misses free throw 2 of 2
2:10.0,Defensive rebound by K. Anderson,,67-68,,
1:50.0,M. Ginobili misses 2-pt shot from 11 ft,,67-68,,
1:47.0,,,67-68,,Defensive rebound by E. Davis
1:46.0,,,67-68,,Turnover by E. Davis (lost ball; steal by M. Ginobili)
1:41.0,R. Gay makes 2-pt shot from 3 ft,2,69-68,,
1:24.0,,,69-68,,S. Napier misses 2-pt shot from 19 ft
1:22.0,Defensive rebound by M. Ginobili,,69-68,,
1:14.0,R. Gay misses 2-pt shot from 10 ft,,69-68,,
1:11.0,,,69-68,,Defensive rebound by Z. Collins
1:07.0,,,69-68,,Shooting foul by P. Mills (drawn by C. McCollum)
1:07.0,,,69-69,1,C. McCollum makes free throw 1 of 2
1:07.0,D. Murray enters the game for P. Mills,,69-69,,
1:07.0,,,69-70,1,C. McCollum makes free throw 2 of 2
0:44.0,J. Lauvergne makes 2-pt shot from 19 ft (assist by D. Murray),2,71-70,,
0:31.0,,,71-70,,C. McCollum misses 2-pt shot from 19 ft
0:29.0,Defensive rebound by M. Ginobili,,71-70,,
0:09.0,M. Ginobili misses 2-pt shot from 1 ft,,71-70,,
0:07.0,,,71-70,,Defensive rebound by P. Connaughton
0:03.0,,,71-72,2,S. Napier makes 2-pt shot from 1 ft
0:00.0,K. Anderson makes 3-pt shot from 26 ft,3,74-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by R. Gay (bad pass; steal by Z. Collins),,74-72,,
11:34.0,,,74-72,,Turnover by S. Napier (lost ball; steal by K. Anderson)
11:34.0,,,74-72,,Violation by S. Napier (kicked ball)
11:34.0,B. Forbes enters the game for K. Anderson,,74-72,,
11:11.0,D. Murray misses 2-pt shot from 19 ft,,74-72,,
11:08.0,Offensive rebound by R. Gay,,74-72,,
10:51.0,B. Forbes misses 2-pt shot from 23 ft,,74-72,,
10:49.0,,,74-72,,Defensive rebound by E. Turner
10:30.0,,,74-72,,S. Napier misses 3-pt shot from 26 ft
10:25.0,,,74-72,,Offensive rebound by E. Davis
10:22.0,,,74-75,3,S. Napier makes 3-pt shot from 24 ft (assist by P. Connaughton)
10:04.0,Turnover by D. Green (bad pass),,74-75,,
10:04.0,,,74-75,,A. Aminu enters the game for P. Connaughton
10:04.0,,,74-75,,D. Lillard enters the game for Z. Collins
10:04.0,P. Gasol enters the game for R. Gay,,74-75,,
10:04.0,L. Aldridge enters the game for J. Lauvergne,,74-75,,
9:41.0,,,74-75,,A. Aminu misses 3-pt shot from 25 ft
9:39.0,,,74-75,,Offensive rebound by E. Davis
9:37.0,,,74-78,3,D. Lillard makes 3-pt shot from 26 ft (assist by E. Davis)
9:16.0,Turnover by P. Gasol (traveling),,74-78,,
8:58.0,,,74-80,2,E. Turner makes 2-pt shot from 7 ft
8:57.0,San Antonio full timeout,,74-80,,
8:57.0,P. Mills enters the game for B. Forbes,,74-80,,
8:39.0,L. Aldridge makes 2-pt shot from 10 ft,2,76-80,,
8:19.0,,,76-80,,D. Lillard misses 3-pt shot from 25 ft
8:16.0,Defensive rebound by D. Murray,,76-80,,
7:55.0,D. Murray misses 2-pt shot from 16 ft,,76-80,,
7:52.0,,,76-80,,Defensive rebound by Team
7:35.0,Personal foul by D. Green (drawn by E. Turner),,76-80,,
7:22.0,,,76-80,,A. Aminu misses 2-pt shot from 7 ft
7:21.0,,,76-80,,Offensive rebound by E. Davis
7:21.0,,,76-80,,Shooting foul by P. Gasol (drawn by E. Davis)
7:21.0,,,76-81,1,E. Davis makes free throw 1 of 2
7:21.0,,,76-81,,E. Davis misses free throw 2 of 2
7:19.0,Defensive rebound by P. Gasol,,76-81,,
7:03.0,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge),3,79-81,,
6:45.0,,,79-83,2,E. Turner makes 2-pt shot from 16 ft
6:23.0,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Murray),2,81-83,,
6:23.0,Shooting foul by E. Davis (drawn by L. Aldridge),,81-83,,
6:23.0,,,81-83,,C. McCollum enters the game for S. Napier
6:23.0,M. Ginobili enters the game for D. Murray,,81-83,,
6:23.0,L. Aldridge makes free throw 1 of 1,1,82-83,,
6:09.0,,,82-83,,Turnover by D. Lillard (bad pass; steal by D. Green)
6:07.0,D. Green makes 2-pt shot at rim,2,84-83,,
6:07.0,,,84-83,,Portland full timeout
5:51.0,,,84-83,,C. McCollum misses 2-pt shot from 1 ft
5:48.0,,,84-83,,Offensive rebound by E. Davis
5:48.0,,,84-83,,E. Davis misses 2-pt shot at rim
5:47.0,Defensive rebound by P. Mills,,84-83,,
5:29.0,M. Ginobili misses 3-pt shot from 26 ft,,84-83,,
5:27.0,,,84-83,,Defensive rebound by A. Aminu
5:23.0,,,84-85,2,A. Aminu makes 2-pt shot from 1 ft
5:04.0,M. Ginobili makes 2-pt shot from 3 ft (assist by P. Gasol),2,86-85,,
4:44.0,,,86-85,,E. Turner misses 2-pt shot from 17 ft
4:41.0,Defensive rebound by D. Green,,86-85,,
4:30.0,L. Aldridge misses 2-pt shot from 3 ft,,86-85,,
4:30.0,Offensive rebound by P. Gasol,,86-85,,
4:30.0,Shooting foul by D. Lillard (drawn by P. Gasol),,86-85,,
4:30.0,P. Gasol makes free throw 1 of 2,1,87-85,,
4:30.0,,,87-85,,J. Nurkic enters the game for E. Davis
4:30.0,K. Anderson enters the game for D. Green,,87-85,,
4:30.0,P. Gasol makes free throw 2 of 2,1,88-85,,
4:14.0,,,88-85,,A. Aminu misses 3-pt shot from 24 ft
4:13.0,,,88-85,,Offensive rebound by Team
4:13.0,Loose ball foul by P. Gasol (drawn by J. Nurkic),,88-85,,
3:59.0,Jump ball: E. Turner vs. M. Ginobili (A. Aminu gains possession),,,,Jump ball: E. Turner vs. M. Ginobili (A. Aminu gains possession)
3:57.0,,,88-85,,D. Lillard misses 3-pt shot from 27 ft
3:54.0,Defensive rebound by L. Aldridge,,88-85,,
3:44.0,Turnover by P. Gasol (lost ball; steal by A. Aminu),,88-85,,
3:39.0,,,88-87,2,C. McCollum makes 2-pt shot from 16 ft (assist by A. Aminu)
3:17.0,,,88-87,,Personal foul by E. Turner (drawn by L. Aldridge)
3:17.0,,,88-87,,Portland full timeout
3:10.0,K. Anderson misses 2-pt shot from 3 ft,,88-87,,
3:07.0,Offensive rebound by K. Anderson,,88-87,,
2:50.0,L. Aldridge misses 2-pt shot from 17 ft,,88-87,,
2:48.0,Offensive rebound by P. Gasol,,88-87,,
2:26.0,P. Gasol misses 3-pt shot from 25 ft,,88-87,,
2:23.0,,,88-87,,Defensive rebound by A. Aminu
2:03.0,,,88-87,,Turnover by J. Nurkic (lost ball; steal by P. Mills)
2:00.0,P. Mills makes 2-pt shot from 1 ft,2,90-87,,
1:59.0,Personal foul by L. Aldridge (drawn by J. Nurkic),,90-87,,
1:42.0,,,90-89,2,C. McCollum makes 2-pt shot from 4 ft
1:25.0,Turnover by L. Aldridge (lost ball; steal by D. Lillard),,90-89,,
1:20.0,,,90-89,,C. McCollum misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by P. Gasol,,90-89,,
0:59.0,Turnover by L. Aldridge (turnover),,90-89,,
0:47.0,,,90-89,,J. Nurkic misses 2-pt shot from 1 ft
0:45.0,Defensive rebound by L. Aldridge,,90-89,,
0:28.0,P. Mills makes 2-pt shot from 5 ft,2,92-89,,
0:27.0,,,92-89,,Portland full timeout
