time,Miami,pts.away,score,pts.home,Washington
0:12.0,,,89-86,,J. Wall misses 3-pt shot from 26 ft
0:11.0,,,89-86,,Offensive rebound by Team
0:11.0,Loose ball foul by J. Richardson (drawn by O. Porter),,89-86,,
0:11.0,,,89-87,1,O. Porter makes free throw 1 of 2
0:11.0,,,89-88,1,O. Porter makes free throw 2 of 2
0:11.0,Miami full timeout,,89-88,,
0:11.0,W. Ellington enters the game for H. Whiteside,,89-88,,
0:06.0,,,89-88,,Personal take foul by J. Wall (drawn by J. Johnson)
0:06.0,J. Johnson makes free throw 1 of 2,1,90-88,,
0:06.0,,,90-88,,M. Morris enters the game for K. Oubre
0:06.0,J. Winslow enters the game for W. Ellington,,90-88,,
0:06.0,J. Johnson misses free throw 2 of 2,,90-88,,
0:05.0,,,90-88,,Defensive rebound by M. Morris
0:05.0,,,90-88,,Washington full timeout
0:05.0,,,90-88,,K. Oubre enters the game for M. Morris
0:05.0,H. Whiteside enters the game for G. Dragic,,90-88,,
0:02.0,,,90-88,,B. Beal misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by J. Winslow,,90-88,,
0:00.0,,,90-88,,Personal foul by B. Beal (drawn by J. Winslow)
0:00.0,J. Winslow makes free throw 1 of 2,1,91-88,,
0:00.0,J. Winslow misses free throw 2 of 2,,91-88,,
0:00.0,,,91-88,,Defensive rebound by M. Gortat
