time,New Orleans,pts.away,score,pts.home,Golden State
7:31.0,J. Holiday misses 2-pt shot from 10 ft (block by K. Thompson),,83-99,,
7:30.0,,,83-99,,Defensive rebound by K. Thompson
7:27.0,,,83-99,,S. Livingston misses 2-pt shot from 4 ft (block by A. Davis)
7:26.0,,,83-99,,Offensive rebound by S. Livingston
7:25.0,,,83-99,,S. Livingston misses 2-pt shot from 1 ft (block by A. Davis)
7:24.0,,,83-99,,Offensive rebound by D. Green
7:10.0,,,83-99,,D. Green misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by Team,,83-99,,
6:43.0,A. Davis makes 2-pt shot from 19 ft (assist by D. Cousins),2,85-99,,
6:33.0,,,85-99,,Golden State full timeout
6:33.0,,,85-99,,S. Curry enters the game for K. Thompson
6:21.0,,,85-99,,S. Livingston misses 2-pt shot from 9 ft
6:18.0,Defensive rebound by A. Davis,,85-99,,
5:58.0,A. Davis misses 2-pt shot from 1 ft,,85-99,,
5:57.0,Offensive rebound by A. Davis,,85-99,,
5:56.0,A. Davis makes 2-pt shot from 1 ft,2,87-99,,
5:43.0,,,87-99,,S. Curry misses 3-pt shot from 25 ft
5:39.0,Defensive rebound by A. Davis,,87-99,,
5:32.0,D. Cousins makes 2-pt shot from 7 ft (assist by J. Nelson),2,89-99,,
5:32.0,Shooting foul by S. Livingston (drawn by D. Cousins),,89-99,,
5:32.0,,,89-99,,Z. Pachulia enters the game for D. West
5:32.0,,,89-99,,K. Thompson enters the game for S. Livingston
5:32.0,R. Rondo enters the game for J. Nelson,,89-99,,
5:32.0,D. Cousins makes free throw 1 of 1,1,90-99,,
5:12.0,,,90-99,,S. Curry misses 2-pt shot from 10 ft
5:08.0,,,90-99,,Offensive rebound by A. Iguodala
5:06.0,,,90-99,,Offensive charge foul by Z. Pachulia (drawn by D. Cousins)
5:06.0,,,90-99,,Turnover by Z. Pachulia (offensive foul)
4:44.0,D. Cousins misses 2-pt shot from 1 ft (block by D. Green),,90-99,,
4:43.0,,,90-99,,Defensive rebound by Team
4:24.0,,,90-99,,Z. Pachulia misses 2-pt shot from 9 ft
4:20.0,Defensive rebound by I. Clark,,90-99,,
4:13.0,D. Cousins makes 3-pt shot from 27 ft (assist by J. Holiday),3,93-99,,
3:45.0,,,93-101,2,S. Curry makes 2-pt shot from 17 ft
3:44.0,New Orleans full timeout,,93-101,,
3:31.0,R. Rondo misses 2-pt shot from 18 ft,,93-101,,
3:28.0,Offensive rebound by A. Davis,,93-101,,
3:26.0,A. Davis makes 2-pt shot from 6 ft,2,95-101,,
3:02.0,,,95-103,2,D. Green makes 2-pt shot from 14 ft
2:41.0,Turnover by J. Holiday (bad pass; steal by D. Green),,95-103,,
2:35.0,,,95-103,,Z. Pachulia misses 2-pt shot from 3 ft (block by D. Cousins)
2:31.0,Defensive rebound by J. Holiday,,95-103,,
2:21.0,R. Rondo misses 2-pt shot from 6 ft,,95-103,,
2:21.0,Offensive rebound by Team,,95-103,,
2:11.0,Offensive charge foul by D. Cousins (drawn by D. Green),,95-103,,
2:11.0,Turnover by D. Cousins (offensive foul),,95-103,,
1:54.0,,,95-105,2,S. Curry makes 2-pt shot from 2 ft
1:43.0,J. Holiday misses 2-pt shot from 3 ft,,95-105,,
1:43.0,,,95-105,,Defensive rebound by Team
1:43.0,Loose ball foul by A. Davis (drawn by Z. Pachulia),,95-105,,
1:43.0,Technical foul by D. Cousins,,95-105,,
1:43.0,,,95-106,1,S. Curry makes free throw 1 of 1
1:43.0,,,95-106,,Z. Pachulia misses technical free throw
1:43.0,,,95-106,,Offensive rebound by Team
1:43.0,,,95-107,1,Z. Pachulia makes technical free throw
1:43.0,New Orleans full timeout,,95-107,,
1:30.0,J. Holiday misses 2-pt shot from 11 ft,,95-107,,
1:25.0,,,95-107,,Defensive rebound by Z. Pachulia
1:13.0,,,95-107,,J. Bell enters the game for Z. Pachulia
1:13.0,D. Miller enters the game for D. Cousins,,95-107,,
1:13.0,C. Diallo enters the game for A. Davis,,95-107,,
1:11.0,,,95-107,,K. Thompson misses 3-pt shot from 24 ft
1:08.0,,,95-107,,Offensive rebound by J. Bell
0:51.0,,,95-110,3,S. Curry makes 3-pt shot from 26 ft
0:37.0,,,95-110,,Personal foul by S. Curry (drawn by J. Holiday)
0:37.0,,,95-110,,P. McCaw enters the game for A. Iguodala
0:37.0,,,95-110,,O. Casspi enters the game for K. Thompson
0:37.0,,,95-110,,K. Looney enters the game for D. Green
0:37.0,,,95-110,,N. Young enters the game for S. Curry
0:32.0,I. Clark misses 3-pt shot from 26 ft,,95-110,,
0:29.0,,,95-110,,Defensive rebound by J. Bell
0:09.0,,,95-110,,N. Young misses 3-pt shot from 29 ft
0:08.0,,,95-110,,Offensive rebound by Team
0:08.0,,,95-110,,Turnover by Team (shot clock)
0:04.0,R. Rondo misses 3-pt shot from 27 ft,,95-110,,
0:00.0,,,95-110,,Defensive rebound by J. Bell
