time,Toronto,pts.away,score,pts.home,Charlotte
3:48.0,,,117-87,2,F. Kaminsky makes 2-pt shot from 11 ft (assist by M. Carter-Williams)
3:25.0,D. Wright misses 2-pt shot from 1 ft,,117-87,,
3:23.0,,,117-87,,Defensive rebound by C. Zeller
3:20.0,,,117-89,2,M. Carter-Williams makes 2-pt shot from 1 ft
3:20.0,,,117-89,,Shooting foul by L. Nogueira (drawn by M. Carter-Williams)
3:20.0,,,117-90,1,M. Carter-Williams makes free throw 1 of 1
3:04.0,P. Siakam makes 2-pt shot from 2 ft (assist by N. Powell),2,119-90,,
2:49.0,,,119-93,3,M. Monk makes 3-pt shot from 23 ft
2:37.0,D. Wright misses 3-pt shot from 25 ft,,119-93,,
2:33.0,,,119-93,,Defensive rebound by C. Zeller
2:24.0,,,119-96,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by D. Bacon)
2:07.0,,,119-96,,T. Graham enters the game for M. Carter-Williams
2:07.0,,,119-96,,J. Stone enters the game for F. Kaminsky
1:56.0,M. Richardson misses 3-pt shot from 25 ft,,119-96,,
1:53.0,,,119-96,,Defensive rebound by C. Zeller
1:46.0,,,119-98,2,M. Monk makes 2-pt shot from 6 ft (assist by C. Zeller)
1:33.0,M. Richardson makes 2-pt shot from 15 ft (assist by N. Powell),2,121-98,,
1:22.0,,,121-98,,M. Monk misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by P. Siakam,,121-98,,
1:12.0,N. Powell makes 2-pt shot from 16 ft,2,123-98,,
0:57.0,,,123-100,2,C. Zeller makes 2-pt shot from 1 ft
0:38.0,N. Powell misses 3-pt shot from 23 ft,,123-100,,
0:35.0,,,123-100,,Defensive rebound by C. Zeller
0:26.0,,,123-103,3,C. Zeller makes 3-pt shot from 24 ft (assist by J. Stone)
0:02.0,Turnover by Team (shot clock),,123-103,,
