time,Oklahoma City,pts.away,score,pts.home,Utah
1:32.0,J. Huestis enters the game for C. Anthony,,81-96,,
1:32.0,J. Grant enters the game for S. Adams,,81-96,,
1:32.0,P. George makes free throw 1 of 1,1,82-96,,
1:09.0,,,82-96,,Turnover by J. Johnson (lost ball; steal by J. Huestis)
1:03.0,J. Huestis makes 3-pt shot from 24 ft (assist by R. Felton),3,85-96,,
0:44.0,,,85-96,,R. O'Neale enters the game for R. Rubio
0:44.0,,,85-96,,R. Neto enters the game for J. Johnson
0:44.0,,,85-96,,E. Udoh enters the game for T. Sefolosha
0:44.0,,,85-96,,D. Mitchell enters the game for R. Gobert
0:44.0,T. Ferguson enters the game for P. George,,85-96,,
0:43.0,,,85-96,,Turnover by J. Ingles (bad pass)
0:35.0,Shooting foul by R. O'Neale (drawn by J. Grant),,85-96,,
0:35.0,J. Grant makes free throw 1 of 2,1,86-96,,
0:35.0,J. Grant makes free throw 2 of 2,1,87-96,,
0:17.0,,,87-96,,E. Udoh misses 2-pt shot from 18 ft
0:15.0,Defensive rebound by J. Grant,,87-96,,
0:05.0,R. Felton misses 3-pt shot from 25 ft,,87-96,,
0:02.0,,,87-96,,Defensive rebound by R. O'Neale
