time,Golden State,pts.away,score,pts.home,Houston
3:48.0,,,49-42,,Shooting foul by K. Thompson (drawn by C. Paul)
3:48.0,,,49-42,,C. Paul misses free throw 1 of 2
3:48.0,,,49-42,,Offensive rebound by Team
3:48.0,,,49-43,1,C. Paul makes free throw 2 of 2
3:26.0,Turnover by A. Iguodala (out of bounds lost ball),,49-43,,
3:10.0,,,49-45,2,J. Harden makes 2-pt shot from 2 ft
2:54.0,Turnover by K. Looney (offensive goaltending),,49-45,,
2:39.0,,,49-45,,C. Paul misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by K. Looney,,49-45,,
2:30.0,K. Durant misses 2-pt shot from 12 ft,,49-45,,
2:28.0,,,49-45,,Defensive rebound by J. Harden
2:21.0,,,49-45,,Shooting foul by A. Iguodala (drawn by J. Harden)
2:21.0,,,49-46,1,J. Harden makes free throw 1 of 2
2:21.0,N. Young enters the game for A. Iguodala,,49-46,,
2:21.0,,,49-47,1,J. Harden makes free throw 2 of 2
2:00.0,N. Young misses 3-pt shot from 23 ft,,49-47,,
1:58.0,,,49-47,,Defensive rebound by C. Paul
1:51.0,,,49-49,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
1:34.0,Turnover by S. Curry (lost ball; steal by C. Capela),,49-49,,
1:30.0,,,49-49,,J. Harden misses 2-pt shot from 3 ft (block by K. Durant)
1:28.0,Defensive rebound by K. Thompson,,49-49,,
1:28.0,,,49-49,,Personal foul by P. Tucker (drawn by K. Thompson)
1:28.0,K. Thompson makes free throw 1 of 2,1,50-49,,
1:28.0,K. Thompson makes free throw 2 of 2,1,51-49,,
1:05.0,,,51-52,3,J. Harden makes 3-pt shot from 26 ft
0:53.0,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry),2,53-52,,
0:39.0,,,53-54,2,J. Harden makes 2-pt shot from 1 ft
0:30.0,K. Durant misses 2-pt shot from 2 ft,,53-54,,
0:29.0,,,53-54,,Defensive rebound by E. Gordon
0:26.0,,,53-56,2,J. Harden makes 2-pt shot at rim (assist by E. Gordon)
0:11.0,N. Young makes 3-pt shot from 25 ft (assist by S. Curry),3,56-56,,
0:00.0,,,56-56,,C. Capela misses 2-pt shot from 17 ft
0:00.0,,,56-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,58-56,,
11:22.0,,,58-56,,P. Tucker misses 3-pt shot from 22 ft
11:21.0,Defensive rebound by D. Green,,58-56,,
11:12.0,K. Durant misses 2-pt shot from 12 ft,,58-56,,
11:11.0,,,58-56,,Defensive rebound by C. Capela
11:01.0,Personal foul by S. Curry (drawn by T. Ariza),,58-56,,
10:46.0,,,58-58,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
10:36.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Green),3,61-58,,
10:13.0,,,61-58,,Shooting foul by K. Durant (drawn by J. Harden)
10:13.0,,,61-59,1,J. Harden makes free throw 1 of 2
10:13.0,,,61-60,1,J. Harden makes free throw 2 of 2
10:04.0,,,61-60,,Personal foul by T. Ariza (drawn by A. Iguodala)
9:52.0,S. Curry makes 2-pt shot from 4 ft (assist by A. Iguodala),2,63-60,,
9:40.0,,,63-60,,C. Paul misses 2-pt shot from 8 ft
9:39.0,Defensive rebound by A. Iguodala,,63-60,,
9:35.0,,,63-60,,Shooting block foul by T. Ariza (drawn by A. Iguodala)
9:35.0,A. Iguodala makes free throw 1 of 2,1,64-60,,
9:35.0,,,64-60,,G. Green enters the game for T. Ariza
9:35.0,A. Iguodala makes free throw 2 of 2,1,65-60,,
9:24.0,,,65-62,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
9:07.0,K. Durant makes 2-pt shot from 3 ft,2,67-62,,
8:45.0,,,67-64,2,J. Harden makes 2-pt shot from 4 ft
8:32.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,69-64,,
8:10.0,,,69-66,2,J. Harden makes 2-pt shot from 14 ft
7:52.0,K. Durant makes 2-pt shot from 11 ft,2,71-66,,
7:40.0,,,71-66,,C. Paul misses 2-pt shot from 17 ft
7:39.0,,,71-66,,Offensive rebound by C. Paul
7:38.0,,,71-68,2,C. Paul makes 2-pt shot from 4 ft
7:11.0,K. Durant makes 2-pt shot from 17 ft,2,73-68,,
7:02.0,,,73-68,,Offensive foul by G. Green (drawn by S. Curry)
7:02.0,,,73-68,,Turnover by G. Green (offensive foul)
6:51.0,Turnover by D. Green (lost ball; steal by C. Paul),,73-68,,
6:50.0,Personal foul by S. Curry (drawn by C. Paul),,73-68,,
6:50.0,,,73-68,,Houston full timeout
6:50.0,,,73-68,,E. Gordon enters the game for C. Paul
6:36.0,,,73-70,2,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden)
6:12.0,K. Durant misses 3-pt shot from 27 ft,,73-70,,
6:11.0,,,73-70,,Defensive rebound by C. Capela
5:56.0,,,73-70,,J. Harden misses 2-pt shot from 2 ft
5:55.0,Defensive rebound by S. Curry,,73-70,,
5:50.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,76-70,,
5:25.0,,,76-70,,Turnover by J. Harden (bad pass; steal by S. Curry)
5:24.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,78-70,,
5:22.0,,,78-70,,Houston full timeout
5:22.0,,,78-70,,L. Mbah a Moute enters the game for P. Tucker
5:22.0,K. Looney enters the game for A. Iguodala,,78-70,,
5:08.0,,,78-70,,Turnover by E. Gordon (bad pass; steal by D. Green)
5:04.0,K. Thompson misses 3-pt shot from 25 ft,,78-70,,
5:03.0,Offensive rebound by S. Curry,,78-70,,
5:02.0,,,78-70,,Personal foul by G. Green (drawn by S. Curry)
4:52.0,K. Durant misses 2-pt shot from 18 ft,,78-70,,
4:50.0,,,78-70,,Defensive rebound by L. Mbah a Moute
4:39.0,,,78-70,,L. Mbah a Moute misses 2-pt shot from 3 ft
4:38.0,,,78-70,,Offensive rebound by L. Mbah a Moute
4:35.0,,,78-70,,E. Gordon misses 3-pt shot from 26 ft
4:34.0,Defensive rebound by D. Green,,78-70,,
4:26.0,Shooting foul by G. Green (drawn by S. Curry),,78-70,,
4:26.0,S. Curry misses free throw 1 of 2,,78-70,,
4:26.0,Offensive rebound by Team,,78-70,,
4:26.0,S. Curry makes free throw 2 of 2,1,79-70,,
4:12.0,,,79-72,2,J. Harden makes 2-pt shot from 1 ft (assist by C. Capela)
4:02.0,S. Curry makes 2-pt shot from 2 ft,2,81-72,,
3:43.0,,,81-72,,J. Harden misses 2-pt shot from 6 ft
3:41.0,Defensive rebound by S. Curry,,81-72,,
3:36.0,K. Durant misses 3-pt shot from 27 ft,,81-72,,
3:35.0,Offensive rebound by K. Looney,,81-72,,
3:34.0,K. Looney makes 2-pt shot at rim,2,83-72,,
3:11.0,,,83-72,,E. Gordon misses 2-pt shot from 4 ft
3:10.0,Defensive rebound by K. Looney,,83-72,,
3:02.0,K. Durant misses 2-pt shot from 10 ft,,83-72,,
3:00.0,,,83-72,,Defensive rebound by C. Capela
2:41.0,Golden State full timeout,,83-72,,
2:41.0,,,83-72,,C. Paul enters the game for J. Harden
2:41.0,,,83-72,,N. Hilario enters the game for C. Capela
2:41.0,N. Young enters the game for K. Thompson,,83-72,,
2:41.0,A. Iguodala enters the game for D. Green,,83-72,,
2:39.0,Jump ball: E. Gordon vs. K. Looney (K. Durant gains possession),,,,Jump ball: E. Gordon vs. K. Looney (K. Durant gains possession)
2:39.0,,,83-72,,Turnover by E. Gordon (turnover; steal by K. Looney)
2:23.0,K. Durant makes 2-pt shot from 15 ft,2,85-72,,
2:14.0,,,85-72,,Offensive charge foul by E. Gordon (drawn by K. Durant)
2:14.0,,,85-72,,Turnover by E. Gordon (offensive foul)
2:14.0,S. Livingston enters the game for K. Durant,,85-72,,
2:02.0,S. Curry misses 3-pt shot from 30 ft,,85-72,,
2:02.0,,,85-72,,Defensive rebound by Team
1:48.0,,,85-75,3,E. Gordon makes 3-pt shot from 25 ft
1:32.0,S. Curry misses 2-pt shot from 16 ft,,85-75,,
1:31.0,,,85-75,,Defensive rebound by E. Gordon
1:24.0,,,85-75,,Shooting foul by A. Iguodala (drawn by C. Paul)
1:24.0,,,85-76,1,C. Paul makes free throw 1 of 3
1:24.0,,,85-76,,C. Paul misses free throw 2 of 3
1:24.0,,,85-76,,Offensive rebound by Team
1:24.0,K. Durant enters the game for S. Curry,,85-76,,
1:24.0,,,85-77,1,C. Paul makes free throw 3 of 3
1:02.0,S. Livingston misses 2-pt shot from 13 ft,,85-77,,
1:01.0,,,85-77,,Defensive rebound by E. Gordon
0:54.0,,,85-80,3,G. Green makes 3-pt shot from 26 ft (assist by E. Gordon)
0:40.0,,,85-80,,Personal foul by N. Hilario (drawn by K. Durant)
0:40.0,K. Durant makes free throw 1 of 2,1,86-80,,
0:40.0,K. Thompson enters the game for A. Iguodala,,86-80,,
0:40.0,K. Durant makes free throw 2 of 2,1,87-80,,
0:31.0,,,87-80,,Turnover by C. Paul (bad pass; steal by K. Thompson)
0:10.0,K. Durant misses 3-pt shot from 27 ft,,87-80,,
0:09.0,,,87-80,,Defensive rebound by C. Paul
0:02.0,,,87-80,,G. Green misses 3-pt shot from 29 ft
0:01.0,Defensive rebound by S. Livingston,,87-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,87-83,3,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul)
11:22.0,D. Green misses 2-pt shot from 3 ft,,87-83,,
11:21.0,,,87-83,,Defensive rebound by N. Hilario
11:11.0,,,87-83,,N. Hilario misses 2-pt shot from 1 ft (block by D. Green)
11:10.0,Defensive rebound by K. Looney,,87-83,,
11:02.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,90-83,,
10:44.0,,,90-85,2,E. Gordon makes 2-pt shot from 4 ft
10:34.0,K. Thompson misses 3-pt shot from 26 ft,,90-85,,
10:34.0,,,90-85,,Defensive rebound by L. Mbah a Moute
10:14.0,,,90-85,,L. Mbah a Moute misses 3-pt shot from 26 ft
10:12.0,Defensive rebound by S. Livingston,,90-85,,
10:07.0,Turnover by K. Thompson (out of bounds lost ball),,90-85,,
9:58.0,Personal foul by K. Thompson (drawn by C. Paul),,90-85,,
9:45.0,,,90-85,,C. Paul misses 3-pt shot from 26 ft
9:45.0,Defensive rebound by S. Livingston,,90-85,,
9:36.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green),3,93-85,,
9:14.0,,,93-85,,L. Mbah a Moute misses 3-pt shot from 23 ft
9:14.0,Defensive rebound by N. Young,,93-85,,
8:56.0,Shooting foul by C. Paul (drawn by K. Thompson),,93-85,,
8:56.0,K. Thompson makes free throw 1 of 2,1,94-85,,
8:56.0,,,94-85,,P. Tucker enters the game for L. Mbah a Moute
8:56.0,,,94-85,,J. Harden enters the game for N. Hilario
8:56.0,K. Durant enters the game for K. Looney,,94-85,,
8:56.0,A. Iguodala enters the game for N. Young,,94-85,,
8:56.0,K. Thompson makes free throw 2 of 2,1,95-85,,
8:43.0,,,95-85,,E. Gordon misses 2-pt shot from 3 ft
8:42.0,Defensive rebound by D. Green,,95-85,,
8:36.0,S. Livingston makes 2-pt shot from 3 ft (assist by D. Green),2,97-85,,
8:14.0,,,97-87,2,J. Harden makes 2-pt shot from 3 ft (assist by E. Gordon)
7:58.0,K. Durant makes 3-pt shot from 27 ft,3,100-87,,
7:45.0,,,100-87,,T. Ariza misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by K. Thompson,,100-87,,
7:35.0,K. Thompson misses 3-pt shot from 29 ft,,100-87,,
7:33.0,,,100-87,,Defensive rebound by C. Paul
7:29.0,,,100-87,,Shooting foul by K. Durant (drawn by C. Paul)
7:29.0,,,100-88,1,C. Paul makes free throw 1 of 2
7:29.0,Golden State full timeout,,100-88,,
7:29.0,,,100-88,,C. Capela enters the game for E. Gordon
7:29.0,,,100-89,1,C. Paul makes free throw 2 of 2
7:09.0,K. Durant misses 2-pt shot from 12 ft,,100-89,,
7:08.0,,,100-89,,Defensive rebound by C. Paul
7:00.0,,,100-91,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
6:37.0,Shooting foul by P. Tucker (drawn by K. Durant),,100-91,,
6:37.0,K. Durant makes free throw 1 of 2,1,101-91,,
6:37.0,S. Curry enters the game for S. Livingston,,101-91,,
6:37.0,K. Durant makes free throw 2 of 2,1,102-91,,
6:26.0,Personal foul by S. Curry (drawn by T. Ariza),,102-91,,
6:18.0,Personal foul by S. Curry (drawn by T. Ariza),,102-91,,
6:04.0,,,102-93,2,J. Harden makes 2-pt shot from 20 ft
5:48.0,,,102-93,,Personal foul by J. Harden (drawn by A. Iguodala)
5:35.0,K. Durant misses 2-pt shot from 12 ft,,102-93,,
5:33.0,,,102-93,,Defensive rebound by C. Paul
5:26.0,,,102-93,,P. Tucker misses 2-pt shot from 3 ft
5:24.0,Defensive rebound by A. Iguodala,,102-93,,
5:19.0,K. Thompson misses 3-pt shot from 23 ft,,102-93,,
5:18.0,,,102-93,,Defensive rebound by P. Tucker
5:04.0,,,102-93,,Turnover by J. Harden (lost ball; steal by S. Curry)
5:01.0,Shooting foul by P. Tucker (drawn by A. Iguodala),,102-93,,
5:01.0,A. Iguodala makes free throw 1 of 2,1,103-93,,
5:01.0,,,103-93,,E. Gordon enters the game for C. Paul
5:01.0,A. Iguodala misses free throw 2 of 2,,103-93,,
5:00.0,,,103-93,,Defensive rebound by P. Tucker
4:41.0,,,103-96,3,J. Harden makes 3-pt shot from 26 ft
4:24.0,Turnover by K. Durant (lost ball; steal by J. Harden),,103-96,,
4:16.0,,,103-96,,Turnover by J. Harden (bad pass; steal by A. Iguodala)
4:12.0,S. Curry misses 3-pt shot from 26 ft,,103-96,,
4:07.0,Offensive rebound by K. Thompson,,103-96,,
3:55.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,106-96,,
3:54.0,,,106-96,,Houston full timeout
3:54.0,,,106-96,,C. Paul enters the game for T. Ariza
3:54.0,,,106-96,,T. Ariza enters the game for C. Capela
3:40.0,,,106-96,,Turnover by J. Harden (bad pass; steal by D. Green)
3:18.0,Turnover by A. Iguodala (bad pass; steal by T. Ariza),,106-96,,
3:09.0,,,106-98,2,T. Ariza makes 2-pt shot from 3 ft (assist by J. Harden)
2:51.0,S. Curry makes 2-pt shot from 4 ft,2,108-98,,
2:33.0,,,108-98,,P. Tucker misses 3-pt shot from 22 ft (block by D. Green)
2:32.0,Defensive rebound by K. Durant,,108-98,,
2:23.0,D. Green misses 2-pt shot from 5 ft (block by P. Tucker),,108-98,,
2:22.0,,,108-98,,Defensive rebound by E. Gordon
2:18.0,,,108-98,,C. Paul misses 3-pt shot from 26 ft
2:18.0,Defensive rebound by A. Iguodala,,108-98,,
2:15.0,,,108-98,,Personal foul by C. Paul (drawn by A. Iguodala)
2:15.0,A. Iguodala makes free throw 1 of 2,1,109-98,,
2:15.0,A. Iguodala makes free throw 2 of 2,1,110-98,,
2:07.0,,,110-98,,Shooting foul by S. Curry (drawn by J. Harden)
2:07.0,,,110-99,1,J. Harden makes free throw 1 of 3
2:07.0,,,110-99,,J. Harden misses free throw 2 of 3
2:07.0,,,110-99,,Offensive rebound by Team
2:07.0,,,110-100,1,J. Harden makes free throw 3 of 3
1:50.0,S. Curry makes 2-pt shot from 3 ft (assist by K. Durant),2,112-100,,
1:39.0,,,112-100,,J. Harden misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by S. Curry,,112-100,,
1:24.0,Shooting foul by J. Harden (drawn by K. Durant),,112-100,,
1:24.0,K. Durant makes free throw 1 of 2,1,113-100,,
1:24.0,,,113-100,,C. Capela enters the game for T. Ariza
1:24.0,K. Durant makes free throw 2 of 2,1,114-100,,
1:17.0,,,114-102,2,C. Paul makes 2-pt shot from 10 ft
1:10.0,,,114-102,,Personal foul by C. Paul (drawn by D. Green)
1:10.0,D. Green makes free throw 1 of 2,1,115-102,,
1:10.0,D. Green makes free throw 2 of 2,1,116-102,,
1:00.0,,,116-104,2,C. Paul makes 2-pt shot from 3 ft
0:46.0,K. Thompson misses 3-pt shot from 26 ft,,116-104,,
0:45.0,,,116-104,,Defensive rebound by C. Paul
