time,Oklahoma City,pts.away,score,pts.home,Golden State
7:55.0,,,105-85,,Defensive rebound by A. Iguodala
7:50.0,,,105-85,,S. Livingston misses 2-pt shot from 2 ft
7:48.0,,,105-85,,Offensive rebound by O. Casspi
7:48.0,,,105-87,2,O. Casspi makes 2-pt shot at rim
7:40.0,R. Westbrook enters the game for R. Felton,,105-87,,
7:30.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,108-87,,
7:16.0,Personal foul by A. Abrines (drawn by A. Iguodala),,108-87,,
7:16.0,,,108-87,,K. Durant enters the game for A. Iguodala
7:12.0,,,108-89,2,K. Thompson makes 2-pt shot from 13 ft (assist by D. West)
6:50.0,P. George misses 3-pt shot from 25 ft,,108-89,,
6:48.0,,,108-89,,Defensive rebound by O. Casspi
6:39.0,,,108-89,,K. Thompson misses 2-pt shot from 15 ft
6:35.0,Defensive rebound by P. George,,108-89,,
6:32.0,,,108-89,,Personal foul by K. Thompson (drawn by P. George)
6:32.0,,,108-89,,Golden State full timeout
6:32.0,,,108-89,,Technical foul by A. Iguodala
6:32.0,,,108-89,,S. Curry enters the game for K. Thompson
6:32.0,P. George makes technical free throw,1,109-89,,
6:32.0,P. George makes free throw 1 of 2,1,110-89,,
6:32.0,P. George makes free throw 2 of 2,1,111-89,,
6:17.0,,,111-91,2,D. West makes 2-pt shot from 2 ft (assist by S. Curry)
6:17.0,,,111-91,,Shooting foul by A. Abrines (drawn by D. West)
6:17.0,,,111-92,1,D. West makes free throw 1 of 1
6:06.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,113-92,,
5:43.0,,,113-92,,Shooting foul by P. George (drawn by S. Curry)
5:43.0,,,113-93,1,S. Curry makes free throw 1 of 3
5:43.0,,,113-94,1,S. Curry makes free throw 2 of 3
5:43.0,,,113-95,1,S. Curry makes free throw 3 of 3
5:29.0,Turnover by R. Westbrook (bad pass; steal by D. West),,113-95,,
5:22.0,,,113-95,,Turnover by K. Durant (bad pass)
5:06.0,A. Abrines makes 3-pt shot from 27 ft (assist by J. Grant),3,116-95,,
4:59.0,,,116-95,,Golden State full timeout
4:59.0,,,116-95,,N. Young enters the game for D. West
4:59.0,,,116-95,,J. McGee enters the game for S. Livingston
4:59.0,,,116-95,,K. Looney enters the game for K. Durant
4:59.0,,,116-95,,P. McCaw enters the game for S. Curry
4:51.0,,,116-95,,Turnover by J. McGee (bad pass; steal by A. Abrines)
4:33.0,J. Grant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,119-95,,
4:15.0,,,119-97,2,J. McGee makes 2-pt shot from 1 ft (assist by O. Casspi)
4:00.0,S. Adams makes 2-pt shot from 12 ft (assist by R. Westbrook),2,121-97,,
3:50.0,,,121-97,,J. McGee misses 3-pt shot from 26 ft
3:47.0,,,121-97,,Offensive rebound by K. Looney
3:45.0,,,121-97,,N. Young misses 3-pt shot from 25 ft
3:42.0,,,121-97,,Offensive rebound by K. Looney
3:41.0,,,121-99,2,K. Looney makes 2-pt shot from 1 ft
3:14.0,P. George misses 3-pt shot from 22 ft,,121-99,,
3:11.0,,,121-99,,Defensive rebound by O. Casspi
3:09.0,,,121-99,,O. Casspi misses 2-pt shot from 2 ft
3:05.0,Defensive rebound by R. Westbrook,,121-99,,
2:52.0,P. George makes 2-pt shot from 2 ft,2,123-99,,
2:33.0,,,123-101,2,J. McGee makes 2-pt shot from 16 ft (assist by N. Young)
2:33.0,Oklahoma City full timeout,,123-101,,
2:33.0,K. Singler enters the game for R. Westbrook,,123-101,,
2:33.0,D. Johnson enters the game for A. Abrines,,123-101,,
2:33.0,R. Felton enters the game for S. Adams,,123-101,,
2:33.0,T. Ferguson enters the game for P. George,,123-101,,
2:17.0,Turnover by K. Singler (traveling),,123-101,,
2:06.0,,,123-103,2,K. Looney makes 2-pt shot from 1 ft (assist by O. Casspi)
1:40.0,R. Felton misses 2-pt shot from 3 ft,,123-103,,
1:37.0,,,123-103,,Defensive rebound by K. Looney
1:28.0,,,123-103,,N. Young misses 3-pt shot from 22 ft
1:24.0,Defensive rebound by J. Grant,,123-103,,
1:12.0,Shooting foul by J. McGee (drawn by K. Singler),,123-103,,
1:12.0,K. Singler makes free throw 1 of 2,1,124-103,,
1:12.0,J. Huestis enters the game for J. Grant,,124-103,,
1:12.0,A. Abrines enters the game for R. Felton,,124-103,,
1:12.0,K. Singler makes free throw 2 of 2,1,125-103,,
0:50.0,,,125-105,2,K. Looney makes 2-pt shot from 6 ft (assist by J. McGee)
0:50.0,,,125-105,,Shooting foul by A. Abrines (drawn by K. Looney)
0:50.0,,,125-105,,K. Looney misses free throw 1 of 1
0:50.0,Defensive rebound by Team,,125-105,,
0:35.0,K. Singler misses 2-pt shot from 8 ft (block by P. McCaw),,125-105,,
0:31.0,Offensive rebound by K. Singler,,125-105,,
0:27.0,A. Abrines misses 3-pt shot from 27 ft,,125-105,,
0:23.0,,,125-105,,Defensive rebound by K. Looney
0:10.0,,,125-105,,J. McGee misses 2-pt shot from 17 ft
0:06.0,Defensive rebound by K. Singler,,125-105,,
