time,Indiana,pts.away,score,pts.home,Cleveland
9:42.0,,,56-54,,L. James misses 2-pt shot from 10 ft
9:40.0,,,56-54,,Offensive rebound by K. Love
9:18.0,,,56-54,,J. Calderon misses 3-pt shot from 23 ft
9:18.0,,,56-54,,Offensive rebound by Team
9:18.0,Loose ball foul by M. Turner (drawn by K. Love),,56-54,,
9:15.0,,,56-54,,J. Smith misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by Team,,56-54,,
8:56.0,Turnover by V. Oladipo (bad pass; steal by L. James),,56-54,,
8:51.0,,,56-56,2,L. James makes 2-pt shot from 2 ft (assist by J. Smith)
8:51.0,Indiana full timeout,,56-56,,
8:29.0,V. Oladipo misses 3-pt shot from 27 ft,,56-56,,
8:26.0,,,56-56,,Defensive rebound by L. James
8:19.0,,,56-58,2,L. James makes 2-pt shot from 1 ft
8:02.0,M. Turner makes 2-pt shot from 1 ft (assist by D. Collison),2,58-58,,
8:02.0,Shooting foul by J. Calderon (drawn by M. Turner),,58-58,,
8:02.0,M. Turner makes free throw 1 of 1,1,59-58,,
7:48.0,,,59-61,3,K. Korver makes 3-pt shot from 24 ft (assist by L. James)
7:38.0,Turnover by T. Young (traveling),,59-61,,
7:29.0,,,59-61,,Shooting foul by B. Bogdanovic (drawn by L. James)
7:29.0,,,59-62,1,L. James makes free throw 1 of 2
7:29.0,,,59-63,1,L. James makes free throw 2 of 2
7:16.0,Turnover by B. Bogdanovic (bad pass; steal by K. Korver),,59-63,,
7:07.0,,,59-63,,K. Korver misses 3-pt shot from 22 ft
7:04.0,,,59-63,,Offensive rebound by K. Love
7:02.0,,,59-63,,J. Smith misses 3-pt shot from 29 ft
7:01.0,Defensive rebound by Team,,59-63,,
7:01.0,,,59-63,,Loose ball foul by K. Love (drawn by V. Oladipo)
6:50.0,,,59-63,,Personal foul by J. Calderon (drawn by M. Turner)
6:43.0,Turnover by V. Oladipo (bad pass),,59-63,,
6:26.0,,,59-65,2,L. James makes 2-pt shot from 1 ft
6:26.0,,,59-65,,Shooting foul by M. Turner (drawn by L. James)
6:26.0,D. Sabonis enters the game for M. Turner,,59-65,,
6:26.0,,,59-66,1,L. James makes free throw 1 of 1
6:26.0,Indiana full timeout,,59-66,,
6:12.0,Jump ball: J. Calderon vs. B. Bogdanovic (L. James gains possession),,,,Jump ball: J. Calderon vs. B. Bogdanovic (L. James gains possession)
6:12.0,Turnover by B. Bogdanovic (turnover; steal by J. Calderon),,59-66,,
5:56.0,,,59-66,,Shooting foul by V. Oladipo (drawn by K. Korver)
5:56.0,,,59-67,1,K. Korver makes free throw 1 of 2
5:56.0,,,59-68,1,K. Korver makes free throw 2 of 2
5:35.0,Shooting foul by J. Calderon (drawn by D. Collison),,59-68,,
5:35.0,D. Collison misses free throw 1 of 2,,59-68,,
5:35.0,Offensive rebound by Team,,59-68,,
5:35.0,D. Collison makes free throw 2 of 2,1,60-68,,
5:25.0,Personal foul by D. Sabonis (drawn by K. Love),,60-68,,
5:25.0,,,60-69,1,K. Love makes free throw 1 of 2
5:25.0,,,60-70,1,K. Love makes free throw 2 of 2
5:07.0,T. Young makes 2-pt shot at rim (assist by D. Sabonis),2,62-70,,
4:49.0,,,62-73,3,J. Calderon makes 3-pt shot from 26 ft (assist by L. James)
4:35.0,B. Bogdanovic misses 3-pt shot from 26 ft,,62-73,,
4:34.0,Offensive rebound by T. Young,,62-73,,
4:34.0,T. Young makes 2-pt shot from 1 ft,2,64-73,,
4:34.0,Shooting foul by J. Calderon (drawn by T. Young),,64-73,,
4:34.0,T. Young misses free throw 1 of 1,,64-73,,
4:34.0,,,64-73,,Defensive rebound by K. Korver
4:11.0,,,64-73,,L. James misses 2-pt shot from 5 ft
4:09.0,,,64-73,,Offensive rebound by L. James
4:09.0,,,64-73,,L. James misses 2-pt shot at rim
4:09.0,,,64-73,,Offensive rebound by K. Love
4:09.0,,,64-73,,K. Love misses 2-pt shot at rim
4:09.0,Defensive rebound by D. Sabonis,,64-73,,
4:09.0,,,64-73,,Personal foul by L. James (drawn by D. Sabonis)
4:09.0,D. Sabonis makes free throw 1 of 2,1,65-73,,
4:09.0,,,65-73,,Cleveland full timeout
4:09.0,D. Sabonis makes free throw 2 of 2,1,66-73,,
3:58.0,,,66-76,3,K. Korver makes 3-pt shot from 26 ft (assist by L. James)
3:42.0,,,66-76,,Violation by K. Love (kicked ball)
3:42.0,L. Stephenson enters the game for B. Bogdanovic,,66-76,,
3:28.0,,,66-76,,L. Nance enters the game for K. Love
3:28.0,C. Joseph enters the game for D. Collison,,66-76,,
3:28.0,Turnover by Team (shot clock),,66-76,,
3:13.0,,,66-76,,L. Nance misses 2-pt shot from 4 ft
3:11.0,Defensive rebound by D. Sabonis,,66-76,,
3:00.0,T. Young misses 3-pt shot from 23 ft,,66-76,,
2:55.0,Offensive rebound by D. Sabonis,,66-76,,
2:54.0,V. Oladipo misses 3-pt shot from 26 ft,,66-76,,
2:52.0,Offensive rebound by C. Joseph,,66-76,,
2:46.0,V. Oladipo misses 2-pt shot from 3 ft (block by L. Nance),,66-76,,
2:45.0,,,66-76,,Defensive rebound by L. James
2:45.0,Personal foul by T. Young (drawn by L. James),,66-76,,
2:45.0,,,66-77,1,L. James makes free throw 1 of 2
2:45.0,,,66-78,1,L. James makes free throw 2 of 2
2:28.0,C. Joseph makes 2-pt shot from 12 ft,2,68-78,,
2:11.0,,,68-78,,Shooting foul by L. Stephenson (drawn by L. James)
2:11.0,,,68-79,1,L. James makes free throw 1 of 2
2:11.0,,,68-79,,J. Green enters the game for J. Calderon
2:11.0,,,68-80,1,L. James makes free throw 2 of 2
2:00.0,V. Oladipo misses 3-pt shot from 25 ft,,68-80,,
1:56.0,,,68-80,,Defensive rebound by K. Korver
1:34.0,,,68-80,,L. James misses 3-pt shot from 26 ft
1:32.0,Defensive rebound by D. Sabonis,,68-80,,
1:22.0,C. Joseph misses 3-pt shot from 23 ft,,68-80,,
1:19.0,,,68-80,,Defensive rebound by K. Korver
1:09.0,,,68-80,,J. Smith misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by C. Joseph,,68-80,,
1:05.0,Shooting foul by L. James (drawn by C. Joseph),,68-80,,
1:05.0,C. Joseph makes free throw 1 of 2,1,69-80,,
1:05.0,,,69-80,,J. Clarkson enters the game for J. Smith
1:05.0,,,69-80,,R. Hood enters the game for K. Korver
1:05.0,T. Booker enters the game for T. Young,,69-80,,
1:05.0,C. Joseph makes free throw 2 of 2,1,70-80,,
0:53.0,Personal foul by T. Booker (drawn by L. Nance),,70-80,,
0:53.0,,,70-80,,L. Nance misses free throw 1 of 2
0:53.0,,,70-80,,Offensive rebound by Team
0:53.0,,,70-81,1,L. Nance makes free throw 2 of 2
0:30.0,T. Booker misses 2-pt shot from 11 ft,,70-81,,
0:28.0,,,70-81,,Defensive rebound by L. James
0:07.0,,,70-81,,L. James misses 2-pt shot from 17 ft
0:05.0,Defensive rebound by C. Joseph,,70-81,,
0:00.0,L. Stephenson makes 3-pt shot from 27 ft (assist by C. Joseph),3,73-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,L. Stephenson misses 2-pt shot from 1 ft,,73-81,,
11:40.0,,,73-81,,Defensive rebound by L. James
11:35.0,,,73-84,3,J. Green makes 3-pt shot from 25 ft (assist by R. Hood)
11:06.0,D. Sabonis makes 2-pt shot from 13 ft,2,75-84,,
10:39.0,,,75-86,2,L. James makes 2-pt shot from 17 ft
10:25.0,L. Stephenson misses 2-pt shot from 1 ft,,75-86,,
10:22.0,Offensive rebound by T. Booker,,75-86,,
10:21.0,T. Booker makes 2-pt shot from 1 ft,2,77-86,,
9:57.0,,,77-86,,Turnover by L. James (bad pass; steal by T. Booker)
9:50.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by C. Joseph),3,80-86,,
9:26.0,,,80-86,,Offensive foul by R. Hood (drawn by B. Bogdanovic)
9:26.0,,,80-86,,Turnover by R. Hood (offensive foul)
9:26.0,,,80-86,,K. Love enters the game for L. James
9:15.0,D. Sabonis misses 2-pt shot from 16 ft,,80-86,,
9:10.0,,,80-86,,Defensive rebound by J. Clarkson
8:54.0,,,80-88,2,L. Nance makes 2-pt shot from 21 ft (assist by J. Clarkson)
8:36.0,C. Joseph misses 3-pt shot from 25 ft,,80-88,,
8:31.0,,,80-88,,Defensive rebound by K. Love
8:16.0,,,80-88,,K. Love misses 2-pt shot from 20 ft
8:14.0,Defensive rebound by D. Sabonis,,80-88,,
7:58.0,D. Sabonis makes 2-pt shot from 10 ft (assist by C. Joseph),2,82-88,,
7:57.0,,,82-88,,Cleveland full timeout
7:57.0,V. Oladipo enters the game for T. Booker,,82-88,,
7:57.0,M. Turner enters the game for B. Bogdanovic,,82-88,,
7:41.0,,,82-88,,J. Clarkson misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by M. Turner,,82-88,,
7:30.0,Shooting foul by L. Nance (drawn by L. Stephenson),,82-88,,
7:30.0,L. Stephenson makes free throw 1 of 2,1,83-88,,
7:30.0,,,83-88,,J. Smith enters the game for R. Hood
7:30.0,,,83-88,,K. Korver enters the game for J. Clarkson
7:30.0,,,83-88,,L. James enters the game for L. Nance
7:30.0,L. Stephenson makes free throw 2 of 2,1,84-88,,
7:19.0,,,84-91,3,K. Korver makes 3-pt shot from 25 ft (assist by L. James)
7:01.0,Offensive foul by L. Stephenson (drawn by J. Green),,84-91,,
7:01.0,Turnover by L. Stephenson (offensive foul),,84-91,,
6:35.0,,,84-91,,L. James misses 3-pt shot from 21 ft
6:31.0,Defensive rebound by V. Oladipo,,84-91,,
6:21.0,L. Stephenson misses 3-pt shot from 22 ft,,84-91,,
6:19.0,,,84-91,,Defensive rebound by K. Love
6:07.0,,,84-91,,Turnover by L. James (bad pass; steal by C. Joseph)
6:02.0,,,84-91,,Shooting block foul by J. Green (drawn by V. Oladipo)
6:02.0,V. Oladipo makes free throw 1 of 2,1,85-91,,
6:02.0,V. Oladipo makes free throw 2 of 2,1,86-91,,
5:53.0,,,86-91,,Shooting foul by M. Turner (drawn by L. James)
5:53.0,,,86-92,1,L. James makes free throw 1 of 2
5:53.0,T. Young enters the game for M. Turner,,86-92,,
5:53.0,,,86-93,1,L. James makes free throw 2 of 2
5:37.0,D. Sabonis makes 2-pt shot from 10 ft (assist by L. Stephenson),2,88-93,,
5:11.0,,,88-93,,L. James misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by V. Oladipo,,88-93,,
4:56.0,Shooting foul by K. Korver (drawn by V. Oladipo),,88-93,,
4:56.0,V. Oladipo misses free throw 1 of 2,,88-93,,
4:56.0,Offensive rebound by Team,,88-93,,
4:56.0,,,88-93,,J. Calderon enters the game for J. Green
4:56.0,V. Oladipo makes free throw 2 of 2,1,89-93,,
4:38.0,,,89-93,,Shooting foul by T. Young (drawn by L. James)
4:38.0,,,89-94,1,L. James makes free throw 1 of 2
4:38.0,,,89-95,1,L. James makes free throw 2 of 2
4:38.0,Indiana full timeout,,89-95,,
4:24.0,Turnover by C. Joseph (bad pass),,89-95,,
3:57.0,,,89-95,,J. Smith misses 2-pt shot from 14 ft
3:56.0,Defensive rebound by T. Young,,89-95,,
3:49.0,Turnover by D. Sabonis (bad pass),,89-95,,
3:33.0,Personal foul by T. Young (drawn by L. James),,89-95,,
3:33.0,B. Bogdanovic enters the game for L. Stephenson,,89-95,,
3:33.0,,,89-95,,Cleveland full timeout
3:14.0,,,89-95,,K. Love misses 3-pt shot from 24 ft
3:12.0,Defensive rebound by C. Joseph,,89-95,,
2:52.0,T. Young makes 2-pt shot from 2 ft (assist by C. Joseph),2,91-95,,
2:31.0,,,91-95,,J. Calderon misses 3-pt shot from 26 ft
2:28.0,Defensive rebound by V. Oladipo,,91-95,,
2:13.0,B. Bogdanovic misses 3-pt shot from 24 ft,,91-95,,
2:11.0,Offensive rebound by B. Bogdanovic,,91-95,,
2:10.0,T. Young makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,93-95,,
1:42.0,,,93-95,,L. James misses 2-pt shot from 8 ft
1:41.0,Defensive rebound by V. Oladipo,,93-95,,
1:20.0,C. Joseph misses 2-pt shot from 12 ft,,93-95,,
1:19.0,Offensive rebound by Team,,93-95,,
1:19.0,,,93-95,,J. Green enters the game for J. Calderon
1:09.0,D. Sabonis misses 2-pt shot from 1 ft,,93-95,,
1:05.0,,,93-95,,Defensive rebound by J. Green
0:48.0,,,93-95,,K. Love misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by T. Young,,93-95,,
0:33.0,D. Sabonis makes 2-pt shot from 14 ft (assist by C. Joseph),2,95-95,,
0:33.0,,,95-95,,Cleveland full timeout
0:26.0,,,95-95,,Turnover by L. James (out of bounds lost ball)
0:26.0,Indiana full timeout,,95-95,,
0:26.0,,,95-95,,L. Nance enters the game for K. Love
0:26.0,M. Turner enters the game for T. Young,,95-95,,
0:03.0,V. Oladipo misses 2-pt shot from 2 ft (block by L. James),,95-95,,
0:03.0,,,95-95,,Defensive rebound by J. Smith
0:03.0,,,95-95,,Cleveland full timeout
