time,Oklahoma City,pts.away,score,pts.home,Memphis
4:03.0,Jump ball: J. Green vs. R. Westbrook (D. Brooks gains possession),,,,Jump ball: J. Green vs. R. Westbrook (D. Brooks gains possession)
4:03.0,,,83-84,,Offensive rebound by Team
3:44.0,,,83-84,,T. Evans misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by C. Anthony,,83-84,,
3:38.0,Oklahoma City full timeout,,83-84,,
3:33.0,R. Westbrook makes 2-pt shot from 20 ft,2,85-84,,
3:06.0,,,85-86,2,M. Gasol makes 2-pt shot from 9 ft
2:50.0,A. Abrines makes 3-pt shot from 26 ft (assist by R. Westbrook),3,88-86,,
2:22.0,,,88-88,2,M. Gasol makes 2-pt shot from 1 ft (assist by J. Green)
2:10.0,,,88-88,,Personal foul by D. Brooks (drawn by C. Anthony)
2:01.0,,,88-88,,Personal foul by D. Brooks (drawn by S. Adams)
2:01.0,S. Adams makes free throw 1 of 2,1,89-88,,
2:01.0,,,89-88,,B. McLemore enters the game for A. Harrison
2:01.0,S. Adams misses free throw 2 of 2,,89-88,,
2:00.0,Offensive rebound by C. Anthony,,89-88,,
2:00.0,C. Anthony makes 2-pt shot at rim,2,91-88,,
1:46.0,Personal foul by S. Adams (drawn by M. Gasol),,91-88,,
1:32.0,,,91-88,,B. McLemore misses 3-pt shot from 23 ft
1:27.0,Defensive rebound by A. Roberson,,91-88,,
1:06.0,C. Anthony misses 3-pt shot from 25 ft,,91-88,,
1:03.0,,,91-88,,Defensive rebound by J. Green
1:01.0,,,91-88,,Turnover by J. Green (lost ball; steal by A. Roberson)
0:43.0,R. Westbrook misses 3-pt shot from 26 ft,,91-88,,
0:39.0,,,91-88,,Defensive rebound by J. Green
0:25.0,,,91-90,2,T. Evans makes 2-pt shot at rim
0:10.0,,,91-90,,Personal take foul by J. Green (drawn by C. Anthony)
0:10.0,C. Anthony misses free throw 1 of 2,,91-90,,
0:10.0,Offensive rebound by Team,,91-90,,
0:10.0,C. Anthony makes free throw 2 of 2,1,92-90,,
0:10.0,,,92-90,,Memphis full timeout
0:10.0,J. Grant enters the game for A. Abrines,,92-90,,
0:04.0,,,92-90,,Shooting foul by R. Westbrook (drawn by M. Gasol)
0:04.0,,,92-91,1,M. Gasol makes free throw 1 of 2
0:04.0,,,92-91,,M. Gasol misses free throw 2 of 2
0:01.0,,,92-91,,Offensive rebound by D. Brooks
0:01.0,Personal foul by A. Roberson (drawn by T. Evans),,92-91,,
0:01.0,,,92-91,,T. Evans misses free throw 1 of 2
0:01.0,,,92-91,,Offensive rebound by Team
0:01.0,,,92-91,,A. Harrison enters the game for B. McLemore
0:01.0,,,92-92,1,T. Evans makes free throw 2 of 2
0:01.0,Oklahoma City full timeout,,92-92,,
0:01.0,A. Abrines enters the game for J. Grant,,92-92,,
0:01.0,R. Felton enters the game for A. Roberson,,92-92,,
0:00.0,R. Westbrook misses 3-pt shot from 27 ft (block by A. Harrison),,92-92,,
0:00.0,Offensive rebound by Team,,92-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gasol vs. S. Adams (T. Evans gains possession),,,,Jump ball: M. Gasol vs. S. Adams (T. Evans gains possession)
4:37.0,,,92-92,,J. Green misses 2-pt shot from 8 ft
4:33.0,Defensive rebound by C. Anthony,,92-92,,
4:22.0,R. Westbrook misses 2-pt shot from 15 ft,,92-92,,
4:19.0,Offensive rebound by A. Roberson,,92-92,,
4:17.0,R. Westbrook misses 2-pt shot from 6 ft,,92-92,,
4:15.0,,,92-92,,Defensive rebound by T. Evans
4:06.0,,,92-94,2,T. Evans makes 2-pt shot at rim
3:52.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,95-94,,
3:30.0,,,95-96,2,T. Evans makes 2-pt shot at rim
3:19.0,,,95-96,,Def 3 sec tech foul by T. Evans
3:19.0,A. Abrines misses technical free throw,,95-96,,
3:19.0,Offensive rebound by Team,,95-96,,
3:05.0,C. Anthony misses 2-pt shot from 9 ft,,95-96,,
3:02.0,Offensive rebound by A. Roberson,,95-96,,
2:47.0,C. Anthony misses 2-pt shot from 10 ft,,95-96,,
2:44.0,,,95-96,,Defensive rebound by B. McLemore
2:26.0,,,95-98,2,M. Gasol makes 2-pt shot from 13 ft (assist by D. Brooks)
2:08.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,98-98,,
1:45.0,,,98-98,,Turnover by M. Gasol (bad pass; steal by C. Anthony)
1:28.0,R. Westbrook misses 3-pt shot from 25 ft,,98-98,,
1:24.0,,,98-98,,Defensive rebound by B. McLemore
1:17.0,,,98-98,,Memphis full timeout
1:17.0,,,98-98,,A. Harrison enters the game for D. Brooks
1:03.0,,,98-101,3,T. Evans makes 3-pt shot from 25 ft (assist by M. Gasol)
0:49.0,R. Westbrook misses 3-pt shot from 25 ft,,98-101,,
0:48.0,,,98-101,,Defensive rebound by Team
0:48.0,Loose ball foul by A. Roberson (drawn by J. Green),,98-101,,
0:26.0,,,98-101,,M. Gasol misses 2-pt shot from 10 ft
0:23.0,Defensive rebound by R. Westbrook,,98-101,,
0:19.0,Oklahoma City full timeout,,98-101,,
0:19.0,R. Felton enters the game for A. Roberson,,98-101,,
0:13.0,R. Westbrook makes 2-pt shot at rim,2,100-101,,
0:13.0,,,100-101,,Memphis full timeout
0:13.0,A. Roberson enters the game for A. Abrines,,100-101,,
0:13.0,J. Grant enters the game for R. Felton,,100-101,,
0:08.0,,,100-101,,Shooting foul by J. Grant (drawn by J. Green)
0:08.0,,,100-101,,J. Green misses free throw 1 of 2
0:08.0,,,100-101,,Offensive rebound by Team
0:08.0,,,100-101,,J. Green misses free throw 2 of 2
0:08.0,Defensive rebound by R. Westbrook,,100-101,,
0:08.0,Oklahoma City full timeout,,100-101,,
0:08.0,R. Felton enters the game for A. Roberson,,100-101,,
0:08.0,A. Abrines enters the game for J. Grant,,100-101,,
0:05.0,Shooting foul by M. Gasol (drawn by R. Westbrook),,100-101,,
0:05.0,R. Westbrook makes free throw 1 of 2,1,101-101,,
0:05.0,A. Roberson enters the game for R. Felton,,101-101,,
0:05.0,J. Grant enters the game for A. Abrines,,101-101,,
0:05.0,R. Westbrook makes free throw 2 of 2,1,102-101,,
0:00.0,,,102-101,,T. Evans misses 3-pt shot from 25 ft (block by C. Anthony)
0:00.0,,,102-101,,Offensive rebound by Team
