time,Cleveland,pts.away,score,pts.home,Golden State
8:42.0,D. Wade makes free throw 2 of 3,1,32-31,,
8:42.0,D. Wade makes free throw 3 of 3,1,33-31,,
8:26.0,,,33-31,,Turnover by D. West (bad pass; steal by D. Wade)
8:18.0,J. Green misses 2-pt shot from 2 ft,,33-31,,
8:16.0,,,33-31,,Defensive rebound by D. Green
8:16.0,,,33-31,,Turnover by D. Green (bad pass)
8:03.0,D. Wade misses 2-pt shot from 13 ft,,33-31,,
7:59.0,,,33-31,,Defensive rebound by A. Iguodala
7:56.0,,,33-33,2,K. Thompson makes 2-pt shot from 12 ft
7:41.0,,,33-33,,Personal foul by S. Livingston (drawn by K. Korver)
7:41.0,,,33-33,,P. McCaw enters the game for A. Iguodala
7:33.0,K. Korver misses 3-pt shot from 27 ft,,33-33,,
7:30.0,,,33-33,,Defensive rebound by D. Green
7:26.0,,,33-33,,K. Thompson misses 3-pt shot from 26 ft
7:20.0,Defensive rebound by K. Korver,,33-33,,
7:10.0,J. Green misses 2-pt shot from 7 ft,,33-33,,
7:03.0,,,33-33,,Defensive rebound by K. Thompson
7:00.0,,,33-33,,P. McCaw misses 3-pt shot from 26 ft
6:55.0,Defensive rebound by T. Thompson,,33-33,,
6:37.0,C. Osman misses 2-pt shot from 3 ft,,33-33,,
6:34.0,,,33-33,,Defensive rebound by D. West
6:31.0,,,33-33,,K. Thompson misses 3-pt shot from 25 ft
6:26.0,,,33-33,,Offensive rebound by D. West
6:16.0,,,33-33,,Turnover by D. West (bad pass)
6:16.0,,,33-33,,Violation by S. Livingston (kicked ball)
6:16.0,,,33-33,,Golden State full timeout
6:16.0,,,33-33,,J. Bell enters the game for D. West
6:16.0,,,33-33,,K. Durant enters the game for D. Green
6:16.0,L. James enters the game for C. Osman,,33-33,,
6:06.0,,,33-33,,Personal foul by S. Livingston (drawn by D. Wade)
5:59.0,Shooting foul by S. Livingston (drawn by D. Wade),,33-33,,
5:59.0,D. Wade makes free throw 1 of 2,1,34-33,,
5:59.0,,,34-33,,N. Young enters the game for S. Livingston
5:59.0,K. Love enters the game for T. Thompson,,34-33,,
5:59.0,D. Wade makes free throw 2 of 2,1,35-33,,
5:42.0,,,35-35,2,P. McCaw makes 2-pt shot from 6 ft
5:33.0,K. Love makes 3-pt shot from 24 ft (assist by D. Wade),3,38-35,,
5:06.0,,,38-35,,P. McCaw misses 2-pt shot from 10 ft
5:05.0,Defensive rebound by Team,,38-35,,
5:05.0,,,38-35,,O. Casspi enters the game for K. Thompson
5:05.0,J. Smith enters the game for K. Korver,,38-35,,
4:49.0,D. Wade misses 2-pt shot from 11 ft (block by K. Durant),,38-35,,
4:43.0,,,38-35,,Defensive rebound by N. Young
4:31.0,,,38-35,,N. Young misses 3-pt shot from 26 ft
4:27.0,,,38-35,,Offensive rebound by K. Durant
4:26.0,,,38-37,2,K. Durant makes 2-pt shot from 7 ft
4:12.0,,,38-37,,Personal foul by K. Durant (drawn by L. James)
4:12.0,L. James misses free throw 1 of 2,,38-37,,
4:12.0,Offensive rebound by Team,,38-37,,
4:12.0,J. Calderon enters the game for D. Wade,,38-37,,
4:12.0,J. Crowder enters the game for J. Green,,38-37,,
4:12.0,L. James makes free throw 2 of 2,1,39-37,,
3:57.0,,,39-39,2,J. Bell makes 2-pt shot from 2 ft (assist by P. McCaw)
3:39.0,J. Calderon misses 2-pt shot from 19 ft,,39-39,,
3:36.0,,,39-39,,Defensive rebound by K. Durant
3:32.0,,,39-39,,P. McCaw misses 3-pt shot from 26 ft
3:26.0,Defensive rebound by K. Love,,39-39,,
3:22.0,J. Calderon misses 3-pt shot from 26 ft,,39-39,,
3:17.0,,,39-39,,Defensive rebound by O. Casspi
3:08.0,,,39-42,3,K. Durant makes 3-pt shot from 26 ft (assist by J. Bell)
2:54.0,Offensive charge foul by K. Love (drawn by P. McCaw),,39-42,,
2:54.0,Turnover by K. Love (offensive foul),,39-42,,
2:54.0,Cleveland full timeout,,39-42,,
2:34.0,,,39-42,,N. Young misses 3-pt shot from 28 ft
2:30.0,Defensive rebound by K. Love,,39-42,,
2:20.0,L. James misses 2-pt shot from 12 ft,,39-42,,
2:15.0,,,39-42,,Defensive rebound by K. Durant
2:11.0,,,39-42,,K. Durant misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by J. Crowder,,39-42,,
2:02.0,Turnover by L. James (bad pass; steal by K. Durant),,39-42,,
1:56.0,,,39-44,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant)
1:37.0,L. James misses 3-pt shot from 26 ft,,39-44,,
1:33.0,Offensive rebound by K. Love,,39-44,,
1:28.0,Shooting foul by J. Bell (drawn by K. Love),,39-44,,
1:28.0,K. Love makes free throw 1 of 2,1,40-44,,
1:28.0,,,40-44,,D. Green enters the game for J. Bell
1:28.0,,,40-44,,K. Thompson enters the game for N. Young
1:28.0,K. Korver enters the game for J. Calderon,,40-44,,
1:28.0,K. Love makes free throw 2 of 2,1,41-44,,
1:13.0,,,41-44,,P. McCaw misses 2-pt shot from 1 ft
1:11.0,Defensive rebound by K. Love,,41-44,,
1:04.0,L. James misses 2-pt shot from 2 ft (block by D. Green),,41-44,,
1:02.0,,,41-44,,Defensive rebound by K. Thompson
1:02.0,Personal foul by J. Smith (drawn by K. Durant),,41-44,,
0:54.0,,,41-44,,D. Green misses 3-pt shot from 26 ft
0:48.0,Defensive rebound by K. Love,,41-44,,
0:44.0,J. Crowder misses 2-pt shot from 2 ft,,41-44,,
0:42.0,Offensive rebound by K. Love,,41-44,,
0:41.0,K. Love misses 2-pt shot at rim,,41-44,,
0:40.0,,,41-44,,Defensive rebound by O. Casspi
0:38.0,,,41-44,,Turnover by K. Durant (palming)
0:38.0,,,41-44,,A. Iguodala enters the game for K. Durant
0:27.0,K. Love misses 3-pt shot from 25 ft,,41-44,,
0:24.0,Offensive rebound by J. Crowder,,41-44,,
0:23.0,J. Crowder makes 3-pt shot from 23 ft,3,44-44,,
0:07.0,Personal foul by J. Crowder (drawn by O. Casspi),,44-44,,
0:07.0,,,44-45,1,O. Casspi makes free throw 1 of 2
0:07.0,,,44-46,1,O. Casspi makes free throw 2 of 2
0:00.0,K. Love misses 2-pt shot from 9 ft,,44-46,,
0:00.0,Offensive rebound by Team,,44-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,47-46,,
11:24.0,,,47-46,,D. Green misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by L. James,,47-46,,
11:15.0,K. Love misses 3-pt shot from 26 ft,,47-46,,
11:10.0,,,47-46,,Defensive rebound by D. Green
11:00.0,,,47-48,2,J. Bell makes 2-pt shot at rim (assist by D. Green)
10:43.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,49-48,,
10:33.0,,,49-48,,Shooting foul by K. Love (drawn by K. Durant)
10:33.0,,,49-49,1,K. Durant makes free throw 1 of 2
10:33.0,,,49-50,1,K. Durant makes free throw 2 of 2
10:10.0,J. Calderon misses 2-pt shot from 9 ft,,49-50,,
10:06.0,,,49-50,,Defensive rebound by K. Durant
9:55.0,,,49-50,,D. Green misses 3-pt shot from 23 ft
9:51.0,,,49-50,,Offensive rebound by J. Bell
9:49.0,,,49-52,2,K. Thompson makes 2-pt shot from 11 ft (assist by D. Green)
9:29.0,Shooting foul by D. Green (drawn by K. Love),,49-52,,
9:29.0,K. Love makes free throw 2 of 2,1,50-52,,
9:29.0,K. Love makes free throw 1 of 2,1,51-52,,
9:14.0,,,51-55,3,P. McCaw makes 3-pt shot from 23 ft (assist by K. Thompson)
8:51.0,J. Crowder makes 3-pt shot from 25 ft (assist by L. James),3,54-55,,
8:27.0,,,54-57,2,P. McCaw makes 2-pt shot from 2 ft (assist by K. Durant)
8:27.0,,,54-57,,Shooting foul by J. Calderon (drawn by P. McCaw)
8:27.0,,,54-57,,P. McCaw misses free throw 1 of 1
8:25.0,Defensive rebound by L. James,,54-57,,
8:11.0,K. Love misses 2-pt shot from 3 ft,,54-57,,
8:06.0,Offensive rebound by K. Love,,54-57,,
8:06.0,K. Love misses 2-pt shot at rim,,54-57,,
8:05.0,,,54-57,,Defensive rebound by P. McCaw
8:04.0,,,54-57,,P. McCaw misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by K. Love,,54-57,,
7:52.0,Turnover by L. James (bad pass; steal by J. Bell),,54-57,,
7:50.0,Personal foul by J. Calderon (drawn by K. Durant),,54-57,,
7:47.0,,,54-57,,K. Thompson misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by Team,,54-57,,
7:31.0,Turnover by K. Love (lost ball; steal by D. Green),,54-57,,
7:09.0,,,54-57,,P. McCaw misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by K. Love,,54-57,,
7:02.0,J. Smith misses 3-pt shot from 27 ft,,54-57,,
6:59.0,Offensive rebound by J. Calderon,,54-57,,
6:48.0,K. Love misses 2-pt shot from 6 ft,,54-57,,
6:47.0,Offensive rebound by K. Love,,54-57,,
6:46.0,K. Love misses 2-pt shot from 6 ft (block by K. Durant),,54-57,,
6:42.0,Offensive rebound by J. Calderon,,54-57,,
6:27.0,Turnover by L. James (bad pass),,54-57,,
6:27.0,,,54-57,,Golden State full timeout
6:03.0,,,54-59,2,P. McCaw makes 2-pt shot from 1 ft (assist by J. Bell)
5:42.0,K. Love makes 3-pt shot from 22 ft (assist by J. Smith),3,57-59,,
5:25.0,,,57-61,2,J. Bell makes 2-pt shot at rim (assist by D. Green)
5:01.0,Shooting foul by K. Durant (drawn by J. Crowder),,57-61,,
5:01.0,J. Crowder makes free throw 1 of 2,1,58-61,,
5:01.0,,,58-61,,A. Iguodala enters the game for P. McCaw
5:01.0,J. Crowder makes free throw 2 of 2,1,59-61,,
4:45.0,,,59-61,,K. Durant misses 3-pt shot from 27 ft
4:42.0,Defensive rebound by J. Smith,,59-61,,
4:38.0,Shooting foul by K. Thompson (drawn by L. James),,59-61,,
4:38.0,L. James makes free throw 1 of 2,1,60-61,,
4:38.0,L. James makes free throw 2 of 2,1,61-61,,
4:26.0,Personal foul by J. Crowder (drawn by K. Durant),,61-61,,
4:26.0,D. Wade enters the game for J. Calderon,,61-61,,
4:15.0,,,61-61,,Turnover by K. Durant (bad pass; steal by J. Smith)
4:07.0,J. Crowder misses 3-pt shot from 25 ft,,61-61,,
4:02.0,Offensive rebound by J. Crowder,,61-61,,
4:01.0,J. Crowder misses 2-pt shot from 6 ft,,61-61,,
3:57.0,,,61-61,,Defensive rebound by D. Green
3:52.0,,,61-61,,Shooting foul by K. Love (drawn by K. Durant)
3:52.0,,,61-62,1,K. Durant makes free throw 1 of 2
3:52.0,,,61-62,,N. Young enters the game for K. Thompson
3:52.0,,,61-62,,O. Casspi enters the game for J. Bell
3:52.0,K. Korver enters the game for J. Smith,,61-62,,
3:52.0,,,61-63,1,K. Durant makes free throw 2 of 2
3:32.0,K. Love makes 3-pt shot from 22 ft (assist by D. Wade),3,64-63,,
3:15.0,Personal foul by J. Crowder (drawn by K. Durant),,64-63,,
3:15.0,,,64-64,1,K. Durant makes free throw 1 of 2
3:15.0,J. Green enters the game for J. Crowder,,64-64,,
3:15.0,,,64-65,1,K. Durant makes free throw 2 of 2
3:01.0,J. Green misses 2-pt shot from 7 ft,,64-65,,
2:58.0,,,64-65,,Defensive rebound by D. Green
2:53.0,,,64-67,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant)
2:38.0,Shooting foul by O. Casspi (drawn by L. James),,64-67,,
2:38.0,Cleveland full timeout,,64-67,,
2:38.0,L. James misses free throw 1 of 2,,64-67,,
2:38.0,Offensive rebound by Team,,64-67,,
2:38.0,L. James makes free throw 2 of 2,1,65-67,,
2:23.0,,,65-67,,K. Durant misses 2-pt shot from 12 ft
2:20.0,Defensive rebound by K. Love,,65-67,,
2:13.0,Offensive charge foul by J. Green (drawn by O. Casspi),,65-67,,
2:13.0,Turnover by J. Green (offensive foul),,65-67,,
2:13.0,J. Smith enters the game for L. James,,65-67,,
2:00.0,,,65-67,,A. Iguodala misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by Team,,65-67,,
1:40.0,D. Wade misses 3-pt shot from 22 ft,,65-67,,
1:36.0,,,65-67,,Defensive rebound by A. Iguodala
1:33.0,,,65-69,2,A. Iguodala makes 2-pt shot from 1 ft
1:19.0,Turnover by K. Korver (bad pass),,65-69,,
1:04.0,,,65-69,,K. Durant misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by J. Smith,,65-69,,
0:54.0,K. Love misses 3-pt shot from 27 ft,,65-69,,
0:50.0,,,65-69,,Defensive rebound by A. Iguodala
0:46.0,,,65-71,2,A. Iguodala makes 2-pt shot from 3 ft
0:24.0,J. Smith misses 2-pt shot from 18 ft,,65-71,,
0:23.0,Offensive rebound by K. Love,,65-71,,
0:22.0,K. Love misses 2-pt shot at rim,,65-71,,
0:20.0,Offensive rebound by K. Love,,65-71,,
0:19.0,K. Love makes 2-pt shot from 2 ft,2,67-71,,
0:02.0,,,67-71,,K. Durant misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by K. Korver,,67-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by K. Korver (drawn by K. Thompson),,67-71,,
11:41.0,,,67-73,2,K. Thompson makes 2-pt shot from 17 ft (assist by A. Iguodala)
11:24.0,Shooting foul by D. West (drawn by T. Thompson),,67-73,,
11:24.0,T. Thompson makes free throw 1 of 2,1,68-73,,
11:24.0,T. Thompson makes free throw 2 of 2,1,69-73,,
11:13.0,Personal foul by K. Korver (drawn by D. West),,69-73,,
11:08.0,,,69-73,,K. Thompson misses 2-pt shot from 11 ft
11:02.0,Defensive rebound by L. James,,69-73,,
11:01.0,Turnover by L. James (lost ball; steal by S. Livingston),,69-73,,
10:57.0,,,69-73,,S. Livingston misses 2-pt shot from 11 ft
10:51.0,Defensive rebound by K. Korver,,69-73,,
10:39.0,L. James makes 3-pt shot from 26 ft,3,72-73,,
10:26.0,,,72-76,3,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston)
10:05.0,J. Green misses 2-pt shot from 15 ft,,72-76,,
10:03.0,,,72-76,,Defensive rebound by K. Thompson
10:02.0,,,72-76,,D. West misses 2-pt shot from 2 ft
10:01.0,,,72-76,,Offensive rebound by A. Iguodala
10:01.0,,,72-78,2,A. Iguodala makes 2-pt shot at rim
10:01.0,Cleveland full timeout,,72-78,,
9:47.0,L. James misses 3-pt shot from 26 ft,,72-78,,
9:44.0,,,72-78,,Defensive rebound by D. Green
9:27.0,,,72-78,,D. West misses 2-pt shot from 14 ft
9:25.0,Defensive rebound by Team,,72-78,,
9:16.0,D. Wade makes 2-pt shot from 19 ft,2,74-78,,
8:56.0,,,74-78,,K. Thompson misses 2-pt shot from 20 ft
8:53.0,Defensive rebound by T. Thompson,,74-78,,
8:49.0,D. Wade makes 3-pt shot from 26 ft,3,77-78,,
8:36.0,,,77-81,3,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston)
8:16.0,L. James makes 2-pt shot from 13 ft,2,79-81,,
7:55.0,,,79-81,,A. Iguodala misses 3-pt shot from 25 ft
7:52.0,Defensive rebound by L. James,,79-81,,
7:45.0,D. Wade misses 3-pt shot from 26 ft,,79-81,,
7:40.0,,,79-81,,Defensive rebound by D. West
7:38.0,,,79-83,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
7:17.0,,,79-83,,Personal foul by S. Livingston (drawn by T. Thompson)
7:17.0,,,79-83,,K. Durant enters the game for A. Iguodala
7:09.0,D. Wade misses 2-pt shot from 12 ft,,79-83,,
7:08.0,Offensive rebound by Team,,79-83,,
7:01.0,Turnover by L. James (step out of bounds),,79-83,,
7:01.0,J. Crowder enters the game for J. Green,,79-83,,
6:41.0,,,79-83,,D. Green misses 3-pt shot from 26 ft
6:37.0,Defensive rebound by T. Thompson,,79-83,,
6:33.0,L. James misses 2-pt shot from 16 ft,,79-83,,
6:26.0,Offensive rebound by J. Crowder,,79-83,,
6:23.0,T. Thompson misses 2-pt shot from 3 ft (block by K. Durant),,79-83,,
6:21.0,,,79-83,,Defensive rebound by D. West
6:19.0,,,79-85,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Livingston)
6:19.0,Cleveland full timeout,,79-85,,
6:19.0,,,79-85,,P. McCaw enters the game for K. Thompson
6:19.0,J. Smith enters the game for T. Thompson,,79-85,,
6:19.0,K. Love enters the game for K. Korver,,79-85,,
5:59.0,Shooting foul by P. McCaw (drawn by K. Love),,79-85,,
5:59.0,K. Love makes free throw 1 of 2,1,80-85,,
5:59.0,K. Love makes free throw 2 of 2,1,81-85,,
5:43.0,,,81-87,2,D. Green makes 2-pt shot from 2 ft (assist by D. West)
5:33.0,,,81-87,,Personal foul by D. West (drawn by J. Crowder)
5:31.0,Turnover by L. James (bad pass),,81-87,,
5:04.0,,,81-90,3,K. Durant makes 3-pt shot from 25 ft (assist by D. West)
4:44.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,84-90,,
4:29.0,,,84-90,,Turnover by S. Livingston (bad pass; steal by D. Wade)
4:23.0,J. Crowder makes 2-pt shot from 19 ft (assist by L. James),2,86-90,,
4:21.0,,,86-90,,Golden State full timeout
4:21.0,,,86-90,,J. Bell enters the game for D. West
4:21.0,,,86-90,,K. Thompson enters the game for S. Livingston
4:07.0,,,86-90,,D. Green misses 3-pt shot from 22 ft
4:04.0,Defensive rebound by D. Wade,,86-90,,
3:54.0,,,86-90,,Personal foul by P. McCaw (drawn by J. Smith)
3:54.0,J. Smith makes free throw 1 of 2,1,87-90,,
3:54.0,,,87-90,,A. Iguodala enters the game for P. McCaw
3:54.0,J. Smith makes free throw 2 of 2,1,88-90,,
3:46.0,,,88-92,2,J. Bell makes 2-pt shot from 1 ft (assist by D. Green)
3:18.0,L. James misses 3-pt shot from 27 ft,,88-92,,
3:17.0,Offensive rebound by D. Wade,,88-92,,
3:17.0,D. Wade makes 2-pt shot at rim,2,90-92,,
2:52.0,,,90-92,,Turnover by A. Iguodala (bad pass)
2:40.0,K. Love misses 2-pt shot from 2 ft,,90-92,,
2:39.0,Offensive rebound by J. Smith,,90-92,,
2:39.0,Cleveland full timeout,,90-92,,
2:32.0,L. James misses 3-pt shot from 26 ft,,90-92,,
2:28.0,,,90-92,,Defensive rebound by D. Green
2:13.0,,,90-92,,Turnover by J. Bell (traveling)
1:59.0,L. James makes 2-pt shot from 5 ft,2,92-92,,
1:40.0,,,92-92,,K. Durant misses 3-pt shot from 25 ft
1:34.0,,,92-92,,Offensive rebound by J. Bell
1:33.0,,,92-95,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
