time,Oklahoma City,pts.away,score,pts.home,LA Lakers
3:21.0,,,124-90,,LA Lakers full timeout
3:21.0,J. Huestis enters the game for T. Ferguson,,124-90,,
3:06.0,,,124-90,,Turnover by L. Nance (lost ball; steal by K. Singler)
2:53.0,D. Johnson makes 2-pt shot from 10 ft (assist by D. Hamilton),2,126-90,,
2:39.0,,,126-92,2,C. Brewer makes 2-pt shot from 2 ft (assist by A. Caruso)
2:29.0,D. Johnson makes 2-pt shot from 2 ft (assist by D. Hamilton),2,128-92,,
2:16.0,,,128-92,,L. Nance misses 2-pt shot from 5 ft
2:14.0,Defensive rebound by N. Collison,,128-92,,
1:56.0,D. Johnson misses 2-pt shot at rim (block by J. Hart),,128-92,,
1:52.0,,,128-92,,Defensive rebound by L. Nance
1:46.0,,,128-92,,C. Brewer misses 2-pt shot from 2 ft
1:44.0,Defensive rebound by D. Johnson,,128-92,,
1:34.0,D. Hamilton makes 3-pt shot from 28 ft,3,131-92,,
1:21.0,,,131-94,2,L. Nance makes 2-pt shot from 13 ft (assist by A. Caruso)
0:58.0,D. Hamilton misses 3-pt shot from 23 ft,,131-94,,
0:55.0,,,131-94,,Defensive rebound by A. Caruso
0:52.0,,,131-94,,J. Hart misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by Team,,131-94,,
0:39.0,D. Hamilton makes 2-pt shot from 1 ft,2,133-94,,
0:24.0,,,133-94,,J. Hart misses 3-pt shot from 26 ft
0:19.0,,,133-94,,Offensive rebound by C. Brewer
0:15.0,,,133-94,,J. Hart misses 3-pt shot from 25 ft
0:11.0,,,133-94,,Offensive rebound by C. Brewer
0:06.0,,,133-94,,J. Hart misses 3-pt shot from 26 ft
0:04.0,,,133-94,,Offensive rebound by A. Caruso
0:04.0,,,133-96,2,A. Caruso makes 2-pt shot at rim
