time,Philadelphia,pts.away,score,pts.home,Cleveland
5:50.0,R. Covington misses 3-pt shot from 26 ft,,87-83,,
5:46.0,,,87-83,,Defensive rebound by R. Hood
5:39.0,Personal foul by B. Simmons (drawn by L. James),,87-83,,
5:22.0,,,87-85,2,L. James makes 2-pt shot from 16 ft
5:09.0,D. Saric makes 2-pt shot from 1 ft,2,89-85,,
4:53.0,,,89-85,,J. Clarkson misses 2-pt shot from 1 ft
4:51.0,Defensive rebound by D. Saric,,89-85,,
4:38.0,B. Simmons makes 2-pt shot from 1 ft,2,91-85,,
4:15.0,,,91-87,2,L. James makes 2-pt shot from 3 ft (assist by R. Hood)
4:14.0,Philadelphia full timeout,,91-87,,
4:04.0,J. Redick makes 3-pt shot from 26 ft (assist by J. Embiid),3,94-87,,
3:43.0,Personal foul by J. Redick (drawn by L. James),,94-87,,
3:30.0,,,94-87,,L. James misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by Team,,94-87,,
3:17.0,D. Saric misses 2-pt shot from 3 ft,,94-87,,
3:15.0,,,94-87,,Defensive rebound by L. Nance
3:14.0,Personal foul by B. Simmons (drawn by L. James),,94-87,,
3:14.0,,,94-88,1,L. James makes free throw 1 of 2
3:14.0,,,94-89,1,L. James makes free throw 2 of 2
3:03.0,Turnover by R. Covington (bad pass; steal by J. Clarkson),,94-89,,
3:01.0,,,94-89,,Shooting foul by R. Covington (drawn by J. Clarkson)
3:01.0,,,94-90,1,J. Clarkson makes free throw 1 of 2
3:01.0,,,94-91,1,J. Clarkson makes free throw 2 of 2
2:45.0,J. Embiid misses 2-pt shot from 4 ft,,94-91,,
2:43.0,,,94-91,,Defensive rebound by L. Nance
2:38.0,,,94-91,,R. Hood misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by J. Redick,,94-91,,
2:36.0,,,94-91,,Personal foul by K. Korver (drawn by J. Redick)
2:36.0,J. Redick misses free throw 1 of 2,,94-91,,
2:36.0,Offensive rebound by Team,,94-91,,
2:36.0,J. Redick makes free throw 2 of 2,1,95-91,,
2:25.0,,,95-94,3,K. Korver makes 3-pt shot from 25 ft (assist by L. James)
2:09.0,D. Saric makes 3-pt shot from 22 ft (assist by B. Simmons),3,98-94,,
1:48.0,,,98-94,,K. Korver misses 2-pt shot from 1 ft
1:44.0,Defensive rebound by D. Saric,,98-94,,
1:28.0,J. Embiid makes 2-pt shot from 12 ft,2,100-94,,
1:28.0,,,100-94,,Cleveland full timeout
1:16.0,,,100-94,,R. Hood misses 3-pt shot from 23 ft
1:13.0,Defensive rebound by R. Covington,,100-94,,
0:55.0,J. Redick makes 2-pt shot from 15 ft (assist by J. Embiid),2,102-94,,
0:42.0,,,102-94,,L. James misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by R. Covington,,102-94,,
0:34.0,,,102-94,,Personal foul by R. Hood (drawn by J. Embiid)
0:34.0,J. Embiid makes free throw 1 of 2,1,103-94,,
0:34.0,J. Embiid misses free throw 2 of 2,,103-94,,
0:32.0,,,103-94,,Defensive rebound by L. Nance
0:28.0,Personal foul by D. Saric (drawn by L. Nance),,103-94,,
0:28.0,,,103-95,1,L. Nance makes free throw 1 of 2
0:28.0,,,103-95,,L. Nance misses free throw 2 of 2
0:28.0,Defensive rebound by J. Embiid,,103-95,,
0:28.0,Philadelphia full timeout,,103-95,,
0:28.0,T. McConnell enters the game for R. Covington,,103-95,,
0:26.0,B. Simmons makes 2-pt shot from 1 ft,2,105-95,,
0:17.0,,,105-97,2,R. Hood makes 2-pt shot from 1 ft (assist by L. James)
0:12.0,D. Saric makes 2-pt shot from 1 ft (assist by T. McConnell),2,107-97,,
0:12.0,,,107-97,,Technical foul by J. Clarkson
0:12.0,J. Redick makes technical free throw,1,108-97,,
0:12.0,,,108-97,,L. Perrantes enters the game for J. Clarkson
0:12.0,,,108-97,,C. Osman enters the game for L. James
0:12.0,M. Belinelli enters the game for D. Saric,,108-97,,
0:12.0,R. Covington enters the game for J. Embiid,,108-97,,
0:02.0,,,108-97,,L. Perrantes misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by R. Covington,,108-97,,
