time,LA Clippers,pts.away,score,pts.home,Sacramento
5:40.0,,,108-104,,Offensive foul by S. Labissiere (drawn by J. Evans)
5:40.0,,,108-104,,Turnover by S. Labissiere (offensive foul)
5:40.0,M. Teodosic enters the game for J. Evans,,108-104,,
5:40.0,T. Wallace enters the game for W. Johnson,,108-104,,
5:27.0,Turnover by M. Teodosic (traveling),,108-104,,
5:27.0,,,108-104,,Z. Randolph enters the game for S. Labissiere
5:16.0,,,108-104,,B. Hield misses 2-pt shot from 16 ft
5:13.0,Defensive rebound by M. Harrell,,108-104,,
5:01.0,L. Williams misses 2-pt shot from 12 ft,,108-104,,
4:57.0,,,108-104,,Defensive rebound by Z. Randolph
4:52.0,,,108-107,3,B. Bogdanovic makes 3-pt shot from 25 ft
4:51.0,LA Clippers full timeout,,108-107,,
4:35.0,L. Williams misses 2-pt shot from 15 ft,,108-107,,
4:29.0,,,108-107,,Defensive rebound by K. Koufos
4:14.0,,,108-109,2,Z. Randolph makes 2-pt shot from 14 ft
3:59.0,M. Teodosic makes 2-pt shot from 17 ft,2,110-109,,
3:44.0,,,110-109,,Z. Randolph misses 2-pt shot from 1 ft
3:41.0,Defensive rebound by B. Griffin,,110-109,,
3:36.0,M. Teodosic misses 3-pt shot from 25 ft,,110-109,,
3:32.0,,,110-109,,Defensive rebound by K. Koufos
3:20.0,,,110-111,2,Z. Randolph makes 2-pt shot from 17 ft (assist by K. Koufos)
2:53.0,B. Griffin misses 2-pt shot from 20 ft,,110-111,,
2:50.0,,,110-111,,Defensive rebound by B. Hield
2:40.0,,,110-111,,G. Hill misses 2-pt shot from 18 ft
2:34.0,,,110-111,,Offensive rebound by Z. Randolph
2:34.0,,,110-111,,Z. Randolph misses 2-pt shot at rim
2:33.0,Defensive rebound by B. Griffin,,110-111,,
2:32.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,112-111,,
2:10.0,,,112-113,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by Z. Randolph)
1:55.0,B. Griffin makes 3-pt shot from 24 ft (assist by L. Williams),3,115-113,,
1:38.0,,,115-113,,Turnover by Z. Randolph (lost ball; steal by B. Griffin)
1:26.0,L. Williams misses 2-pt shot from 11 ft,,115-113,,
1:23.0,,,115-113,,Defensive rebound by K. Koufos
1:10.0,Personal foul by M. Harrell (drawn by G. Hill),,115-113,,
1:10.0,,,115-114,1,G. Hill makes free throw 1 of 2
1:10.0,,,115-114,,D. Fox enters the game for B. Hield
1:10.0,,,115-114,,G. Hill misses free throw 2 of 2
1:06.0,Defensive rebound by M. Harrell,,115-114,,
0:44.0,L. Williams makes 2-pt shot from 11 ft,2,117-114,,
0:24.0,,,117-114,,Shooting foul by T. Wallace (drawn by G. Hill)
0:24.0,,,117-114,,G. Hill misses free throw 1 of 2
0:24.0,,,117-114,,Offensive rebound by Team
0:24.0,,,117-114,,G. Temple enters the game for B. Bogdanovic
0:24.0,,,117-115,1,G. Hill makes free throw 2 of 2
0:23.0,,,117-115,,Personal foul by G. Hill (drawn by L. Williams)
0:23.0,,,117-115,,W. Cauley-Stein enters the game for Z. Randolph
0:15.0,Turnover by L. Williams (bad pass; steal by K. Koufos),,117-115,,
0:10.0,,,117-115,,Turnover by K. Koufos (bad pass; steal by T. Wallace)
0:10.0,T. Wallace makes 2-pt shot from 1 ft,2,119-115,,
0:10.0,,,119-115,,Sacramento full timeout
0:10.0,,,119-115,,B. Bogdanovic enters the game for K. Koufos
0:10.0,,,119-115,,B. Hield enters the game for W. Cauley-Stein
0:10.0,W. Johnson enters the game for M. Teodosic,,119-115,,
0:10.0,J. Evans enters the game for L. Williams,,119-115,,
0:10.0,,,119-115,,Z. Randolph enters the game for G. Hill
0:09.0,,,119-115,,G. Temple misses 3-pt shot from 23 ft
0:08.0,Defensive rebound by Team,,119-115,,
0:08.0,,,119-115,,G. Hill enters the game for G. Temple
0:07.0,Jump ball: B. Hield vs. T. Wallace (W. Johnson gains possession),,,,Jump ball: B. Hield vs. T. Wallace (W. Johnson gains possession)
0:07.0,,,119-115,,Personal foul by G. Hill (drawn by W. Johnson)
0:07.0,W. Johnson makes free throw 1 of 2,1,120-115,,
0:07.0,W. Johnson makes free throw 2 of 2,1,121-115,,
0:02.0,,,121-115,,G. Hill misses 3-pt shot from 27 ft
0:02.0,,,121-115,,Offensive rebound by B. Hield
