method,delta,match.poss,match.id,control,timeout,effect
propensity.nocalip,2,away,1,-0,-0,0
propensity.nocalip,2,away,2,-0.5,1,1.5
propensity.nocalip,2,away,3,1.5,0.5,-1
propensity.nocalip,2,away,4,2,-0.5,-2.5
propensity.nocalip,2,away,5,1,2,1
propensity.nocalip,2,away,6,0.5,-0.5,-1
propensity.nocalip,2,away,7,-1,0.5,1.5
propensity.nocalip,2,away,8,2,0.5,-1.5
propensity.nocalip,2,away,9,1.5,0.5,-1
propensity.nocalip,2,away,10,1,1,0
propensity.nocalip,2,away,11,2,1,-1
propensity.nocalip,2,away,12,2,0.5,-1.5
propensity.nocalip,2,away,13,-1.5,1.5,3
propensity.nocalip,2,away,14,1.5,0.5,-1
propensity.nocalip,2,away,15,1,-0,-1
propensity.nocalip,2,away,16,1,-0.5,-1.5
propensity.nocalip,2,away,17,-1,-1,0
propensity.nocalip,2,away,18,1.5,1.5,0
propensity.nocalip,2,away,19,-0,-1,-1
propensity.nocalip,2,away,20,-0.5,-0.5,0
propensity.nocalip,2,away,21,2,1,-1
propensity.nocalip,2,away,22,-0,0.5,0.5
propensity.nocalip,2,away,23,1,1,0
propensity.nocalip,2,away,24,0.5,2,1.5
propensity.nocalip,2,away,25,-0,-1,-1
propensity.nocalip,2,away,26,-0,1,1
propensity.nocalip,2,away,27,1.5,1.5,0
propensity.nocalip,2,away,28,-0,-0,0
propensity.nocalip,2,away,29,-0,-0,0
propensity.nocalip,2,away,30,2,1.5,-0.5
propensity.nocalip,2,away,31,1,1.5,0.5
propensity.nocalip,2,away,32,1,0.5,-0.5
propensity.nocalip,2,away,33,-0,2,2
propensity.nocalip,2,away,34,3,-0,-3
propensity.nocalip,2,away,35,2.5,1.5,-1
propensity.nocalip,2,away,36,1,2.5,1.5
propensity.nocalip,2,away,37,1.5,2.5,1
propensity.nocalip,2,away,38,1,1.5,0.5
propensity.nocalip,2,away,39,1,1,0
propensity.nocalip,2,away,40,-0.5,1,1.5
propensity.nocalip,2,away,41,1.5,1.5,0
propensity.nocalip,2,away,42,-0,1,1
propensity.nocalip,2,away,43,1,1.5,0.5
propensity.nocalip,2,away,44,0.5,2,1.5
propensity.nocalip,2,away,45,-0.5,2,2.5
propensity.nocalip,2,away,46,-1,-2.5,-1.5
propensity.nocalip,2,away,47,0.5,0.5,0
propensity.nocalip,2,away,48,1.5,1,-0.5
propensity.nocalip,2,away,49,-0,-1,-1
propensity.nocalip,2,away,50,-1,-1,0
propensity.nocalip,2,away,51,2.5,-0,-2.5
propensity.nocalip,2,away,52,0.5,1.5,1
propensity.nocalip,2,away,53,1,1,0
propensity.nocalip,2,away,54,-2.5,-0.5,2
propensity.nocalip,2,away,55,2,1,-1
propensity.nocalip,2,away,56,0.5,-0.5,-1
propensity.nocalip,2,away,57,1,1,0
propensity.nocalip,2,away,58,2.5,1,-1.5
propensity.nocalip,2,away,59,2,1.5,-0.5
propensity.nocalip,2,away,60,-1,-2,-1
propensity.nocalip,2,away,61,1,-0,-1
propensity.nocalip,2,away,62,1.5,1.5,0
propensity.nocalip,2,away,63,2.5,1.5,-1
propensity.nocalip,2,away,64,-1.5,0.5,2
propensity.nocalip,2,away,65,1,1,0
propensity.nocalip,2,away,66,1,-0.5,-1.5
propensity.nocalip,2,away,67,-0,-1,-1
propensity.nocalip,2,away,68,0.5,-1,-1.5
propensity.nocalip,2,away,69,-1,-0,1
propensity.nocalip,2,away,70,-0.5,1,1.5
propensity.nocalip,2,away,71,2,1.5,-0.5
propensity.nocalip,2,away,72,1.5,1,-0.5
propensity.nocalip,2,away,73,1,2,1
propensity.nocalip,2,away,74,0.5,0.5,0
propensity.nocalip,2,away,75,-0.5,0.5,1
propensity.nocalip,2,away,76,0.5,2,1.5
propensity.nocalip,2,away,77,-2,-3,-1
propensity.nocalip,2,away,78,0.5,0.5,0
propensity.nocalip,2,away,79,1.5,-0,-1.5
propensity.nocalip,2,away,80,1.5,-0,-1.5
propensity.nocalip,2,away,81,3,2.5,-0.5
propensity.nocalip,2,away,82,2.5,0.5,-2
propensity.nocalip,2,away,83,1,-1,-2
propensity.nocalip,2,away,84,1,2,1
propensity.nocalip,2,away,85,-0,-0,0
propensity.nocalip,2,away,86,-0,2,2
propensity.nocalip,2,away,87,2,1,-1
propensity.nocalip,2,away,88,-0,-1.5,-1.5
propensity.nocalip,2,away,89,-1,-0,1
propensity.nocalip,2,away,90,1,0.5,-0.5
propensity.nocalip,2,away,91,1.5,-0,-1.5
propensity.nocalip,2,away,92,2,2,0
propensity.nocalip,2,away,93,0.5,1.5,1
propensity.nocalip,2,away,94,0.5,-0,-0.5
propensity.nocalip,2,away,95,-1,-0.5,0.5
propensity.nocalip,2,away,96,1,1,0
propensity.nocalip,2,away,97,1,0.5,-0.5
propensity.nocalip,2,away,98,0.5,0.5,0
propensity.nocalip,2,away,99,0.5,-0.5,-1
propensity.nocalip,2,away,100,2.5,1.5,-1
propensity.nocalip,2,away,101,1,2.5,1.5
propensity.nocalip,2,away,102,-0,1.5,1.5
propensity.nocalip,2,away,103,1.5,2.5,1
propensity.nocalip,2,away,104,-1,-0,1
propensity.nocalip,2,away,105,-0.5,-0.5,0
propensity.nocalip,2,away,106,-1,-1,0
propensity.nocalip,2,away,107,-0.5,-1.5,-1
propensity.nocalip,2,away,108,2.5,-0,-2.5
propensity.nocalip,2,away,109,1,-0,-1
propensity.nocalip,2,away,110,1,1,0
propensity.nocalip,2,away,111,1,-1.5,-2.5
propensity.nocalip,2,away,112,2,1.5,-0.5
propensity.nocalip,2,away,113,0.5,1.5,1
propensity.nocalip,2,away,114,1,0.5,-0.5
propensity.nocalip,2,away,115,1,-0.5,-1.5
propensity.nocalip,2,away,116,0.5,1.5,1
propensity.nocalip,2,away,117,0.5,0.5,0
propensity.nocalip,2,away,118,-0,-0,0
propensity.nocalip,2,away,119,2,1,-1
propensity.nocalip,2,away,120,3,1.5,-1.5
propensity.nocalip,2,away,121,1,1.5,0.5
propensity.nocalip,2,away,122,-0.5,-3,-2.5
propensity.nocalip,2,away,123,-0,0.5,0.5
propensity.nocalip,2,away,124,-0,2,2
propensity.nocalip,2,away,125,1,1,0
propensity.nocalip,2,away,126,-0,1.5,1.5
propensity.nocalip,2,away,127,2,-0,-2
propensity.nocalip,2,away,128,1,-1,-2
propensity.nocalip,2,away,129,2,2,0
propensity.nocalip,2,away,130,1,1,0
propensity.nocalip,2,away,131,1,2,1
propensity.nocalip,2,away,132,1,1,0
propensity.nocalip,2,away,133,-1,-1,0
propensity.nocalip,2,away,134,0.5,2.5,2
propensity.nocalip,2,away,135,0.5,0.5,0
propensity.nocalip,2,away,136,0.5,0.5,0
propensity.nocalip,2,away,137,1,-0,-1
propensity.nocalip,2,away,138,2.5,2.5,0
propensity.nocalip,2,away,139,-1,-1,0
propensity.nocalip,2,away,140,-0,2,2
propensity.nocalip,2,away,141,1.5,1,-0.5
propensity.nocalip,2,away,142,1,0.5,-0.5
propensity.nocalip,2,away,143,-0,-0,0
propensity.nocalip,2,away,144,-2,-1.5,0.5
propensity.nocalip,2,away,145,-0,-0.5,-0.5
propensity.nocalip,2,away,146,0.5,-1,-1.5
