method,delta,match.poss,match.id,control,timeout,effect
nobal,2,away,185,1.5,1,-0.5
nobal,2,away,186,1,-0,-1
nobal,2,away,187,2,-0,-2
nobal,2,away,188,-1.5,-1,0.5
nobal,2,away,189,0.5,-0.5,-1
nobal,2,away,190,2,2,0
nobal,2,away,191,-0.5,-0.5,0
nobal,2,away,192,1,1.5,0.5
nobal,2,away,193,2,1,-1
nobal,2,away,194,2,0.5,-1.5
nobal,2,away,195,-0,-0,0
nobal,2,away,196,1.5,1,-0.5
nobal,2,away,197,1,1,0
nobal,2,away,198,1,1,0
nobal,2,away,199,0.5,-0,-0.5
nobal,2,away,200,1,0.5,-0.5
nobal,2,away,201,2.5,0.5,-2
nobal,2,away,202,-1,2,3
nobal,2,away,203,-1,-0,1
nobal,2,away,204,-1.5,1,2.5
nobal,2,away,205,-0.5,1,1.5
nobal,2,away,206,-0,1,1
nobal,2,away,207,2,1,-1
nobal,2,away,208,-0.5,-0,0.5
nobal,2,away,209,-0,1,1
nobal,2,away,210,1.5,0.5,-1
nobal,2,away,211,1,0.5,-0.5
nobal,2,away,212,-2.5,-0,2.5
nobal,2,away,213,0.5,-0,-0.5
nobal,2,away,214,-1,1,2
nobal,2,away,215,1,1,0
nobal,2,away,216,2,-0.5,-2.5
nobal,2,away,217,1.5,0.5,-1
nobal,2,away,218,-1,-0,1
nobal,2,away,219,-0,2,2
nobal,2,away,220,0.5,1.5,1
nobal,2,away,221,1.5,3,1.5
nobal,2,away,222,0.5,2.5,2
nobal,2,away,223,-0.5,1.5,2
nobal,2,away,224,1,-0,-1
nobal,2,away,225,0.5,1,0.5
nobal,2,away,226,-1.5,-1,0.5
nobal,2,away,227,-0,1,1
nobal,2,away,228,1,1,0
nobal,2,away,229,1,2,1
nobal,2,away,230,1.5,0.5,-1
nobal,2,away,231,1.5,-0.5,-2
nobal,2,away,232,3,3,0
nobal,2,away,233,-0,1,1
nobal,2,away,234,-0,0.5,0.5
nobal,2,away,235,1,0.5,-0.5
nobal,2,away,236,0.5,-0,-0.5
nobal,2,away,237,-0.5,-1,-0.5
nobal,2,away,238,1,0.5,-0.5
nobal,2,away,239,1.5,1.5,0
nobal,2,away,240,0.5,1.5,1
nobal,2,away,241,-1,1,2
nobal,2,away,242,1,-0,-1
nobal,2,away,243,2,2,0
nobal,2,away,244,-1,1,2
nobal,2,away,245,1.5,2.5,1
nobal,2,away,246,0.5,-0,-0.5
nobal,2,away,247,0.5,-0,-0.5
nobal,2,away,248,1,-0,-1
nobal,2,away,249,-0.5,3,3.5
nobal,2,away,250,1.5,2.5,1
nobal,2,away,251,-1,-0,1
nobal,2,away,252,1,-0,-1
nobal,2,away,253,-0,-0.5,-0.5
nobal,2,away,254,1.5,0.5,-1
nobal,2,away,255,-1,-1,0
nobal,2,away,256,1,1,0
nobal,2,away,257,2,2,0
nobal,2,away,258,-0,1.5,1.5
nobal,2,away,259,0.5,2.5,2
nobal,2,away,260,-0.5,-2,-1.5
nobal,2,away,261,1,-0,-1
nobal,2,away,262,1,-0.5,-1.5
nobal,2,away,263,1.5,1.5,0
nobal,2,away,264,-0.5,1,1.5
nobal,2,away,265,0.5,-0.5,-1
nobal,2,away,266,-0,-0,0
nobal,2,away,267,-1.5,1.5,3
nobal,2,away,268,-0,1,1
nobal,2,away,269,1,1,0
nobal,2,away,270,0.5,1,0.5
nobal,2,away,271,1,2,1
nobal,2,away,272,-0.5,1.5,2
nobal,2,away,273,-1.5,1,2.5
nobal,2,away,274,-1,2,3
nobal,2,away,275,1,-0,-1
nobal,2,away,276,2,-0.5,-2.5
nobal,2,away,277,1,1.5,0.5
nobal,2,away,278,-0,-2,-2
nobal,2,away,279,1,-0.5,-1.5
nobal,2,away,280,1,1,0
nobal,2,away,281,1,0.5,-0.5
nobal,2,away,282,-1,-0.5,0.5
nobal,2,away,283,1,2,1
nobal,2,away,284,-0.5,1,1.5
nobal,2,away,285,-0.5,-1.5,-1
nobal,2,away,286,0.5,0.5,0
nobal,2,away,287,-0.5,1,1.5
nobal,2,away,288,1,-0,-1
nobal,2,away,289,1,1,0
nobal,2,away,290,2.5,0.5,-2
nobal,2,away,291,2,2,0
nobal,2,away,292,1.5,1.5,0
nobal,2,away,293,1.5,-1.5,-3
nobal,2,away,294,-0,-1,-1
nobal,2,away,295,1.5,2.5,1
nobal,2,away,296,1.5,1.5,0
nobal,2,away,297,0.5,2,1.5
nobal,2,away,298,2,0.5,-1.5
nobal,2,away,299,2.5,-0,-2.5
nobal,2,away,300,-0,-0,0
nobal,2,away,301,0.5,-0,-0.5
nobal,2,away,302,-1,-3.5,-2.5
nobal,2,away,303,1,1.5,0.5
nobal,2,away,304,2,2,0
nobal,2,away,305,1.5,1.5,0
nobal,2,away,306,1.5,1.5,0
nobal,2,away,307,2.5,2,-0.5
nobal,2,away,308,1.5,1,-0.5
nobal,2,away,309,-0.5,2,2.5
nobal,2,away,310,1,-0,-1
nobal,2,away,311,0.5,2,1.5
nobal,2,away,312,2.5,-0.5,-3
nobal,2,away,313,1.5,-0,-1.5
nobal,2,away,314,1,2.5,1.5
nobal,2,away,315,-0,-1.5,-1.5
nobal,2,away,316,1,1,0
nobal,2,away,317,-0.5,-1,-0.5
nobal,2,away,318,0.5,0.5,0
nobal,2,away,319,-0.5,0.5,1
nobal,2,away,320,1.5,0.5,-1
nobal,2,away,321,1.5,1.5,0
nobal,2,away,322,-0.5,-1,-0.5
nobal,2,away,323,1,-0,-1
nobal,2,away,324,-0,1,1
nobal,2,away,325,2,2,0
nobal,2,away,326,1,0.5,-0.5
nobal,2,away,327,1.5,1,-0.5
nobal,2,away,328,-0.5,0.5,1
nobal,2,away,329,1,-0,-1
nobal,2,away,330,-0,1.5,1.5
nobal,2,away,331,1.5,2.5,1
nobal,2,away,332,-1.5,-0,1.5
nobal,2,away,333,1.5,1.5,0
nobal,2,away,334,2,0.5,-1.5
nobal,2,away,335,1,1,0
nobal,2,away,336,-1,0.5,1.5
nobal,2,away,337,-0.5,-0,0.5
nobal,2,away,338,0.5,-1.5,-2
nobal,2,away,339,1.5,0.5,-1
nobal,2,away,340,1,1,0
nobal,2,away,341,3,1,-2
nobal,2,away,342,-0,-1,-1
nobal,2,away,343,2.5,2,-0.5
nobal,2,away,344,-0,1,1
nobal,2,away,345,-0,1,1
nobal,2,away,346,-0,-0.5,-0.5
nobal,2,away,347,1,1.5,0.5
nobal,2,away,348,1.5,-0,-1.5
nobal,2,away,349,1.5,-0.5,-2
nobal,2,away,350,2,-0,-2
nobal,2,away,351,2,1.5,-0.5
nobal,2,away,352,1,0.5,-0.5
nobal,2,away,353,2,1.5,-0.5
nobal,2,away,354,2.5,2.5,0
nobal,2,away,355,2,-0,-2
nobal,2,away,356,-0,-1.5,-1.5
nobal,2,away,357,-0,2.5,2.5
nobal,2,away,358,-0.5,1,1.5
nobal,2,away,359,-0,1.5,1.5
nobal,2,away,360,-1,-1.5,-0.5
nobal,2,away,361,-1,-1.5,-0.5
nobal,2,away,362,-1,1.5,2.5
nobal,2,away,363,-0.5,0.5,1
nobal,2,away,364,1,2,1
nobal,2,away,365,2.5,1.5,-1
nobal,2,away,366,-0.5,1,1.5
nobal,2,away,367,-0,1,1
nobal,2,away,368,1,1,0
nobal,2,away,369,1,1,0
nobal,2,away,370,-0,-0,0
nobal,2,away,371,-0.5,-1,-0.5
nobal,2,away,372,-1,0.5,1.5
nobal,2,away,373,-1,1.5,2.5
nobal,2,away,374,2,2,0
nobal,2,away,375,0.5,-2,-2.5
nobal,2,away,376,3,-0,-3
nobal,2,away,377,1,1,0
nobal,2,away,378,1,-1,-2
nobal,2,away,379,-1,-1,0
nobal,2,away,380,-0,-0,0
nobal,2,away,381,-1,-3,-2
nobal,2,away,382,1,1,0
nobal,2,away,383,-1,-0.5,0.5
nobal,2,away,384,-0.5,-0,0.5
nobal,2,away,385,1,-0,-1
nobal,2,away,386,1,-0,-1
nobal,2,away,387,0.5,1,0.5
nobal,2,away,388,-0.5,-0.5,0
nobal,2,away,389,-0,0.5,0.5
nobal,2,away,390,1.5,1.5,0
nobal,2,away,391,-1.5,-0,1.5
nobal,2,away,392,-0,1,1
nobal,2,away,393,-0.5,1,1.5
nobal,2,away,394,2.5,1,-1.5
nobal,2,away,395,1,-0,-1
nobal,2,away,396,1,1,0
nobal,2,away,397,1,1.5,0.5
nobal,2,away,398,-0,2,2
nobal,2,away,399,1.5,1,-0.5
nobal,2,away,400,1,-1,-2
nobal,2,away,401,-1,-2,-1
nobal,2,away,402,-1,0.5,1.5
nobal,2,away,403,2.5,2,-0.5
nobal,2,away,404,-0,-0,0
nobal,2,away,405,1,0.5,-0.5
nobal,2,away,406,0.5,0.5,0
nobal,2,away,407,1.5,1,-0.5
nobal,2,away,408,-0,-0,0
nobal,2,away,409,1,1,0
nobal,2,away,410,-0,1,1
nobal,2,away,411,0.5,1,0.5
nobal,2,away,412,1.5,1.5,0
nobal,2,away,413,-0,0.5,0.5
nobal,2,away,414,2,1,-1
nobal,2,away,415,1,2,1
nobal,2,away,416,-0,2,2
nobal,2,away,417,0.5,-0,-0.5
nobal,2,away,418,-0,1,1
nobal,2,away,419,-1.5,1.5,3
nobal,2,away,420,2,2,0
nobal,2,away,421,1,-0,-1
nobal,2,away,422,1,2,1
nobal,2,away,423,1,2.5,1.5
nobal,2,away,424,-0,-0.5,-0.5
nobal,2,away,425,1.5,0.5,-1
nobal,2,away,426,-0,-1.5,-1.5
nobal,2,away,427,2.5,1,-1.5
nobal,2,away,428,2.5,1,-1.5
nobal,2,away,429,1,-0,-1
nobal,2,away,430,-0,1.5,1.5
nobal,2,away,431,1.5,2.5,1
nobal,2,away,432,-1,-0.5,0.5
nobal,2,away,433,2,-0,-2
nobal,2,away,434,1.5,2,0.5
nobal,2,away,435,1,2,1
nobal,2,away,436,1,-0.5,-1.5
nobal,2,away,437,-0,0.5,0.5
nobal,2,away,438,1.5,1,-0.5
nobal,2,away,439,3,1.5,-1.5
nobal,2,away,440,3,1.5,-1.5
nobal,2,away,441,2,0.5,-1.5
nobal,2,away,442,-0,-0,0
nobal,2,away,443,1.5,3,1.5
nobal,2,away,444,1.5,2.5,1
nobal,2,away,445,1,2,1
nobal,2,away,446,1,2,1
nobal,2,away,447,-0,1,1
nobal,2,away,448,-0,2,2
nobal,2,away,449,-0.5,-2,-1.5
nobal,2,away,450,-0.5,-0.5,0
nobal,2,away,451,2,1.5,-0.5
nobal,2,away,452,1.5,-0,-1.5
nobal,2,away,453,1,1,0
nobal,2,away,454,1.5,2,0.5
nobal,2,away,455,1,-1,-2
nobal,2,away,456,-0,-1,-1
nobal,2,away,457,-0.5,2,2.5
nobal,2,away,458,1,-0.5,-1.5
nobal,2,away,459,2,-0.5,-2.5
nobal,2,away,460,1.5,0.5,-1
nobal,2,away,461,2,2,0
nobal,2,away,462,-1,-2,-1
nobal,2,away,463,-0.5,1,1.5
nobal,2,away,464,-1.5,-0,1.5
nobal,2,away,465,1.5,1.5,0
nobal,2,away,466,1,1.5,0.5
nobal,2,away,467,-0,-0,0
nobal,2,away,468,1,-0,-1
nobal,2,away,469,-0,-0,0
nobal,2,away,470,-1.5,-1.5,0
nobal,2,away,471,-0.5,-0,0.5
nobal,2,away,472,1,1,0
nobal,2,away,473,1.5,1,-0.5
nobal,2,away,474,1,-0,-1
nobal,2,away,475,2.5,1,-1.5
nobal,2,away,476,1.5,0.5,-1
nobal,2,away,477,-0,-0,0
nobal,2,away,478,-1.5,-1,0.5
nobal,2,away,479,1.5,1.5,0
nobal,2,away,480,2.5,2,-0.5
nobal,2,away,481,2.5,0.5,-2
nobal,2,away,482,1.5,2.5,1
nobal,2,away,483,2,1.5,-0.5
nobal,2,away,484,-0.5,-0.5,0
nobal,2,away,485,2.5,2.5,0
nobal,2,away,486,1,-0.5,-1.5
nobal,2,away,487,0.5,-0.5,-1
nobal,2,away,488,2.5,3,0.5
nobal,2,away,489,1,2,1
nobal,2,away,490,2.5,1.5,-1
nobal,2,away,491,0.5,-0,-0.5
nobal,2,away,492,1,-0,-1
nobal,2,away,493,-0,0.5,0.5
nobal,2,away,494,-0.5,1,1.5
nobal,2,away,495,1.5,3,1.5
nobal,2,away,496,1.5,1.5,0
nobal,2,away,497,0.5,1.5,1
nobal,2,away,498,1.5,2.5,1
nobal,2,away,499,1,0.5,-0.5
nobal,2,away,500,-0,-0,0
nobal,2,away,501,1.5,0.5,-1
nobal,2,away,502,-0.5,-0.5,0
nobal,2,away,503,-0,2,2
nobal,2,away,504,2.5,-0,-2.5
nobal,2,away,505,-1.5,1,2.5
nobal,2,away,506,1,1,0
nobal,2,away,507,1,-0.5,-1.5
nobal,2,away,508,-0,1.5,1.5
nobal,2,away,509,0.5,3,2.5
nobal,2,away,510,-1.5,1.5,3
nobal,2,away,511,0.5,0.5,0
nobal,2,away,512,1,1,0
nobal,2,away,513,1.5,-0,-1.5
nobal,2,away,514,-0,1,1
nobal,2,away,515,-0,1,1
nobal,2,away,516,-0,1.5,1.5
nobal,2,away,517,-1.5,-1,0.5
nobal,2,away,518,1,-0,-1
nobal,2,away,519,2.5,1.5,-1
nobal,2,away,520,1,-0,-1
nobal,2,away,521,-0,1,1
nobal,2,away,522,-0,-0,0
nobal,2,away,523,0.5,-0,-0.5
nobal,2,away,524,-0.5,1,1.5
nobal,2,away,525,1,0.5,-0.5
nobal,2,away,526,1.5,-0,-1.5
nobal,2,away,527,0.5,-0,-0.5
nobal,2,away,528,-0,-2.5,-2.5
nobal,2,away,529,2,1,-1
nobal,2,away,530,1.5,-1,-2.5
nobal,2,away,531,-1.5,0.5,2
nobal,2,away,532,1.5,0.5,-1
nobal,2,away,533,2,-0,-2
nobal,2,away,534,-0,-0.5,-0.5
nobal,2,away,535,1,2,1
nobal,2,away,536,2,1,-1
nobal,2,away,537,-0,1,1
nobal,2,away,538,2,0.5,-1.5
nobal,2,away,539,2.5,-0,-2.5
nobal,2,away,540,-0,-2,-2
nobal,2,away,541,2.5,1,-1.5
nobal,2,away,542,0.5,2,1.5
nobal,2,away,543,1,-0,-1
nobal,2,away,544,0.5,1,0.5
nobal,2,away,545,2.5,1,-1.5
nobal,2,away,546,-0,-1,-1
nobal,2,away,547,1,1,0
nobal,2,away,548,2.5,1.5,-1
nobal,2,away,549,-1.5,-0,1.5
nobal,2,away,550,1,-0,-1
nobal,2,away,551,1.5,3,1.5
nobal,2,away,552,-0,-1,-1
nobal,2,away,553,1.5,1.5,0
nobal,2,away,554,1,1.5,0.5
nobal,2,away,555,-0,-0,0
nobal,2,away,556,-0.5,-1,-0.5
nobal,2,away,557,2.5,-0.5,-3
nobal,2,away,558,0.5,1,0.5
nobal,2,away,559,2,0.5,-1.5
nobal,2,away,560,1,1,0
nobal,2,away,561,2.5,2,-0.5
nobal,2,away,562,2.5,1.5,-1
nobal,2,away,563,1,-1.5,-2.5
nobal,2,away,564,-1,-1.5,-0.5
nobal,2,away,565,1,1,0
nobal,2,away,566,2,1,-1
nobal,2,away,567,1,-0,-1
nobal,2,away,568,1.5,0.5,-1
nobal,2,away,569,-0,0.5,0.5
nobal,2,away,570,-0,2,2
nobal,2,away,571,1,0.5,-0.5
nobal,2,away,572,1,1,0
nobal,2,away,573,0.5,1.5,1
nobal,2,away,574,-0,1,1
nobal,2,away,575,-1,1,2
nobal,2,away,576,1,1,0
nobal,2,away,577,1.5,1.5,0
nobal,2,away,578,0.5,0.5,0
nobal,2,away,579,1.5,1,-0.5
nobal,2,away,580,0.5,-1,-1.5
nobal,2,away,581,2.5,0.5,-2
nobal,2,away,582,-2.5,-1,1.5
nobal,2,away,583,2,1.5,-0.5
nobal,2,away,584,1,-1,-2
nobal,2,away,585,-2,-1.5,0.5
nobal,2,away,586,-1.5,-0,1.5
nobal,2,away,587,-0,0.5,0.5
nobal,2,away,588,1.5,1,-0.5
nobal,2,away,589,-1,-0,1
nobal,2,away,590,1,0.5,-0.5
nobal,2,away,591,2.5,0.5,-2
nobal,2,away,592,1,-0,-1
nobal,2,away,593,0.5,-0.5,-1
nobal,2,away,594,-0,1,1
nobal,2,away,595,-0,0.5,0.5
nobal,2,away,596,1,0.5,-0.5
nobal,2,away,597,-0.5,2,2.5
nobal,2,away,598,1,1,0
nobal,2,away,599,-0.5,1.5,2
nobal,2,away,600,2,0.5,-1.5
nobal,2,away,601,-1.5,0.5,2
nobal,2,away,602,-0.5,-1,-0.5
nobal,2,away,603,0.5,1,0.5
nobal,2,away,604,1.5,0.5,-1
nobal,2,away,605,1.5,0.5,-1
nobal,2,away,606,1,1,0
nobal,2,away,607,0.5,2,1.5
nobal,2,away,608,-0,2,2
nobal,2,away,609,0.5,1.5,1
nobal,2,away,610,2.5,1,-1.5
nobal,2,away,611,1,-0,-1
nobal,2,away,612,0.5,-0.5,-1
nobal,2,away,613,1,2.5,1.5
nobal,2,away,614,1,-0,-1
nobal,2,away,615,0.5,0.5,0
nobal,2,away,616,1,1,0
nobal,2,away,617,1,-0,-1
nobal,2,away,618,2,-0,-2
nobal,2,away,619,-1.5,-1,0.5
nobal,2,away,620,1.5,-0,-1.5
nobal,2,away,621,2.5,0.5,-2
nobal,2,away,622,-0,1,1
nobal,2,away,623,2,1.5,-0.5
nobal,2,away,624,-0.5,-0,0.5
nobal,2,away,625,-0.5,1,1.5
nobal,2,away,626,2,2,0
nobal,2,away,627,1,2,1
nobal,2,away,628,-0,1,1
nobal,2,away,629,-1,-2.5,-1.5
nobal,2,away,630,1,2,1
nobal,2,away,631,-0.5,1,1.5
nobal,2,away,632,1,2,1
nobal,2,away,633,0.5,1,0.5
nobal,2,away,634,3,1,-2
nobal,2,away,635,-1,-1,0
nobal,2,away,636,1,1,0
nobal,2,away,637,-0,-1,-1
nobal,2,away,638,1,1,0
nobal,2,away,639,1,-1,-2
nobal,2,away,640,2.5,1.5,-1
nobal,2,away,641,0.5,0.5,0
nobal,2,away,642,0.5,2,1.5
nobal,2,away,643,2,2.5,0.5
nobal,2,away,644,1,2.5,1.5
nobal,2,away,645,1,-0,-1
nobal,2,away,646,0.5,-0,-0.5
nobal,2,away,647,-0,-0,0
nobal,2,away,648,1.5,0.5,-1
nobal,2,away,649,-0,1,1
nobal,2,away,650,1.5,1,-0.5
nobal,2,away,651,1,2,1
nobal,2,away,652,2,-0.5,-2.5
nobal,2,away,653,1,2,1
nobal,2,away,654,-1,-0.5,0.5
nobal,2,away,655,1,-0.5,-1.5
nobal,2,away,656,0.5,1,0.5
nobal,2,away,657,-0,1.5,1.5
nobal,2,away,658,-0,2,2
nobal,2,away,659,-1.5,0.5,2
nobal,2,away,660,-0.5,-0.5,0
nobal,2,away,661,2,-0,-2
nobal,2,away,662,-0,1.5,1.5
nobal,2,away,663,2.5,2.5,0
nobal,2,away,664,-0,1,1
nobal,2,away,665,-1,-0.5,0.5
nobal,2,away,666,-2.5,-0,2.5
nobal,2,away,667,1.5,-0,-1.5
nobal,2,away,668,-0.5,1,1.5
nobal,2,away,669,-1.5,-0,1.5
nobal,2,away,670,1,2,1
nobal,2,away,671,1.5,1,-0.5
nobal,2,away,672,1.5,-0,-1.5
nobal,2,away,673,-0,-1,-1
nobal,2,away,674,2.5,0.5,-2
nobal,2,away,675,1,-0,-1
nobal,2,away,676,-0,1,1
nobal,2,away,677,1,2,1
nobal,2,away,678,-0,-0.5,-0.5
nobal,2,away,679,1,1,0
nobal,2,away,680,2,2,0
nobal,2,away,681,1.5,2.5,1
nobal,2,away,682,1.5,0.5,-1
nobal,2,away,683,0.5,1.5,1
nobal,2,away,684,1.5,1,-0.5
nobal,2,away,685,0.5,-0.5,-1
nobal,2,away,686,2.5,0.5,-2
nobal,2,away,687,0.5,2.5,2
nobal,2,away,688,-1,-1,0
nobal,2,away,689,-0,-1,-1
nobal,2,away,690,1,1,0
nobal,2,away,691,2,-0,-2
nobal,2,away,692,1.5,-0,-1.5
nobal,2,away,693,2,2.5,0.5
nobal,2,away,694,-0,1,1
nobal,2,away,695,2,1,-1
nobal,2,away,696,-1,-1,0
nobal,2,away,697,-0,-0.5,-0.5
nobal,2,away,698,2.5,0.5,-2
nobal,2,away,699,-0,0.5,0.5
nobal,2,away,700,1.5,1,-0.5
nobal,2,away,701,-1.5,-0,1.5
nobal,2,away,702,1.5,1,-0.5
nobal,2,away,703,1.5,1.5,0
nobal,2,away,704,1,-0,-1
nobal,2,away,705,1,-0,-1
nobal,2,away,706,-0,-0,0
nobal,2,away,707,0.5,-0,-0.5
nobal,2,away,708,-0,1,1
nobal,2,away,709,1,1,0
nobal,2,away,710,0.5,0.5,0
nobal,2,away,711,-1,-0,1
nobal,2,away,712,2.5,0.5,-2
